BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3
true,73935,73935,73935,73935,true,73935,73935,73935,73935,true,73935,73935,73935,73935
true,162045,162045,162045,162045,true,162045,162045,162045,162045,true,162045,162045,162045,162045
true,141482,141482,141482,141482,true,141482,141482,141482,141482,true,141482,141482,141482,141482
true,423643,423643,423643,423643,true,286824,286824,286824,286824,true,201291,201291,201291,201291
true,59168,59168,59168,59168,true,52288,52288,52288,52288,true,52288,52288,52288,52288
true,299520,299520,299520,299520,true,189940,189940,213820,213820,true,189940,189940,189940,189940
true,328146,328146,328146,328146,true,190680,190680,190680,190680,true,190680,190680,190680,190680
true,317664,317664,317664,317664,true,283344,283344,283344,283344,true,283344,283344,283344,283344
true,184959,184959,184959,184959,true,104121,104121,104121,104121,true,84726,84726,84726,84726
true,339276,339276,339276,339276,true,214767,214767,214767,214767,true,214767,214767,214767,214767
true,287280,287280,287280,287280,true,167328,167328,167328,167328,true,167328,167328,167328,167328
true,185640,185640,185640,185640,true,140294,140294,140294,140294,true,140294,140294,140294,140294
true,367176,367176,367176,367176,true,346500,346500,346500,346500,true,346500,346500,346500,346500
true,183336,183336,183336,183336,true,134244,134244,134244,134244,true,134244,134244,134244,134244
true,56890,56890,56890,56890,true,50745,50745,50745,50745,true,50745,50745,50745,50745
true,62265,62265,62265,62265,true,62265,62265,62265,62265,true,62265,62265,62265,62265
true,762042,762042,762042,762042,true,499322,499322,499902,499902,true,445260,445260,445260,445260
true,425271,425271,425271,425271,true,278439,278439,278439,278439,true,278439,278439,278439,278439
true,41205,41205,41205,41205,true,27215,27215,27215,27215,true,27215,27215,27215,27215
true,162162,162162,162162,162162,true,162162,162162,162162,162162,true,162162,162162,162162,162162
true,197940,197940,197940,197940,true,156588,156588,156588,156588,true,156588,156588,156588,156588
true,452002,452002,452002,452002,true,346528,346528,346528,346528,true,346528,346528,346528,346528
true,208256,208256,208256,208256,true,141880,141880,141880,141880,true,141880,141880,141880,141880
true,99756,99756,99756,99756,true,82812,82812,82812,82812,true,82812,82812,82812,82812
true,289292,289292,289292,289292,true,175579,175579,175579,175579,true,175579,175579,175579,175579
true,96150,96150,96150,96150,true,58230,58230,58230,58230,true,58230,58230,58230,58230
true,201987,201987,201987,201987,true,153748,153748,153748,153748,true,153748,153748,153748,153748
true,290796,290796,290796,290796,true,201200,201200,208220,208220,true,193128,193128,193128,193128
true,436989,436989,436989,436989,true,240282,240282,240282,240282,true,240282,240282,240282,240282
true,118200,118200,118200,118200,true,83610,83610,83610,83610,true,83610,83610,83610,83610
true,72655,72655,72655,72655,true,37840,37840,37840,37840,true,37840,37840,37840,37840
true,433161,433161,433161,433161,true,287901,287901,287901,287901,true,287901,287901,287901,287901
true,274626,274626,274626,274626,true,223272,223272,223272,223272,true,223272,223272,223272,223272
true,231966,231966,231966,231966,true,150194,150194,150194,150194,true,150194,150194,150194,150194
true,89720,89720,89720,89720,true,76336,76336,76336,76336,true,76336,76336,76336,76336
true,195312,195312,195312,195312,true,159564,159564,159564,159564,true,159564,159564,159564,159564
true,270552,270552,270552,270552,true,208608,208608,208608,208608,true,208608,208608,208608,208608
true,243800,243800,243800,243800,true,172360,172360,172360,172360,true,172360,172360,172360,172360
true,229840,229840,229840,229840,true,136500,136500,136500,136500,true,136500,136500,136500,136500
true,149016,149016,149016,149016,true,106734,106734,106734,106734,true,106734,106734,106734,106734
true,153986,153986,153986,153986,true,153986,153986,153986,153986,true,153986,153986,153986,153986
true,226278,226278,226278,226278,true,179757,179757,179757,179757,true,179757,179757,179757,179757
true,251362,251362,251362,251362,true,205547,205547,205547,205547,true,160582,160582,160582,160582
true,320070,320070,320070,320070,true,224262,224262,224262,224262,true,224262,224262,224262,224262
true,206540,206540,206540,206540,true,206540,206540,206540,206540,true,206540,206540,206540,206540
true,88140,88140,88140,88140,true,58290,58290,58290,58290,true,58290,58290,58290,58290
true,92379,92379,92379,92379,true,56060,56060,67879,67879,true,43883,43883,43883,43883
true,281640,281640,281640,281640,true,190248,190248,190248,190248,true,179840,179840,179840,179840
true,139655,139655,139655,139655,true,92550,92550,92550,92550,true,57210,57210,57210,57210
true,81095,81095,81095,81095,true,81095,81095,81095,81095,true,81095,81095,81095,81095
true,396690,396690,396690,396690,true,388665,388665,388665,388665,true,388665,388665,388665,388665
true,191718,191718,191718,191718,true,177144,177144,177144,177144,true,177144,177144,177144,177144
true,627408,627408,627408,627408,true,415224,415224,415224,415224,true,256776,256776,256776,256776
true,94255,94255,94255,94255,true,94255,94255,94255,94255,true,94255,94255,94255,94255
true,1029920,1029920,1029920,1029920,true,729267,729267,729267,729267,true,579817,579817,579817,579817
true,708764,708764,708764,708764,true,534072,534072,534072,534072,true,450604,450604,450604,450604
true,252486,252486,252486,252486,true,164086,164086,164086,164086,true,136271,136271,136271,136271
true,274710,274710,274710,274710,true,182867,182867,207510,207510,true,151125,151125,151125,151125
true,118683,118683,118683,118683,true,73800,73800,73800,73800,true,73800,73800,73800,73800
true,66250,66250,66250,66250,true,43665,43665,43665,43665,true,43665,43665,43665,43665
true,108630,108630,108630,108630,true,90948,90948,90948,90948,true,90948,90948,90948,90948
true,211510,211510,211510,211510,true,189255,189255,189255,189255,true,189255,189255,189255,189255
true,95184,95184,95184,95184,true,60543,60543,60543,60543,true,60543,60543,60543,60543
true,199140,199140,199140,199140,true,105780,105780,105780,105780,true,105780,105780,105780,105780
true,345528,345528,345528,345528,true,295020,295020,295020,295020,true,295020,295020,295020,295020
true,108682,108682,108682,108682,true,68341,68341,68341,68341,true,60180,60180,60180,60180
true,244335,244335,244335,244335,true,178665,178665,178665,178665,true,178665,178665,178665,178665
true,132831,132831,132831,132831,true,125820,125820,125820,125820,true,125820,125820,125820,125820
true,338384,338384,338384,338384,true,260391,260391,260391,260391,true,260391,260391,260391,260391
true,220116,220116,220116,220116,true,118224,118224,118224,118224,true,118224,118224,118224,118224
true,79185,79185,79185,79185,true,42210,42210,42210,42210,true,42210,42210,42210,42210
true,213780,213780,213780,213780,true,213780,213780,213780,213780,true,213780,213780,213780,213780
true,64920,64920,64920,64920,true,47874,47874,47874,47874,true,34512,34512,34512,34512
true,102663,102663,102663,102663,true,80730,80730,80730,80730,true,80730,80730,80730,80730
true,450741,450741,450741,450741,true,292581,292581,292581,292581,true,225475,225475,225475,225475
true,96270,96270,96270,96270,true,82458,82458,82458,82458,true,82458,82458,82458,82458
true,151848,151848,151848,151848,true,146700,146700,146700,146700,true,146700,146700,146700,146700
true,234928,234928,234928,234928,true,141152,141152,141152,141152,true,141152,141152,141152,141152
true,223883,223883,223883,223883,true,128568,128568,128568,128568,true,128568,128568,128568,128568
true,286995,286995,286995,286995,true,212520,212520,214852,214852,true,151639,151639,151639,151639
true,168334,168334,168334,168334,true,137436,137436,142426,142426,true,137436,137436,137436,137436
true,109720,109720,109720,109720,true,81220,81220,81220,81220,true,77894,77894,77894,77894
true,247753,247753,247753,247753,true,218845,218845,218845,218845,true,218845,218845,218845,218845
true,143584,143584,143584,143584,true,130550,130550,130550,130550,true,130550,130550,130550,130550
true,200783,200783,200783,200783,true,140490,140490,140490,140490,true,140490,140490,140490,140490
true,179490,179490,179490,179490,true,132171,132171,132171,132171,true,132171,132171,132171,132171
true,399410,399410,399410,399410,true,369116,369116,369116,369116,true,353202,353202,353202,353202
true,74711,74711,74711,74711,true,44653,44653,44653,44653,true,44653,44653,44653,44653
true,137898,137898,137898,137898,true,113208,113208,113208,113208,true,113208,113208,113208,113208
true,403360,403360,403360,403360,true,259632,259632,292716,292716,true,232001,232001,232001,232001
true,506040,506040,506040,506040,true,352852,352852,352852,352852,true,352852,352852,352852,352852
true,120554,120554,120554,120554,true,94335,94335,94335,94335,true,94335,94335,94335,94335
true,359944,359944,359944,359944,true,271193,271193,275327,275327,true,271193,271193,271193,271193
true,116856,116856,116856,116856,true,65454,65454,65454,65454,true,65454,65454,65454,65454
true,143444,143444,143444,143444,true,124033,124033,124033,124033,true,124033,124033,124033,124033
true,395640,395640,395640,395640,true,277046,277046,279760,279760,true,248820,248820,248820,248820
true,66700,66700,66700,66700,true,39380,39380,39380,39380,true,39380,39380,39380,39380
true,96774,96774,96774,96774,true,96774,96774,96774,96774,true,96774,96774,96774,96774
true,132223,132223,132223,132223,true,91595,91595,91595,91595,true,91595,91595,91595,91595
true,228285,228285,228285,228285,true,228285,228285,228285,228285,true,228285,228285,228285,228285
true,155070,155070,155070,155070,true,105010,105010,105410,105410,true,105010,105010,105010,105010
true,280568,280568,280568,280568,true,188266,188266,230681,230681,true,188266,188266,188266,188266
true,106335,106335,106335,106335,true,85440,85440,87741,87741,true,85440,85440,85440,85440
true,91716,91716,91716,91716,true,80772,80772,80772,80772,true,80772,80772,80772,80772
true,351270,351270,351270,351270,true,289204,289204,289204,289204,true,289204,289204,289204,289204
true,262845,262845,262845,262845,true,163836,163836,185004,185004,true,148455,148455,148455,148455
true,141380,141380,141380,141380,true,83910,83910,84400,84400,true,83910,83910,83910,83910
true,118496,118496,118496,118496,true,112224,112224,112224,112224,true,112224,112224,112224,112224
true,248931,248931,248931,248931,true,238017,238017,238017,238017,true,238017,238017,238017,238017
true,87708,87708,87708,87708,true,82248,82248,82248,82248,true,82248,82248,82248,82248
true,156856,156856,156856,156856,true,113425,113425,113425,113425,true,113425,113425,113425,113425
true,238371,238371,238371,238371,true,194817,194817,194817,194817,true,194817,194817,194817,194817
true,185666,185666,185666,185666,true,178711,178711,178711,178711,true,178711,178711,178711,178711
true,348640,348640,348640,348640,true,206416,206416,215444,215444,true,175389,175389,175389,175389
true,312156,312156,312156,312156,true,193860,193860,193860,193860,true,193860,193860,193860,193860
true,103870,103870,103870,103870,true,103870,103870,103870,103870,true,103870,103870,103870,103870
true,288384,288384,288384,288384,true,181548,181548,181548,181548,true,121264,121264,121264,121264
true,349324,349324,349324,349324,true,298885,298885,298885,298885,true,298885,298885,298885,298885
true,161686,161686,161686,161686,true,142366,142366,142366,142366,true,142366,142366,142366,142366
true,226985,226985,226985,226985,true,180468,180468,182787,182787,true,180468,180468,180468,180468
true,377130,377130,377130,377130,true,296205,296205,296205,296205,true,296205,296205,296205,296205
true,120912,120912,120912,120912,true,104766,104766,104766,104766,true,104766,104766,104766,104766
true,157514,157514,157514,157514,true,127477,127477,127477,127477,true,127477,127477,127477,127477
true,152220,152220,152220,152220,true,117140,117140,117140,117140,true,117140,117140,117140,117140
true,187821,187821,187821,187821,true,122211,122211,122211,122211,true,122211,122211,122211,122211
true,117636,117636,117636,117636,true,69198,69198,72516,72516,true,51786,51786,51786,51786
true,84915,84915,84915,84915,true,69660,69660,69660,69660,true,69660,69660,69660,69660
true,376127,376127,376127,376127,true,253682,253682,265208,265208,true,187968,187968,187968,187968
true,233816,233816,233816,233816,true,143330,143330,143330,143330,true,139440,139440,139440,139440
true,436240,436240,436240,436240,true,347738,347738,347738,347738,true,347738,347738,347738,347738
true,189765,189765,189765,189765,true,189765,189765,189765,189765,true,189765,189765,189765,189765
true,214170,214170,214170,214170,true,164978,164978,164978,164978,true,164978,164978,164978,164978
true,236512,236512,236512,236512,true,152473,152473,152473,152473,true,152473,152473,152473,152473
true,160140,160140,160140,160140,true,159495,159495,159495,159495,true,159495,159495,159495,159495
true,96345,96345,96345,96345,true,73150,73150,77460,77460,true,73150,73150,73150,73150
true,428222,428222,428222,428222,true,293547,293547,320188,320188,true,241680,241680,241680,241680
true,83496,83496,83496,83496,true,56147,56147,56147,56147,true,56147,56147,56147,56147
true,108045,108045,108045,108045,true,69671,69671,69671,69671,true,69671,69671,69671,69671
true,356082,356082,356082,356082,true,264826,264826,264826,264826,true,210613,210613,210613,210613
true,464350,464350,464350,464350,true,328350,328350,328350,328350,true,317668,317668,317668,317668
true,34212,34212,34212,34212,true,34212,34212,34212,34212,true,34212,34212,34212,34212
true,168712,168712,168712,168712,true,113608,113608,113608,113608,true,88560,88560,88560,88560
true,175050,175050,175050,175050,true,122880,122880,124220,124220,true,102555,102555,102555,102555
true,238190,238190,238190,238190,true,165950,165950,165950,165950,true,165950,165950,165950,165950
true,211904,211904,211904,211904,true,154708,154708,154708,154708,true,118410,118410,118410,118410
true,106962,106962,106962,106962,true,92404,92404,92404,92404,true,92404,92404,92404,92404
true,496375,496375,496375,496375,true,288225,288225,288225,288225,true,288225,288225,288225,288225
true,316677,316677,316677,316677,true,199941,199941,205149,205149,true,199941,199941,199941,199941
true,487170,487170,487170,487170,true,368160,368160,368160,368160,true,309153,309153,309153,309153
true,546280,546280,546280,546280,true,390908,390908,390908,390908,true,390908,390908,390908,390908
true,707456,707456,707456,707456,true,471104,471104,471104,471104,true,409890,409890,409890,409890
true,133551,133551,133551,133551,true,133551,133551,133551,133551,true,133551,133551,133551,133551
true,42615,42615,42615,42615,true,30225,30225,30225,30225,true,30225,30225,30225,30225
true,200640,200640,200640,200640,true,200640,200640,200640,200640,true,200640,200640,200640,200640
true,178920,178920,178920,178920,true,153832,153832,153832,153832,true,153832,153832,153832,153832
true,458283,458283,458283,458283,true,317196,327459,317196,317196,true,317196,317196,317196,317196
true,187690,187690,187690,187690,true,103380,103380,103380,103380,true,94030,94030,94030,94030
true,284988,284988,284988,284988,true,199716,199716,210188,210188,true,183600,183600,183600,183600
true,183210,183210,183210,183210,true,165057,165057,165057,165057,true,165057,165057,165057,165057
true,86510,86510,86510,86510,true,57440,57440,67436,67436,true,57440,57440,57440,57440
true,212719,212719,212719,212719,true,171262,171262,171262,171262,true,171262,171262,171262,171262
true,355236,355236,355236,355236,true,208194,208194,208194,208194,true,208194,208194,208194,208194
true,129870,129870,129870,129870,true,98553,98553,98553,98553,true,98553,98553,98553,98553
true,309725,309725,309725,309725,true,197522,197522,197522,197522,true,168368,168368,168368,168368
true,419271,419271,419271,419271,true,266594,266594,266594,266594,true,247032,247032,247032,247032
true,144830,144830,144830,144830,true,91616,91616,91616,91616,true,91616,91616,91616,91616
true,95382,95382,95382,95382,true,66892,66892,66892,66892,true,46900,46900,46900,46900
true,642720,642720,642720,642720,true,460680,460680,460680,460680,true,460680,460680,460680,460680
true,165461,165461,165461,165461,true,99314,99314,125256,125256,true,99314,99314,99314,99314
true,251910,251910,251910,251910,true,169551,169551,169551,169551,true,169551,169551,169551,169551
true,160866,160866,160866,160866,true,132840,132840,132840,132840,true,132840,132840,132840,132840
true,647325,647325,647325,647325,true,491189,491189,492488,492488,true,463927,463927,463927,463927
true,533256,533256,533256,533256,true,362688,362688,362688,362688,true,277224,277224,277224,277224
true,195598,195598,195598,195598,true,134186,134186,134186,134186,true,99684,99684,99684,99684
true,369150,369150,369150,369150,true,250845,250845,250845,250845,true,250845,250845,250845,250845
true,140004,140004,140004,140004,true,113916,113916,113916,113916,true,108275,108275,108275,108275
true,246762,246762,246762,246762,true,159372,159372,163908,163908,true,159372,159372,159372,159372
true,335853,335853,335853,335853,true,222075,222075,222075,222075,true,222075,222075,222075,222075
true,127194,127194,127194,127194,true,77742,77742,77742,77742,true,71298,71298,71298,71298
true,161560,161560,161560,161560,true,122745,122745,122745,122745,true,122745,122745,122745,122745
true,187824,187824,187824,187824,true,154666,154666,154666,154666,true,154666,154666,154666,154666
true,247608,247608,247608,247608,true,160293,160293,175360,175360,true,160293,160293,160293,160293
true,177780,177780,177780,177780,true,155628,155628,155628,155628,true,155628,155628,155628,155628
true,193176,193176,193176,193176,true,134484,134484,134484,134484,true,107064,107064,107064,107064
true,98763,98763,98763,98763,true,59948,59948,59948,59948,true,59948,59948,59948,59948
true,112416,112416,112416,112416,true,112416,112416,112416,112416,true,112416,112416,112416,112416
true,147856,147856,147856,147856,true,113688,113688,113688,113688,true,103698,103698,103698,103698
true,109480,109480,109480,109480,true,109480,109480,109480,109480,true,109480,109480,109480,109480
true,362015,362015,362015,362015,true,223023,223023,233074,233074,true,188853,188853,188853,188853
true,210110,210110,210110,210110,true,210110,210110,210110,210110,true,210110,210110,210110,210110
true,280242,280242,280242,280242,true,187956,187956,216126,216126,true,187956,187956,187956,187956
true,117488,117488,117488,117488,true,117488,117488,117488,117488,true,117488,117488,117488,117488
true,139776,139776,139776,139776,true,85043,85043,85043,85043,true,67564,67564,67564,67564
true,120547,120547,120547,120547,true,79562,79562,79562,79562,true,70668,70668,70668,70668
true,326370,326370,326370,326370,true,193365,193365,193365,193365,true,193365,193365,193365,193365
true,192672,192672,192672,192672,true,135312,135312,135312,135312,true,135312,135312,135312,135312
true,198970,198970,198970,198970,true,179020,179020,179020,179020,true,179020,179020,179020,179020
true,185400,185400,185400,185400,true,115824,115824,115824,115824,true,115824,115824,115824,115824
true,107310,107310,107310,107310,true,62335,62335,62335,62335,true,62335,62335,62335,62335
true,133973,133973,133973,133973,true,77819,77819,77819,77819,true,63520,63520,63520,63520
true,378522,378522,378522,378522,true,216972,216972,216972,216972,true,216972,216972,216972,216972
true,245220,245220,245220,245220,true,159630,159630,159630,159630,true,141666,141666,141666,141666
true,256972,256972,256972,256972,true,189244,189244,189244,189244,true,189244,189244,189244,189244
true,352530,352530,352530,352530,true,265410,265410,265410,265410,true,265410,265410,265410,265410
true,54072,54072,54072,54072,true,37614,37614,37614,37614,true,37614,37614,37614,37614
true,350085,350085,350085,350085,true,249765,249765,249765,249765,true,249765,249765,249765,249765
true,224568,224568,224568,224568,true,175110,175110,177597,177597,true,159285,159285,159285,159285
true,145882,145882,145882,145882,true,143363,143363,143363,143363,true,143363,143363,143363,143363
true,69965,69965,69965,69965,true,37890,37890,37890,37890,true,37890,37890,37890,37890
true,198690,198690,198690,198690,true,193954,193954,193954,193954,true,193954,193954,193954,193954
true,157290,157290,157290,157290,true,135890,135890,135890,135890,true,135890,135890,135890,135890
true,126624,126624,126624,126624,true,107994,107994,107994,107994,true,107994,107994,107994,107994
true,175838,175838,175838,175838,true,92417,92417,92417,92417,true,89973,89973,89973,89973
true,410014,410014,410014,410014,true,381304,381304,381304,381304,true,381304,381304,381304,381304
true,102378,102378,102378,102378,true,65292,65292,65292,65292,true,65292,65292,65292,65292
true,163216,163216,163216,163216,true,142096,142096,142096,142096,true,142096,142096,142096,142096
true,204963,204963,204963,204963,true,204963,204963,204963,204963,true,204963,204963,204963,204963
true,40975,40975,40975,40975,true,40195,40195,40195,40195,true,40195,40195,40195,40195
true,181314,181314,181314,181314,true,129195,129195,129195,129195,true,129195,129195,129195,129195
true,121131,121131,121131,121131,true,113778,113778,113778,113778,true,113778,113778,113778,113778
true,63030,63030,63030,63030,true,63030,63030,63030,63030,true,63030,63030,63030,63030
true,110880,110880,110880,110880,true,107372,107372,107372,107372,true,107372,107372,107372,107372
true,181692,181692,181692,181692,true,131968,131968,145953,145953,true,131948,131948,131948,131948
true,197439,197439,197439,197439,true,113663,113663,113663,113663,true,113663,113663,113663,113663
true,173898,173898,173898,173898,true,109305,109305,109305,109305,true,109305,109305,109305,109305
true,154891,154891,154891,154891,true,85173,85173,85173,85173,true,85173,85173,85173,85173
true,308890,308890,308890,308890,true,198747,198747,198747,198747,true,176617,176617,176617,176617
true,198711,198711,198711,198711,true,182493,182493,182493,182493,true,182493,182493,182493,182493
true,53388,53388,53388,53388,true,53388,53388,53388,53388,true,53388,53388,53388,53388
true,482262,482262,482262,482262,true,355608,355608,355608,355608,true,312246,312246,312246,312246
true,125090,125090,125090,125090,true,92624,92624,92624,92624,true,92624,92624,92624,92624
true,135976,135976,135976,135976,true,135976,135976,135976,135976,true,135976,135976,135976,135976
true,321812,321812,321812,321812,true,219464,219464,219464,219464,true,212292,212292,212292,212292
true,77655,77655,77655,77655,true,43300,43300,43300,43300,true,43300,43300,43300,43300
true,308355,308355,308355,308355,true,165135,165135,165135,165135,true,165135,165135,165135,165135
true,240170,240170,240170,240170,true,155560,155560,155560,155560,true,155560,155560,155560,155560
true,245892,245892,245892,245892,true,170004,170004,170004,170004,true,139590,139590,139590,139590
true,146192,146192,146192,146192,true,86024,86024,86024,86024,true,86024,86024,86024,86024
true,320348,320348,320348,320348,true,289212,289212,289212,289212,true,289212,289212,289212,289212
true,369040,369040,369040,369040,true,254832,254832,254832,254832,true,254832,254832,254832,254832
true,184500,184500,184500,184500,true,184500,184500,184500,184500,true,184500,184500,184500,184500
true,374892,374892,374892,374892,true,265062,265062,265062,265062,true,265062,265062,265062,265062
true,232256,232256,232256,232256,true,217873,217873,217873,217873,true,217873,217873,217873,217873
true,83560,83560,83560,83560,true,53768,53768,53768,53768,true,53768,53768,53768,53768
true,145840,145840,145840,145840,true,121072,121072,121072,121072,true,121072,121072,121072,121072
true,99340,99340,99340,99340,true,80845,80845,80845,80845,true,80845,80845,80845,80845
true,246192,246192,246192,246192,true,156208,156208,156208,156208,true,156208,156208,156208,156208
true,103640,103640,103640,103640,true,88890,88890,88890,88890,true,88890,88890,88890,88890
true,177957,177957,177957,177957,true,121779,121779,121779,121779,true,117750,117750,117750,117750
true,120939,120939,120939,120939,true,102024,102024,102024,102024,true,102024,102024,102024,102024
true,74475,74475,74475,74475,true,61665,61665,61665,61665,true,61665,61665,61665,61665
true,203220,203220,203220,203220,true,136010,136010,144720,144720,true,105294,105294,105294,105294
true,157600,157600,157600,157600,true,139730,139730,139730,139730,true,139730,139730,139730,139730
true,317016,317016,317016,317016,true,199631,199631,199631,199631,true,199631,199631,199631,199631
true,127920,127920,127920,127920,true,105941,105941,105941,105941,true,105941,105941,105941,105941
true,607503,607503,607503,607503,true,428854,428854,473785,473785,true,417693,417693,417693,417693
true,428507,428507,428507,428507,true,278733,282416,278733,278733,true,276528,276528,276528,276528
true,252846,252846,252846,252846,true,160770,160770,179406,179406,true,129906,129906,129906,129906
true,577500,577500,577500,577500,true,388682,388682,410718,410718,true,354312,354312,354312,354312
true,194004,194004,194004,194004,true,112626,112626,112626,112626,true,84978,84978,84978,84978
true,181215,181215,181215,181215,true,142516,142516,142516,142516,true,142516,142516,142516,142516
true,188370,188370,188370,188370,true,133182,133182,133182,133182,true,112642,112642,112642,112642
true,162386,162386,162386,162386,true,142816,142816,142816,142816,true,142816,142816,142816,142816
true,125580,125580,125580,125580,true,103066,103066,103066,103066,true,103066,103066,103066,103066
true,331584,331584,331584,331584,true,212630,212630,212630,212630,true,190916,190916,190916,190916
true,197560,197560,197560,197560,true,144060,144060,144060,144060,true,144060,144060,144060,144060
true,85254,85254,85254,85254,true,80496,80496,80496,80496,true,80496,80496,80496,80496
true,278550,278550,278550,278550,true,174385,174385,176505,176505,true,140925,140925,140925,140925
true,681004,681004,681004,681004,true,469800,469800,469800,469800,true,306992,306992,306992,306992
true,261098,261098,261098,261098,true,188807,188807,188807,188807,true,188807,188807,188807,188807
true,206880,206880,206880,206880,true,174960,174960,190440,190440,true,174960,174960,174960,174960
true,99360,99360,99360,99360,true,85460,85460,85460,85460,true,85460,85460,85460,85460
true,226502,226502,226502,226502,true,164648,164648,178684,178684,true,164648,164648,164648,164648
true,136280,136280,136280,136280,true,100680,100680,107220,107220,true,93960,93960,93960,93960
true,259046,259046,259046,259046,true,213694,213694,213694,213694,true,185998,185998,185998,185998
true,307664,307664,307664,307664,true,180404,180404,180404,180404,true,180404,180404,180404,180404
true,210041,210041,210041,210041,true,210041,210041,210041,210041,true,210041,210041,210041,210041
true,175428,175428,175428,175428,true,175428,175428,175428,175428,true,175428,175428,175428,175428
true,107712,107712,107712,107712,true,68778,68778,68778,68778,true,68778,68778,68778,68778
true,115997,115997,115997,115997,true,64610,64610,64610,64610,true,64610,64610,64610,64610
true,265808,265808,265808,265808,true,164736,164736,164736,164736,true,155520,155520,155520,155520
true,420760,420760,420760,420760,true,420760,420760,420760,420760,true,420760,420760,420760,420760
true,113070,113070,113070,113070,true,97182,97182,97182,97182,true,97182,97182,97182,97182
true,150712,150712,150712,150712,true,103178,103178,103178,103178,true,85602,85602,85602,85602
true,209853,209853,209853,209853,true,160656,160656,169098,169098,true,160656,160656,160656,160656
true,69904,69904,69904,69904,true,58220,58220,58220,58220,true,58220,58220,58220,58220
true,247910,247910,247910,247910,true,178124,178124,190996,190996,true,175256,175256,175256,175256
true,289344,289344,289344,289344,true,202752,202752,202752,202752,true,142785,142785,142785,142785
true,347120,347120,347120,347120,true,333820,333820,333820,333820,true,333820,333820,333820,333820
true,103743,103743,103743,103743,true,79542,79542,79542,79542,true,79542,79542,79542,79542
true,124533,124533,124533,124533,true,117009,117009,117009,117009,true,117009,117009,117009,117009
true,221589,221589,221589,221589,true,213664,213664,213664,213664,true,213664,213664,213664,213664
true,170072,170072,170072,170072,true,140364,140364,140364,140364,true,140364,140364,140364,140364
true,48139,48139,48139,48139,true,48139,48139,48139,48139,true,48139,48139,48139,48139
true,90314,90314,90314,90314,true,78218,78218,78218,78218,true,78218,78218,78218,78218
true,88610,88610,88610,88610,true,70136,70136,70136,70136,true,70136,70136,70136,70136
true,197541,197541,197541,197541,true,109674,109674,109674,109674,true,98436,98436,98436,98436
true,225050,225050,225050,225050,true,164900,164900,164900,164900,true,118465,118465,118465,118465
true,110670,110670,110670,110670,true,110670,110670,110670,110670,true,110670,110670,110670,110670
true,364833,364833,364833,364833,true,245511,245511,245511,245511,true,245511,245511,245511,245511
true,146442,146442,146442,146442,true,103332,103332,103332,103332,true,82368,82368,82368,82368
true,327756,327756,327756,327756,true,211244,211244,211244,211244,true,211244,211244,211244,211244
true,154497,154497,154497,154497,true,103007,103007,116449,116449,true,96660,96660,96660,96660
true,185976,185976,185976,185976,true,113328,113328,113328,113328,true,113328,113328,113328,113328
true,82290,82290,82290,82290,true,61315,61315,61315,61315,true,61315,61315,61315,61315
true,336222,336222,336222,336222,true,226926,226926,226926,226926,true,226926,226926,226926,226926
true,74120,74120,74120,74120,true,58968,58968,58968,58968,true,58968,58968,58968,58968
true,236900,236900,236900,236900,true,146260,146260,146260,146260,true,123870,123870,123870,123870
true,245847,245847,245847,245847,true,162432,162432,178221,178221,true,156168,156168,156168,156168
true,121374,121374,121374,121374,true,63504,63504,63504,63504,true,63504,63504,63504,63504
true,425262,425262,425262,425262,true,316876,316876,349832,349832,true,316876,316876,316876,316876
true,114651,114651,114651,114651,true,114651,114651,114651,114651,true,114651,114651,114651,114651
true,229080,229080,229080,229080,true,220267,220267,220267,220267,true,220267,220267,220267,220267
true,286448,286448,286448,286448,true,191916,191916,191916,191916,true,146892,146892,146892,146892
true,198842,198842,198842,198842,true,170376,170376,170376,170376,true,170376,170376,170376,170376
true,197470,197470,197470,197470,true,197470,197470,197470,197470,true,197470,197470,197470,197470
true,404624,404624,404624,404624,true,272592,272592,310608,310608,true,252824,252824,252824,252824
true,849440,849440,849440,849440,true,636352,636352,646624,646624,true,564030,564030,564030,564030
true,90680,90680,90680,90680,true,58399,58399,64000,64000,true,45410,45410,45410,45410
true,198243,198243,198243,198243,true,129276,129276,129276,129276,true,129276,129276,129276,129276
true,134728,134728,134728,134728,true,134728,134728,134728,134728,true,134728,134728,134728,134728
true,211266,211266,211266,211266,true,211266,211266,211266,211266,true,211266,211266,211266,211266
true,397176,397176,397176,397176,true,261554,261554,261554,261554,true,193762,193762,193762,193762
true,288288,288288,288288,288288,true,181792,181792,181792,181792,true,181792,181792,181792,181792
true,109627,109627,109627,109627,true,57505,57505,57505,57505,true,57505,57505,57505,57505
true,265648,265648,265648,265648,true,265648,265648,265648,265648,true,265648,265648,265648,265648
true,237127,237127,237127,237127,true,156805,156805,156805,156805,true,156805,156805,156805,156805
true,28595,28595,28595,28595,true,22810,22810,22810,22810,true,22810,22810,22810,22810
true,69915,69915,69915,69915,true,61185,61185,61185,61185,true,61185,61185,61185,61185
true,510042,510042,510042,510042,true,326424,326424,326424,326424,true,305689,305689,305689,305689
