BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2
true,324890,324890,324890,324890,true,200250,200250,200250,200250
true,225823,225823,225823,225823,true,177268,177268,177268,177268
true,193999,193999,193999,193999,true,173167,173167,173167,173167
true,49815,49815,49815,49815,true,49815,49815,49815,49815
true,129656,129656,129656,129656,true,129656,129656,129656,129656
true,146440,146440,146440,146440,true,138630,138630,138630,138630
true,248115,248115,248115,248115,true,248115,248115,248115,248115
true,277938,277938,277938,277938,true,277938,277938,277938,277938
true,400441,400441,400441,400441,true,325185,325185,325185,325185
true,168093,168093,168093,168093,true,92520,92520,92520,92520
true,89947,89947,89947,89947,true,68393,68393,68393,68393
true,60540,60540,60540,60540,true,60540,60540,60540,60540
true,95850,95850,95850,95850,true,95850,95850,95850,95850
true,76687,76687,76687,76687,true,76687,76687,76687,76687
true,93560,93560,93560,93560,true,84670,84670,84670,84670
true,209392,209392,209392,209392,true,209392,209392,209392,209392
true,97823,97823,97823,97823,true,97823,97823,97823,97823
true,205370,205370,205370,205370,true,111067,111067,111067,111067
true,301488,301488,301488,301488,true,188694,188694,188694,188694
true,155526,155526,155526,155526,true,155526,155526,155526,155526
true,52968,52968,52968,52968,true,45150,45150,45150,45150
true,545298,545298,545298,545298,true,324951,324951,324951,324951
true,90102,90102,90102,90102,true,90102,90102,90102,90102
true,185520,185520,185520,185520,true,185520,185520,185520,185520
true,62181,62181,62181,62181,true,46984,46984,46984,46984
true,283248,283248,283248,283248,true,219807,219807,219807,219807
true,260202,260202,260202,260202,true,151249,151249,151249,151249
true,349981,349981,349981,349981,true,297752,297752,297752,297752
true,87948,87948,87948,87948,true,84141,84141,84141,84141
true,307632,307632,307632,307632,true,288480,288480,288480,288480
true,38560,38560,38560,38560,true,33430,33430,33430,33430
true,253960,253960,253960,253960,true,132874,132874,132874,132874
true,85694,85694,85694,85694,true,85694,85694,85694,85694
true,372600,372600,372600,372600,true,240268,240268,240268,240268
true,62880,62880,62880,62880,true,46230,46230,46230,46230
true,63808,63808,63808,63808,true,51208,51208,51208,51208
true,383070,383070,383070,383070,true,334460,334460,334460,334460
true,89969,89969,89969,89969,true,49016,49016,49016,49016
true,168047,168047,168047,168047,true,168047,168047,168047,168047
true,312174,312174,312174,312174,true,247482,247482,247482,247482
true,257006,257006,257006,257006,true,144517,144517,144517,144517
true,209893,209893,209893,209893,true,209893,209893,209893,209893
true,151090,151090,151090,151090,true,126922,126922,126922,126922
true,228004,228004,228004,228004,true,218092,218092,218092,218092
true,83346,83346,83346,83346,true,58122,58122,58122,58122
true,136340,136340,136340,136340,true,94127,94127,94127,94127
true,135235,135235,135235,135235,true,110022,110022,110022,110022
true,169425,169425,169425,169425,true,169425,169425,169425,169425
true,100155,100155,100155,100155,true,100155,100155,100155,100155
true,357615,357615,357615,357615,true,211869,211869,211869,211869
true,68012,68012,68012,68012,true,68012,68012,68012,68012
true,244700,244700,244700,244700,true,244700,244700,244700,244700
true,76622,76622,76622,76622,true,76622,76622,76622,76622
true,182912,182912,182912,182912,true,150108,150108,150108,150108
true,68172,68172,68172,68172,true,68172,68172,68172,68172
true,340721,340721,340721,340721,true,340721,340721,340721,340721
true,186406,186406,186406,186406,true,186406,186406,186406,186406
true,176310,176310,176310,176310,true,158355,158355,158355,158355
true,280939,280939,280939,280939,true,262025,262025,262025,262025
true,22495,22495,22495,22495,true,20490,20490,20490,20490
true,154323,154323,154323,154323,true,152220,152220,152220,152220
true,149040,149040,149040,149040,true,92205,92205,92205,92205
true,270712,270712,270712,270712,true,270712,270712,270712,270712
true,336804,336804,336804,336804,true,311302,311302,311302,311302
true,240156,240156,240156,240156,true,139874,139874,139874,139874
true,313568,313568,313568,313568,true,193154,193154,193154,193154
true,499473,499473,499473,499473,true,352440,352440,352440,352440
true,313306,313306,313306,313306,true,251344,251344,251344,251344
true,460425,460425,460425,460425,true,350945,350945,350945,350945
true,77861,77861,77861,77861,true,42098,42098,42098,42098
true,319504,319504,319504,319504,true,176073,176073,176073,176073
true,137648,137648,137648,137648,true,122136,122136,122136,122136
true,79398,79398,79398,79398,true,79398,79398,79398,79398
true,217430,217430,217430,217430,true,157164,157164,157164,157164
true,260766,260766,260766,260766,true,187796,187796,187796,187796
true,316426,316426,316426,316426,true,295897,295897,295897,295897
true,172941,172941,172941,172941,true,172941,172941,172941,172941
true,353280,353280,353280,353280,true,214916,214916,214916,214916
true,389795,389795,389795,389795,true,340955,340955,340955,340955
true,132319,132319,132319,132319,true,98415,98415,98415,98415
true,679400,679400,679400,679400,true,452640,452640,452640,452640
true,422809,422809,422809,422809,true,315735,315735,315735,315735
true,92922,92922,92922,92922,true,51282,51282,51282,51282
true,166716,166716,166716,166716,true,101948,101948,101948,101948
true,135424,135424,135424,135424,true,135424,135424,135424,135424
true,136044,136044,136044,136044,true,94300,94300,94300,94300
true,336375,336375,336375,336375,true,229689,229689,229689,229689
true,123840,123840,123840,123840,true,73092,73092,73092,73092
true,218020,218020,218020,218020,true,140080,140080,140080,140080
true,245879,245879,245879,245879,true,181925,181925,181925,181925
true,172312,172312,172312,172312,true,152880,152880,152880,152880
true,68849,68849,68849,68849,true,68849,68849,68849,68849
true,134299,134299,134299,134299,true,111518,111518,111518,111518
true,230656,230656,230656,230656,true,137955,137955,137955,137955
true,138926,138926,138926,138926,true,85935,85935,85935,85935
true,107676,107676,107676,107676,true,81837,81837,81837,81837
true,466240,466240,466240,466240,true,466240,466240,466240,466240
true,107883,107883,107883,107883,true,102978,102978,102978,102978
true,146871,146871,146871,146871,true,84366,84366,84366,84366
true,348172,348172,348172,348172,true,232104,232104,232104,232104
true,130008,130008,130008,130008,true,130008,130008,130008,130008
true,285440,285440,285440,285440,true,277920,277920,277920,277920
true,404712,404712,404712,404712,true,244482,244482,244482,244482
true,116304,116304,116304,116304,true,116304,116304,116304,116304
true,417020,417020,417020,417020,true,304260,304260,304260,304260
true,82710,82710,82710,82710,true,44915,44915,44915,44915
true,138983,138983,138983,138983,true,96915,96915,96915,96915
true,279871,279871,279871,279871,true,279871,279871,279871,279871
true,41115,41115,41115,41115,true,41115,41115,41115,41115
true,143190,143190,143190,143190,true,90220,90220,90220,90220
true,45675,45675,45675,45675,true,45675,45675,45675,45675
true,258621,258621,258621,258621,true,258621,258621,258621,258621
true,106209,106209,106209,106209,true,57672,57672,57672,57672
true,155169,155169,155169,155169,true,155169,155169,155169,155169
true,51291,51291,51291,51291,true,51291,51291,51291,51291
true,255750,255750,255750,255750,true,191828,191828,191828,191828
true,290360,290360,290360,290360,true,219160,219160,219160,219160
true,192005,192005,192005,192005,true,149310,149310,149310,149310
true,274359,274359,274359,274359,true,175697,175697,175697,175697
true,401577,401577,401577,401577,true,291489,291489,291489,291489
true,141264,141264,141264,141264,true,98700,98700,98700,98700
true,174136,174136,174136,174136,true,171216,171216,171216,171216
true,270019,270019,270019,270019,true,208320,208320,208320,208320
true,77567,77567,77567,77567,true,57228,57228,57228,57228
true,241143,241143,241143,241143,true,241143,241143,241143,241143
true,182479,182479,182479,182479,true,157590,157590,157590,157590
true,151899,151899,151899,151899,true,83171,83171,83171,83171
true,114128,114128,114128,114128,true,114128,114128,114128,114128
true,101783,101783,101783,101783,true,101783,101783,101783,101783
true,37240,37240,37240,37240,true,37240,37240,37240,37240
true,152214,152214,152214,152214,true,150397,150397,150397,150397
true,61971,61971,61971,61971,true,58996,58996,58996,58996
true,325528,325528,325528,325528,true,309708,309708,309708,309708
true,136305,136305,136305,136305,true,118001,118001,118001,118001
true,194992,194992,194992,194992,true,191604,191604,191604,191604
true,285361,285361,285361,285361,true,232599,232599,232599,232599
true,346524,346524,346524,346524,true,310400,310400,310400,310400
true,187155,187155,187155,187155,true,187155,187155,187155,187155
true,80096,80096,80096,80096,true,80096,80096,80096,80096
true,182928,182928,182928,182928,true,125256,125256,125256,125256
true,101328,101328,101328,101328,true,62802,62802,62802,62802
true,113509,113509,113509,113509,true,113509,113509,113509,113509
true,41760,41760,41760,41760,true,26148,26148,26148,26148
true,108200,108200,108200,108200,true,97840,97840,97840,97840
true,253044,253044,253044,253044,true,199404,199404,199404,199404
true,131725,131725,131725,131725,true,83369,83369,83369,83369
true,76824,76824,76824,76824,true,70893,70893,70893,70893
true,423462,423462,423462,423462,true,316992,316992,316992,316992
true,141248,141248,141248,141248,true,141248,141248,141248,141248
true,263664,263664,263664,263664,true,182575,182575,182575,182575
true,203016,203016,203016,203016,true,164280,164280,164280,164280
true,281100,281100,281100,281100,true,204760,204760,204760,204760
true,163438,163438,163438,163438,true,91036,91036,91036,91036
true,216120,216120,216120,216120,true,125242,125242,125242,125242
true,135265,135265,135265,135265,true,114270,114270,114270,114270
true,81048,81048,81048,81048,true,81048,81048,81048,81048
true,221000,221000,221000,221000,true,134436,134436,134436,134436
true,132353,132353,132353,132353,true,85176,85176,85176,85176
true,107640,107640,107640,107640,true,73380,73380,73380,73380
true,427599,427599,427599,427599,true,346522,346522,346522,346522
true,165171,165171,165171,165171,true,164955,164955,164955,164955
true,114920,114920,114920,114920,true,114920,114920,114920,114920
true,141544,141544,141544,141544,true,141544,141544,141544,141544
true,205775,205775,205775,205775,true,205775,205775,205775,205775
true,39977,39977,39977,39977,true,32193,32193,32193,32193
true,80976,80976,80976,80976,true,58584,58584,58584,58584
true,119952,119952,119952,119952,true,65848,65848,65848,65848
true,359714,359714,359714,359714,true,337995,337995,337995,337995
true,110100,110100,110100,110100,true,88650,88650,88650,88650
true,320784,320784,320784,320784,true,203640,203640,203640,203640
true,45385,45385,45385,45385,true,39540,39540,39540,39540
true,258764,258764,258764,258764,true,258764,258764,258764,258764
true,90986,90986,90986,90986,true,65674,65674,65674,65674
true,132478,132478,132478,132478,true,132478,132478,132478,132478
true,82173,82173,82173,82173,true,82173,82173,82173,82173
true,196027,196027,196027,196027,true,196027,196027,196027,196027
true,76128,76128,76128,76128,true,60976,60976,60976,60976
true,113388,113388,113388,113388,true,72292,72292,72292,72292
true,64590,64590,64590,64590,true,64590,64590,64590,64590
true,189984,189984,189984,189984,true,131784,131784,131784,131784
true,424560,424560,424560,424560,true,243030,243030,243030,243030
true,72688,72688,72688,72688,true,72688,72688,72688,72688
true,61955,61955,61955,61955,true,61955,61955,61955,61955
true,169414,169414,169414,169414,true,131516,131516,131516,131516
true,106992,106992,106992,106992,true,86316,86316,86316,86316
true,228000,228000,228000,228000,true,228000,228000,228000,228000
true,267366,267366,267366,267366,true,267366,267366,267366,267366
true,162000,162000,162000,162000,true,97850,97850,97850,97850
true,166464,166464,166464,166464,true,94962,94962,94962,94962
true,127904,127904,127904,127904,true,108048,108048,108048,108048
true,322784,322784,322784,322784,true,248292,248292,248292,248292
true,301733,301733,301733,301733,true,165070,165070,165070,165070
true,115104,115104,115104,115104,true,71936,71936,71936,71936
true,116061,116061,116061,116061,true,106811,106811,106811,106811
true,42147,42147,42147,42147,true,31716,31716,31716,31716
true,224100,224100,224100,224100,true,137895,137895,137895,137895
true,234073,234073,234073,234073,true,234073,234073,234073,234073
true,122706,122706,122706,122706,true,122706,122706,122706,122706
true,96642,96642,96642,96642,true,91539,91539,91539,91539
true,80184,80184,80184,80184,true,51038,51038,51038,51038
true,57725,57725,57725,57725,true,41065,41065,41065,41065
true,25885,25885,25885,25885,true,25885,25885,25885,25885
true,102396,102396,102396,102396,true,55622,55622,55622,55622
true,209376,209376,209376,209376,true,209376,209376,209376,209376
true,351910,351910,351910,351910,true,301785,301785,301785,301785
true,99034,99034,99034,99034,true,84721,84721,84721,84721
true,414831,414831,414831,414831,true,364683,364683,364683,364683
true,194040,194040,194040,194040,true,103810,103810,103810,103810
true,70763,70763,70763,70763,true,53774,53774,53774,53774
true,342209,342209,342209,342209,true,288932,288932,288932,288932
true,434739,434739,434739,434739,true,373600,373600,373600,373600
true,211044,211044,211044,211044,true,112764,112764,112764,112764
true,229242,229242,229242,229242,true,229242,229242,229242,229242
true,98624,98624,98624,98624,true,98624,98624,98624,98624
true,118558,118558,118558,118558,true,100932,100932,100932,100932
true,110034,110034,110034,110034,true,77049,77049,77049,77049
true,355627,355627,355627,355627,true,298236,298236,298236,298236
true,35824,35824,35824,35824,true,23976,23976,23976,23976
true,171303,171303,171303,171303,true,108658,108658,108658,108658
true,184705,184705,184705,184705,true,184705,184705,184705,184705
true,72940,72940,72940,72940,true,72940,72940,72940,72940
true,113770,113770,113770,113770,true,102550,102550,102550,102550
true,92720,92720,92720,92720,true,90468,90468,90468,90468
true,171600,171600,171600,171600,true,97308,97308,97308,97308
true,386239,386239,386239,386239,true,386239,386239,386239,386239
true,89416,89416,89416,89416,true,55320,55320,55320,55320
true,215292,215292,215292,215292,true,174284,174284,174284,174284
true,250990,250990,250990,250990,true,250990,250990,250990,250990
true,128055,128055,128055,128055,true,126180,126180,126180,126180
true,71841,71841,71841,71841,true,56661,56661,56661,56661
true,53060,53060,53060,53060,true,53060,53060,53060,53060
true,351854,351854,351854,351854,true,351854,351854,351854,351854
true,69690,69690,69690,69690,true,49790,49790,49790,49790
true,123543,123543,123543,123543,true,123543,123543,123543,123543
true,423786,423786,423786,423786,true,235576,235576,235576,235576
true,126610,126610,126610,126610,true,100298,100298,100298,100298
true,130550,130550,130550,130550,true,130550,130550,130550,130550
true,135093,135093,135093,135093,true,135093,135093,135093,135093
true,57348,57348,57348,57348,true,34551,34551,34551,34551
true,112489,112489,112489,112489,true,112489,112489,112489,112489
true,467880,467880,467880,467880,true,351534,351534,351534,351534
true,114678,114678,114678,114678,true,77985,77985,77985,77985
true,108355,108355,108355,108355,true,78855,78855,78855,78855
true,82368,82368,82368,82368,true,65778,65778,65778,65778
true,403560,403560,403560,403560,true,302076,302076,302076,302076
true,152575,152575,152575,152575,true,138575,138575,138575,138575
true,305443,305443,305443,305443,true,228874,228874,228874,228874
true,183610,183610,183610,183610,true,108700,108700,108700,108700
true,346458,346458,346458,346458,true,346458,346458,346458,346458
true,92106,92106,92106,92106,true,92106,92106,92106,92106
true,430528,430528,430528,430528,true,378518,378518,378518,378518
true,141336,141336,141336,141336,true,94620,94620,94620,94620
true,382284,382284,382284,382284,true,285696,285696,285696,285696
true,96456,96456,96456,96456,true,80040,80040,80040,80040
true,244380,244380,244380,244380,true,244380,244380,244380,244380
true,94250,94250,94250,94250,true,94250,94250,94250,94250
true,249203,249203,249203,249203,true,249203,249203,249203,249203
true,132692,132692,132692,132692,true,132692,132692,132692,132692
true,99664,99664,99664,99664,true,86352,86352,86352,86352
true,104056,104056,104056,104056,true,66272,66272,66272,66272
true,121392,121392,121392,121392,true,121392,121392,121392,121392
true,76209,76209,76209,76209,true,74182,74182,74182,74182
true,89832,89832,89832,89832,true,89832,89832,89832,89832
true,138414,138414,138414,138414,true,138414,138414,138414,138414
true,37110,37110,37110,37110,true,37110,37110,37110,37110
true,194160,194160,194160,194160,true,194160,194160,194160,194160
true,465530,465530,465530,465530,true,291226,291226,291226,291226
true,39234,39234,39234,39234,true,39234,39234,39234,39234
true,67825,67825,67825,67825,true,67825,67825,67825,67825
true,61033,61033,61033,61033,true,56925,56925,56925,56925
true,305266,305266,305266,305266,true,261257,261257,261257,261257
true,119360,119360,119360,119360,true,119360,119360,119360,119360
true,149201,149201,149201,149201,true,115830,115830,115830,115830
true,202620,202620,202620,202620,true,133360,133360,133360,133360
true,320187,320187,320187,320187,true,210273,210273,210273,210273
true,139381,139381,139381,139381,true,87901,87901,87901,87901
true,217206,217206,217206,217206,true,149270,149270,149270,149270
true,95525,95525,95525,95525,true,50845,50845,50845,50845
true,220584,220584,220584,220584,true,204288,204288,204288,204288
true,267270,267270,267270,267270,true,229110,229110,229110,229110
true,151095,151095,151095,151095,true,119154,119154,119154,119154
true,253425,253425,253425,253425,true,138630,138630,138630,138630
true,165525,165525,165525,165525,true,142290,142290,142290,142290
true,62271,62271,62271,62271,true,62271,62271,62271,62271
true,86772,86772,86772,86772,true,86772,86772,86772,86772
true,138708,138708,138708,138708,true,113940,113940,113940,113940
true,256608,256608,256608,256608,true,256608,256608,256608,256608
true,144030,144030,144030,144030,true,112170,112170,112170,112170
true,104940,104940,104940,104940,true,79552,79552,79552,79552
true,235396,235396,235396,235396,true,137984,137984,137984,137984
true,87815,87815,87815,87815,true,87815,87815,87815,87815
true,34070,34070,34070,34070,true,34070,34070,34070,34070
true,195270,195270,195270,195270,true,136500,136500,136500,136500
true,307980,307980,307980,307980,true,307980,307980,307980,307980
true,375953,375953,375953,375953,true,299305,299305,299305,299305
true,197149,197149,197149,197149,true,179401,179401,179401,179401
true,466903,466903,466903,466903,true,338402,338402,338402,338402
true,85790,85790,85790,85790,true,85790,85790,85790,85790
true,454172,454172,454172,454172,true,370804,370804,370804,370804
true,128667,128667,128667,128667,true,113355,113355,113355,113355
true,26195,26195,26195,26195,true,26195,26195,26195,26195
true,180300,180300,180300,180300,true,180300,180300,180300,180300
true,169812,169812,169812,169812,true,169812,169812,169812,169812
true,338078,338078,338078,338078,true,272142,272142,272142,272142
true,78675,78675,78675,78675,true,46470,46470,46470,46470
true,153032,153032,153032,153032,true,91784,91784,91784,91784
true,53305,53305,53305,53305,true,53305,53305,53305,53305
true,143360,143360,143360,143360,true,81175,81175,81175,81175
true,208212,208212,208212,208212,true,208212,208212,208212,208212
true,56120,56120,56120,56120,true,56120,56120,56120,56120
true,117173,117173,117173,117173,true,106457,106457,106457,106457
true,427156,427156,427156,427156,true,369180,369180,369180,369180
true,101946,101946,101946,101946,true,101946,101946,101946,101946
true,45650,45650,45650,45650,true,35915,35915,35915,35915
true,67053,67053,67053,67053,true,57953,57953,57953,57953
true,56000,56000,56000,56000,true,56000,56000,56000,56000
true,118096,118096,118096,118096,true,76417,76417,76417,76417
true,143370,143370,143370,143370,true,143370,143370,143370,143370
true,316219,316219,316219,316219,true,227137,227137,227137,227137
true,174876,174876,174876,174876,true,103792,103792,103792,103792
true,346560,346560,346560,346560,true,241750,241750,241750,241750
true,532726,532726,532726,532726,true,491533,491533,491533,491533
true,54040,54040,54040,54040,true,48790,48790,48790,48790
true,277800,277800,277800,277800,true,218064,218064,218064,218064
true,55236,55236,55236,55236,true,50388,50388,50388,50388
true,219015,219015,219015,219015,true,142485,142485,142485,142485
true,248800,248800,248800,248800,true,198156,198156,198156,198156
true,156600,156600,156600,156600,true,128040,128040,128040,128040
true,70536,70536,70536,70536,true,70536,70536,70536,70536
true,279666,279666,279666,279666,true,198789,198789,198789,198789
true,173780,173780,173780,173780,true,125256,125256,125256,125256
true,280740,280740,280740,280740,true,280740,280740,280740,280740
true,62075,62075,62075,62075,true,62075,62075,62075,62075
true,107130,107130,107130,107130,true,94050,94050,94050,94050
true,302232,302232,302232,302232,true,266580,266580,266580,266580
true,235785,235785,235785,235785,true,235785,235785,235785,235785
true,409824,409824,409824,409824,true,261072,261072,261072,261072
true,280754,280754,280754,280754,true,195052,195052,195052,195052
true,129608,129608,129608,129608,true,122206,122206,122206,122206
true,560201,560201,560201,560201,true,354502,354502,354502,354502
true,97760,97760,97760,97760,true,97760,97760,97760,97760
true,132132,132132,132132,132132,true,69938,69938,69938,69938
true,366267,366267,366267,366267,true,241230,241230,241230,241230
true,335324,335324,335324,335324,true,206646,206646,206646,206646
true,91128,91128,91128,91128,true,91128,91128,91128,91128
true,40472,40472,40472,40472,true,40194,40194,40194,40194
true,187411,187411,187411,187411,true,169645,169645,169645,169645
true,189696,189696,189696,189696,true,110276,110276,110276,110276
true,35322,35322,35322,35322,true,26614,26614,26614,26614
true,223720,223720,223720,223720,true,135354,135354,135354,135354
true,623350,623350,623350,623350,true,399945,399945,399945,399945
true,300246,300246,300246,300246,true,207396,207396,207396,207396
true,46494,46494,46494,46494,true,46494,46494,46494,46494
true,101648,101648,101648,101648,true,58224,58224,58224,58224
true,65905,65905,65905,65905,true,65905,65905,65905,65905
true,437814,437814,437814,437814,true,250770,250770,250770,250770
true,66575,66575,66575,66575,true,63432,63432,63432,63432
true,64500,64500,64500,64500,true,39265,39265,39265,39265
true,37250,37250,37250,37250,true,37250,37250,37250,37250
true,112086,112086,112086,112086,true,62286,62286,62286,62286
true,455731,455731,455731,455731,true,330891,330891,330891,330891
true,153520,153520,153520,153520,true,89408,89408,89408,89408
true,185900,185900,185900,185900,true,185900,185900,185900,185900
true,285736,285736,285736,285736,true,210818,210818,210818,210818
true,95576,95576,95576,95576,true,80860,80860,80860,80860
true,118937,118937,118937,118937,true,101725,101725,101725,101725
true,37544,37544,37544,37544,true,37544,37544,37544,37544
true,276522,276522,276522,276522,true,179397,179397,179397,179397
true,52110,52110,52110,52110,true,45945,45945,45945,45945
true,216581,216581,216581,216581,true,216581,216581,216581,216581
true,88333,88333,88333,88333,true,47733,47733,47733,47733
true,678654,678654,678654,678654,true,440793,440793,440793,440793
true,102384,102384,102384,102384,true,71792,71792,71792,71792
true,320448,320448,320448,320448,true,188376,188376,188376,188376
true,209340,209340,209340,209340,true,173034,173034,173034,173034
true,292900,292900,292900,292900,true,197175,197175,197175,197175
true,22185,22185,22185,22185,true,14430,14430,14430,14430
true,45545,45545,45545,45545,true,45255,45255,45255,45255
true,91160,91160,91160,91160,true,91160,91160,91160,91160
true,333651,333651,333651,333651,true,282132,282132,282132,282132
true,33336,33336,33336,33336,true,31704,31704,31704,31704
true,132916,132916,132916,132916,true,110295,110295,110295,110295
true,208788,208788,208788,208788,true,171960,171960,171960,171960
true,431033,431033,431033,431033,true,338783,338783,338783,338783
true,158971,158971,158971,158971,true,132871,132871,132871,132871
true,255914,255914,255914,255914,true,162260,162260,162260,162260
true,149328,149328,149328,149328,true,130458,130458,130458,130458
true,21585,21585,21585,21585,true,15550,15550,15550,15550
true,397530,397530,397530,397530,true,318300,318300,318300,318300
true,132992,132992,132992,132992,true,77928,77928,77928,77928
true,457700,457700,457700,457700,true,279925,279925,279925,279925
true,133700,133700,133700,133700,true,93820,93820,93820,93820
true,127188,127188,127188,127188,true,127188,127188,127188,127188
true,231534,231534,231534,231534,true,222718,222718,222718,222718
true,142176,142176,142176,142176,true,96670,96670,96670,96670
true,228444,228444,228444,228444,true,120168,120168,120168,120168
true,57140,57140,57140,57140,true,49777,49777,49777,49777
true,344862,344862,344862,344862,true,320310,320310,320310,320310
true,53264,53264,53264,53264,true,39320,39320,39320,39320
true,95970,95970,95970,95970,true,49833,49833,49833,49833
true,489699,489699,489699,489699,true,281988,281988,281988,281988
true,149279,149279,149279,149279,true,149279,149279,149279,149279
true,101256,101256,101256,101256,true,101256,101256,101256,101256
true,187056,187056,187056,187056,true,187056,187056,187056,187056
true,179037,179037,179037,179037,true,92547,92547,92547,92547
true,101532,101532,101532,101532,true,64503,64503,64503,64503
true,156112,156112,156112,156112,true,91113,91113,91113,91113
true,128574,128574,128574,128574,true,95607,95607,95607,95607
true,91176,91176,91176,91176,true,91176,91176,91176,91176
true,92720,92720,92720,92720,true,92720,92720,92720,92720
true,220976,220976,220976,220976,true,162304,162304,162304,162304
true,24339,24339,24339,24339,true,17052,17052,17052,17052
true,130752,130752,130752,130752,true,130752,130752,130752,130752
true,374854,374854,374854,374854,true,244421,244421,244421,244421
true,303346,303346,303346,303346,true,272160,272160,272160,272160
true,231495,231495,231495,231495,true,216200,216200,216200,216200
true,172935,172935,172935,172935,true,149400,149400,149400,149400
true,101881,101881,101881,101881,true,91039,91039,91039,91039
true,298020,298020,298020,298020,true,298020,298020,298020,298020
true,84029,84029,84029,84029,true,84029,84029,84029,84029
true,104041,104041,104041,104041,true,70014,70014,70014,70014
true,186847,186847,186847,186847,true,122264,122264,122264,122264
true,154632,154632,154632,154632,true,154632,154632,154632,154632
true,230394,230394,230394,230394,true,138434,138434,138434,138434
true,56555,56555,56555,56555,true,56555,56555,56555,56555
true,121748,121748,121748,121748,true,99308,99308,99308,99308
true,259760,259760,259760,259760,true,179418,179418,179418,179418
true,177688,177688,177688,177688,true,161560,161560,161560,161560
true,275548,275548,275548,275548,true,254912,254912,254912,254912
true,163636,163636,163636,163636,true,163636,163636,163636,163636
true,85980,85980,85980,85980,true,58520,58520,58520,58520
true,47490,47490,47490,47490,true,47490,47490,47490,47490
true,427938,427938,427938,427938,true,226458,226458,226458,226458
true,264404,264404,264404,264404,true,199272,199272,199272,199272
true,200900,200900,200900,200900,true,182860,182860,182860,182860
true,221856,221856,221856,221856,true,221856,221856,221856,221856
true,332834,332834,332834,332834,true,301784,301784,301784,301784
true,95580,95580,95580,95580,true,95580,95580,95580,95580
true,134772,134772,134772,134772,true,103008,103008,103008,103008
true,97896,97896,97896,97896,true,97896,97896,97896,97896
true,62340,62340,62340,62340,true,62340,62340,62340,62340
true,337036,337036,337036,337036,true,242480,242480,242480,242480
true,179102,179102,179102,179102,true,122780,122780,122780,122780
true,254388,254388,254388,254388,true,254388,254388,254388,254388
true,191696,191696,191696,191696,true,165104,165104,165104,165104
true,157884,157884,157884,157884,true,156112,156112,156112,156112
true,370062,370062,370062,370062,true,270996,270996,270996,270996
true,272366,272366,272366,272366,true,236232,236232,236232,236232
true,262106,262106,262106,262106,true,260623,260623,260623,260623
true,99520,99520,99520,99520,true,99520,99520,99520,99520
true,190000,190000,190000,190000,true,142100,142100,142100,142100
true,163098,163098,163098,163098,true,116399,116399,116399,116399
true,94392,94392,94392,94392,true,75690,75690,75690,75690
true,415541,415541,415541,415541,true,320276,320276,320276,320276
true,528034,528034,528034,528034,true,367570,367570,367570,367570
true,215657,215657,215657,215657,true,201476,201476,201476,201476
true,367354,367354,367354,367354,true,224380,224380,224380,224380
true,144684,144684,144684,144684,true,116976,116976,116976,116976
true,48515,48515,48515,48515,true,48515,48515,48515,48515
true,97944,97944,97944,97944,true,88891,88891,88891,88891
true,84876,84876,84876,84876,true,61132,61132,61132,61132
true,183277,183277,183277,183277,true,167246,167246,167246,167246
true,75528,75528,75528,75528,true,62016,62016,62016,62016
true,62040,62040,62040,62040,true,62040,62040,62040,62040
true,131464,131464,131464,131464,true,131464,131464,131464,131464
true,117120,117120,117120,117120,true,117120,117120,117120,117120
true,155520,155520,155520,155520,true,155520,155520,155520,155520
true,254936,254936,254936,254936,true,188320,188320,188320,188320
true,119394,119394,119394,119394,true,82797,82797,82797,82797
true,185922,185922,185922,185922,true,182448,182448,182448,182448
true,326990,326990,326990,326990,true,320348,320348,320348,320348
true,106016,106016,106016,106016,true,106016,106016,106016,106016
true,167338,167338,167338,167338,true,167338,167338,167338,167338
true,46975,46975,46975,46975,true,46975,46975,46975,46975
true,97132,97132,97132,97132,true,70896,70896,70896,70896
true,80311,80311,80311,80311,true,68621,68621,68621,68621
true,246848,246848,246848,246848,true,170864,170864,170864,170864
true,132279,132279,132279,132279,true,132279,132279,132279,132279
true,107787,107787,107787,107787,true,107787,107787,107787,107787
true,90629,90629,90629,90629,true,90629,90629,90629,90629
true,114936,114936,114936,114936,true,114936,114936,114936,114936
true,61341,61341,61341,61341,true,61341,61341,61341,61341
true,321020,321020,321020,321020,true,218486,218486,218486,218486
true,103980,103980,103980,103980,true,70080,70080,70080,70080
true,271593,271593,271593,271593,true,271593,271593,271593,271593
true,158219,158219,158219,158219,true,149406,149406,149406,149406
true,64086,64086,64086,64086,true,45067,45067,45067,45067
true,185472,185472,185472,185472,true,154660,154660,154660,154660
true,84990,84990,84990,84990,true,84990,84990,84990,84990
true,54483,54483,54483,54483,true,48466,48466,48466,48466
true,263772,263772,263772,263772,true,195342,195342,195342,195342
true,173147,173147,173147,173147,true,173147,173147,173147,173147
true,273105,273105,273105,273105,true,273105,273105,273105,273105
true,224049,224049,224049,224049,true,198408,198408,198408,198408
true,35352,35352,35352,35352,true,26550,26550,26550,26550
true,75097,75097,75097,75097,true,75097,75097,75097,75097
