BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2
true,89672,89672,89672,89672,true,89672,89672,89672,89672
true,97230,97230,97230,97230,true,97230,97230,97230,97230
true,217854,217854,217854,217854,true,152313,152313,152313,152313
true,81501,81501,81501,81501,true,81501,81501,81501,81501
true,255633,255633,255633,255633,true,165249,165249,165249,165249
true,194870,194870,194870,194870,true,138096,138096,138096,138096
true,99967,99967,99967,99967,true,54334,54334,54334,54334
true,217098,217098,217098,217098,true,217098,217098,217098,217098
true,122180,122180,122180,122180,true,122180,122180,122180,122180
true,77304,77304,77304,77304,true,76920,76920,76920,76920
true,81613,81613,81613,81613,true,69112,69112,69112,69112
true,178010,178010,178010,178010,true,178010,178010,178010,178010
true,259417,259417,259417,259417,true,177997,177997,177997,177997
true,432384,432384,432384,432384,true,350624,350624,350624,350624
true,174895,174895,174895,174895,true,174895,174895,174895,174895
true,85764,85764,85764,85764,true,85764,85764,85764,85764
true,129634,129634,129634,129634,true,115728,115728,115728,115728
true,184680,184680,184680,184680,true,184680,184680,184680,184680
true,128296,128296,128296,128296,true,96390,96390,96390,96390
true,108632,108632,108632,108632,true,108632,108632,108632,108632
true,20874,20874,20874,20874,true,20874,20874,20874,20874
true,116512,116512,116512,116512,true,101937,101937,101937,101937
true,88680,88680,88680,88680,true,88680,88680,88680,88680
true,62268,62268,62268,62268,true,62268,62268,62268,62268
true,198432,198432,198432,198432,true,179305,179305,179305,179305
true,172679,172679,172679,172679,true,118313,118313,118313,118313
true,110096,110096,110096,110096,true,64862,64862,64862,64862
true,195840,195840,195840,195840,true,195840,195840,195840,195840
true,77652,77652,77652,77652,true,77652,77652,77652,77652
true,279507,279507,279507,279507,true,208357,208357,208357,208357
true,478698,478698,478698,478698,true,478698,478698,478698,478698
true,641806,641806,641806,641806,true,363648,363648,363648,363648
true,265230,265230,265230,265230,true,148008,148008,148008,148008
true,203626,203626,203626,203626,true,143871,143871,143871,143871
true,377949,377949,377949,377949,true,319680,319680,319680,319680
true,93555,93555,93555,93555,true,93555,93555,93555,93555
true,179410,179410,179410,179410,true,179410,179410,179410,179410
true,96730,96730,96730,96730,true,96730,96730,96730,96730
true,91184,91184,91184,91184,true,76872,76872,76872,76872
true,265536,265536,265536,265536,true,265536,265536,265536,265536
true,145822,145822,145822,145822,true,118510,118510,118510,118510
true,74508,74508,74508,74508,true,46256,46256,46256,46256
true,121096,121096,121096,121096,true,121096,121096,121096,121096
true,262125,262125,262125,262125,true,151350,151350,151350,151350
true,182039,182039,182039,182039,true,171782,171782,171782,171782
true,34111,34111,34111,34111,true,21679,21679,21679,21679
true,86826,86826,86826,86826,true,58530,58530,58530,58530
true,206804,206804,206804,206804,true,185877,185877,185877,185877
true,85437,85437,85437,85437,true,55066,55066,55066,55066
true,144558,144558,144558,144558,true,134205,134205,134205,134205
true,104112,104112,104112,104112,true,80334,80334,80334,80334
true,53610,53610,53610,53610,true,34956,34956,34956,34956
true,116166,116166,116166,116166,true,116166,116166,116166,116166
true,102600,102600,102600,102600,true,66470,66470,66470,66470
true,63540,63540,63540,63540,true,48825,48825,48825,48825
true,58000,58000,58000,58000,true,58000,58000,58000,58000
true,114268,114268,114268,114268,true,85372,85372,85372,85372
true,269958,269958,269958,269958,true,258040,258040,258040,258040
true,122848,122848,122848,122848,true,122848,122848,122848,122848
true,155792,155792,155792,155792,true,113072,113072,113072,113072
true,48584,48584,48584,48584,true,34872,34872,34872,34872
true,95780,95780,95780,95780,true,82340,82340,82340,82340
true,102300,102300,102300,102300,true,102300,102300,102300,102300
true,37992,37992,37992,37992,true,25416,25416,25416,25416
true,259728,259728,259728,259728,true,175428,175428,175428,175428
true,216234,216234,216234,216234,true,142848,142848,142848,142848
true,219137,219137,219137,219137,true,177695,177695,177695,177695
true,373840,373840,373840,373840,true,280150,280150,280150,280150
true,193785,193785,193785,193785,true,157575,157575,157575,157575
true,222632,222632,222632,222632,true,159360,159360,159360,159360
true,260580,260580,260580,260580,true,203644,203644,203644,203644
true,86790,86790,86790,86790,true,77049,77049,77049,77049
true,53576,53576,53576,53576,true,53576,53576,53576,53576
true,30765,30765,30765,30765,true,23121,23121,23121,23121
true,188700,188700,188700,188700,true,188700,188700,188700,188700
true,47455,47455,47455,47455,true,47455,47455,47455,47455
true,262834,262834,262834,262834,true,245648,245648,245648,245648
true,585568,585568,585568,585568,true,393081,393081,393081,393081
true,238336,238336,238336,238336,true,201609,201609,201609,201609
true,192440,192440,192440,192440,true,118745,118745,118745,118745
true,281238,281238,281238,281238,true,209817,209817,209817,209817
true,88459,88459,88459,88459,true,88459,88459,88459,88459
true,121450,121450,121450,121450,true,85582,85582,85582,85582
true,213854,213854,213854,213854,true,213854,213854,213854,213854
true,257300,257300,257300,257300,true,257300,257300,257300,257300
true,153664,153664,153664,153664,true,153664,153664,153664,153664
true,94530,94530,94530,94530,true,94530,94530,94530,94530
true,164996,164996,164996,164996,true,164996,164996,164996,164996
true,109179,109179,109179,109179,true,73696,73696,73696,73696
true,391468,391468,391468,391468,true,281764,281764,281764,281764
true,262444,262444,262444,262444,true,228288,228288,228288,228288
true,69687,69687,69687,69687,true,52281,52281,52281,52281
true,336429,336429,336429,336429,true,306912,306912,306912,306912
true,178568,178568,178568,178568,true,154192,154192,154192,154192
true,233800,233800,233800,233800,true,233800,233800,233800,233800
true,75190,75190,75190,75190,true,75190,75190,75190,75190
true,281757,281757,281757,281757,true,227577,227577,227577,227577
true,97302,97302,97302,97302,true,66366,66366,66366,66366
true,55832,55832,55832,55832,true,55832,55832,55832,55832
true,107040,107040,107040,107040,true,107040,107040,107040,107040
true,308140,308140,308140,308140,true,308140,308140,308140,308140
true,64710,64710,64710,64710,true,52998,52998,52998,52998
true,328916,328916,328916,328916,true,286959,286959,286959,286959
true,299136,299136,299136,299136,true,299136,299136,299136,299136
true,144340,144340,144340,144340,true,99560,99560,99560,99560
true,120360,120360,120360,120360,true,100248,100248,100248,100248
true,165232,165232,165232,165232,true,104202,104202,104202,104202
true,126480,126480,126480,126480,true,126480,126480,126480,126480
true,110070,110070,110070,110070,true,110070,110070,110070,110070
true,75905,75905,75905,75905,true,75905,75905,75905,75905
true,287028,287028,287028,287028,true,236224,236224,236224,236224
true,79914,79914,79914,79914,true,79914,79914,79914,79914
true,290970,290970,290970,290970,true,185658,185658,185658,185658
true,282948,282948,282948,282948,true,216060,216060,216060,216060
true,280060,280060,280060,280060,true,228704,228704,228704,228704
true,503888,503888,503888,503888,true,495540,495540,495540,495540
true,108927,108927,108927,108927,true,108927,108927,108927,108927
true,264724,264724,264724,264724,true,264724,264724,264724,264724
true,243234,243234,243234,243234,true,165870,165870,165870,165870
true,84755,84755,84755,84755,true,84755,84755,84755,84755
true,143206,143206,143206,143206,true,91378,91378,91378,91378
true,241060,241060,241060,241060,true,143888,143888,143888,143888
true,608481,608481,608481,608481,true,408032,408032,408032,408032
true,71300,71300,71300,71300,true,71300,71300,71300,71300
true,260526,260526,260526,260526,true,169830,169830,169830,169830
true,168350,168350,168350,168350,true,168350,168350,168350,168350
true,144564,144564,144564,144564,true,126240,126240,126240,126240
true,33080,33080,33080,33080,true,33080,33080,33080,33080
true,200088,200088,200088,200088,true,122325,122325,122325,122325
true,145683,145683,145683,145683,true,90648,90648,90648,90648
true,53610,53610,53610,53610,true,49010,49010,49010,49010
true,80850,80850,80850,80850,true,80850,80850,80850,80850
true,123480,123480,123480,123480,true,123480,123480,123480,123480
true,267362,267362,267362,267362,true,233544,233544,233544,233544
true,134927,134927,134927,134927,true,134927,134927,134927,134927
true,167648,167648,167648,167648,true,108480,108480,108480,108480
true,144144,144144,144144,144144,true,96450,96450,96450,96450
true,331233,331233,331233,331233,true,225435,225435,225435,225435
true,118832,118832,118832,118832,true,80304,80304,80304,80304
true,162915,162915,162915,162915,true,103125,103125,103125,103125
true,120232,120232,120232,120232,true,120232,120232,120232,120232
true,342846,342846,342846,342846,true,342846,342846,342846,342846
true,78008,78008,78008,78008,true,78008,78008,78008,78008
true,153270,153270,153270,153270,true,103430,103430,103430,103430
true,282080,282080,282080,282080,true,248308,248308,248308,248308
true,207766,207766,207766,207766,true,203372,203372,203372,203372
true,188617,188617,188617,188617,true,188617,188617,188617,188617
true,180795,180795,180795,180795,true,124500,124500,124500,124500
true,267406,267406,267406,267406,true,229059,229059,229059,229059
true,71057,71057,71057,71057,true,60711,60711,60711,60711
true,149305,149305,149305,149305,true,149305,149305,149305,149305
true,100494,100494,100494,100494,true,59690,59690,59690,59690
true,74547,74547,74547,74547,true,72174,72174,72174,72174
true,358919,358919,358919,358919,true,253315,253315,253315,253315
true,114548,114548,114548,114548,true,114548,114548,114548,114548
true,209624,209624,209624,209624,true,172376,172376,172376,172376
true,66570,66570,66570,66570,true,49575,49575,49575,49575
true,210322,210322,210322,210322,true,157144,157144,157144,157144
true,160656,160656,160656,160656,true,147870,147870,147870,147870
true,183260,183260,183260,183260,true,96371,96371,96371,96371
true,241366,241366,241366,241366,true,241366,241366,241366,241366
true,218875,218875,218875,218875,true,207592,207592,207592,207592
true,75390,75390,75390,75390,true,52230,52230,52230,52230
true,52728,52728,52728,52728,true,33630,33630,33630,33630
true,138024,138024,138024,138024,true,138024,138024,138024,138024
true,238329,238329,238329,238329,true,238329,238329,238329,238329
true,96109,96109,96109,96109,true,91014,91014,91014,91014
true,114804,114804,114804,114804,true,114804,114804,114804,114804
true,75078,75078,75078,75078,true,75078,75078,75078,75078
true,418673,418673,418673,418673,true,337342,337342,337342,337342
true,50535,50535,50535,50535,true,44910,44910,44910,44910
true,315225,315225,315225,315225,true,315225,315225,315225,315225
true,212595,212595,212595,212595,true,212595,212595,212595,212595
true,185554,185554,185554,185554,true,160146,160146,160146,160146
true,149397,149397,149397,149397,true,149397,149397,149397,149397
true,367225,367225,367225,367225,true,348429,348429,348429,348429
true,263588,263588,263588,263588,true,220584,220584,220584,220584
true,140811,140811,140811,140811,true,140811,140811,140811,140811
true,269091,269091,269091,269091,true,232424,232424,232424,232424
true,292864,292864,292864,292864,true,237522,237522,237522,237522
true,320188,320188,320188,320188,true,200526,200526,200526,200526
true,70896,70896,70896,70896,true,58044,58044,58044,58044
true,193902,193902,193902,193902,true,142409,142409,142409,142409
true,74210,74210,74210,74210,true,40885,40885,40885,40885
true,182512,182512,182512,182512,true,166107,166107,166107,166107
true,64910,64910,64910,64910,true,49130,49130,49130,49130
true,105507,105507,105507,105507,true,105507,105507,105507,105507
true,160724,160724,160724,160724,true,150351,150351,150351,150351
true,66198,66198,66198,66198,true,45162,45162,45162,45162
true,133700,133700,133700,133700,true,133700,133700,133700,133700
true,314996,314996,314996,314996,true,185944,185944,185944,185944
true,208318,208318,208318,208318,true,208318,208318,208318,208318
true,146160,146160,146160,146160,true,89028,89028,89028,89028
true,62905,62905,62905,62905,true,62905,62905,62905,62905
true,198252,198252,198252,198252,true,184184,184184,184184,184184
true,24918,24918,24918,24918,true,15996,15996,15996,15996
true,87065,87065,87065,87065,true,87065,87065,87065,87065
true,149215,149215,149215,149215,true,143680,143680,143680,143680
true,108590,108590,108590,108590,true,85920,85920,85920,85920
true,78111,78111,78111,78111,true,67320,67320,67320,67320
true,122700,122700,122700,122700,true,122700,122700,122700,122700
true,165760,165760,165760,165760,true,139872,139872,139872,139872
true,81520,81520,81520,81520,true,81520,81520,81520,81520
true,268112,268112,268112,268112,true,144736,144736,144736,144736
true,94976,94976,94976,94976,true,77456,77456,77456,77456
true,92148,92148,92148,92148,true,92148,92148,92148,92148
true,304104,304104,304104,304104,true,304104,304104,304104,304104
true,71400,71400,71400,71400,true,51564,51564,51564,51564
true,113301,113301,113301,113301,true,91013,91013,91013,91013
true,75817,75817,75817,75817,true,52290,52290,52290,52290
true,273888,273888,273888,273888,true,210197,210197,210197,210197
true,401841,401841,401841,401841,true,401841,401841,401841,401841
true,433076,433076,433076,433076,true,433076,433076,433076,433076
true,223848,223848,223848,223848,true,158796,158796,158796,158796
true,308620,308620,308620,308620,true,299956,299956,299956,299956
true,126261,126261,126261,126261,true,97300,97300,97300,97300
true,246675,246675,246675,246675,true,172579,172579,172579,172579
true,154784,154784,154784,154784,true,133140,133140,133140,133140
true,437466,437466,437466,437466,true,358050,358050,358050,358050
true,76895,76895,76895,76895,true,56945,56945,56945,56945
true,486972,486972,486972,486972,true,291249,291249,291249,291249
true,238918,238918,238918,238918,true,167830,167830,167830,167830
true,68845,68845,68845,68845,true,68845,68845,68845,68845
true,126760,126760,126760,126760,true,118888,118888,118888,118888
true,323385,323385,323385,323385,true,310985,310985,310985,310985
true,24670,24670,24670,24670,true,24670,24670,24670,24670
true,132540,132540,132540,132540,true,89280,89280,89280,89280
true,355902,355902,355902,355902,true,355902,355902,355902,355902
true,414439,414439,414439,414439,true,314464,314464,314464,314464
true,67260,67260,67260,67260,true,45480,45480,45480,45480
true,81856,81856,81856,81856,true,65168,65168,65168,65168
true,32770,32770,32770,32770,true,32770,32770,32770,32770
true,126718,126718,126718,126718,true,112642,112642,112642,112642
true,127230,127230,127230,127230,true,84906,84906,84906,84906
true,225660,225660,225660,225660,true,225660,225660,225660,225660
true,252639,252639,252639,252639,true,217470,217470,217470,217470
true,52590,52590,52590,52590,true,37200,37200,37200,37200
true,94441,94441,94441,94441,true,86773,86773,86773,86773
true,203238,203238,203238,203238,true,153985,153985,153985,153985
true,102600,102600,102600,102600,true,98208,98208,98208,98208
true,42133,42133,42133,42133,true,29589,29589,29589,29589
true,56560,56560,56560,56560,true,44996,44996,44996,44996
true,132120,132120,132120,132120,true,74043,74043,74043,74043
true,359070,359070,359070,359070,true,318480,318480,318480,318480
true,247653,247653,247653,247653,true,205632,205632,205632,205632
true,99255,99255,99255,99255,true,99255,99255,99255,99255
true,245392,245392,245392,245392,true,201666,201666,201666,201666
true,72702,72702,72702,72702,true,72702,72702,72702,72702
true,44485,44485,44485,44485,true,44485,44485,44485,44485
true,274274,274274,274274,274274,true,177164,177164,177164,177164
true,235296,235296,235296,235296,true,148789,148789,148789,148789
true,227120,227120,227120,227120,true,182971,182971,182971,182971
true,214880,214880,214880,214880,true,144900,144900,144900,144900
true,248885,248885,248885,248885,true,248885,248885,248885,248885
true,90738,90738,90738,90738,true,90738,90738,90738,90738
true,147719,147719,147719,147719,true,84590,84590,84590,84590
true,72630,72630,72630,72630,true,43152,43152,43152,43152
true,117180,117180,117180,117180,true,117180,117180,117180,117180
true,157849,157849,157849,157849,true,157849,157849,157849,157849
true,160248,160248,160248,160248,true,111265,111265,111265,111265
true,102172,102172,102172,102172,true,80864,80864,80864,80864
true,75543,75543,75543,75543,true,75543,75543,75543,75543
true,103420,103420,103420,103420,true,93148,93148,93148,93148
true,229376,229376,229376,229376,true,199268,199268,199268,199268
true,69552,69552,69552,69552,true,57554,57554,57554,57554
true,91926,91926,91926,91926,true,53406,53406,53406,53406
true,93288,93288,93288,93288,true,93288,93288,93288,93288
true,118569,118569,118569,118569,true,118569,118569,118569,118569
true,87615,87615,87615,87615,true,66420,66420,66420,66420
true,49560,49560,49560,49560,true,49386,49386,49386,49386
true,151144,151144,151144,151144,true,151144,151144,151144,151144
true,120802,120802,120802,120802,true,120802,120802,120802,120802
true,94464,94464,94464,94464,true,83916,83916,83916,83916
true,125524,125524,125524,125524,true,104020,104020,104020,104020
true,84441,84441,84441,84441,true,68285,68285,68285,68285
true,108438,108438,108438,108438,true,108438,108438,108438,108438
true,271350,271350,271350,271350,true,246297,246297,246297,246297
true,173668,173668,173668,173668,true,112684,112684,112684,112684
true,190450,190450,190450,190450,true,109408,109408,109408,109408
true,214659,214659,214659,214659,true,214659,214659,214659,214659
true,572799,572799,572799,572799,true,493599,493599,493599,493599
true,296200,296200,296200,296200,true,188160,188160,188160,188160
true,174888,174888,174888,174888,true,139328,139328,139328,139328
true,247280,247280,247280,247280,true,214422,214422,214422,214422
true,109416,109416,109416,109416,true,70854,70854,70854,70854
true,375100,375100,375100,375100,true,218575,218575,218575,218575
true,73216,73216,73216,73216,true,73216,73216,73216,73216
true,74646,74646,74646,74646,true,54834,54834,54834,54834
true,114212,114212,114212,114212,true,99210,99210,99210,99210
true,98466,98466,98466,98466,true,53754,53754,53754,53754
true,43725,43725,43725,43725,true,43725,43725,43725,43725
true,139874,139874,139874,139874,true,139874,139874,139874,139874
true,141648,141648,141648,141648,true,141648,141648,141648,141648
true,129080,129080,129080,129080,true,82888,82888,82888,82888
true,184127,184127,184127,184127,true,184127,184127,184127,184127
true,121860,121860,121860,121860,true,121860,121860,121860,121860
true,75708,75708,75708,75708,true,56754,56754,56754,56754
true,41900,41900,41900,41900,true,30810,30810,30810,30810
true,16430,16430,16430,16430,true,14022,14022,14022,14022
true,327250,327250,327250,327250,true,327250,327250,327250,327250
true,219817,219817,219817,219817,true,164304,164304,164304,164304
true,58560,58560,58560,58560,true,58560,58560,58560,58560
true,217648,217648,217648,217648,true,217648,217648,217648,217648
true,179712,179712,179712,179712,true,179712,179712,179712,179712
true,93978,93978,93978,93978,true,54234,54234,54234,54234
true,171788,171788,171788,171788,true,133308,133308,133308,133308
true,131803,131803,131803,131803,true,105013,105013,105013,105013
true,162300,162300,162300,162300,true,162300,162300,162300,162300
true,90240,90240,90240,90240,true,90240,90240,90240,90240
true,347446,347446,347446,347446,true,273780,273780,273780,273780
true,431595,431595,431595,431595,true,267219,267219,267219,267219
true,73675,73675,73675,73675,true,73675,73675,73675,73675
true,43572,43572,43572,43572,true,43572,43572,43572,43572
true,407050,407050,407050,407050,true,285565,285565,285565,285565
true,56584,56584,56584,56584,true,37506,37506,37506,37506
true,84954,84954,84954,84954,true,61290,61290,61290,61290
true,291810,291810,291810,291810,true,281015,281015,281015,281015
true,120684,120684,120684,120684,true,120684,120684,120684,120684
true,32105,32105,32105,32105,true,32105,32105,32105,32105
true,67938,67938,67938,67938,true,38076,38076,38076,38076
true,164177,164177,164177,164177,true,122382,122382,122382,122382
true,209433,209433,209433,209433,true,202692,202692,202692,202692
true,238816,238816,238816,238816,true,238816,238816,238816,238816
true,439115,439115,439115,439115,true,308450,308450,308450,308450
true,333975,333975,333975,333975,true,186750,186750,186750,186750
true,494350,494350,494350,494350,true,336478,336478,336478,336478
true,286440,286440,286440,286440,true,200046,200046,200046,200046
true,257640,257640,257640,257640,true,165319,165319,165319,165319
true,136266,136266,136266,136266,true,136266,136266,136266,136266
true,244944,244944,244944,244944,true,230322,230322,230322,230322
true,194784,194784,194784,194784,true,194784,194784,194784,194784
true,60576,60576,60576,60576,true,60576,60576,60576,60576
true,412365,412365,412365,412365,true,412365,412365,412365,412365
true,270158,270158,270158,270158,true,254112,254112,254112,254112
true,159660,159660,159660,159660,true,144908,144908,144908,144908
true,83364,83364,83364,83364,true,68124,68124,68124,68124
true,102466,102466,102466,102466,true,75054,75054,75054,75054
true,64056,64056,64056,64056,true,36666,36666,36666,36666
true,112791,112791,112791,112791,true,98450,98450,98450,98450
true,153126,153126,153126,153126,true,138258,138258,138258,138258
true,509410,509410,509410,509410,true,318500,318500,318500,318500
true,51355,51355,51355,51355,true,31385,31385,31385,31385
true,102432,102432,102432,102432,true,102432,102432,102432,102432
true,240122,240122,240122,240122,true,151050,151050,151050,151050
true,303240,303240,303240,303240,true,248220,248220,248220,248220
true,129596,129596,129596,129596,true,110684,110684,110684,110684
true,584563,584563,584563,584563,true,392360,392360,392360,392360
true,148850,148850,148850,148850,true,148850,148850,148850,148850
true,461210,461210,461210,461210,true,408842,408842,408842,408842
true,184352,184352,184352,184352,true,162260,162260,162260,162260
true,91490,91490,91490,91490,true,91490,91490,91490,91490
true,406625,406625,406625,406625,true,232025,232025,232025,232025
true,171708,171708,171708,171708,true,171708,171708,171708,171708
true,123045,123045,123045,123045,true,123045,123045,123045,123045
true,222852,222852,222852,222852,true,222852,222852,222852,222852
true,109860,109860,109860,109860,true,109860,109860,109860,109860
true,101479,101479,101479,101479,true,95342,95342,95342,95342
true,55584,55584,55584,55584,true,43542,43542,43542,43542
true,493489,493489,493489,493489,true,467109,467109,467109,467109
true,243525,243525,243525,243525,true,243525,243525,243525,243525
true,57372,57372,57372,57372,true,42364,42364,42364,42364
true,86310,86310,86310,86310,true,52990,52990,52990,52990
true,382992,382992,382992,382992,true,259368,259368,259368,259368
true,65660,65660,65660,65660,true,65660,65660,65660,65660
true,49630,49630,49630,49630,true,49630,49630,49630,49630
true,129132,129132,129132,129132,true,129132,129132,129132,129132
true,113275,113275,113275,113275,true,89775,89775,89775,89775
true,66636,66636,66636,66636,true,49494,49494,49494,49494
true,133000,133000,133000,133000,true,127456,127456,127456,127456
true,230897,230897,230897,230897,true,230897,230897,230897,230897
true,56200,56200,56200,56200,true,35090,35090,35090,35090
true,85795,85795,85795,85795,true,47430,47430,47430,47430
true,101112,101112,101112,101112,true,101112,101112,101112,101112
true,155922,155922,155922,155922,true,103094,103094,103094,103094
true,166586,166586,166586,166586,true,127750,127750,127750,127750
true,81379,81379,81379,81379,true,81379,81379,81379,81379
true,590166,590166,590166,590166,true,434824,434824,434824,434824
true,559368,559368,559368,559368,true,338328,338328,338328,338328
true,289632,289632,289632,289632,true,173504,173504,173504,173504
true,232225,232225,232225,232225,true,232225,232225,232225,232225
true,145956,145956,145956,145956,true,107700,107700,107700,107700
true,38110,38110,38110,38110,true,38110,38110,38110,38110
true,129267,129267,129267,129267,true,129267,129267,129267,129267
true,191024,191024,191024,191024,true,191024,191024,191024,191024
true,299761,299761,299761,299761,true,187527,187527,187527,187527
true,47110,47110,47110,47110,true,47110,47110,47110,47110
true,314100,314100,314100,314100,true,204300,204300,204300,204300
true,132304,132304,132304,132304,true,90336,90336,90336,90336
true,299300,299300,299300,299300,true,241132,241132,241132,241132
true,136220,136220,136220,136220,true,121128,121128,121128,121128
true,228280,228280,228280,228280,true,178516,178516,178516,178516
true,180224,180224,180224,180224,true,179784,179784,179784,179784
true,74061,74061,74061,74061,true,48618,48618,48618,48618
true,52212,52212,52212,52212,true,52212,52212,52212,52212
true,29862,29862,29862,29862,true,21476,21476,21476,21476
true,164197,164197,164197,164197,true,126854,126854,126854,126854
true,296424,296424,296424,296424,true,182505,182505,182505,182505
true,43190,43190,43190,43190,true,43190,43190,43190,43190
true,371250,371250,371250,371250,true,339984,339984,339984,339984
true,678138,678138,678138,678138,true,450990,450990,450990,450990
true,336450,336450,336450,336450,true,276422,276422,276422,276422
true,36512,36512,36512,36512,true,22960,22960,22960,22960
true,95737,95737,95737,95737,true,74443,74443,74443,74443
true,50841,50841,50841,50841,true,31095,31095,31095,31095
true,74820,74820,74820,74820,true,48065,48065,48065,48065
true,164710,164710,164710,164710,true,136458,136458,136458,136458
true,349150,349150,349150,349150,true,219775,219775,219775,219775
true,504630,504630,504630,504630,true,345240,345240,345240,345240
true,155805,155805,155805,155805,true,144833,144833,144833,144833
true,29490,29490,29490,29490,true,19185,19185,19185,19185
true,143880,143880,143880,143880,true,143880,143880,143880,143880
true,435309,435309,435309,435309,true,246540,246540,246540,246540
true,93536,93536,93536,93536,true,69460,69460,69460,69460
true,290100,290100,290100,290100,true,155340,155340,155340,155340
true,43778,43778,43778,43778,true,34951,34951,34951,34951
true,200240,200240,200240,200240,true,178500,178500,178500,178500
true,42704,42704,42704,42704,true,36912,36912,36912,36912
true,56814,56814,56814,56814,true,56814,56814,56814,56814
true,401775,401775,401775,401775,true,401775,401775,401775,401775
true,368900,368900,368900,368900,true,368900,368900,368900,368900
true,90992,90992,90992,90992,true,66576,66576,66576,66576
true,278074,278074,278074,278074,true,184760,184760,184760,184760
true,37806,37806,37806,37806,true,37806,37806,37806,37806
true,76284,76284,76284,76284,true,44988,44988,44988,44988
true,56435,56435,56435,56435,true,48345,48345,48345,48345
true,245220,245220,245220,245220,true,245220,245220,245220,245220
true,240800,240800,240800,240800,true,135786,135786,135786,135786
true,130212,130212,130212,130212,true,130212,130212,130212,130212
true,72864,72864,72864,72864,true,72864,72864,72864,72864
true,78176,78176,78176,78176,true,53456,53456,53456,53456
true,61875,61875,61875,61875,true,45425,45425,45425,45425
true,84880,84880,84880,84880,true,84880,84880,84880,84880
true,194172,194172,194172,194172,true,178710,178710,178710,178710
true,198354,198354,198354,198354,true,125333,125333,125333,125333
true,225162,225162,225162,225162,true,140476,140476,140476,140476
true,87660,87660,87660,87660,true,87660,87660,87660,87660
true,279587,279587,279587,279587,true,185070,185070,185070,185070
true,188294,188294,188294,188294,true,188294,188294,188294,188294
true,589752,589752,589752,589752,true,471184,471184,471184,471184
true,315955,315955,315955,315955,true,239575,239575,239575,239575
true,174800,174800,174800,174800,true,162355,162355,162355,162355
true,191580,191580,191580,191580,true,113676,113676,113676,113676
true,81130,81130,81130,81130,true,69180,69180,69180,69180
true,413010,413010,413010,413010,true,262782,262782,262782,262782
true,262637,262637,262637,262637,true,175389,175389,175389,175389
true,113280,113280,113280,113280,true,113280,113280,113280,113280
true,169234,169234,169234,169234,true,100490,100490,100490,100490
true,48300,48300,48300,48300,true,28469,28469,28469,28469
true,317200,317200,317200,317200,true,210726,210726,210726,210726
true,355136,355136,355136,355136,true,266352,266352,266352,266352
true,95472,95472,95472,95472,true,95472,95472,95472,95472
true,156925,156925,156925,156925,true,101955,101955,101955,101955
true,113400,113400,113400,113400,true,113400,113400,113400,113400
true,147356,147356,147356,147356,true,116523,116523,116523,116523
true,174537,174537,174537,174537,true,174537,174537,174537,174537
true,294021,294021,294021,294021,true,294021,294021,294021,294021
true,23860,23860,23860,23860,true,18405,18405,18405,18405
true,146398,146398,146398,146398,true,146398,146398,146398,146398
true,178544,178544,178544,178544,true,163724,163724,163724,163724
true,189363,189363,189363,189363,true,182532,182532,182532,182532
true,119145,119145,119145,119145,true,114036,114036,114036,114036
true,223272,223272,223272,223272,true,191800,191800,191800,191800
true,395362,395362,395362,395362,true,289089,289089,289089,289089
true,48525,48525,48525,48525,true,48525,48525,48525,48525
true,176760,176760,176760,176760,true,137088,137088,137088,137088
true,53530,53530,53530,53530,true,31050,31050,31050,31050
true,154065,154065,154065,154065,true,110430,110430,110430,110430
true,50335,50335,50335,50335,true,36665,36665,36665,36665
true,105826,105826,105826,105826,true,105826,105826,105826,105826
true,139876,139876,139876,139876,true,100430,100430,100430,100430
true,400655,400655,400655,400655,true,281589,281589,281589,281589
true,90504,90504,90504,90504,true,59872,59872,59872,59872
true,394004,394004,394004,394004,true,240890,240890,240890,240890
true,54624,54624,54624,54624,true,54624,54624,54624,54624
true,113938,113938,113938,113938,true,113938,113938,113938,113938
true,88448,88448,88448,88448,true,59496,59496,59496,59496
true,270868,270868,270868,270868,true,268839,268839,268839,268839
true,190128,190128,190128,190128,true,183898,183898,183898,183898
true,106830,106830,106830,106830,true,106830,106830,106830,106830
true,206640,206640,206640,206640,true,206640,206640,206640,206640
true,101264,101264,101264,101264,true,83712,83712,83712,83712
true,114687,114687,114687,114687,true,114687,114687,114687,114687
true,100912,100912,100912,100912,true,100912,100912,100912,100912
true,256749,256749,256749,256749,true,213925,213925,213925,213925
true,479277,479277,479277,479277,true,314681,314681,314681,314681
true,291635,291635,291635,291635,true,190519,190519,190519,190519
true,108184,108184,108184,108184,true,108184,108184,108184,108184
true,225080,225080,225080,225080,true,180620,180620,180620,180620
true,138735,138735,138735,138735,true,138735,138735,138735,138735
true,58800,58800,58800,58800,true,58800,58800,58800,58800
true,80680,80680,80680,80680,true,51465,51465,51465,51465
true,463246,463246,463246,463246,true,312330,312330,312330,312330
true,451305,451305,451305,451305,true,391017,391017,391017,391017
true,152724,152724,152724,152724,true,152724,152724,152724,152724
true,286074,286074,286074,286074,true,253470,253470,253470,253470
true,143600,143600,143600,143600,true,87888,87888,87888,87888
