BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5
true,263488,263488,263488,263488,true,263488,263488,263488,263488,true,263488,263488,263488,263488,true,263488,263488,263488,263488,true,263488,263488,263488,263488
true,145232,145232,145232,145232,true,128736,128736,128736,128736,true,128736,128736,128736,128736,true,128736,128736,128736,128736,true,128736,128736,128736,128736
true,164628,164628,164628,164628,true,157860,157860,157860,157860,true,157860,157860,157860,157860,true,157860,157860,157860,157860,true,157860,157860,157860,157860
true,255894,255894,255894,255894,true,166848,166848,166848,166848,true,147810,147810,147810,147810,true,147810,147810,147810,147810,true,147810,147810,147810,147810
true,265280,265280,265280,265280,true,187980,187980,223760,223760,true,174904,174904,179344,179344,true,174904,174904,174904,174904,true,174904,174904,174904,174904
true,463806,463806,463806,463806,true,321314,321314,321314,321314,true,321314,321314,321314,321314,true,321314,321314,321314,321314,true,321314,321314,321314,321314
true,144110,144110,144110,144110,true,81590,81590,82430,82430,true,81590,81590,81590,81590,true,81590,81590,81590,81590,true,81590,81590,81590,81590
true,429348,429348,429348,429348,true,221496,221496,221496,221496,true,221496,221496,221496,221496,true,221496,221496,221496,221496,true,221496,221496,221496,221496
true,200440,200440,200440,200440,true,120755,120755,128475,128475,true,93605,98530,98530,98530,true,80634,80634,80634,80634,true,80634,80634,80634,80634
true,636016,636016,636016,636016,true,329152,329152,329152,329152,true,329152,329152,329152,329152,true,329152,329152,329152,329152,true,329152,329152,329152,329152
true,434048,434048,434048,434048,true,255952,255952,255952,255952,true,218866,218866,218866,218866,true,198928,198928,198928,198928,true,198928,198928,198928,198928
true,224224,224224,224224,224224,true,130768,130768,161546,161546,true,105770,111364,111364,111364,true,85035,85035,85035,85035,true,85035,85035,85035,85035
true,362945,362945,362945,362945,true,248734,248734,284069,284069,true,217703,217703,243172,243172,true,217703,217703,217703,217703,true,217703,217703,217703,217703
true,66510,66510,66510,66510,true,39926,39926,39926,39926,true,35466,35466,35466,35466,true,35466,35466,35466,35466,true,35466,35466,35466,35466
true,294700,294700,294700,294700,true,159432,161170,189908,189908,true,119744,119744,119744,119744,true,119744,119744,119744,119744,true,119744,119744,119744,119744
true,241801,241801,241801,241801,true,151095,151095,151095,151095,true,151095,151095,151095,151095,true,151095,151095,151095,151095,true,151095,151095,151095,151095
true,526042,526042,526042,526042,true,370332,370332,385000,385000,true,299846,299846,299846,299846,true,299846,299846,299846,299846,true,299846,299846,299846,299846
true,178805,178805,178805,178805,true,113275,113275,113275,113275,true,113275,113275,113275,113275,true,113275,113275,113275,113275,true,113275,113275,113275,113275
true,356235,356235,356235,356235,true,192465,192465,206895,206895,true,154755,154755,154755,154755,true,132012,132012,149016,149016,true,132012,132012,132012,132012
true,146880,146880,146880,146880,true,100296,100296,127092,127092,true,100296,100296,110556,110556,true,100296,100296,100296,100296,true,100296,100296,100296,100296
true,157654,157654,157654,157654,true,122979,122979,122979,122979,true,122979,122979,122979,122979,true,122979,122979,122979,122979,true,122979,122979,122979,122979
true,347380,347380,347380,347380,true,205310,205310,244981,244981,true,166800,166800,166800,166800,true,166800,166800,166800,166800,true,166800,166800,166800,166800
true,272432,272432,272432,272432,true,196006,196006,207616,207616,true,196006,196006,196006,196006,true,196006,196006,196006,196006,true,196006,196006,196006,196006
true,384012,384012,384012,384012,true,246399,248196,282291,282291,true,201915,201915,215331,215331,true,201915,201915,201915,201915,true,201915,201915,201915,201915
true,510678,510678,510678,510678,true,304100,304100,357240,357240,true,231160,231160,304100,304100,true,231160,231160,231160,231160,true,231160,231160,231160,231160
true,229264,229264,229264,229264,true,140868,140868,155524,155524,true,129240,129240,140868,140868,true,129240,129240,129240,129240,true,129240,129240,129240,129240
true,149298,149298,149298,149298,true,96900,96900,103452,103452,true,96900,96900,96900,96900,true,96900,96900,96900,96900,true,96900,96900,96900,96900
true,154125,154125,154125,154125,true,152285,152285,152285,152285,true,152285,152285,152285,152285,true,152285,152285,152285,152285,true,152285,152285,152285,152285
true,788578,788578,788578,788578,true,532066,532066,550560,550560,true,438122,438122,457431,457431,true,438122,438122,438122,438122,true,438122,438122,438122,438122
true,307098,307098,307098,307098,true,193215,193215,227480,227480,true,193215,193215,193215,193215,true,193215,193215,193215,193215,true,193215,193215,193215,193215
true,340488,340488,340488,340488,true,251147,251147,251147,251147,true,204815,204815,204815,204815,true,204815,204815,204815,204815,true,204815,204815,204815,204815
true,339691,339691,339691,339691,true,179190,179190,179190,179190,true,140821,140821,163405,163405,true,103422,103422,103422,103422,true,102883,102883,102883,102883
true,420381,420381,420381,420381,true,271011,271011,271011,271011,true,216281,216281,216281,216281,true,216281,216281,216281,216281,true,216281,216281,216281,216281
true,269698,269698,269698,269698,true,157066,157066,157066,157066,true,157066,157066,157066,157066,true,157066,157066,157066,157066,true,157066,157066,157066,157066
true,566475,566475,566475,566475,true,305718,305718,305718,305718,true,286965,286965,286965,286965,true,262782,262782,262782,262782,true,262782,262782,262782,262782
true,1048024,1048024,1048024,1048024,true,616108,660994,748508,748508,true,480114,480114,480114,480114,true,449100,449100,449100,449100,true,449100,449100,449100,449100
true,409651,409651,409651,409651,true,291357,291357,313456,313456,true,285001,285001,285001,285001,true,262902,262902,262902,262902,true,262902,262902,262902,262902
true,120505,120505,120505,120505,true,85519,85519,92491,92491,true,77616,77616,77616,77616,true,77616,77616,77616,77616,true,77616,77616,77616,77616
true,288660,288660,288660,288660,true,211174,216190,224680,224680,true,168380,168380,168380,168380,true,168380,168380,168380,168380,true,168380,168380,168380,168380
true,448224,448224,448224,448224,true,244818,258888,278758,278758,true,192528,192794,207480,207480,true,191997,191997,200060,200060,true,191997,191997,191997,191997
true,219408,219408,219408,219408,true,166768,166768,166768,166768,true,166768,166768,166768,166768,true,166768,166768,166768,166768,true,166768,166768,166768,166768
true,236180,236180,236180,236180,true,152980,152980,152980,152980,true,152980,152980,152980,152980,true,152980,152980,152980,152980,true,152980,152980,152980,152980
true,212949,212949,212949,212949,true,146982,146982,149644,149644,true,146982,146982,146982,146982,true,146982,146982,146982,146982,true,146982,146982,146982,146982
true,145100,145100,145100,145100,true,102235,102235,102235,102235,true,93675,93675,93675,93675,true,93675,93675,93675,93675,true,93675,93675,93675,93675
true,297612,297612,297612,297612,true,222696,222696,222696,222696,true,208307,208307,208307,208307,true,208307,208307,208307,208307,true,208307,208307,208307,208307
true,466388,466388,466388,466388,true,315950,316420,316420,316420,true,260232,260232,260232,260232,true,260232,260232,260232,260232,true,260232,260232,260232,260232
true,201056,201056,201056,201056,true,109879,111834,113130,113130,true,86751,86751,86751,86751,true,86751,86751,86751,86751,true,86751,86751,86751,86751
true,268425,268425,268425,268425,true,163602,163602,163602,163602,true,146336,146336,146336,146336,true,146336,146336,146336,146336,true,146336,146336,146336,146336
true,414960,414960,414960,414960,true,239287,239287,273504,273504,true,230816,230816,230816,230816,true,230816,230816,230816,230816,true,230816,230816,230816,230816
true,158898,158898,158898,158898,true,117792,117792,133080,133080,true,117792,117792,117792,117792,true,117792,117792,117792,117792,true,117792,117792,117792,117792
true,208215,208215,208215,208215,true,113687,113687,113687,113687,true,113687,113687,113687,113687,true,113687,113687,113687,113687,true,113687,113687,113687,113687
true,634011,634011,634011,634011,true,412776,412776,434231,434231,true,355824,355824,355824,355824,true,349356,349356,349356,349356,true,349356,349356,349356,349356
true,305824,305824,305824,305824,true,179768,179768,179768,179768,true,127728,127728,127728,127728,true,126581,126581,126581,126581,true,126581,126581,126581,126581
true,196944,196944,196944,196944,true,178160,178160,178160,178160,true,178160,178160,178160,178160,true,178160,178160,178160,178160,true,178160,178160,178160,178160
true,365014,365014,365014,365014,true,223717,223717,223717,223717,true,219588,219588,219588,219588,true,219588,219588,219588,219588,true,219588,219588,219588,219588
true,186584,186584,186584,186584,true,105472,105472,105472,105472,true,98912,98912,98912,98912,true,98912,98912,98912,98912,true,98912,98912,98912,98912
true,339350,339350,339350,339350,true,320012,320012,325160,325160,true,320012,320012,320012,320012,true,320012,320012,320012,320012,true,320012,320012,320012,320012
true,207603,207603,207603,207603,true,171638,171638,171638,171638,true,163923,163923,166398,166398,true,163923,163923,163923,163923,true,163923,163923,163923,163923
true,152442,152442,152442,152442,true,108090,108090,108090,108090,true,108090,108090,108090,108090,true,108090,108090,108090,108090,true,108090,108090,108090,108090
true,226160,226160,226160,226160,true,114800,114800,114800,114800,true,113520,113520,113520,113520,true,113520,113520,113520,113520,true,113520,113520,113520,113520
true,189270,189270,189270,189270,true,138255,138255,138255,138255,true,138255,138255,138255,138255,true,138255,138255,138255,138255,true,138255,138255,138255,138255
true,207350,207350,207350,207350,true,183750,183750,183750,183750,true,183750,183750,183750,183750,true,183750,183750,183750,183750,true,183750,183750,183750,183750
true,643440,643440,643440,643440,true,357567,357567,357567,357567,true,305361,305361,305361,305361,true,241029,241029,241029,241029,true,241029,241029,241029,241029
true,265110,265110,265110,265110,true,167166,168250,181370,181370,true,144590,144590,144590,144590,true,144590,144590,144590,144590,true,144590,144590,144590,144590
true,314080,314080,314080,314080,true,202966,218040,221480,221480,true,166590,166590,166590,166590,true,166590,166590,166590,166590,true,166590,166590,166590,166590
true,105360,105360,105360,105360,true,86160,86160,86160,86160,true,71780,71780,71780,71780,true,71780,71780,71780,71780,true,71780,71780,71780,71780
true,413632,413632,413632,413632,true,235664,235664,235664,235664,true,235664,235664,235664,235664,true,235664,235664,235664,235664,true,235664,235664,235664,235664
true,185886,185886,185886,185886,true,131496,131496,138732,138732,true,131496,131496,131496,131496,true,131496,131496,131496,131496,true,131496,131496,131496,131496
true,162481,162481,162481,162481,true,100133,100133,116410,116410,true,70543,70543,93445,93445,true,70543,70543,70543,70543,true,70543,70543,70543,70543
true,273380,273380,273380,273380,true,173450,173450,197500,197500,true,160245,160245,160245,160245,true,160245,160245,160245,160245,true,160245,160245,160245,160245
true,414344,414344,414344,414344,true,217308,217308,217308,217308,true,217308,217308,217308,217308,true,217308,217308,217308,217308,true,217308,217308,217308,217308
true,153895,153895,153895,153895,true,103280,103280,108655,108655,true,94160,94160,94160,94160,true,94160,94160,94160,94160,true,94160,94160,94160,94160
true,810336,810336,810336,810336,true,516994,516994,621650,621650,true,447718,447718,516994,516994,true,447718,447718,447718,447718,true,447718,447718,447718,447718
true,237416,237416,237416,237416,true,166424,166424,177629,177629,true,161770,161770,161770,161770,true,161770,161770,161770,161770,true,161770,161770,161770,161770
true,681835,681835,681835,681835,true,484874,484874,484874,484874,true,421425,421425,421425,421425,true,421425,421425,421425,421425,true,421425,421425,421425,421425
true,169640,169640,169640,169640,true,142304,142304,142304,142304,true,142304,142304,142304,142304,true,142304,142304,142304,142304,true,142304,142304,142304,142304
true,139722,139722,139722,139722,true,139722,139722,139722,139722,true,139722,139722,139722,139722,true,139722,139722,139722,139722,true,139722,139722,139722,139722
true,109795,109795,109795,109795,true,73870,73870,73870,73870,true,64592,64592,64592,64592,true,64592,64592,64592,64592,true,64592,64592,64592,64592
true,140990,140990,140990,140990,true,102310,102310,112515,112515,true,97992,97992,97992,97992,true,97992,97992,97992,97992,true,97992,97992,97992,97992
true,138215,138215,138215,138215,true,77740,77740,77740,77740,true,77740,77740,77740,77740,true,77740,77740,77740,77740,true,77740,77740,77740,77740
true,193137,193137,193137,193137,true,187712,187712,187712,187712,true,187712,187712,187712,187712,true,187712,187712,187712,187712,true,187712,187712,187712,187712
true,471637,471637,471637,471637,true,323665,323665,323665,323665,true,291396,291396,291396,291396,true,291396,291396,291396,291396,true,291396,291396,291396,291396
true,383019,383019,383019,383019,true,310907,310907,342355,342355,true,310907,310907,310907,310907,true,310907,310907,310907,310907,true,310907,310907,310907,310907
true,179949,179949,179949,179949,true,102116,107142,113910,113910,true,87453,87453,87453,87453,true,87453,87453,87453,87453,true,87453,87453,87453,87453
true,229443,229443,229443,229443,true,127335,127335,133875,133875,true,107590,107590,107590,107590,true,107030,107030,107030,107030,true,107030,107030,107030,107030
true,92442,92442,92442,92442,true,50502,50610,57186,57186,true,39456,39456,39456,39456,true,39456,39456,39456,39456,true,39456,39456,39456,39456
true,699322,699322,699322,699322,true,405938,405938,405938,405938,true,379742,379742,379742,379742,true,379742,379742,379742,379742,true,379742,379742,379742,379742
true,316050,316050,316050,316050,true,232600,232600,232600,232600,true,232600,232600,232600,232600,true,232600,232600,232600,232600,true,232600,232600,232600,232600
true,271408,271408,271408,271408,true,241536,241536,241536,241536,true,225672,225672,225672,225672,true,225672,225672,225672,225672,true,225672,225672,225672,225672
true,128965,128965,128965,128965,true,113425,113425,113425,113425,true,113425,113425,113425,113425,true,113425,113425,113425,113425,true,113425,113425,113425,113425
true,364364,364364,364364,364364,true,208782,208782,239680,239680,true,170354,170354,175644,175644,true,148988,148988,148988,148988,true,148988,148988,148988,148988
true,385515,385515,385515,385515,true,252994,252994,289639,289639,true,252994,252994,252994,252994,true,252994,252994,252994,252994,true,252994,252994,252994,252994
true,212664,212664,212664,212664,true,144606,144606,144606,144606,true,144606,144606,144606,144606,true,144606,144606,144606,144606,true,144606,144606,144606,144606
true,610725,610725,610725,610725,true,353460,353460,353460,353460,true,353460,353460,353460,353460,true,353460,353460,353460,353460,true,353460,353460,353460,353460
true,227403,227403,227403,227403,true,117729,120501,147257,147257,true,96615,96615,104112,104112,true,96615,96615,96615,96615,true,96615,96615,96615,96615
true,388848,388848,388848,388848,true,247772,247772,325038,325038,true,247772,247772,259854,259854,true,247772,247772,247772,247772,true,247772,247772,247772,247772
true,583665,583665,583665,583665,true,343120,343120,343120,343120,true,343120,343120,343120,343120,true,343120,343120,343120,343120,true,343120,343120,343120,343120
true,215208,215208,215208,215208,true,127440,130833,130833,130833,true,113670,113670,113670,113670,true,113670,113670,113670,113670,true,113670,113670,113670,113670
true,235432,235432,235432,235432,true,189290,189290,189290,189290,true,151618,151618,151618,151618,true,151618,151618,151618,151618,true,151618,151618,151618,151618
true,210694,210694,210694,210694,true,118959,118959,120758,120758,true,96349,96349,96349,96349,true,96349,96349,96349,96349,true,96349,96349,96349,96349
true,208120,208120,208120,208120,true,113480,113480,113480,113480,true,102736,102736,102736,102736,true,102736,102736,102736,102736,true,102736,102736,102736,102736
true,369600,369600,369600,369600,true,291686,291686,291686,291686,true,251894,251894,251894,251894,true,251894,251894,251894,251894,true,251894,251894,251894,251894
true,156793,156793,156793,156793,true,110362,110362,114818,114818,true,106778,106778,109186,109186,true,106778,106778,106778,106778,true,106778,106778,106778,106778
true,341340,341340,341340,341340,true,186120,186120,217710,217710,true,186120,186120,186120,186120,true,186120,186120,186120,186120,true,186120,186120,186120,186120
true,206562,206562,206562,206562,true,130410,130410,130410,130410,true,130410,130410,130410,130410,true,130410,130410,130410,130410,true,130410,130410,130410,130410
true,219280,219280,219280,219280,true,146816,146816,175040,175040,true,135864,135864,135864,135864,true,135864,135864,135864,135864,true,135864,135864,135864,135864
true,167880,167880,167880,167880,true,117140,122355,128355,128355,true,95250,95250,95250,95250,true,95250,95250,95250,95250,true,95250,95250,95250,95250
true,269950,269950,269950,269950,true,164095,180715,188710,188710,true,139260,139260,139260,139260,true,139260,139260,139260,139260,true,139260,139260,139260,139260
true,241101,241101,241101,241101,true,125483,125483,141808,141808,true,104048,104048,104048,104048,true,104048,104048,104048,104048,true,104048,104048,104048,104048
true,219248,219248,219248,219248,true,150488,150488,150488,150488,true,133120,133120,133120,133120,true,133120,133120,133120,133120,true,133120,133120,133120,133120
true,150840,150840,150840,150840,true,118408,118408,118408,118408,true,92688,92688,92688,92688,true,92688,92688,92688,92688,true,92688,92688,92688,92688
true,163458,163458,163458,163458,true,117432,117432,127880,127880,true,96866,97806,103346,103346,true,96866,96866,96866,96866,true,96866,96866,96866,96866
true,230922,230922,230922,230922,true,182826,182826,182826,182826,true,161833,161833,161833,161833,true,161833,161833,161833,161833,true,161833,161833,161833,161833
true,524874,524874,524874,524874,true,300034,300034,381744,381744,true,241706,245450,294356,294356,true,211896,211896,211896,211896,true,211896,211896,211896,211896
true,144370,144370,144370,144370,true,125180,125180,125180,125180,true,125180,125180,125180,125180,true,125180,125180,125180,125180,true,125180,125180,125180,125180
true,276782,276782,276782,276782,true,145640,145640,175791,175791,true,143242,143242,143242,143242,true,143242,143242,143242,143242,true,143242,143242,143242,143242
true,157192,157192,157192,157192,true,129020,129020,138944,138944,true,129020,129020,129020,129020,true,129020,129020,129020,129020,true,129020,129020,129020,129020
true,419448,419448,419448,419448,true,255426,257494,281052,281052,true,198516,198516,198516,198516,true,198516,198516,198516,198516,true,198516,198516,198516,198516
true,264492,264492,264492,264492,true,166548,166581,178272,178272,true,144237,144237,156720,156720,true,134726,134726,136356,136356,true,134726,134726,134726,134726
true,639600,639600,639600,639600,true,415886,415886,446820,446820,true,319693,319693,345512,345512,true,261014,261014,287220,287220,true,261014,261014,261014,261014
true,147000,147000,147000,147000,true,98225,98225,100495,100495,true,98225,98225,98225,98225,true,98225,98225,98225,98225,true,98225,98225,98225,98225
true,272312,272312,272312,272312,true,167241,180272,180272,180272,true,139344,139344,139344,139344,true,139344,139344,139344,139344,true,139344,139344,139344,139344
true,307530,307530,307530,307530,true,168843,177942,195534,195534,true,128433,128433,139176,139176,true,121584,121584,121584,121584,true,121584,121584,121584,121584
true,375518,375518,375518,375518,true,225396,255376,255376,255376,true,163526,163526,163526,163526,true,163526,163526,163526,163526,true,163526,163526,163526,163526
true,274230,274230,274230,274230,true,159775,159775,167244,167244,true,159775,159775,159775,159775,true,159775,159775,159775,159775,true,159775,159775,159775,159775
true,202270,202270,202270,202270,true,113773,113773,123684,123684,true,86440,87470,95711,95711,true,86440,86440,86440,86440,true,86440,86440,86440,86440
true,361080,361080,361080,361080,true,238192,252882,262620,262620,true,214552,214552,214552,214552,true,214552,214552,214552,214552,true,214552,214552,214552,214552
true,348128,348128,348128,348128,true,254846,254846,296555,296555,true,247000,247000,247000,247000,true,247000,247000,247000,247000,true,247000,247000,247000,247000
true,392645,392645,392645,392645,true,247182,254011,253954,253954,true,191269,191269,223663,223663,true,191269,191269,191269,191269,true,191269,191269,191269,191269
true,439455,439455,439455,439455,true,296562,296562,331221,331221,true,255672,257400,296562,296562,true,255672,255672,255672,255672,true,255672,255672,255672,255672
true,286479,286479,286479,286479,true,204696,204696,227988,227988,true,196238,196238,207632,207632,true,196238,196238,196238,196238,true,196238,196238,196238,196238
true,244647,244647,244647,244647,true,169587,169587,169587,169587,true,169587,169587,169587,169587,true,169587,169587,169587,169587,true,169587,169587,169587,169587
true,307746,307746,307746,307746,true,208161,208161,227286,227286,true,208161,208161,208161,208161,true,208161,208161,208161,208161,true,208161,208161,208161,208161
true,189152,189152,189152,189152,true,104600,104600,115400,115400,true,80088,80088,80088,80088,true,80088,80088,80088,80088,true,80088,80088,80088,80088
true,247288,247288,247288,247288,true,184112,184112,184112,184112,true,170920,170920,170920,170920,true,170920,170920,170920,170920,true,170920,170920,170920,170920
true,158095,158095,158095,158095,true,143060,143060,143060,143060,true,143060,143060,143060,143060,true,143060,143060,143060,143060,true,143060,143060,143060,143060
true,174916,174916,174916,174916,true,143031,143031,143031,143031,true,134000,134000,134000,134000,true,134000,134000,134000,134000,true,134000,134000,134000,134000
true,465892,465892,465892,465892,true,301500,301500,319618,319618,true,254560,254560,301500,301500,true,254560,254560,254560,254560,true,254560,254560,254560,254560
true,428655,428655,428655,428655,true,255378,260484,292650,292650,true,205014,221055,221055,221055,true,154455,154455,154455,154455,true,154455,154455,154455,154455
true,173187,173187,173187,173187,true,91413,91413,91413,91413,true,91413,91413,91413,91413,true,91413,91413,91413,91413,true,91413,91413,91413,91413
true,142338,142338,142338,142338,true,118278,118278,118278,118278,true,118278,118278,118278,118278,true,118278,118278,118278,118278,true,118278,118278,118278,118278
true,274776,274776,274776,274776,true,160000,160000,200084,200084,true,135168,135168,150528,150528,true,124288,124288,124288,124288,true,124288,124288,124288,124288
true,241704,241704,241704,241704,true,143896,143896,143896,143896,true,111240,111240,111240,111240,true,111240,111240,111240,111240,true,111240,111240,111240,111240
true,137235,137235,137235,137235,true,128101,128101,128101,128101,true,121596,121596,121596,121596,true,121596,121596,121596,121596,true,121596,121596,121596,121596
true,556002,556002,556002,556002,true,385454,385454,439398,439398,true,349785,354908,371592,371592,true,305748,305748,305748,305748,true,272478,272478,272478,272478
true,569160,569160,569160,569160,true,349759,356795,387269,387269,true,263668,275638,298632,298632,true,247876,247876,263668,263668,true,235060,235060,235060,235060
true,147540,147540,147540,147540,true,104655,104655,104655,104655,true,99485,99485,99485,99485,true,99485,99485,99485,99485,true,99485,99485,99485,99485
true,769189,769189,769189,769189,true,442370,462332,474740,474740,true,344701,344701,344701,344701,true,344701,344701,344701,344701,true,344701,344701,344701,344701
true,334116,334116,334116,334116,true,212119,212119,222860,222860,true,212119,212119,212119,212119,true,212119,212119,212119,212119,true,212119,212119,212119,212119
true,137172,137172,137172,137172,true,122850,122850,122850,122850,true,122850,122850,122850,122850,true,122850,122850,122850,122850,true,122850,122850,122850,122850
true,306572,306572,306572,306572,true,180530,180530,180530,180530,true,180530,180530,180530,180530,true,180530,180530,180530,180530,true,180530,180530,180530,180530
true,968078,968078,968078,968078,true,587598,587598,587598,587598,true,492188,492188,492188,492188,true,492188,492188,492188,492188,true,492188,492188,492188,492188
true,425826,425826,425826,425826,true,296186,296186,303770,303770,true,284160,284160,286912,286912,true,284160,284160,284160,284160,true,284160,284160,284160,284160
true,818688,818688,818688,818688,true,573880,573880,596110,596110,true,468971,468971,472384,472384,true,468971,468971,468971,468971,true,468971,468971,468971,468971
true,458422,458422,458422,458422,true,312715,312715,312715,312715,true,294831,294831,294831,294831,true,283981,283981,283981,283981,true,283981,283981,283981,283981
true,153075,153075,153075,153075,true,121524,121524,132489,132489,true,121524,121524,121524,121524,true,121524,121524,121524,121524,true,121524,121524,121524,121524
true,299280,299280,299280,299280,true,178956,178956,178956,178956,true,148770,148770,148770,148770,true,148770,148770,148770,148770,true,148770,148770,148770,148770
true,190112,190112,190112,190112,true,111826,111826,111826,111826,true,111826,111826,111826,111826,true,111826,111826,111826,111826,true,111826,111826,111826,111826
true,417183,417183,417183,417183,true,230145,235816,244968,244968,true,213430,213430,213430,213430,true,213430,213430,213430,213430,true,213430,213430,213430,213430
true,172608,172608,172608,172608,true,137874,137874,154818,154818,true,137874,137874,137874,137874,true,137874,137874,137874,137874,true,137874,137874,137874,137874
true,636528,636528,636528,636528,true,423765,425352,429936,429936,true,313008,313008,313008,313008,true,310912,310912,310912,310912,true,283320,283320,283320,283320
true,467312,467312,467312,467312,true,257008,257008,299359,299359,true,207344,207344,230326,230326,true,157410,157410,157410,157410,true,157410,157410,157410,157410
true,197834,197834,197834,197834,true,107100,107478,142184,142184,true,107100,107100,107100,107100,true,107100,107100,107100,107100,true,107100,107100,107100,107100
true,97730,97730,97730,97730,true,58945,58945,58945,58945,true,58945,58945,58945,58945,true,58945,58945,58945,58945,true,58945,58945,58945,58945
true,280260,280260,280260,280260,true,179503,181151,204624,204624,true,147712,147712,147712,147712,true,147712,147712,147712,147712,true,147712,147712,147712,147712
true,209195,209195,209195,209195,true,144137,144137,144137,144137,true,127435,127435,127435,127435,true,127435,127435,127435,127435,true,127435,127435,127435,127435
true,142362,142362,142362,142362,true,84006,84006,84006,84006,true,71586,71586,71586,71586,true,71586,71586,71586,71586,true,71586,71586,71586,71586
true,366696,366696,366696,366696,true,254309,259083,269214,269214,true,189629,189629,189629,189629,true,189629,189629,189629,189629,true,189629,189629,189629,189629
true,432278,432278,432278,432278,true,337051,337051,337051,337051,true,337051,337051,337051,337051,true,337051,337051,337051,337051,true,337051,337051,337051,337051
true,158571,158571,158571,158571,true,138681,138681,138681,138681,true,138681,138681,138681,138681,true,138681,138681,138681,138681,true,138681,138681,138681,138681
true,261801,261801,261801,261801,true,146718,146718,146718,146718,true,117135,117135,117135,117135,true,96057,96057,96057,96057,true,96057,96057,96057,96057
true,389424,389424,389424,389424,true,252705,252705,295598,295598,true,210889,210889,217152,217152,true,196515,196515,196515,196515,true,196515,196515,196515,196515
true,145758,145758,145758,145758,true,138510,138510,138510,138510,true,138510,138510,138510,138510,true,138510,138510,138510,138510,true,138510,138510,138510,138510
true,150255,150255,150255,150255,true,129080,129080,130950,130950,true,129080,129080,129080,129080,true,129080,129080,129080,129080,true,129080,129080,129080,129080
true,144473,144473,144473,144473,true,86639,86639,86639,86639,true,84000,84000,84000,84000,true,84000,84000,84000,84000,true,84000,84000,84000,84000
true,358566,358566,358566,358566,true,211016,211016,239899,239899,true,168376,168376,168376,168376,true,139270,139270,152257,152257,true,139270,139270,139270,139270
true,333700,333700,333700,333700,true,183220,189140,218552,218552,true,141302,141302,141302,141302,true,121648,121648,121648,121648,true,121648,121648,121648,121648
true,218449,218449,218449,218449,true,127183,129689,157234,157234,true,120022,120022,120022,120022,true,120022,120022,120022,120022,true,120022,120022,120022,120022
true,249777,249777,249777,249777,true,159593,160372,180595,180595,true,144567,144567,144567,144567,true,138411,138411,138411,138411,true,138411,138411,138411,138411
true,90955,90955,90955,90955,true,53500,53500,57905,57905,true,50605,50605,50605,50605,true,50605,50605,50605,50605,true,50605,50605,50605,50605
true,119180,119180,119180,119180,true,77165,77165,77165,77165,true,59791,59791,59791,59791,true,59791,59791,59791,59791,true,59791,59791,59791,59791
true,379929,379929,379929,379929,true,317762,317762,317762,317762,true,317762,317762,317762,317762,true,317762,317762,317762,317762,true,317762,317762,317762,317762
true,474688,474688,474688,474688,true,355414,355414,365799,365799,true,278996,278996,289381,289381,true,269204,269204,278996,278996,true,269204,269204,269204,269204
true,197585,197585,197585,197585,true,122815,122815,156990,156990,true,106495,106495,122815,122815,true,94565,94565,94565,94565,true,94565,94565,94565,94565
true,195425,195425,195425,195425,true,158330,158330,158330,158330,true,158330,158330,158330,158330,true,158330,158330,158330,158330,true,158330,158330,158330,158330
true,689157,689157,689157,689157,true,374892,374892,374892,374892,true,300993,300993,327306,327306,true,227447,227447,255414,255414,true,216200,216200,216200,216200
true,409600,409600,409600,409600,true,267220,267220,286940,286940,true,219258,219258,219258,219258,true,219258,219258,219258,219258,true,219258,219258,219258,219258
true,361878,361878,361878,361878,true,222742,241541,257859,257859,true,166056,166056,166056,166056,true,145656,145656,145656,145656,true,145656,145656,145656,145656
true,148768,148768,148768,148768,true,129744,129744,138872,138872,true,129744,129744,129744,129744,true,129744,129744,129744,129744,true,129744,129744,129744,129744
true,297720,297720,297720,297720,true,156112,156176,181592,181592,true,125664,125664,125664,125664,true,125664,125664,125664,125664,true,125664,125664,125664,125664
true,382030,382030,382030,382030,true,209000,209000,209000,209000,true,209000,209000,209000,209000,true,209000,209000,209000,209000,true,209000,209000,209000,209000
true,600960,600960,600960,600960,true,376180,379864,382840,382840,true,304720,304720,304720,304720,true,304720,304720,304720,304720,true,304720,304720,304720,304720
true,341316,341316,341316,341316,true,188265,188265,242844,242844,true,136677,148516,169297,169297,true,133991,133991,133991,133991,true,133991,133991,133991,133991
true,113124,113124,113124,113124,true,78300,78300,94722,94722,true,78300,78300,78300,78300,true,78300,78300,78300,78300,true,78300,78300,78300,78300
true,270352,270352,270352,270352,true,167896,167896,167896,167896,true,167896,167896,167896,167896,true,167896,167896,167896,167896,true,167896,167896,167896,167896
true,226198,226198,226198,226198,true,152537,152537,164552,164552,true,128030,128030,134764,134764,true,128030,128030,128030,128030,true,128030,128030,128030,128030
