BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5
true,274372,274372,274372,274372,true,203209,210028,210028,210028,true,150975,150975,150975,150975,true,150975,150975,150975,150975,true,150975,150975,150975,150975
true,436753,436753,436753,436753,true,255367,256887,266168,266168,true,179998,179998,202636,202636,true,176868,176868,176868,176868,true,176868,176868,176868,176868
true,240732,240732,240732,240732,true,193068,193068,200088,200088,true,175560,175560,175560,175560,true,175560,175560,175560,175560,true,175560,175560,175560,175560
true,235952,235952,235952,235952,true,152804,152804,169792,169792,true,132064,132064,132064,132064,true,132064,132064,132064,132064,true,132064,132064,132064,132064
true,193158,193158,193158,193158,true,124565,124565,138852,138852,true,117026,117026,124565,124565,true,117026,117026,117026,117026,true,117026,117026,117026,117026
true,485730,485730,485730,485730,true,404655,404655,404655,404655,true,404655,404655,404655,404655,true,404655,404655,404655,404655,true,404655,404655,404655,404655
true,212045,212045,212045,212045,true,122105,122105,134171,134171,true,87731,87731,94272,94272,true,83711,84299,85430,85430,true,75768,75768,75768,75768
true,705726,705726,705726,705726,true,415238,421362,444660,444660,true,318564,320314,358468,358468,true,296394,296394,310554,310554,true,242682,242682,242682,242682
true,153315,153315,153315,153315,true,94554,94554,118622,118622,true,82422,82422,91188,91188,true,82422,82422,82422,82422,true,82422,82422,82422,82422
true,628919,628919,628919,628919,true,460446,460446,472321,472321,true,400803,400803,400803,400803,true,400803,400803,400803,400803,true,400803,400803,400803,400803
true,292369,292369,292369,292369,true,260403,260403,260403,260403,true,260403,260403,260403,260403,true,260403,260403,260403,260403,true,260403,260403,260403,260403
true,239560,239560,239560,239560,true,155712,155712,155712,155712,true,155712,155712,155712,155712,true,155712,155712,155712,155712,true,155712,155712,155712,155712
true,286463,286463,286463,286463,true,205637,205637,205637,205637,true,170924,170924,170924,170924,true,170924,170924,170924,170924,true,170924,170924,170924,170924
true,151165,151165,151165,151165,true,151165,151165,151165,151165,true,151165,151165,151165,151165,true,151165,151165,151165,151165,true,151165,151165,151165,151165
true,379770,379770,379770,379770,true,236170,240510,240510,240510,true,192270,192270,192270,192270,true,192270,192270,192270,192270,true,192270,192270,192270,192270
true,211077,211077,211077,211077,true,126495,126495,167814,167814,true,126495,126495,126495,126495,true,126495,126495,126495,126495,true,126495,126495,126495,126495
true,325702,325702,325702,325702,true,187226,187226,187226,187226,true,187226,187226,187226,187226,true,187226,187226,187226,187226,true,187226,187226,187226,187226
true,369574,369574,369574,369574,true,243162,244930,247226,247226,true,164688,164688,172570,172570,true,164688,164688,164688,164688,true,164688,164688,164688,164688
true,171472,171472,171472,171472,true,110495,110495,110495,110495,true,108794,108794,108794,108794,true,108794,108794,108794,108794,true,108794,108794,108794,108794
true,415504,415504,415504,415504,true,229056,229056,246304,246304,true,187588,187588,187588,187588,true,187588,187588,187588,187588,true,187588,187588,187588,187588
true,201160,201160,201160,201160,true,154230,154230,154230,154230,true,154230,154230,154230,154230,true,154230,154230,154230,154230,true,154230,154230,154230,154230
true,318330,318330,318330,318330,true,172638,172638,172638,172638,true,155349,155349,155349,155349,true,155349,155349,155349,155349,true,155349,155349,155349,155349
true,259308,259308,259308,259308,true,224739,224739,224739,224739,true,193300,193300,193300,193300,true,193300,193300,193300,193300,true,193300,193300,193300,193300
true,344399,344399,344399,344399,true,207880,207880,228404,228404,true,192786,192786,192786,192786,true,192786,192786,192786,192786,true,192786,192786,192786,192786
true,415259,415259,415259,415259,true,226927,231050,234766,234766,true,195130,195130,195130,195130,true,142338,142338,142338,142338,true,142338,142338,142338,142338
true,341970,341970,341970,341970,true,214990,214990,214990,214990,true,214990,214990,214990,214990,true,214990,214990,214990,214990,true,214990,214990,214990,214990
true,148340,148340,148340,148340,true,140499,140499,140499,140499,true,140499,140499,140499,140499,true,140499,140499,140499,140499,true,140499,140499,140499,140499
true,601956,601956,601956,601956,true,459643,459643,471086,471086,true,396144,396144,396144,396144,true,396144,396144,396144,396144,true,396144,396144,396144,396144
true,776710,776710,776710,776710,true,503539,503539,600680,600680,true,406349,406349,503539,503539,true,388769,388769,388769,388769,true,388769,388769,388769,388769
true,592698,592698,592698,592698,true,379889,379889,430497,430497,true,304854,304854,304854,304854,true,304854,304854,304854,304854,true,304854,304854,304854,304854
true,271640,271640,271640,271640,true,199288,199288,202912,202912,true,147288,147288,150688,150688,true,147288,147288,147288,147288,true,147288,147288,147288,147288
true,231699,231699,231699,231699,true,129542,129542,129542,129542,true,129542,129542,129542,129542,true,129542,129542,129542,129542,true,129542,129542,129542,129542
true,257495,257495,257495,257495,true,132909,132909,132909,132909,true,131936,131936,131936,131936,true,131936,131936,131936,131936,true,131936,131936,131936,131936
true,317805,317805,317805,317805,true,204064,205114,248720,248720,true,191359,191359,191984,191984,true,191359,191359,191359,191359,true,191359,191359,191359,191359
true,133356,133356,133356,133356,true,108357,108357,108979,108979,true,107680,107680,107680,107680,true,107680,107680,107680,107680,true,107680,107680,107680,107680
true,324990,324990,324990,324990,true,194940,194940,194940,194940,true,144310,144310,144310,144310,true,144310,144310,144310,144310,true,144310,144310,144310,144310
true,222299,222299,222299,222299,true,169148,169148,171689,171689,true,169148,169148,169148,169148,true,169148,169148,169148,169148,true,169148,169148,169148,169148
true,152698,152698,152698,152698,true,143311,143311,143311,143311,true,143311,143311,143311,143311,true,143311,143311,143311,143311,true,143311,143311,143311,143311
true,641304,641304,641304,641304,true,366525,366525,453746,453746,true,290557,290557,319720,319720,true,282900,282900,282900,282900,true,282900,282900,282900,282900
true,218106,218106,218106,218106,true,168371,168371,172487,172487,true,168371,168371,168371,168371,true,168371,168371,168371,168371,true,168371,168371,168371,168371
true,547474,547474,547474,547474,true,324324,324324,379752,379752,true,304728,304728,304728,304728,true,304728,304728,304728,304728,true,304728,304728,304728,304728
true,471965,471965,471965,471965,true,261200,261200,346983,346983,true,220207,220207,260507,260507,true,180688,180688,180688,180688,true,180688,180688,180688,180688
true,277712,277712,277712,277712,true,159750,159750,159750,159750,true,112032,112833,136936,136936,true,104625,104625,104625,104625,true,94894,94894,94894,94894
true,241520,241520,241520,241520,true,189592,189592,202080,202080,true,189592,189592,189592,189592,true,189592,189592,189592,189592,true,189592,189592,189592,189592
true,559278,559278,559278,559278,true,343962,343962,343962,343962,true,343962,343962,343962,343962,true,343962,343962,343962,343962,true,343962,343962,343962,343962
true,352536,352536,352536,352536,true,229380,229380,253032,253032,true,229380,229380,229380,229380,true,229380,229380,229380,229380,true,229380,229380,229380,229380
true,556835,556835,556835,556835,true,378743,378743,411961,411961,true,316642,316642,331429,331429,true,316642,316642,316642,316642,true,316642,316642,316642,316642
true,272169,272169,272169,272169,true,219385,219385,219385,219385,true,219385,219385,219385,219385,true,219385,219385,219385,219385,true,219385,219385,219385,219385
true,512336,512336,512336,512336,true,328496,342992,342992,342992,true,297632,297632,297632,297632,true,297632,297632,297632,297632,true,297632,297632,297632,297632
true,251446,251446,251446,251446,true,156510,156510,185016,185016,true,140985,140985,140985,140985,true,140985,140985,140985,140985,true,140985,140985,140985,140985
true,366025,366025,366025,366025,true,196823,196823,196823,196823,true,150384,154512,185123,185123,true,117468,117468,117468,117468,true,117468,117468,117468,117468
true,539744,539744,539744,539744,true,344912,344912,344912,344912,true,344912,344912,344912,344912,true,344912,344912,344912,344912,true,344912,344912,344912,344912
true,207039,207039,207039,207039,true,111650,111650,129199,129199,true,93424,93424,93424,93424,true,93424,93424,93424,93424,true,93424,93424,93424,93424
true,627477,627477,627477,627477,true,349975,349975,368306,368306,true,281975,281975,345346,345346,true,281975,281975,281975,281975,true,281975,281975,281975,281975
true,132264,132264,132264,132264,true,76824,76824,77373,77373,true,63993,63993,63993,63993,true,63993,63993,63993,63993,true,63993,63993,63993,63993
true,398358,398358,398358,398358,true,207072,207072,207072,207072,true,163836,163836,203598,203598,true,163836,163836,163836,163836,true,163836,163836,163836,163836
true,646400,646400,646400,646400,true,358096,377068,378820,378820,true,293320,293320,293320,293320,true,293320,293320,293320,293320,true,293320,293320,293320,293320
true,638160,638160,638160,638160,true,456240,477582,493170,493170,true,385185,385185,385185,385185,true,385185,385185,385185,385185,true,385185,385185,385185,385185
true,81575,81575,81575,81575,true,63389,64945,64945,64945,true,57330,57330,57330,57330,true,57330,57330,57330,57330,true,57330,57330,57330,57330
true,269370,269370,269370,269370,true,180414,180414,180414,180414,true,152900,152900,152900,152900,true,138327,138327,138327,138327,true,138327,138327,138327,138327
true,297176,297176,297176,297176,true,189475,189475,197274,197274,true,142780,142780,142780,142780,true,142780,142780,142780,142780,true,142780,142780,142780,142780
true,211120,211120,211120,211120,true,107776,107776,107776,107776,true,105320,105320,105320,105320,true,105320,105320,105320,105320,true,105320,105320,105320,105320
true,308928,308928,308928,308928,true,180720,180720,199628,199628,true,154514,163812,171120,171120,true,147338,147338,147338,147338,true,147338,147338,147338,147338
true,247784,247784,247784,247784,true,196832,196832,196832,196832,true,196832,196832,196832,196832,true,196832,196832,196832,196832,true,196832,196832,196832,196832
true,564920,564920,564920,564920,true,326300,329860,367360,367360,true,228120,228120,228120,228120,true,228120,228120,228120,228120,true,228120,228120,228120,228120
true,281336,281336,281336,281336,true,214320,214320,214320,214320,true,192318,192318,192318,192318,true,192318,192318,192318,192318,true,192318,192318,192318,192318
true,412110,412110,412110,412110,true,315494,315494,321929,321929,true,315494,315494,315494,315494,true,315494,315494,315494,315494,true,315494,315494,315494,315494
true,141108,141108,141108,141108,true,79662,79662,79662,79662,true,62886,62886,62886,62886,true,62886,62886,62886,62886,true,62886,62886,62886,62886
true,197568,197568,197568,197568,true,109858,109858,136906,136906,true,85673,85673,110642,110642,true,85673,85673,85673,85673,true,85673,85673,85673,85673
true,139950,139950,139950,139950,true,115272,115272,118578,118578,true,110805,110805,110805,110805,true,110805,110805,110805,110805,true,110805,110805,110805,110805
true,107499,107499,107499,107499,true,84214,85183,85183,85183,true,76521,76521,76521,76521,true,76521,76521,76521,76521,true,76521,76521,76521,76521
true,306496,306496,306496,306496,true,172584,180400,198748,198748,true,123966,123966,123966,123966,true,120438,120438,120438,120438,true,120438,120438,120438,120438
true,368472,368472,368472,368472,true,286403,286403,292268,292268,true,285960,285960,285960,285960,true,285960,285960,285960,285960,true,285960,285960,285960,285960
true,374979,374979,374979,374979,true,216590,216590,216590,216590,true,216590,216590,216590,216590,true,216590,216590,216590,216590,true,216590,216590,216590,216590
true,397800,397800,397800,397800,true,234932,235684,282852,282852,true,177582,187104,216458,216458,true,169598,169598,169598,169598,true,169598,169598,169598,169598
true,295000,295000,295000,295000,true,158632,161000,165976,165976,true,130304,130304,130304,130304,true,102928,102928,103072,103072,true,82827,82827,82827,82827
true,141300,141300,141300,141300,true,77997,88557,90321,90321,true,58380,58380,58380,58380,true,58380,58380,58380,58380,true,58380,58380,58380,58380
true,564128,564128,564128,564128,true,372768,372768,418304,418304,true,327264,327264,360808,360808,true,327264,327264,327264,327264,true,327264,327264,327264,327264
true,820138,820138,820138,820138,true,488923,488923,595392,595392,true,403812,403812,450361,450361,true,403812,403812,403812,403812,true,403812,403812,403812,403812
true,201654,201654,201654,201654,true,120492,125298,125298,125298,true,85395,85395,85395,85395,true,85395,85395,85395,85395,true,85395,85395,85395,85395
true,243712,243712,243712,243712,true,125223,125440,149611,149611,true,103117,103117,103117,103117,true,103117,103117,103117,103117,true,103117,103117,103117,103117
true,361049,361049,361049,361049,true,237331,237331,266085,266085,true,215761,215761,237172,237172,true,215761,215761,215761,215761,true,215761,215761,215761,215761
true,681761,681761,681761,681761,true,403965,403965,403965,403965,true,315040,345403,345403,345403,true,290535,290535,290535,290535,true,290535,290535,290535,290535
true,63426,63426,63426,63426,true,41456,41456,42186,42186,true,35568,35568,35568,35568,true,35568,35568,35568,35568,true,35568,35568,35568,35568
true,184023,184023,184023,184023,true,132916,132916,132916,132916,true,117456,117456,117456,117456,true,117456,117456,117456,117456,true,117456,117456,117456,117456
true,148662,148662,148662,148662,true,100248,100248,100248,100248,true,100248,100248,100248,100248,true,100248,100248,100248,100248,true,100248,100248,100248,100248
true,179067,179067,179067,179067,true,158998,158998,158998,158998,true,145103,145103,145103,145103,true,145103,145103,145103,145103,true,145103,145103,145103,145103
true,414470,414470,414470,414470,true,329950,329950,329950,329950,true,320924,320924,320924,320924,true,320924,320924,320924,320924,true,320924,320924,320924,320924
true,229999,229999,229999,229999,true,142626,142626,142626,142626,true,127864,127864,127864,127864,true,122133,122133,122133,122133,true,122133,122133,122133,122133
true,461202,461202,461202,461202,true,316800,316800,316800,316800,true,316800,316800,316800,316800,true,316800,316800,316800,316800,true,316800,316800,316800,316800
true,164740,164740,164740,164740,true,99825,99825,99825,99825,true,70025,70025,70025,70025,true,70025,70025,70025,70025,true,70025,70025,70025,70025
true,168434,168434,168434,168434,true,102648,102648,102648,102648,true,102648,102648,102648,102648,true,102648,102648,102648,102648,true,102648,102648,102648,102648
true,305796,305796,305796,305796,true,218532,218532,233976,233976,true,209388,209388,218532,218532,true,209388,209388,209388,209388,true,209388,209388,209388,209388
true,451065,451065,451065,451065,true,260280,260280,260280,260280,true,260280,260280,260280,260280,true,260280,260280,260280,260280,true,260280,260280,260280,260280
true,687740,687740,687740,687740,true,417320,453572,485760,485760,true,328100,328100,339260,339260,true,316790,316790,316790,316790,true,316790,316790,316790,316790
true,282168,282168,282168,282168,true,149283,149283,164979,164979,true,119457,120105,119457,119457,true,98436,98436,106428,106428,true,98436,98436,98436,98436
true,376720,376720,376720,376720,true,304160,304160,304160,304160,true,241190,241190,241190,241190,true,241190,241190,241190,241190,true,241190,241190,241190,241190
true,352989,352989,352989,352989,true,207545,207545,234533,234533,true,171691,171691,176000,176000,true,139503,139503,164203,164203,true,136384,136384,136384,136384
true,150650,150650,150650,150650,true,78225,78225,78225,78225,true,77125,77125,77125,77125,true,77125,77125,77125,77125,true,77125,77125,77125,77125
true,158774,158774,158774,158774,true,131341,131341,131341,131341,true,106218,106218,106218,106218,true,106218,106218,106218,106218,true,106218,106218,106218,106218
true,335232,335232,335232,335232,true,316845,316845,316845,316845,true,316845,316845,316845,316845,true,316845,316845,316845,316845,true,316845,316845,316845,316845
true,132280,132280,132280,132280,true,90390,96480,96570,96570,true,82840,82840,82840,82840,true,82840,82840,82840,82840,true,82840,82840,82840,82840
true,130907,130907,130907,130907,true,86268,86268,86268,86268,true,81299,81299,81299,81299,true,81299,81299,81299,81299,true,81299,81299,81299,81299
true,497696,497696,497696,497696,true,288768,288768,288768,288768,true,237205,237205,237205,237205,true,235770,235770,235770,235770,true,235770,235770,235770,235770
true,393740,393740,393740,393740,true,276152,276152,315940,315940,true,235086,235086,256620,256620,true,235086,235086,235086,235086,true,235086,235086,235086,235086
true,411090,411090,411090,411090,true,302055,302055,334696,334696,true,259275,259275,269100,269100,true,259275,259275,259275,259275,true,259275,259275,259275,259275
true,171740,171740,171740,171740,true,133070,133070,133070,133070,true,113800,113800,113800,113800,true,113800,113800,113800,113800,true,113800,113800,113800,113800
true,322000,322000,322000,322000,true,194360,194360,194360,194360,true,194360,194360,194360,194360,true,194360,194360,194360,194360,true,194360,194360,194360,194360
true,194744,194744,194744,194744,true,106016,116192,125120,125120,true,75224,75224,75224,75224,true,75224,75224,75224,75224,true,75224,75224,75224,75224
true,116190,116190,116190,116190,true,70820,70820,70820,70820,true,70820,70820,70820,70820,true,70820,70820,70820,70820,true,70820,70820,70820,70820
true,119075,119075,119075,119075,true,93576,93576,93576,93576,true,86736,86736,86736,86736,true,86736,86736,86736,86736,true,86736,86736,86736,86736
true,147072,147072,147072,147072,true,120240,120240,120240,120240,true,118620,118620,118620,118620,true,118620,118620,118620,118620,true,118620,118620,118620,118620
true,268534,268534,268534,268534,true,231518,231518,242298,242298,true,231518,231518,231518,231518,true,231518,231518,231518,231518,true,231518,231518,231518,231518
true,333861,333861,333861,333861,true,204314,204314,249337,249337,true,180169,185647,187363,187363,true,142340,142340,142340,142340,true,142340,142340,142340,142340
true,292923,292923,292923,292923,true,239193,239193,244989,244989,true,216090,216090,216090,216090,true,216090,216090,216090,216090,true,216090,216090,216090,216090
true,195504,195504,195504,195504,true,126444,131886,131886,131886,true,102576,102576,102576,102576,true,102576,102576,102576,102576,true,102576,102576,102576,102576
true,160104,160104,160104,160104,true,89007,92744,100400,100400,true,65008,66895,70055,70055,true,65008,65008,65008,65008,true,65008,65008,65008,65008
true,367822,367822,367822,367822,true,234936,234936,256932,256932,true,215046,215046,215046,215046,true,193050,193050,193050,193050,true,193050,193050,193050,193050
true,659440,659440,659440,659440,true,353617,357721,379740,379740,true,295100,295100,295100,295100,true,259120,259120,259120,259120,true,259120,259120,259120,259120
true,232302,232302,232302,232302,true,141744,141744,156442,156442,true,130600,130600,130600,130600,true,130600,130600,130600,130600,true,130600,130600,130600,130600
true,536490,536490,536490,536490,true,328986,328986,417906,417906,true,281851,281851,296712,296712,true,281851,281851,281851,281851,true,281851,281851,281851,281851
true,499680,499680,499680,499680,true,283980,283980,283980,283980,true,227400,227400,227400,227400,true,220380,220380,220380,220380,true,220380,220380,220380,220380
true,199170,199170,199170,199170,true,140427,140427,154836,154836,true,130518,130518,140427,140427,true,130518,130518,130518,130518,true,130518,130518,130518,130518
true,265060,265060,265060,265060,true,151520,151520,154970,154970,true,106410,106410,106410,106410,true,103275,103275,105050,105050,true,103275,103275,103275,103275
true,333130,333130,333130,333130,true,263440,263440,263440,263440,true,195110,195110,195110,195110,true,195110,195110,195110,195110,true,195110,195110,195110,195110
true,109800,109800,109800,109800,true,105024,105024,105024,105024,true,105024,105024,105024,105024,true,105024,105024,105024,105024,true,105024,105024,105024,105024
true,268407,268407,268407,268407,true,205129,205129,216666,216666,true,188524,188524,188524,188524,true,176383,176383,176383,176383,true,176383,176383,176383,176383
true,158670,158670,158670,158670,true,102120,102120,104674,104674,true,102120,102120,102120,102120,true,102120,102120,102120,102120,true,102120,102120,102120,102120
true,145602,145602,145602,145602,true,126198,126198,126198,126198,true,126198,126198,126198,126198,true,126198,126198,126198,126198,true,126198,126198,126198,126198
true,200046,200046,200046,200046,true,121261,121261,139965,139965,true,121261,121261,121261,121261,true,121261,121261,121261,121261,true,121261,121261,121261,121261
true,231528,231528,231528,231528,true,204468,204468,216060,216060,true,199132,199132,204468,204468,true,199132,199132,199132,199132,true,199132,199132,199132,199132
true,326480,326480,326480,326480,true,281880,281880,281880,281880,true,259032,259032,259032,259032,true,259032,259032,259032,259032,true,259032,259032,259032,259032
true,341220,341220,341220,341220,true,193666,193666,206040,206040,true,167220,167220,167220,167220,true,167220,167220,167220,167220,true,167220,167220,167220,167220
true,641753,641753,641753,641753,true,384554,385514,394199,394199,true,306073,306073,359300,359300,true,247695,247695,270345,270345,true,224404,224404,224404,224404
true,230724,230724,230724,230724,true,165018,165324,165324,165324,true,120900,120900,120900,120900,true,120900,120900,120900,120900,true,120900,120900,120900,120900
true,132342,132342,132342,132342,true,76307,76307,85539,85539,true,75573,75573,75573,75573,true,75573,75573,75573,75573,true,75573,75573,75573,75573
true,413916,413916,413916,413916,true,245370,245370,315408,315408,true,223434,223434,226956,226956,true,223434,223434,223434,223434,true,223434,223434,223434,223434
true,368352,368352,368352,368352,true,294420,294420,294420,294420,true,263340,263340,263340,263340,true,263340,263340,263340,263340,true,263340,263340,263340,263340
true,192616,192616,192616,192616,true,118648,118648,122184,122184,true,102982,102982,102982,102982,true,102982,102982,102982,102982,true,102982,102982,102982,102982
true,599800,599800,599800,599800,true,445129,445129,445129,445129,true,409754,409754,409754,409754,true,409754,409754,409754,409754,true,409754,409754,409754,409754
true,174744,174744,174744,174744,true,137988,137988,156072,156072,true,137988,137988,137988,137988,true,137988,137988,137988,137988,true,137988,137988,137988,137988
true,188280,188280,188280,188280,true,114425,114425,114425,114425,true,114425,114425,114425,114425,true,114425,114425,114425,114425,true,114425,114425,114425,114425
true,156465,156465,156465,156465,true,95078,105808,107865,107865,true,75728,75728,75728,75728,true,75728,75728,75728,75728,true,75728,75728,75728,75728
true,205786,205786,205786,205786,true,132216,132216,132216,132216,true,122878,122878,122878,122878,true,122878,122878,122878,122878,true,122878,122878,122878,122878
true,132750,132750,132750,132750,true,83450,83450,83450,83450,true,79995,79995,79995,79995,true,79995,79995,79995,79995,true,79995,79995,79995,79995
true,538398,538398,538398,538398,true,301393,301393,327061,327061,true,228677,235562,276542,276542,true,208012,208012,208012,208012,true,208012,208012,208012,208012
true,428974,428974,428974,428974,true,272207,272207,307712,307712,true,215475,215475,237888,237888,true,211652,211652,215475,215475,true,211652,211652,211652,211652
true,103320,103320,103320,103320,true,70265,70265,70265,70265,true,70265,70265,70265,70265,true,70265,70265,70265,70265,true,70265,70265,70265,70265
true,298275,298275,298275,298275,true,196650,196650,196650,196650,true,196650,196650,196650,196650,true,196650,196650,196650,196650,true,196650,196650,196650,196650
true,133915,133915,133915,133915,true,89540,89540,99341,99341,true,80398,80398,88243,88243,true,80398,80398,80398,80398,true,80398,80398,80398,80398
true,337272,337272,337272,337272,true,200794,200794,215052,215052,true,150315,150315,154590,154590,true,150315,150315,150315,150315,true,150315,150315,150315,150315
true,142344,142344,142344,142344,true,86920,89208,115056,115056,true,77360,77360,88481,88481,true,77360,77360,77360,77360,true,77360,77360,77360,77360
true,499626,499626,499626,499626,true,375840,375840,386514,386514,true,299456,299456,299456,299456,true,299456,299456,299456,299456,true,299456,299456,299456,299456
true,119460,119460,119460,119460,true,73210,73210,73210,73210,true,73210,73210,73210,73210,true,73210,73210,73210,73210,true,73210,73210,73210,73210
true,560116,560116,560116,560116,true,410193,410193,450322,450322,true,363924,365730,365730,365730,true,363924,363924,363924,363924,true,363924,363924,363924,363924
true,354312,354312,354312,354312,true,210840,210840,210840,210840,true,186893,186893,186893,186893,true,186893,186893,186893,186893,true,186893,186893,186893,186893
true,136038,136038,136038,136038,true,90324,90324,107166,107166,true,73518,73518,90324,90324,true,73518,73518,73518,73518,true,73518,73518,73518,73518
true,358932,358932,358932,358932,true,284092,284092,292827,292827,true,255375,255375,255375,255375,true,255375,255375,255375,255375,true,255375,255375,255375,255375
true,229012,229012,229012,229012,true,128898,128898,128898,128898,true,128898,128898,128898,128898,true,128898,128898,128898,128898,true,128898,128898,128898,128898
true,347503,347503,347503,347503,true,214097,214097,256736,256736,true,191479,191479,209950,209950,true,176722,176722,178958,178958,true,176722,176722,176722,176722
true,155652,155652,155652,155652,true,124560,124560,124560,124560,true,124560,124560,124560,124560,true,124560,124560,124560,124560,true,124560,124560,124560,124560
true,368073,368073,368073,368073,true,249517,251251,251251,251251,true,200664,200664,200664,200664,true,200664,200664,200664,200664,true,200664,200664,200664,200664
true,139600,139600,139600,139600,true,115085,115085,120855,120855,true,115085,115085,115085,115085,true,115085,115085,115085,115085,true,115085,115085,115085,115085
true,469426,469426,469426,469426,true,273482,279320,328500,328500,true,247400,247400,247400,247400,true,247400,247400,247400,247400,true,247400,247400,247400,247400
true,672546,672546,672546,672546,true,374043,401166,437331,437331,true,309960,309960,309960,309960,true,304590,309960,309960,309960,true,304590,304590,304590,304590
true,438960,438960,438960,438960,true,242539,251134,261550,261550,true,193076,193076,193076,193076,true,179748,179748,179748,179748,true,179748,179748,179748,179748
true,707142,707142,707142,707142,true,445964,458850,483860,483860,true,392407,392407,400488,400488,true,327690,327690,392407,392407,true,327690,327690,327690,327690
true,471390,471390,471390,471390,true,295149,303327,347925,347925,true,211599,227070,227070,227070,true,205716,205716,205716,205716,true,205716,205716,205716,205716
true,450600,450600,450600,450600,true,333747,333747,339794,339794,true,271314,271314,273591,273591,true,245814,245814,245814,245814,true,245814,245814,245814,245814
true,517293,517293,517293,517293,true,293567,310891,316220,316220,true,247848,247848,247848,247848,true,247848,247848,247848,247848,true,247848,247848,247848,247848
true,207728,207728,207728,207728,true,130136,130136,139329,139329,true,101325,101325,106299,106299,true,96424,96424,96424,96424,true,96424,96424,96424,96424
true,170262,170262,170262,170262,true,158106,158106,158106,158106,true,150912,150912,150912,150912,true,150912,150912,150912,150912,true,150912,150912,150912,150912
true,353430,353430,353430,353430,true,256206,268983,274813,274813,true,232204,232204,232204,232204,true,232204,232204,232204,232204,true,232204,232204,232204,232204
true,237536,237536,237536,237536,true,144656,144656,173696,173696,true,136587,136587,144656,144656,true,136587,136587,136587,136587,true,136587,136587,136587,136587
true,292430,292430,292430,292430,true,186885,186885,186885,186885,true,184740,184740,184740,184740,true,184740,184740,184740,184740,true,184740,184740,184740,184740
true,173033,173033,173033,173033,true,148414,148414,149457,149457,true,148414,148414,148414,148414,true,148414,148414,148414,148414,true,148414,148414,148414,148414
true,304770,304770,304770,304770,true,248500,248500,248500,248500,true,248500,248500,248500,248500,true,248500,248500,248500,248500,true,248500,248500,248500,248500
true,499174,499174,499174,499174,true,304577,304577,337051,337051,true,304200,304200,304200,304200,true,304200,304200,304200,304200,true,304200,304200,304200,304200
true,233632,233632,233632,233632,true,174328,174328,174328,174328,true,156415,156415,156415,156415,true,156415,156415,156415,156415,true,156415,156415,156415,156415
true,911092,911092,911092,911092,true,571220,571220,651380,651380,true,510320,510320,566714,566714,true,510320,510320,510320,510320,true,510320,510320,510320,510320
true,143350,143350,143350,143350,true,129930,129930,133900,133900,true,129930,129930,129930,129930,true,129930,129930,129930,129930,true,129930,129930,129930,129930
true,338613,338613,338613,338613,true,208670,208670,233358,233358,true,181114,181114,208670,208670,true,151668,151668,155507,155507,true,149578,149578,149578,149578
true,452976,452976,452976,452976,true,266916,266916,266916,266916,true,193860,193860,193860,193860,true,190920,190920,190920,190920,true,190920,190920,190920,190920
true,450957,450957,450957,450957,true,378183,378183,378183,378183,true,378183,378183,378183,378183,true,378183,378183,378183,378183,true,378183,378183,378183,378183
true,389097,389097,389097,389097,true,215432,215432,241635,241635,true,183861,184730,206220,206220,true,145498,145498,145498,145498,true,145498,145498,145498,145498
true,474892,474892,474892,474892,true,266222,266222,266222,266222,true,248556,248556,248556,248556,true,248556,248556,248556,248556,true,248556,248556,248556,248556
true,306240,306240,306240,306240,true,193168,193168,232056,232056,true,154008,154008,159576,159576,true,146342,146342,146342,146342,true,146342,146342,146342,146342
true,246808,246808,246808,246808,true,179056,179056,179056,179056,true,179056,179056,179056,179056,true,179056,179056,179056,179056,true,179056,179056,179056,179056
true,498408,498408,498408,498408,true,284376,287611,316485,316485,true,221806,226955,238972,238972,true,191560,191560,203580,203580,true,191560,191560,191560,191560
true,494528,494528,494528,494528,true,264928,264928,264928,264928,true,215904,237408,240160,240160,true,178999,178999,178999,178999,true,178999,178999,178999,178999
true,213903,213903,213903,213903,true,116655,116655,116655,116655,true,116655,116655,116655,116655,true,116655,116655,116655,116655,true,116655,116655,116655,116655
true,194480,194480,194480,194480,true,139780,139780,153296,153296,true,128689,128689,128689,128689,true,128689,128689,128689,128689,true,128689,128689,128689,128689
true,199170,199170,199170,199170,true,133500,133500,155070,155070,true,133500,133500,133500,133500,true,133500,133500,133500,133500,true,133500,133500,133500,133500
true,591448,591448,591448,591448,true,388554,417142,426322,426322,true,313002,313002,313002,313002,true,313002,313002,313002,313002,true,313002,313002,313002,313002
true,148950,148950,148950,148950,true,94045,94045,107759,107759,true,78129,78328,78328,78328,true,78129,78129,78129,78129,true,78129,78129,78129,78129
true,283404,283404,283404,283404,true,181918,181918,218556,218556,true,170270,170270,170270,170270,true,170270,170270,170270,170270,true,170270,170270,170270,170270
