BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4
true,301327,301327,301327,301327,true,206596,206596,206596,206596,true,206596,206596,206596,206596,true,206596,206596,206596,206596
true,187352,187352,187352,187352,true,111492,111492,140936,140936,true,98176,98176,109584,109584,true,98176,98176,98176,98176
true,91740,91740,91740,91740,true,84330,84330,84330,84330,true,84330,84330,84330,84330,true,84330,84330,84330,84330
true,136635,136635,136635,136635,true,74445,74445,74445,74445,true,71474,71474,71474,71474,true,71474,71474,71474,71474
true,260052,260052,260052,260052,true,162301,169923,178395,178395,true,131325,131325,131325,131325,true,131325,131325,131325,131325
true,430080,430080,430080,430080,true,288226,288226,304189,304189,true,236460,236460,247044,247044,true,236460,236460,236460,236460
true,186360,186360,186360,186360,true,169120,169120,169120,169120,true,169120,169120,169120,169120,true,169120,169120,169120,169120
true,305337,305337,305337,305337,true,170245,170245,183029,183029,true,154296,154296,154296,154296,true,129420,129420,129420,129420
true,140427,140427,140427,140427,true,101227,101227,101227,101227,true,93520,93520,93520,93520,true,93520,93520,93520,93520
true,184188,184188,184188,184188,true,120420,120420,148344,148344,true,116598,116598,117324,117324,true,116598,116598,116598,116598
true,144801,144801,144801,144801,true,105380,105380,105380,105380,true,105380,105380,105380,105380,true,105380,105380,105380,105380
true,224664,224664,224664,224664,true,169980,169980,169980,169980,true,169980,169980,169980,169980,true,169980,169980,169980,169980
true,251779,251779,251779,251779,true,143792,143792,143792,143792,true,133188,133188,133188,133188,true,133188,133188,133188,133188
true,162048,162048,162048,162048,true,103338,103338,117162,117162,true,103338,103338,103338,103338,true,103338,103338,103338,103338
true,411537,411537,411537,411537,true,276486,276486,333823,333823,true,245658,245658,269752,269752,true,245658,245658,245658,245658
true,144196,144196,144196,144196,true,87040,87040,113479,113479,true,87040,87040,88200,88200,true,87040,87040,87040,87040
true,244690,244690,244690,244690,true,164890,164890,173640,173640,true,160020,160020,160020,160020,true,160020,160020,160020,160020
true,157500,157500,157500,157500,true,107328,107328,107328,107328,true,107328,107328,107328,107328,true,107328,107328,107328,107328
true,72150,72150,72150,72150,true,53718,53718,53718,53718,true,53718,53718,53718,53718,true,53718,53718,53718,53718
true,182160,182160,182160,182160,true,131679,131679,139437,139437,true,131679,131679,131679,131679,true,131679,131679,131679,131679
true,377535,377535,377535,377535,true,242280,242280,261570,261570,true,242280,242280,242280,242280,true,242280,242280,242280,242280
true,286221,286221,286221,286221,true,209586,209586,215020,215020,true,205842,205842,205842,205842,true,205842,205842,205842,205842
true,214461,214461,214461,214461,true,149909,149909,153414,153414,true,149909,149909,149909,149909,true,149909,149909,149909,149909
true,335568,335568,335568,335568,true,189483,189483,246720,246720,true,167409,167409,173748,173748,true,116952,116952,116952,116952
true,180026,180026,180026,180026,true,112340,112340,112340,112340,true,105716,107597,107597,107597,true,105716,105716,105716,105716
true,866432,866432,866432,866432,true,627520,627520,627520,627520,true,529126,529126,529126,529126,true,529126,529126,529126,529126
true,121080,121080,121080,121080,true,78204,78204,78204,78204,true,78204,78204,78204,78204,true,78204,78204,78204,78204
true,392274,392274,392274,392274,true,265516,265516,292284,292284,true,228204,228204,235440,235440,true,214041,214041,214041,214041
true,108785,108785,108785,108785,true,66825,66825,70545,70545,true,65559,65559,65559,65559,true,65559,65559,65559,65559
true,376474,376474,376474,376474,true,293790,293790,293790,293790,true,272230,272230,272230,272230,true,272230,272230,272230,272230
true,162468,162468,162468,162468,true,98580,98580,98580,98580,true,94592,94592,94592,94592,true,94592,94592,94592,94592
true,547110,547110,547110,547110,true,323836,342060,376668,376668,true,221787,221787,221787,221787,true,221787,221787,221787,221787
true,411768,411768,411768,411768,true,344516,344516,344516,344516,true,344516,344516,344516,344516,true,344516,344516,344516,344516
true,370737,370737,370737,370737,true,277020,277020,277020,277020,true,277020,277020,277020,277020,true,277020,277020,277020,277020
true,382260,382260,382260,382260,true,233745,233745,241800,241800,true,233745,233745,233745,233745,true,233745,233745,233745,233745
true,362660,362660,362660,362660,true,360760,360760,360760,360760,true,360760,360760,360760,360760,true,360760,360760,360760,360760
true,470853,470853,470853,470853,true,301887,301887,301887,301887,true,298359,298359,298359,298359,true,298359,298359,298359,298359
true,214074,214074,214074,214074,true,146414,146414,151603,151603,true,117614,117614,117614,117614,true,117614,117614,117614,117614
true,150575,150575,150575,150575,true,111952,111952,113443,113443,true,111952,111952,111952,111952,true,111952,111952,111952,111952
true,118302,118302,118302,118302,true,65988,65988,65988,65988,true,62495,62495,62495,62495,true,62495,62495,62495,62495
true,200840,200840,200840,200840,true,110032,110032,110032,110032,true,110032,110032,110032,110032,true,110032,110032,110032,110032
true,206112,206112,206112,206112,true,121645,126888,126888,126888,true,85877,85877,85877,85877,true,85877,85877,85877,85877
true,235680,235680,235680,235680,true,194730,194730,207600,207600,true,168772,168772,175824,175824,true,168772,168772,168772,168772
true,341445,341445,341445,341445,true,220831,220831,220831,220831,true,220831,220831,220831,220831,true,220831,220831,220831,220831
true,452416,452416,452416,452416,true,349088,349088,349088,349088,true,277564,277564,277564,277564,true,277564,277564,277564,277564
true,211820,211820,211820,211820,true,125610,125610,125610,125610,true,125610,125610,125610,125610,true,125610,125610,125610,125610
true,192375,192375,192375,192375,true,140715,140715,140715,140715,true,140715,140715,140715,140715,true,140715,140715,140715,140715
true,273574,273574,273574,273574,true,201864,201864,210448,210448,true,169806,169806,169806,169806,true,169806,169806,169806,169806
true,120505,120505,120505,120505,true,92735,92735,92735,92735,true,92735,92735,92735,92735,true,92735,92735,92735,92735
true,115430,115430,115430,115430,true,77140,77140,81661,81661,true,73752,73752,73752,73752,true,73752,73752,73752,73752
true,281232,281232,281232,281232,true,181160,181160,198422,198422,true,177276,177276,177276,177276,true,177276,177276,177276,177276
true,231150,231150,231150,231150,true,204075,204075,204075,204075,true,204075,204075,204075,204075,true,204075,204075,204075,204075
true,171360,171360,171360,171360,true,108318,108318,108318,108318,true,108318,108318,108318,108318,true,108318,108318,108318,108318
true,175896,175896,175896,175896,true,98652,98652,98652,98652,true,81234,81234,81234,81234,true,81234,81234,81234,81234
true,140994,140994,140994,140994,true,74361,74361,74361,74361,true,74361,74361,74361,74361,true,74361,74361,74361,74361
true,177291,177291,177291,177291,true,97884,97884,97884,97884,true,89730,89730,89730,89730,true,89730,89730,89730,89730
true,327600,327600,327600,327600,true,207330,216426,216426,216426,true,162712,162712,162712,162712,true,162712,162712,162712,162712
true,127270,127270,127270,127270,true,127270,127270,127270,127270,true,127270,127270,127270,127270,true,127270,127270,127270,127270
true,127864,127864,127864,127864,true,67328,71344,71344,71344,true,60688,60688,60688,60688,true,60688,60688,60688,60688
true,221540,221540,221540,221540,true,119944,119944,119944,119944,true,119944,119944,119944,119944,true,119944,119944,119944,119944
true,782906,782906,782906,782906,true,504084,504084,504084,504084,true,504084,504084,504084,504084,true,504084,504084,504084,504084
true,189018,189018,189018,189018,true,155196,155196,155196,155196,true,149888,149888,149888,149888,true,149888,149888,149888,149888
true,169453,169453,169453,169453,true,113868,113868,125893,125893,true,92340,92340,99840,99840,true,92340,92340,92340,92340
true,398838,398838,398838,398838,true,292655,292655,294998,294998,true,211540,211540,211540,211540,true,211540,211540,211540,211540
true,383385,383385,383385,383385,true,267420,267420,267420,267420,true,223920,223920,223920,223920,true,223920,223920,223920,223920
true,297000,297000,297000,297000,true,171127,171127,171127,171127,true,171127,171127,171127,171127,true,171127,171127,171127,171127
true,186296,186296,186296,186296,true,115136,115136,124070,124070,true,86630,86630,86630,86630,true,86630,86630,86630,86630
true,226950,226950,226950,226950,true,206593,206593,206593,206593,true,206593,206593,206593,206593,true,206593,206593,206593,206593
true,122101,122101,122101,122101,true,90685,90685,90685,90685,true,75929,75929,75929,75929,true,75929,75929,75929,75929
true,148780,148780,148780,148780,true,126386,126386,129330,129330,true,126386,126386,126386,126386,true,126386,126386,126386,126386
true,168768,168768,168768,168768,true,100872,100872,100872,100872,true,95768,95768,95768,95768,true,95768,95768,95768,95768
true,465507,465507,465507,465507,true,289602,289602,290547,290547,true,288660,288660,288660,288660,true,288660,288660,288660,288660
true,1048201,1048201,1048201,1048201,true,643300,643300,720172,720172,true,550917,550917,586827,586827,true,550917,550917,550917,550917
true,149640,149640,149640,149640,true,149640,149640,149640,149640,true,149640,149640,149640,149640,true,149640,149640,149640,149640
true,190090,190090,190090,190090,true,168616,168616,176570,176570,true,168616,168616,168616,168616,true,168616,168616,168616,168616
true,394176,394176,394176,394176,true,214740,214740,214740,214740,true,156154,156154,213156,213156,true,150742,150742,150742,150742
true,268480,268480,268480,268480,true,174640,174640,189560,189560,true,174640,174640,174640,174640,true,174640,174640,174640,174640
true,152559,152559,152559,152559,true,145368,145368,145368,145368,true,145368,145368,145368,145368,true,145368,145368,145368,145368
true,443440,443440,443440,443440,true,279935,279935,311468,311468,true,213120,213120,213120,213120,true,213120,213120,213120,213120
true,115655,115655,115655,115655,true,77520,77520,94600,94600,true,77520,77520,77520,77520,true,77520,77520,77520,77520
true,297609,297609,297609,297609,true,220151,220151,239070,239070,true,180377,180377,180960,180960,true,180377,180377,180377,180377
true,537588,537588,537588,537588,true,386586,386586,386586,386586,true,386586,386586,386586,386586,true,386586,386586,386586,386586
true,379831,379831,379831,379831,true,291059,291059,326655,326655,true,291059,291059,291059,291059,true,291059,291059,291059,291059
true,426076,426076,426076,426076,true,261212,261212,261212,261212,true,213158,213158,213158,213158,true,213158,213158,213158,213158
true,73495,73495,73495,73495,true,56990,56990,61095,61095,true,56990,56990,56990,56990,true,56990,56990,56990,56990
true,273843,273843,273843,273843,true,157509,157509,210825,210825,true,139383,139383,153679,153679,true,111334,111334,111334,111334
true,265210,265210,265210,265210,true,211442,211442,211442,211442,true,211442,211442,211442,211442,true,211442,211442,211442,211442
true,151524,151524,151524,151524,true,109128,109128,109128,109128,true,106150,106150,106150,106150,true,106150,106150,106150,106150
true,138390,138390,138390,138390,true,98934,98934,105528,105528,true,95336,95336,95336,95336,true,95336,95336,95336,95336
true,173640,173640,173640,173640,true,172890,172890,172890,172890,true,172890,172890,172890,172890,true,172890,172890,172890,172890
true,221056,221056,221056,221056,true,164692,164692,164692,164692,true,155330,155330,155330,155330,true,155330,155330,155330,155330
true,123612,123612,123612,123612,true,77910,77910,77910,77910,true,77910,77910,77910,77910,true,77910,77910,77910,77910
true,172414,172414,172414,172414,true,110253,110253,110253,110253,true,110253,110253,110253,110253,true,110253,110253,110253,110253
true,280854,280854,280854,280854,true,216684,216684,216684,216684,true,216684,216684,216684,216684,true,216684,216684,216684,216684
true,184875,184875,184875,184875,true,104190,104190,104190,104190,true,104190,104190,104190,104190,true,104190,104190,104190,104190
true,145596,145596,145596,145596,true,95394,95394,116676,116676,true,95394,95394,95394,95394,true,95394,95394,95394,95394
true,108260,108260,108260,108260,true,64438,64438,64580,64580,true,48270,48270,48270,48270,true,48270,48270,48270,48270
true,174942,174942,174942,174942,true,122733,122733,122733,122733,true,122733,122733,122733,122733,true,122733,122733,122733,122733
true,155904,155904,155904,155904,true,108978,108978,108978,108978,true,108978,108978,108978,108978,true,108978,108978,108978,108978
true,170345,170345,170345,170345,true,137900,137900,140168,140168,true,137900,137900,137900,137900,true,137900,137900,137900,137900
true,96776,96776,96776,96776,true,54208,54208,54208,54208,true,49125,49125,49432,49432,true,41408,41408,41408,41408
true,210496,210496,210496,210496,true,157567,160064,160064,160064,true,137514,137514,137514,137514,true,137514,137514,137514,137514
true,160128,160128,160128,160128,true,111321,111321,119358,119358,true,89061,89061,111321,111321,true,89061,89061,89061,89061
true,217098,217098,217098,217098,true,138334,143235,153603,153603,true,124942,124942,124942,124942,true,124942,124942,124942,124942
true,305445,305445,305445,305445,true,287208,287208,287208,287208,true,287208,287208,287208,287208,true,287208,287208,287208,287208
true,141708,141708,141708,141708,true,74312,74312,90930,90930,true,71120,71120,71120,71120,true,71120,71120,71120,71120
true,483871,483871,483871,483871,true,253827,253827,253827,253827,true,253827,253827,253827,253827,true,253827,253827,253827,253827
true,403351,403351,403351,403351,true,237386,237386,264499,264499,true,176453,176453,176453,176453,true,176453,176453,176453,176453
true,162540,162540,162540,162540,true,127404,127404,134934,134934,true,110700,110700,110700,110700,true,110700,110700,110700,110700
true,318336,318336,318336,318336,true,181342,181342,224544,224544,true,161744,161744,161744,161744,true,161744,161744,161744,161744
true,298788,298788,298788,298788,true,187236,187236,210532,210532,true,134386,134386,134386,134386,true,116704,116704,116704,116704
true,468510,468510,468510,468510,true,279289,279289,279289,279289,true,259095,259095,259095,259095,true,259095,259095,259095,259095
true,271799,271799,271799,271799,true,149237,149237,149237,149237,true,139271,139271,139271,139271,true,123728,123728,123728,123728
true,185592,185592,185592,185592,true,112343,112343,112343,112343,true,112343,112343,112343,112343,true,112343,112343,112343,112343
true,216151,216151,216151,216151,true,141362,141362,141362,141362,true,141362,141362,141362,141362,true,141362,141362,141362,141362
true,88060,88060,88060,88060,true,86176,86176,86176,86176,true,86176,86176,86176,86176,true,86176,86176,86176,86176
true,124896,124896,124896,124896,true,76698,76698,87988,87988,true,64010,64010,64010,64010,true,64010,64010,64010,64010
true,368568,368568,368568,368568,true,256032,256032,270816,270816,true,188162,188162,188162,188162,true,188162,188162,188162,188162
true,198933,198933,198933,198933,true,133483,133483,133483,133483,true,133483,133483,133483,133483,true,133483,133483,133483,133483
true,166327,166327,166327,166327,true,97923,97923,97923,97923,true,84175,84175,84175,84175,true,84175,84175,84175,84175
true,115430,115430,115430,115430,true,62565,62565,62565,62565,true,54020,54020,54020,54020,true,54020,54020,54020,54020
true,116475,116475,116475,116475,true,101195,101195,101195,101195,true,101195,101195,101195,101195,true,101195,101195,101195,101195
true,265370,265370,265370,265370,true,201960,201960,201960,201960,true,201960,201960,201960,201960,true,201960,201960,201960,201960
true,404736,404736,404736,404736,true,284992,284992,310736,310736,true,284992,284992,284992,284992,true,284992,284992,284992,284992
true,134130,134130,134130,134130,true,76100,76100,76100,76100,true,76100,76100,76100,76100,true,76100,76100,76100,76100
true,172552,172552,172552,172552,true,115022,115022,115520,115520,true,110461,110461,110461,110461,true,110461,110461,110461,110461
true,108402,108402,108402,108402,true,103145,103145,103145,103145,true,103145,103145,103145,103145,true,103145,103145,103145,103145
true,188289,188289,188289,188289,true,123327,133488,137421,137421,true,93310,93310,93310,93310,true,93310,93310,93310,93310
true,149598,149598,149598,149598,true,82873,83237,82873,82873,true,82873,82873,82873,82873,true,82873,82873,82873,82873
true,202120,202120,202120,202120,true,175104,175104,186576,186576,true,175104,175104,175104,175104,true,175104,175104,175104,175104
true,168304,168304,168304,168304,true,97024,103216,110880,110880,true,74336,74336,74336,74336,true,74336,74336,74336,74336
true,108650,108650,108650,108650,true,83590,83590,89190,89190,true,75068,75068,75068,75068,true,75068,75068,75068,75068
true,130770,130770,130770,130770,true,94608,94608,94608,94608,true,88428,88428,88428,88428,true,88428,88428,88428,88428
true,244236,244236,244236,244236,true,153642,153642,181656,181656,true,142944,142944,142944,142944,true,142944,142944,142944,142944
true,352590,352590,352590,352590,true,200865,200865,200865,200865,true,139695,139695,152460,152460,true,139695,139695,139695,139695
true,280467,280467,280467,280467,true,168642,176760,185823,185823,true,146322,146322,146322,146322,true,132726,132726,132726,132726
true,280293,280293,280293,280293,true,159406,169325,187603,187603,true,115087,115087,121446,121446,true,115087,115087,115087,115087
true,209115,209115,209115,209115,true,162185,168150,174920,174920,true,148172,148172,148172,148172,true,148172,148172,148172,148172
true,188550,188550,188550,188550,true,109404,109404,109404,109404,true,109404,109404,109404,109404,true,109404,109404,109404,109404
true,85980,85980,85980,85980,true,77225,77225,77225,77225,true,71215,71215,71215,71215,true,71215,71215,71215,71215
true,180720,180720,180720,180720,true,141732,141732,141732,141732,true,141732,141732,141732,141732,true,141732,141732,141732,141732
true,723776,723776,723776,723776,true,452911,452911,563281,563281,true,416625,416625,416625,416625,true,416625,416625,416625,416625
true,395070,395070,395070,395070,true,244650,244650,272250,272250,true,204424,207592,213192,213192,true,204424,204424,204424,204424
true,175912,175912,175912,175912,true,103352,103352,103352,103352,true,82224,82224,82224,82224,true,82224,82224,82224,82224
true,109404,109404,109404,109404,true,102960,102960,105327,105327,true,102960,102960,102960,102960,true,102960,102960,102960,102960
true,128045,128045,128045,128045,true,95860,95860,95860,95860,true,92848,92848,92848,92848,true,92848,92848,92848,92848
true,125646,125646,125646,125646,true,78330,78330,98100,98100,true,78330,78330,78330,78330,true,78330,78330,78330,78330
true,110430,110430,110430,110430,true,73890,73890,73890,73890,true,73890,73890,73890,73890,true,73890,73890,73890,73890
true,459477,459477,459477,459477,true,278730,278730,278730,278730,true,278730,278730,278730,278730,true,278730,278730,278730,278730
true,279034,279034,279034,279034,true,232666,232666,232666,232666,true,211848,211848,211848,211848,true,211848,211848,211848,211848
true,698040,698040,698040,698040,true,439978,439978,471184,471184,true,393015,393015,436772,436772,true,365323,365323,365323,365323
true,802470,802470,802470,802470,true,528570,528570,551580,551580,true,446760,446760,446760,446760,true,419040,419040,419040,419040
true,279838,279838,279838,279838,true,168831,168831,194883,194883,true,128968,128968,132483,132483,true,106795,106795,106795,106795
true,243600,243600,243600,243600,true,154370,154370,154370,154370,true,119636,119636,119636,119636,true,119636,119636,119636,119636
true,487640,487640,487640,487640,true,279260,279260,279260,279260,true,231875,243335,243335,243335,true,231875,231875,231875,231875
true,350032,350032,350032,350032,true,227120,227120,227120,227120,true,227120,227120,227120,227120,true,227120,227120,227120,227120
true,226881,226881,226881,226881,true,214632,214632,214632,214632,true,214632,214632,214632,214632,true,214632,214632,214632,214632
true,168414,168414,168414,168414,true,97278,97278,97278,97278,true,97278,97278,97278,97278,true,97278,97278,97278,97278
true,287390,287390,287390,287390,true,175280,175280,175280,175280,true,175280,175280,175280,175280,true,175280,175280,175280,175280
true,128790,128790,128790,128790,true,88842,88842,96720,96720,true,88842,88842,88842,88842,true,88842,88842,88842,88842
true,310109,310109,310109,310109,true,222264,222264,228727,228727,true,222264,222264,222264,222264,true,222264,222264,222264,222264
true,137011,137011,137011,137011,true,71442,71442,71442,71442,true,69041,69041,69041,69041,true,69041,69041,69041,69041
true,471495,471495,471495,471495,true,295925,302691,315435,315435,true,221804,227942,232458,232458,true,221804,221804,221804,221804
true,377131,377131,377131,377131,true,277632,277632,284786,284786,true,233748,233748,233748,233748,true,233748,233748,233748,233748
true,182160,182160,182160,182160,true,138240,138240,138240,138240,true,117415,117415,117415,117415,true,117415,117415,117415,117415
true,178542,178542,178542,178542,true,132174,132174,132174,132174,true,132174,132174,132174,132174,true,132174,132174,132174,132174
true,441910,441910,441910,441910,true,295533,295533,324177,324177,true,260590,270144,270144,270144,true,260590,260590,260590,260590
true,226567,226567,226567,226567,true,181181,181181,181181,181181,true,181181,181181,181181,181181,true,181181,181181,181181,181181
true,149088,149088,149088,149088,true,123576,123576,134160,134160,true,123576,123576,123576,123576,true,123576,123576,123576,123576
true,213510,213510,213510,213510,true,165936,165936,165936,165936,true,165936,165936,165936,165936,true,165936,165936,165936,165936
true,172872,172872,172872,172872,true,104112,104112,110412,110412,true,101188,101188,101188,101188,true,101188,101188,101188,101188
true,396795,396795,396795,396795,true,245970,245970,274170,274170,true,154440,154440,154440,154440,true,142200,142200,142200,142200
true,154400,154400,154400,154400,true,109020,109020,115110,115110,true,97636,97636,103726,103726,true,97636,97636,97636,97636
true,119768,119768,119768,119768,true,109288,109288,109288,109288,true,109288,109288,109288,109288,true,109288,109288,109288,109288
true,219456,219456,219456,219456,true,145274,145274,150499,150499,true,145274,145274,145274,145274,true,145274,145274,145274,145274
true,186426,186426,186426,186426,true,101782,101782,112900,112900,true,78327,78327,94419,94419,true,76000,76000,76000,76000
true,312592,312592,312592,312592,true,178204,178204,206612,206612,true,154532,154532,154532,154532,true,154532,154532,154532,154532
true,170742,170742,170742,170742,true,144654,144654,144654,144654,true,144654,144654,144654,144654,true,144654,144654,144654,144654
true,95200,95200,95200,95200,true,89200,89200,89200,89200,true,89200,89200,89200,89200,true,89200,89200,89200,89200
true,166467,166467,166467,166467,true,86541,86541,86541,86541,true,86541,86541,86541,86541,true,86541,86541,86541,86541
true,73540,73540,73540,73540,true,62285,62285,62285,62285,true,62285,62285,62285,62285,true,62285,62285,62285,62285
true,166048,166048,166048,166048,true,150420,150420,150420,150420,true,150420,150420,150420,150420,true,150420,150420,150420,150420
true,115405,115405,115405,115405,true,95455,95455,95455,95455,true,95455,95455,95455,95455,true,95455,95455,95455,95455
true,93366,93366,93366,93366,true,59258,59258,73440,73440,true,42984,42984,56322,56322,true,42984,42984,42984,42984
true,672570,672570,672570,672570,true,398632,398632,398632,398632,true,356160,356160,356160,356160,true,356160,356160,356160,356160
true,632258,632258,632258,632258,true,360228,360228,407008,407008,true,321114,321114,360228,360228,true,245532,245532,245532,245532
true,299949,299949,299949,299949,true,192681,192681,195754,195754,true,141687,141687,141687,141687,true,138614,138614,138614,138614
true,298662,298662,298662,298662,true,184702,184702,184702,184702,true,182938,182938,182938,182938,true,182938,182938,182938,182938
true,300654,300654,300654,300654,true,224910,224910,224910,224910,true,224910,224910,224910,224910,true,224910,224910,224910,224910
true,103705,103705,103705,103705,true,88508,88508,88508,88508,true,88508,88508,88508,88508,true,88508,88508,88508,88508
true,353790,353790,353790,353790,true,201615,216240,216240,216240,true,179925,179925,179925,179925,true,179925,179925,179925,179925
true,229776,229776,229776,229776,true,173528,173528,173528,173528,true,173528,173528,173528,173528,true,173528,173528,173528,173528
true,153528,153528,153528,153528,true,83196,83196,97416,97416,true,59112,61712,72924,72924,true,59112,59112,59112,59112
true,207690,207690,207690,207690,true,119960,119960,119960,119960,true,119960,119960,119960,119960,true,119960,119960,119960,119960
true,159942,159942,159942,159942,true,115932,115932,115932,115932,true,115932,115932,115932,115932,true,115932,115932,115932,115932
true,123420,123420,123420,123420,true,75096,75096,77592,77592,true,61896,61896,61896,61896,true,61896,61896,61896,61896
true,668707,668707,668707,668707,true,413736,413736,413736,413736,true,301216,308232,308232,308232,true,301216,301216,301216,301216
true,287320,287320,287320,287320,true,252806,252806,252806,252806,true,252806,252806,252806,252806,true,252806,252806,252806,252806
true,206284,206284,206284,206284,true,183950,183950,183950,183950,true,183950,183950,183950,183950,true,183950,183950,183950,183950
true,52325,52325,52325,52325,true,46415,46415,46415,46415,true,46415,46415,46415,46415,true,46415,46415,46415,46415
true,142005,142005,142005,142005,true,98665,98665,115260,115260,true,84030,84030,98665,98665,true,82076,82076,82076,82076
true,119845,119845,119845,119845,true,63735,73400,73400,73400,true,48195,48195,48195,48195,true,48195,48195,48195,48195
true,104680,104680,104680,104680,true,86965,86965,86965,86965,true,86965,86965,86965,86965,true,86965,86965,86965,86965
true,115926,115926,115926,115926,true,89936,89936,99840,99840,true,89936,89936,89936,89936,true,89936,89936,89936,89936
true,160344,160344,160344,160344,true,152883,152883,152883,152883,true,145629,145629,145629,145629,true,145629,145629,145629,145629
true,468996,468996,468996,468996,true,345384,345384,361577,361577,true,255072,255072,255072,255072,true,255072,255072,255072,255072
true,207684,207684,207684,207684,true,117540,117540,117540,117540,true,95436,95436,95436,95436,true,84624,84624,84624,84624
true,106670,106670,106670,106670,true,60295,60295,60295,60295,true,60295,60295,60295,60295,true,60295,60295,60295,60295
true,159309,159309,159309,159309,true,111744,111744,113697,113697,true,111744,111744,111744,111744,true,111744,111744,111744,111744
true,221350,221350,221350,221350,true,125940,125940,138040,138040,true,125940,125940,125940,125940,true,125940,125940,125940,125940
true,276408,276408,276408,276408,true,194898,194898,194898,194898,true,167787,167787,167787,167787,true,167787,167787,167787,167787
true,127650,127650,127650,127650,true,115810,115810,115810,115810,true,115810,115810,115810,115810,true,115810,115810,115810,115810
true,326274,326274,326274,326274,true,200005,200005,200005,200005,true,158578,158578,158578,158578,true,153755,153755,153755,153755
true,341921,341921,341921,341921,true,254829,254829,262548,262548,true,254829,254829,254829,254829,true,254829,254829,254829,254829
true,178160,178160,178160,178160,true,95047,95047,108279,108279,true,93520,93520,93520,93520,true,93520,93520,93520,93520
true,708850,708850,708850,708850,true,471905,481110,481110,481110,true,368303,376775,376775,376775,true,368303,368303,368303,368303
true,226265,226265,226265,226265,true,124852,124852,161028,161028,true,123899,123899,124852,124852,true,82303,82303,82303,82303
true,173466,173466,173466,173466,true,90090,90090,90090,90090,true,90090,90090,90090,90090,true,90090,90090,90090,90090
true,407225,407225,407225,407225,true,256507,256507,319241,319241,true,224549,224549,238251,238251,true,188328,188328,188328,188328
true,219710,219710,219710,219710,true,151060,151060,151060,151060,true,151060,151060,151060,151060,true,151060,151060,151060,151060
true,645060,645060,645060,645060,true,403580,412290,412290,412290,true,344960,344960,344960,344960,true,305216,305216,305216,305216
true,341100,341100,341100,341100,true,191221,191221,257865,257865,true,177122,177122,187260,187260,true,177122,177122,177122,177122
true,387340,387340,387340,387340,true,286620,286620,287340,287340,true,286620,286620,286620,286620,true,286620,286620,286620,286620
true,116448,116448,116448,116448,true,90486,90486,94944,94944,true,90486,90486,90486,90486,true,90486,90486,90486,90486
true,337358,337358,337358,337358,true,197478,197478,199716,199716,true,163430,163430,172452,172452,true,159868,159868,159868,159868
true,219440,219440,219440,219440,true,137730,137730,148058,148058,true,121120,121120,137570,137570,true,121120,121120,121120,121120
true,428680,428680,428680,428680,true,249960,249960,249960,249960,true,204560,204560,204560,204560,true,204560,204560,204560,204560
true,123455,123455,123455,123455,true,106255,106255,106255,106255,true,106255,106255,106255,106255,true,106255,106255,106255,106255
true,118395,118395,118395,118395,true,79250,79250,79250,79250,true,63912,63912,63912,63912,true,63912,63912,63912,63912
true,228360,228360,228360,228360,true,204217,204217,204217,204217,true,204217,204217,204217,204217,true,204217,204217,204217,204217
true,432522,432522,432522,432522,true,292707,292707,292707,292707,true,266184,266184,270306,270306,true,266184,266184,266184,266184
true,119904,119904,119904,119904,true,70584,70584,70584,70584,true,68808,68808,68808,68808,true,68808,68808,68808,68808
true,122075,122075,122075,122075,true,117675,117675,117675,117675,true,117675,117675,117675,117675,true,117675,117675,117675,117675
true,79326,79326,79326,79326,true,52842,56538,56538,56538,true,45024,45024,45024,45024,true,45024,45024,45024,45024
true,345392,345392,345392,345392,true,230416,230416,230416,230416,true,202240,202240,202240,202240,true,202240,202240,202240,202240
true,195790,195790,195790,195790,true,129217,129217,145557,145557,true,114780,114780,114780,114780,true,114780,114780,114780,114780
true,339405,339405,339405,339405,true,253635,253635,253635,253635,true,221490,221490,221490,221490,true,221490,221490,221490,221490
true,114540,114540,114540,114540,true,92775,92775,99630,99630,true,92775,92775,92775,92775,true,92775,92775,92775,92775
true,228514,228514,228514,228514,true,146809,146809,146809,146809,true,146809,146809,146809,146809,true,146809,146809,146809,146809
true,287140,287140,287140,287140,true,175338,175338,175338,175338,true,175338,175338,175338,175338,true,175338,175338,175338,175338
true,208881,208881,208881,208881,true,170037,170037,170037,170037,true,170037,170037,170037,170037,true,170037,170037,170037,170037
true,255607,255607,255607,255607,true,202411,202411,202411,202411,true,202411,202411,202411,202411,true,202411,202411,202411,202411
true,330837,330837,330837,330837,true,252480,252480,252480,252480,true,239317,239317,239317,239317,true,239317,239317,239317,239317
true,623670,623670,623670,623670,true,389992,389992,390250,390250,true,345100,345100,387884,387884,true,336070,336070,336070,336070
true,369882,369882,369882,369882,true,228720,232415,266868,266868,true,190002,190002,190002,190002,true,190002,190002,190002,190002
true,417420,417420,417420,417420,true,285760,285760,319860,319860,true,243990,243990,243990,243990,true,243990,243990,243990,243990
