BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4
true,196560,196560,196560,196560,true,108496,108496,108496,108496,true,88536,88536,89216,89216,true,83264,83264,83264,83264
true,707173,707173,707173,707173,true,390693,390693,390693,390693,true,333434,333434,333434,333434,true,322344,322344,322344,322344
true,118089,118089,118089,118089,true,105819,105819,105819,105819,true,105819,105819,105819,105819,true,105819,105819,105819,105819
true,316365,316365,316365,316365,true,190324,190324,226688,226688,true,151194,151194,151194,151194,true,125620,125620,125620,125620
true,92500,92500,92500,92500,true,55143,55143,55143,55143,true,55143,55143,55143,55143,true,55143,55143,55143,55143
true,387604,387604,387604,387604,true,233938,233938,254170,254170,true,157815,157815,157815,157815,true,156420,156420,156420,156420
true,517945,517945,517945,517945,true,285747,285747,304751,304751,true,240320,240320,282324,282324,true,199330,199330,199330,199330
true,350838,350838,350838,350838,true,224560,224560,266916,266916,true,199242,199242,209466,209466,true,185776,185776,185776,185776
true,335998,335998,335998,335998,true,274690,274690,274690,274690,true,274690,274690,274690,274690,true,274690,274690,274690,274690
true,337372,337372,337372,337372,true,196000,196000,196000,196000,true,196000,196000,196000,196000,true,196000,196000,196000,196000
true,147294,147294,147294,147294,true,147294,147294,147294,147294,true,147294,147294,147294,147294,true,147294,147294,147294,147294
true,277541,277541,277541,277541,true,198450,198450,198450,198450,true,198450,198450,198450,198450,true,198450,198450,198450,198450
true,458298,458298,458298,458298,true,303470,303470,329958,329958,true,280075,280075,280075,280075,true,280075,280075,280075,280075
true,532722,532722,532722,532722,true,321575,321575,321575,321575,true,232465,232465,232465,232465,true,232465,232465,232465,232465
true,269456,269456,269456,269456,true,199793,199793,199793,199793,true,184296,184296,184296,184296,true,184296,184296,184296,184296
true,434931,434931,434931,434931,true,239085,239085,239085,239085,true,239085,239085,239085,239085,true,239085,239085,239085,239085
true,345165,345165,345165,345165,true,267150,267150,267150,267150,true,205856,205856,205856,205856,true,205856,205856,205856,205856
true,166734,166734,166734,166734,true,112998,112998,112998,112998,true,112998,112998,112998,112998,true,112998,112998,112998,112998
true,455064,455064,455064,455064,true,285954,285954,285954,285954,true,228766,228766,228766,228766,true,228766,228766,228766,228766
true,147917,147917,147917,147917,true,105700,105700,107758,107758,true,83258,83258,83258,83258,true,83258,83258,83258,83258
true,128178,128178,128178,128178,true,128178,128178,128178,128178,true,128178,128178,128178,128178,true,128178,128178,128178,128178
true,213808,213808,213808,213808,true,149480,149480,149480,149480,true,149454,149454,149454,149454,true,149454,149454,149454,149454
true,128625,128625,128625,128625,true,101305,101305,101305,101305,true,101305,101305,101305,101305,true,101305,101305,101305,101305
true,457800,457800,457800,457800,true,309150,309150,309150,309150,true,219414,219414,219414,219414,true,217980,217980,217980,217980
true,213912,213912,213912,213912,true,155208,155208,155208,155208,true,155208,155208,155208,155208,true,155208,155208,155208,155208
true,194624,194624,194624,194624,true,121080,121080,121080,121080,true,101072,101072,101072,101072,true,94288,94288,94288,94288
true,139810,139810,139810,139810,true,101548,102903,108320,108320,true,85370,85370,85370,85370,true,85370,85370,85370,85370
true,271854,271854,271854,271854,true,164820,164820,206775,206775,true,133182,133182,164820,164820,true,124185,124185,124185,124185
true,694976,694976,694976,694976,true,475503,475503,479488,479488,true,475503,475503,475503,475503,true,475503,475503,475503,475503
true,127415,127415,127415,127415,true,127415,127415,127415,127415,true,127415,127415,127415,127415,true,127415,127415,127415,127415
true,288560,288560,288560,288560,true,231632,231632,231632,231632,true,231632,231632,231632,231632,true,231632,231632,231632,231632
true,120750,120750,120750,120750,true,73794,73794,73794,73794,true,57636,57636,57636,57636,true,57636,57636,57636,57636
true,202280,202280,202280,202280,true,126256,126256,152750,152750,true,126256,126256,126256,126256,true,126256,126256,126256,126256
true,107560,107560,107560,107560,true,69805,69805,69805,69805,true,69805,69805,69805,69805,true,69805,69805,69805,69805
true,262190,262190,262190,262190,true,197799,197799,197799,197799,true,197799,197799,197799,197799,true,197799,197799,197799,197799
true,234010,234010,234010,234010,true,136178,136178,136178,136178,true,136178,136178,136178,136178,true,136178,136178,136178,136178
true,141720,141720,141720,141720,true,141534,141534,141534,141534,true,141534,141534,141534,141534,true,141534,141534,141534,141534
true,92646,92646,92646,92646,true,63288,63288,63288,63288,true,63288,63288,63288,63288,true,63288,63288,63288,63288
true,106355,106355,106355,106355,true,104738,104738,104738,104738,true,104738,104738,104738,104738,true,104738,104738,104738,104738
true,117708,117708,117708,117708,true,64248,64248,64248,64248,true,64248,64248,64248,64248,true,64248,64248,64248,64248
true,487656,487656,487656,487656,true,373452,373452,419262,419262,true,373452,373452,373452,373452,true,373452,373452,373452,373452
true,187500,187500,187500,187500,true,170555,170555,170555,170555,true,170555,170555,170555,170555,true,170555,170555,170555,170555
true,83215,83215,83215,83215,true,58580,58580,58580,58580,true,58580,58580,58580,58580,true,58580,58580,58580,58580
true,65574,65574,65574,65574,true,39060,39060,39060,39060,true,26892,27450,28488,28488,true,26892,26892,26892,26892
true,157857,157857,157857,157857,true,90552,90552,90552,90552,true,70245,70245,70245,70245,true,70245,70245,70245,70245
true,190872,190872,190872,190872,true,134514,134514,134514,134514,true,129924,129924,129924,129924,true,129924,129924,129924,129924
true,379860,379860,379860,379860,true,226365,226365,238283,238283,true,204629,204629,204629,204629,true,204629,204629,204629,204629
true,451979,451979,451979,451979,true,289780,289780,329153,329153,true,245108,245108,245108,245108,true,245108,245108,245108,245108
true,379120,379120,379120,379120,true,243523,245742,245742,245742,true,201621,201621,201621,201621,true,201621,201621,201621,201621
true,129072,129072,129072,129072,true,82902,82902,85674,85674,true,73935,73935,73935,73935,true,73935,73935,73935,73935
true,152640,152640,152640,152640,true,152640,152640,152640,152640,true,152640,152640,152640,152640,true,152640,152640,152640,152640
true,208680,208680,208680,208680,true,137150,137150,137150,137150,true,116670,116670,116670,116670,true,116670,116670,116670,116670
true,191630,191630,191630,191630,true,126974,140674,142408,142408,true,105028,105028,105028,105028,true,105028,105028,105028,105028
true,129335,129335,129335,129335,true,80550,80550,80550,80550,true,80550,80550,80550,80550,true,80550,80550,80550,80550
true,218192,218192,218192,218192,true,132056,132056,132056,132056,true,115976,115976,115976,115976,true,115976,115976,115976,115976
true,234592,234592,234592,234592,true,181912,181912,181912,181912,true,173214,173214,173214,173214,true,173214,173214,173214,173214
true,130356,130356,130356,130356,true,83268,83268,83268,83268,true,83268,83268,83268,83268,true,83268,83268,83268,83268
true,343650,343650,343650,343650,true,217980,217980,244760,244760,true,186760,186760,186760,186760,true,186760,186760,186760,186760
true,133224,133224,133224,133224,true,76048,77976,79710,79710,true,55866,55866,55866,55866,true,55866,55866,55866,55866
true,429609,429609,429609,429609,true,351186,351186,351186,351186,true,351186,351186,351186,351186,true,351186,351186,351186,351186
true,119175,119175,119175,119175,true,84400,84400,84400,84400,true,84400,84400,84400,84400,true,84400,84400,84400,84400
true,212820,212820,212820,212820,true,160402,160402,160402,160402,true,160402,160402,160402,160402,true,160402,160402,160402,160402
true,309933,309933,309933,309933,true,158951,158951,158951,158951,true,144565,144565,157742,157742,true,139841,139841,139841,139841
true,149136,149136,149136,149136,true,106352,106352,106832,106832,true,90432,90432,90432,90432,true,90432,90432,90432,90432
true,226864,226864,226864,226864,true,224290,224290,225137,225137,true,224290,224290,224290,224290,true,224290,224290,224290,224290
true,103670,103670,103670,103670,true,60778,60778,70900,70900,true,54135,54135,58440,58440,true,54135,54135,54135,54135
true,235752,235752,235752,235752,true,154624,159496,159496,159496,true,135225,135225,135225,135225,true,135225,135225,135225,135225
true,486650,486650,486650,486650,true,380400,380400,380400,380400,true,361635,361635,361635,361635,true,361635,361635,361635,361635
true,758550,758550,758550,758550,true,503875,503875,526475,526475,true,328600,328600,329825,329825,true,328600,328600,328600,328600
true,663660,663660,663660,663660,true,417258,426079,449388,449388,true,320775,320775,320775,320775,true,320775,320775,320775,320775
true,125424,125424,125424,125424,true,110402,110402,110402,110402,true,110402,110402,110402,110402,true,110402,110402,110402,110402
true,331500,331500,331500,331500,true,193342,193342,200009,200009,true,188700,188700,188700,188700,true,188700,188700,188700,188700
true,124530,124530,124530,124530,true,83940,83940,83940,83940,true,83940,83940,83940,83940,true,83940,83940,83940,83940
true,202460,202460,202460,202460,true,158660,158660,174430,174430,true,158660,158660,158660,158660,true,158660,158660,158660,158660
true,244860,244860,244860,244860,true,160134,175590,179907,179907,true,127393,127393,127393,127393,true,127393,127393,127393,127393
true,216152,216152,216152,216152,true,216152,216152,216152,216152,true,216152,216152,216152,216152,true,216152,216152,216152,216152
true,249030,249030,249030,249030,true,183339,183339,188721,188721,true,183339,183339,183339,183339,true,183339,183339,183339,183339
true,266868,266868,266868,266868,true,183301,183301,186300,186300,true,137856,137856,137856,137856,true,137856,137856,137856,137856
true,163315,163315,163315,163315,true,124865,124865,124865,124865,true,124865,124865,124865,124865,true,124865,124865,124865,124865
true,185130,185130,185130,185130,true,158895,158895,169740,169740,true,158895,158895,158895,158895,true,158895,158895,158895,158895
true,292808,292808,292808,292808,true,246143,246143,246143,246143,true,246143,246143,246143,246143,true,246143,246143,246143,246143
true,284050,284050,284050,284050,true,170290,179480,179480,179480,true,108920,108920,108920,108920,true,108920,108920,108920,108920
true,236709,236709,236709,236709,true,133584,133584,133584,133584,true,133584,133584,133584,133584,true,133584,133584,133584,133584
true,249813,249813,249813,249813,true,245664,245664,245664,245664,true,245664,245664,245664,245664,true,245664,245664,245664,245664
true,416959,416959,416959,416959,true,266169,266169,266169,266169,true,231176,231176,231176,231176,true,231176,231176,231176,231176
true,375771,375771,375771,375771,true,315623,315623,315623,315623,true,315623,315623,315623,315623,true,315623,315623,315623,315623
true,376256,376256,376256,376256,true,282128,282128,282128,282128,true,272328,272328,272328,272328,true,272328,272328,272328,272328
true,195538,195538,195538,195538,true,142016,142016,154902,154902,true,120570,120570,120570,120570,true,120570,120570,120570,120570
true,196383,196383,196383,196383,true,124697,124697,137038,137038,true,119515,119515,119515,119515,true,119515,119515,119515,119515
true,118908,118908,118908,118908,true,92346,92346,92346,92346,true,92346,92346,92346,92346,true,92346,92346,92346,92346
true,273488,273488,273488,273488,true,236672,236672,236672,236672,true,236672,236672,236672,236672,true,236672,236672,236672,236672
true,98256,98256,98256,98256,true,89700,89700,89700,89700,true,89700,89700,89700,89700,true,89700,89700,89700,89700
true,404012,404012,404012,404012,true,242802,242802,242802,242802,true,242802,242802,242802,242802,true,242802,242802,242802,242802
true,359100,359100,359100,359100,true,282150,282150,282150,282150,true,282150,282150,282150,282150,true,282150,282150,282150,282150
true,184440,184440,184440,184440,true,140814,140814,144576,144576,true,140814,140814,140814,140814,true,140814,140814,140814,140814
true,184184,184184,184184,184184,true,167944,167944,167944,167944,true,167944,167944,167944,167944,true,167944,167944,167944,167944
true,151824,151824,151824,151824,true,100872,100872,100872,100872,true,100872,100872,100872,100872,true,100872,100872,100872,100872
true,438399,438399,438399,438399,true,322128,322128,322128,322128,true,258039,258039,258039,258039,true,258039,258039,258039,258039
true,211480,211480,211480,211480,true,110840,110840,110840,110840,true,110840,110840,110840,110840,true,110840,110840,110840,110840
true,152635,152635,152635,152635,true,145740,145740,145740,145740,true,145740,145740,145740,145740,true,145740,145740,145740,145740
true,76470,76470,76470,76470,true,59925,59925,59925,59925,true,59925,59925,59925,59925,true,59925,59925,59925,59925
true,139842,139842,139842,139842,true,119206,119206,119206,119206,true,119206,119206,119206,119206,true,119206,119206,119206,119206
true,301716,301716,301716,301716,true,178203,178203,182565,182565,true,167544,167544,169068,169068,true,155355,155355,155355,155355
true,281710,281710,281710,281710,true,184862,184862,199060,199060,true,126030,126030,126030,126030,true,110244,110244,110244,110244
true,524448,524448,524448,524448,true,322992,322992,370872,370872,true,322992,322992,322992,322992,true,322992,322992,322992,322992
true,153995,153995,153995,153995,true,88770,88770,88770,88770,true,88770,88770,88770,88770,true,88770,88770,88770,88770
true,333180,333180,333180,333180,true,197467,197467,197467,197467,true,157160,157160,159426,159426,true,157160,157160,157160,157160
true,286874,286874,286874,286874,true,223902,223902,223902,223902,true,223902,223902,223902,223902,true,223902,223902,223902,223902
true,270872,270872,270872,270872,true,181762,181762,208778,208778,true,175944,175944,175944,175944,true,175944,175944,175944,175944
true,263952,263952,263952,263952,true,141680,141680,141680,141680,true,125536,125536,125536,125536,true,125536,125536,125536,125536
true,697450,697450,697450,697450,true,428069,428069,542967,542967,true,428069,428069,428069,428069,true,428069,428069,428069,428069
true,230824,230824,230824,230824,true,176085,176735,176085,176085,true,176085,176085,176085,176085,true,176085,176085,176085,176085
true,136672,136672,136672,136672,true,76720,76720,76720,76720,true,76720,76720,76720,76720,true,76720,76720,76720,76720
true,157612,157612,157612,157612,true,156065,156065,156065,156065,true,156065,156065,156065,156065,true,156065,156065,156065,156065
true,627966,627966,627966,627966,true,403272,403272,405776,405776,true,338708,338708,338708,338708,true,338708,338708,338708,338708
true,514382,514382,514382,514382,true,365354,365354,420354,420354,true,365354,365354,365354,365354,true,365354,365354,365354,365354
true,437114,437114,437114,437114,true,228494,228494,228494,228494,true,226537,226537,226537,226537,true,203128,203128,203128,203128
true,614889,614889,614889,614889,true,370806,370806,406131,406131,true,370171,370171,370171,370171,true,370171,370171,370171,370171
true,207900,207900,207900,207900,true,120387,120495,121464,121464,true,83169,83169,88056,88056,true,83169,83169,83169,83169
true,152362,152362,152362,152362,true,98560,98560,98560,98560,true,96558,96558,96558,96558,true,96558,96558,96558,96558
true,231528,231528,231528,231528,true,163107,163107,163107,163107,true,163107,163107,163107,163107,true,163107,163107,163107,163107
true,238316,238316,238316,238316,true,140205,140205,140205,140205,true,108251,108251,108251,108251,true,108251,108251,108251,108251
true,127230,127230,127230,127230,true,121005,121005,121005,121005,true,121005,121005,121005,121005,true,121005,121005,121005,121005
true,684684,684684,684684,684684,true,387080,389776,442948,442948,true,296482,296482,296482,296482,true,296482,296482,296482,296482
true,119085,119085,119085,119085,true,101303,101303,101303,101303,true,101303,101303,101303,101303,true,101303,101303,101303,101303
true,201726,201726,201726,201726,true,145453,145453,154756,154756,true,145453,145453,145453,145453,true,145453,145453,145453,145453
true,307808,307808,307808,307808,true,236000,236000,236000,236000,true,219252,219252,219252,219252,true,219252,219252,219252,219252
true,214930,214930,214930,214930,true,180550,180550,180550,180550,true,180550,180550,180550,180550,true,180550,180550,180550,180550
true,172512,172512,172512,172512,true,118940,118940,118940,118940,true,107808,107808,107808,107808,true,89586,89586,89586,89586
true,304395,304395,304395,304395,true,195363,195363,195363,195363,true,173301,173301,173301,173301,true,173301,173301,173301,173301
true,600050,600050,600050,600050,true,401568,410388,416379,416379,true,284709,284709,284709,284709,true,263956,263956,263956,263956
true,319950,319950,319950,319950,true,208656,208656,208656,208656,true,208656,208656,208656,208656,true,208656,208656,208656,208656
true,338838,338838,338838,338838,true,251256,251256,251256,251256,true,251256,251256,251256,251256,true,251256,251256,251256,251256
true,196434,196434,196434,196434,true,117128,117128,117128,117128,true,117128,117128,117128,117128,true,117128,117128,117128,117128
true,101964,101964,101964,101964,true,63114,63114,63114,63114,true,63114,63114,63114,63114,true,63114,63114,63114,63114
true,464625,464625,464625,464625,true,363465,363465,363465,363465,true,290870,290870,290870,290870,true,290870,290870,290870,290870
true,193949,193949,193949,193949,true,113176,113176,113176,113176,true,94952,94952,94952,94952,true,83424,83424,83424,83424
true,296954,296954,296954,296954,true,181286,181286,181286,181286,true,164024,164024,164024,164024,true,164024,164024,164024,164024
true,228193,228193,228193,228193,true,119553,119553,119553,119553,true,110040,110040,110040,110040,true,110040,110040,110040,110040
true,183656,183656,183656,183656,true,183656,183656,183656,183656,true,183656,183656,183656,183656,true,183656,183656,183656,183656
true,230589,230589,230589,230589,true,135819,135819,135819,135819,true,135819,135819,135819,135819,true,135819,135819,135819,135819
true,232800,232800,232800,232800,true,143720,143720,143720,143720,true,143720,143720,143720,143720,true,143720,143720,143720,143720
true,681170,681170,681170,681170,true,372579,386804,435729,435729,true,295225,295225,295225,295225,true,271104,271104,271104,271104
true,149925,149925,149925,149925,true,78095,78095,78095,78095,true,78095,78095,78095,78095,true,78095,78095,78095,78095
true,242004,242004,242004,242004,true,137532,137532,137532,137532,true,120108,120108,120108,120108,true,120108,120108,120108,120108
true,451193,451193,451193,451193,true,288159,302974,302974,302974,true,207993,207993,207993,207993,true,207993,207993,207993,207993
true,77465,77465,77465,77465,true,70600,70600,70600,70600,true,64220,64220,64220,64220,true,64220,64220,64220,64220
true,136544,136544,136544,136544,true,98624,98624,98624,98624,true,98624,98624,98624,98624,true,98624,98624,98624,98624
true,107088,107088,107088,107088,true,83986,83986,83986,83986,true,80325,80325,80325,80325,true,80325,80325,80325,80325
true,449825,449825,449825,449825,true,299805,299805,299805,299805,true,290850,290850,290850,290850,true,290850,290850,290850,290850
true,256438,256438,256438,256438,true,158908,164565,186459,186459,true,121420,121420,121420,121420,true,121420,121420,121420,121420
true,167502,167502,167502,167502,true,141474,141474,141474,141474,true,141474,141474,141474,141474,true,141474,141474,141474,141474
true,128936,128936,128936,128936,true,82448,82448,82448,82448,true,82448,82448,82448,82448,true,82448,82448,82448,82448
true,120450,120450,120450,120450,true,68593,68593,68593,68593,true,68593,68593,68593,68593,true,68593,68593,68593,68593
true,110690,110690,110690,110690,true,110690,110690,110690,110690,true,110690,110690,110690,110690,true,110690,110690,110690,110690
true,146880,146880,146880,146880,true,100287,105000,110335,110335,true,76040,76040,76040,76040,true,76040,76040,76040,76040
true,153321,153321,153321,153321,true,100583,100583,100583,100583,true,100583,100583,100583,100583,true,100583,100583,100583,100583
true,223652,223652,223652,223652,true,175351,175351,175351,175351,true,137071,137071,137071,137071,true,127292,127292,127292,127292
true,684386,684386,684386,684386,true,443224,443224,486438,486438,true,345044,345044,345044,345044,true,321674,321674,321674,321674
true,227148,227148,227148,227148,true,140580,143784,151920,151920,true,121944,121944,121944,121944,true,121944,121944,121944,121944
true,337624,337624,337624,337624,true,245270,253512,292208,292208,true,223048,223048,251774,251774,true,223048,223048,223048,223048
true,324928,324928,324928,324928,true,216400,231952,231952,231952,true,165880,165880,165880,165880,true,165880,165880,165880,165880
true,66855,66855,66855,66855,true,51265,51265,51265,51265,true,51265,51265,51265,51265,true,51265,51265,51265,51265
true,116365,116365,116365,116365,true,111455,111455,111455,111455,true,111455,111455,111455,111455,true,111455,111455,111455,111455
true,114400,114400,114400,114400,true,69815,69815,69815,69815,true,69815,69815,69815,69815,true,69815,69815,69815,69815
true,85848,85848,85848,85848,true,69426,69426,69426,69426,true,69426,69426,69426,69426,true,69426,69426,69426,69426
true,131720,131720,131720,131720,true,75070,75070,86220,86220,true,75070,75070,75070,75070,true,75070,75070,75070,75070
true,564160,564160,564160,564160,true,342800,342800,342800,342800,true,342800,342800,342800,342800,true,342800,342800,342800,342800
true,261638,261638,261638,261638,true,200040,200040,200040,200040,true,200040,200040,200040,200040,true,200040,200040,200040,200040
true,142710,142710,142710,142710,true,97116,97116,97116,97116,true,97116,97116,97116,97116,true,97116,97116,97116,97116
true,220770,220770,220770,220770,true,214982,214982,214982,214982,true,214982,214982,214982,214982,true,214982,214982,214982,214982
true,509160,509160,509160,509160,true,372548,380950,372548,372548,true,366282,366282,366282,366282,true,366282,366282,366282,366282
true,580656,580656,580656,580656,true,337848,337848,337848,337848,true,297054,304008,304008,304008,true,297054,297054,297054,297054
true,469400,469400,469400,469400,true,344380,344380,344380,344380,true,309320,309320,309320,309320,true,309320,309320,309320,309320
true,120617,120617,120617,120617,true,113177,113177,113177,113177,true,113177,113177,113177,113177,true,113177,113177,113177,113177
true,378974,378974,378974,378974,true,285114,285114,285114,285114,true,272194,272194,272194,272194,true,272194,272194,272194,272194
true,232364,232364,232364,232364,true,153109,153109,153109,153109,true,137968,137968,137968,137968,true,137968,137968,137968,137968
true,229999,229999,229999,229999,true,210969,210969,210969,210969,true,210969,210969,210969,210969,true,210969,210969,210969,210969
true,256112,256112,256112,256112,true,143440,143440,143440,143440,true,113640,113640,113640,113640,true,95304,95304,95304,95304
true,145950,145950,145950,145950,true,90162,90162,90162,90162,true,90162,90162,90162,90162,true,90162,90162,90162,90162
true,562115,562115,562115,562115,true,354103,354103,354103,354103,true,354103,354103,354103,354103,true,354103,354103,354103,354103
true,161672,161672,161672,161672,true,95431,95431,95431,95431,true,95431,95431,95431,95431,true,95431,95431,95431,95431
true,609752,609752,609752,609752,true,405768,405768,405768,405768,true,405768,405768,405768,405768,true,405768,405768,405768,405768
true,294144,294144,294144,294144,true,183948,183948,188232,188232,true,180630,180630,180630,180630,true,180630,180630,180630,180630
true,135344,135344,135344,135344,true,97128,97128,114384,114384,true,88304,88304,97128,97128,true,88304,88304,88304,88304
true,79625,79625,79625,79625,true,66035,66035,66035,66035,true,66035,66035,66035,66035,true,66035,66035,66035,66035
true,158805,158805,158805,158805,true,139493,139493,139493,139493,true,139493,139493,139493,139493,true,139493,139493,139493,139493
true,139645,139645,139645,139645,true,102773,102773,102773,102773,true,102773,102773,102773,102773,true,102773,102773,102773,102773
true,121928,121928,121928,121928,true,119296,119296,119296,119296,true,119296,119296,119296,119296,true,119296,119296,119296,119296
true,110075,110075,110075,110075,true,59075,59075,59075,59075,true,59075,59075,59075,59075,true,59075,59075,59075,59075
true,443540,443540,443540,443540,true,275184,275184,282324,282324,true,264771,274716,274716,274716,true,264771,264771,264771,264771
true,472680,472680,472680,472680,true,270765,270765,270765,270765,true,224715,224715,224715,224715,true,208582,208582,208582,208582
true,175572,175572,175572,175572,true,153570,153570,153570,153570,true,143538,143538,143538,143538,true,143538,143538,143538,143538
true,141126,141126,141126,141126,true,106944,106944,106944,106944,true,106944,106944,106944,106944,true,106944,106944,106944,106944
true,106864,106864,106864,106864,true,70424,70424,83068,83068,true,62076,62076,62076,62076,true,62076,62076,62076,62076
true,359040,359040,359040,359040,true,227437,227437,274670,274670,true,202829,202829,202829,202829,true,179955,179955,179955,179955
true,225072,225072,225072,225072,true,163760,163760,163760,163760,true,143400,143400,143400,143400,true,143400,143400,143400,143400
true,529782,529782,529782,529782,true,369863,369863,369863,369863,true,334537,334537,339401,339401,true,334537,334537,334537,334537
true,154752,154752,154752,154752,true,95922,95922,97458,97458,true,90261,90261,90261,90261,true,90261,90261,90261,90261
true,368594,368594,368594,368594,true,226576,247469,275446,275446,true,189681,189681,189681,189681,true,189681,189681,189681,189681
true,150660,150660,150660,150660,true,133490,133490,133490,133490,true,133490,133490,133490,133490,true,133490,133490,133490,133490
true,208318,208318,208318,208318,true,124267,124267,124267,124267,true,124267,124267,124267,124267,true,124267,124267,124267,124267
true,621698,621698,621698,621698,true,329406,329406,329406,329406,true,302764,302764,318780,318780,true,227612,227612,227612,227612
true,76525,76525,76525,76525,true,40875,40875,40875,40875,true,37135,37135,37135,37135,true,37135,37135,37135,37135
true,123264,123264,123264,123264,true,79440,79440,79440,79440,true,79440,79440,79440,79440,true,79440,79440,79440,79440
true,244944,244944,244944,244944,true,124504,124504,124504,124504,true,124306,124306,124306,124306,true,124306,124306,124306,124306
true,471654,471654,471654,471654,true,385020,385020,391194,391194,true,385020,385020,385020,385020,true,385020,385020,385020,385020
true,490386,490386,490386,490386,true,373894,373894,375772,375772,true,354882,354882,354882,354882,true,354882,354882,354882,354882
true,255123,255123,255123,255123,true,186219,186219,186219,186219,true,163502,163502,163502,163502,true,163502,163502,163502,163502
true,126322,126322,126322,126322,true,126203,126203,126203,126203,true,126203,126203,126203,126203,true,126203,126203,126203,126203
true,441350,441350,441350,441350,true,307925,307925,307925,307925,true,239310,239310,239310,239310,true,239310,239310,239310,239310
true,154080,154080,154080,154080,true,105957,105957,105957,105957,true,105957,105957,105957,105957,true,105957,105957,105957,105957
true,161042,161042,161042,161042,true,105357,105357,105357,105357,true,83566,83566,83566,83566,true,83566,83566,83566,83566
true,420606,420606,420606,420606,true,304740,304740,304740,304740,true,304740,304740,304740,304740,true,304740,304740,304740,304740
true,398296,398296,398296,398296,true,380256,380256,380256,380256,true,380256,380256,380256,380256,true,380256,380256,380256,380256
true,148720,148720,148720,148720,true,132726,132726,132726,132726,true,132726,132726,132726,132726,true,132726,132726,132726,132726
true,193208,193208,193208,193208,true,101496,101496,101496,101496,true,95040,95040,95040,95040,true,87920,87920,87920,87920
true,177957,177957,177957,177957,true,111591,111591,111591,111591,true,111591,111591,111591,111591,true,111591,111591,111591,111591
true,213216,213216,213216,213216,true,190128,190128,190128,190128,true,190128,190128,190128,190128,true,190128,190128,190128,190128
true,165710,165710,165710,165710,true,92695,92695,92695,92695,true,92695,92695,92695,92695,true,92695,92695,92695,92695
true,124320,124320,124320,124320,true,73180,73180,73180,73180,true,73180,73180,73180,73180,true,73180,73180,73180,73180
true,969612,969612,969612,969612,true,610402,610402,610402,610402,true,495240,495240,551746,551746,true,484146,484146,484146,484146
true,142182,142182,142182,142182,true,98802,98802,98802,98802,true,98802,98802,98802,98802,true,98802,98802,98802,98802
true,303720,303720,303720,303720,true,215905,215905,215905,215905,true,198920,198920,198920,198920,true,198920,198920,198920,198920
true,131688,131688,131688,131688,true,70408,70408,86080,86080,true,67616,67616,67616,67616,true,67616,67616,67616,67616
true,223128,223128,223128,223128,true,169936,169936,169936,169936,true,155463,155463,155463,155463,true,155463,155463,155463,155463
true,425714,425714,425714,425714,true,283120,283120,308427,308427,true,283120,283120,283120,283120,true,283120,283120,283120,283120
true,264286,264286,264286,264286,true,202246,202246,202246,202246,true,202246,202246,202246,202246,true,202246,202246,202246,202246
true,752057,752057,752057,752057,true,537515,537515,587580,587580,true,456315,456315,456315,456315,true,421369,421369,421369,421369
true,280657,280657,280657,280657,true,156364,156364,156364,156364,true,136760,136760,136760,136760,true,136760,136760,136760,136760
true,219776,219776,219776,219776,true,161072,161072,161072,161072,true,161072,161072,161072,161072,true,161072,161072,161072,161072
true,123402,123402,123402,123402,true,68142,68142,68142,68142,true,68142,68142,68142,68142,true,68142,68142,68142,68142
true,174356,174356,174356,174356,true,131950,131950,131950,131950,true,131950,131950,131950,131950,true,131950,131950,131950,131950
true,182016,182016,182016,182016,true,116496,116496,123075,123075,true,85995,85995,89163,89163,true,85995,85995,85995,85995
true,189315,189315,189315,189315,true,114444,114444,119004,119004,true,109860,109860,109860,109860,true,109860,109860,109860,109860
true,174272,174272,174272,174272,true,102808,102808,102808,102808,true,102808,102808,102808,102808,true,102808,102808,102808,102808
true,189856,189856,189856,189856,true,139065,139065,139065,139065,true,139065,139065,139065,139065,true,139065,139065,139065,139065
true,194864,194864,194864,194864,true,134808,140128,148848,148848,true,119712,119712,119712,119712,true,119712,119712,119712,119712
true,596232,596232,596232,596232,true,426076,431444,431444,431444,true,279020,279020,279020,279020,true,279020,279020,279020,279020
true,246528,246528,246528,246528,true,224670,224670,224670,224670,true,224670,224670,224670,224670,true,224670,224670,224670,224670
true,367104,367104,367104,367104,true,249312,254544,254544,254544,true,172632,172632,172632,172632,true,172632,172632,172632,172632
true,185850,185850,185850,185850,true,107884,107884,107884,107884,true,92646,92646,92646,92646,true,92646,92646,92646,92646
true,109144,109144,109144,109144,true,58016,58016,58016,58016,true,58016,58016,58016,58016,true,58016,58016,58016,58016
true,101490,101490,101490,101490,true,86905,86905,86905,86905,true,86905,86905,86905,86905,true,86905,86905,86905,86905
true,268499,268499,268499,268499,true,217693,217693,237688,237688,true,217693,217693,217693,217693,true,217693,217693,217693,217693
true,331562,331562,331562,331562,true,187109,187109,187109,187109,true,183920,183920,183920,183920,true,183920,183920,183920,183920
