BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5,BnB_BnB/6/finished,BnB_BnB/6,BnB_List/6,DP/6,DP_BnB/6,BnB_BnB/7/finished,BnB_BnB/7,BnB_List/7,DP/7,DP_BnB/7,BnB_BnB/8/finished,BnB_BnB/8,BnB_List/8,DP/8,DP_BnB/8
true,386743,386743,386743,386743,true,237195,237195,237195,237195,true,193711,193711,193711,193711,true,193711,193711,193711,193711,true,193711,193711,193711,193711,true,193711,193711,193711,193711,true,193711,193711,193711,193711,true,193711,193711,193711,193711
true,318084,318084,318084,318084,true,225450,225450,225450,225450,true,203960,203960,203960,203960,true,203960,203960,203960,203960,true,203960,203960,203960,203960,true,203960,203960,203960,203960,true,203960,203960,203960,203960,true,203960,203960,203960,203960
true,370152,370152,370152,370152,true,287514,287514,303633,303633,true,259326,263484,279603,279603,true,259326,259326,259326,259326,true,259326,259326,259326,259326,true,259326,259326,259326,259326,true,259326,259326,259326,259326,true,259326,259326,259326,259326
true,450576,450576,450576,450576,true,304560,305928,346682,346682,true,277830,277830,318696,318696,true,277830,277830,290598,290598,true,277830,277830,277830,277830,true,277830,277830,277830,277830,true,277830,277830,277830,277830,true,277830,277830,277830,277830
true,346456,346456,346456,346456,true,191004,201047,217822,217822,true,155034,155034,155034,155034,true,155034,155034,155034,155034,true,155034,155034,155034,155034,true,155034,155034,155034,155034,true,155034,155034,155034,155034,true,155034,155034,155034,155034
true,373289,373289,373289,373289,true,230141,231009,247625,247625,true,176014,176014,181944,181944,false,166545,166545,166545,166545,true,166545,166545,166545,166545,true,166545,166545,166545,166545,true,166545,166545,166545,166545,true,166545,166545,166545,166545
true,299864,299864,299864,299864,true,186816,186816,219528,219528,true,137912,137912,151640,151640,true,137912,137912,137912,137912,true,137912,137912,137912,137912,true,137912,137912,137912,137912,true,137912,137912,137912,137912,true,137912,137912,137912,137912
true,634073,634073,634073,634073,true,338472,338472,410077,410077,false,246626,246626,285021,285021,false,231170,231170,231170,231170,true,231170,231170,231170,231170,true,231170,231170,231170,231170,true,231170,231170,231170,231170,true,231170,231170,231170,231170
true,509106,509106,509106,509106,true,306317,306317,344799,344799,true,229372,239577,278589,278589,false,196218,197560,207966,207966,false,179153,179153,196218,196218,true,179153,179153,179153,179153,true,179153,179153,179153,179153,true,179153,179153,179153,179153
true,390016,390016,390016,390016,true,251744,251744,301544,301544,true,220728,220728,242088,242088,true,220728,220728,220728,220728,true,220728,220728,220728,220728,true,220728,220728,220728,220728,true,220728,220728,220728,220728,true,220728,220728,220728,220728
true,215895,215895,215895,215895,true,136480,136480,171820,171820,true,114780,114780,133210,133210,true,113412,113412,118495,118495,true,113412,113412,113412,113412,true,113412,113412,113412,113412,true,113412,113412,113412,113412,true,113412,113412,113412,113412
true,416142,416142,416142,416142,true,229167,229167,229347,229347,false,175292,175292,180520,180520,true,175292,175292,175292,175292,true,175292,175292,175292,175292,true,175292,175292,175292,175292,true,175292,175292,175292,175292,true,175292,175292,175292,175292
true,885276,885276,885276,885276,true,484827,500537,560044,560044,false,372186,372186,372186,372186,true,346986,346986,346986,346986,true,346986,346986,346986,346986,true,346986,346986,346986,346986,true,346986,346986,346986,346986,true,346986,346986,346986,346986
true,260500,260500,260500,260500,true,172995,172995,172995,172995,true,172993,172993,172993,172993,true,172993,172993,172993,172993,true,172993,172993,172993,172993,true,172993,172993,172993,172993,true,172993,172993,172993,172993,true,172993,172993,172993,172993
true,362472,362472,362472,362472,true,254856,254856,268444,268444,true,249892,249892,249892,249892,true,249892,249892,249892,249892,true,249892,249892,249892,249892,true,249892,249892,249892,249892,true,249892,249892,249892,249892,true,249892,249892,249892,249892
true,255952,255952,255952,255952,true,141266,155912,161256,161256,true,106216,108674,108674,108674,true,106216,106216,106216,106216,true,106216,106216,106216,106216,true,106216,106216,106216,106216,true,106216,106216,106216,106216,true,106216,106216,106216,106216
true,209210,209210,209210,209210,true,154640,154640,154640,154640,true,137845,137845,143515,143515,false,120078,123375,134053,134053,true,120078,120078,120078,120078,true,120078,120078,120078,120078,true,120078,120078,120078,120078,true,120078,120078,120078,120078
true,412258,412258,412258,412258,true,221216,222924,223044,223044,true,159428,162764,177656,177656,false,141012,141012,141012,141012,false,141012,141012,141012,141012,true,141012,141012,141012,141012,true,141012,141012,141012,141012,true,141012,141012,141012,141012
true,651170,651170,651170,651170,true,502383,515732,525226,525226,true,410909,420095,420095,420095,true,386720,386720,391920,391920,true,386720,386720,386720,386720,true,386720,386720,386720,386720,true,386720,386720,386720,386720,true,386720,386720,386720,386720
true,403758,403758,403758,403758,true,233883,239157,278746,278746,true,204975,216920,221112,221112,false,177345,177345,183157,183157,true,177345,177345,177345,177345,true,177345,177345,177345,177345,true,177345,177345,177345,177345,true,177345,177345,177345,177345
true,345780,345780,345780,345780,true,186540,186540,186540,186540,true,186540,186540,186540,186540,true,186540,186540,186540,186540,true,186540,186540,186540,186540,true,186540,186540,186540,186540,true,186540,186540,186540,186540,true,186540,186540,186540,186540
true,408948,408948,408948,408948,true,271374,271374,296951,296951,false,239402,239402,266654,266654,true,239402,239402,244346,244346,true,239402,239402,239402,239402,true,239402,239402,239402,239402,true,239402,239402,239402,239402,true,239402,239402,239402,239402
true,364728,364728,364728,364728,true,217265,217265,220829,220829,true,217265,217265,217265,217265,true,217265,217265,217265,217265,true,217265,217265,217265,217265,true,217265,217265,217265,217265,true,217265,217265,217265,217265,true,217265,217265,217265,217265
true,643019,643019,643019,643019,true,339867,348318,387375,387375,false,260104,260104,301588,301588,false,228577,228577,260104,260104,true,228577,228577,228577,228577,true,228577,228577,228577,228577,true,228577,228577,228577,228577,true,228577,228577,228577,228577
true,221784,221784,221784,221784,true,120984,120984,120984,120984,true,114912,114912,114912,114912,true,114912,114912,114912,114912,true,114912,114912,114912,114912,true,114912,114912,114912,114912,true,114912,114912,114912,114912,true,114912,114912,114912,114912
true,148070,148070,148070,148070,true,89095,89095,104629,104629,true,87462,87462,89095,89095,true,87462,87462,87462,87462,true,87462,87462,87462,87462,true,87462,87462,87462,87462,true,87462,87462,87462,87462,true,87462,87462,87462,87462
true,387156,387156,387156,387156,true,292182,292182,292182,292182,true,255450,255450,255450,255450,true,255450,255450,255450,255450,true,255450,255450,255450,255450,true,255450,255450,255450,255450,true,255450,255450,255450,255450,true,255450,255450,255450,255450
true,251982,251982,251982,251982,true,161365,161365,169950,169950,true,139260,139260,146988,146988,true,139260,139260,139260,139260,true,139260,139260,139260,139260,true,139260,139260,139260,139260,true,139260,139260,139260,139260,true,139260,139260,139260,139260
true,550881,550881,550881,550881,true,301404,301404,325071,325071,true,259325,259325,277380,277380,true,245757,253713,253713,253713,true,245757,245757,245757,245757,true,245757,245757,245757,245757,true,245757,245757,245757,245757,true,245757,245757,245757,245757
true,287496,287496,287496,287496,true,241728,241728,241728,241728,true,233577,233577,233577,233577,true,232116,232116,232116,232116,true,232116,232116,232116,232116,true,232116,232116,232116,232116,true,232116,232116,232116,232116,true,232116,232116,232116,232116
true,649924,649924,649924,649924,true,366311,381832,381832,381832,true,284999,284999,284999,284999,true,282392,282392,282392,282392,true,282392,282392,282392,282392,true,282392,282392,282392,282392,true,282392,282392,282392,282392,true,282392,282392,282392,282392
true,441078,441078,441078,441078,true,242990,245034,256984,256984,true,229615,229615,229615,229615,true,229615,229615,229615,229615,true,229615,229615,229615,229615,true,229615,229615,229615,229615,true,229615,229615,229615,229615,true,229615,229615,229615,229615
true,346592,346592,346592,346592,true,231928,232816,243488,243488,true,194667,194667,209949,209949,true,194667,194667,197265,197265,true,194667,194667,194667,194667,true,194667,194667,194667,194667,true,194667,194667,194667,194667,true,194667,194667,194667,194667
true,277344,277344,277344,277344,true,192681,192681,207726,207726,true,187854,187854,192543,192543,true,187134,187134,188220,188220,true,187134,187134,187134,187134,true,187134,187134,187134,187134,true,187134,187134,187134,187134,true,187134,187134,187134,187134
true,279216,279216,279216,279216,true,197544,197544,213546,213546,true,150438,150438,166440,166440,false,133202,139062,150438,150438,true,127674,127674,138672,138672,true,127674,127674,127674,127674,true,127674,127674,127674,127674,true,127674,127674,127674,127674
true,285201,285201,285201,285201,true,234192,234192,234192,234192,true,229630,229630,229630,229630,true,229630,229630,229630,229630,true,229630,229630,229630,229630,true,229630,229630,229630,229630,true,229630,229630,229630,229630,true,229630,229630,229630,229630
true,236985,236985,236985,236985,true,174211,175710,175710,175710,true,155090,155090,155090,155090,true,155090,155090,155090,155090,true,155090,155090,155090,155090,true,155090,155090,155090,155090,true,155090,155090,155090,155090,true,155090,155090,155090,155090
true,454308,454308,454308,454308,true,277284,282624,307152,307152,true,210165,212688,232992,232992,false,179392,179488,212688,212688,false,159831,159831,159831,159831,true,159831,159831,159831,159831,true,159831,159831,159831,159831,true,159831,159831,159831,159831
true,276774,276774,276774,276774,true,185682,185682,206964,206964,true,157443,157443,174624,174624,false,134952,134952,153312,153312,true,129990,129990,134952,134952,true,129990,129990,129990,129990,true,129990,129990,129990,129990,true,129990,129990,129990,129990
true,522639,522639,522639,522639,true,274509,274509,321162,321162,false,196421,200882,210322,210322,false,166485,167022,196083,196083,false,157165,157165,157165,157165,false,131989,131989,131989,131989,false,127420,127420,127420,127420,true,126974,126974,126974,126974
true,334314,334314,334314,334314,true,261668,261668,261668,261668,true,209916,211466,215040,215040,true,182761,182761,182761,182761,true,182761,182761,182761,182761,true,182761,182761,182761,182761,true,182761,182761,182761,182761,true,182761,182761,182761,182761
true,260850,260850,260850,260850,true,147870,147870,147870,147870,true,134330,134330,134330,134330,true,134330,134330,134330,134330,true,134330,134330,134330,134330,true,134330,134330,134330,134330,true,134330,134330,134330,134330,true,134330,134330,134330,134330
true,324978,324978,324978,324978,true,172356,172356,196234,196234,false,124554,127240,129240,129240,false,120660,121638,121638,121638,true,120660,120660,120660,120660,true,120660,120660,120660,120660,true,120660,120660,120660,120660,true,120660,120660,120660,120660
true,308280,308280,308280,308280,true,201252,201252,208548,208548,true,175442,175442,182738,182738,true,175442,175442,175442,175442,true,175442,175442,175442,175442,true,175442,175442,175442,175442,true,175442,175442,175442,175442,true,175442,175442,175442,175442
true,496232,496232,496232,496232,true,381909,381909,385880,385880,true,320355,327223,334092,334092,false,273735,273735,273735,273735,false,269539,269539,269539,269539,true,269539,269539,269539,269539,true,269539,269539,269539,269539,true,269539,269539,269539,269539
true,664846,664846,664846,664846,true,344071,344071,387786,387786,true,275197,275197,275197,275197,false,258265,260120,260120,260120,true,258265,258265,258265,258265,true,258265,258265,258265,258265,true,258265,258265,258265,258265,true,258265,258265,258265,258265
true,346488,346488,346488,346488,true,194320,194320,203370,203370,true,188044,188044,188044,188044,true,188044,188044,188044,188044,true,188044,188044,188044,188044,true,188044,188044,188044,188044,true,188044,188044,188044,188044,true,188044,188044,188044,188044
true,257748,257748,257748,257748,true,181188,181188,209010,209010,true,175560,175560,181188,181188,true,175560,175560,175560,175560,true,175560,175560,175560,175560,true,175560,175560,175560,175560,true,175560,175560,175560,175560,true,175560,175560,175560,175560
true,215175,215175,215175,215175,true,131500,131500,140215,140215,true,120024,120024,125536,125536,false,120024,120024,120024,120024,true,120024,120024,120024,120024,true,120024,120024,120024,120024,true,120024,120024,120024,120024,true,120024,120024,120024,120024
true,503230,503230,503230,503230,true,260310,262260,272390,272390,true,235000,235000,235000,235000,true,235000,235000,235000,235000,true,235000,235000,235000,235000,true,235000,235000,235000,235000,true,235000,235000,235000,235000,true,235000,235000,235000,235000
true,734048,734048,734048,734048,true,376432,376432,376432,376432,true,325614,337554,370944,370944,false,277424,277424,277424,277424,false,250152,260510,274337,274337,true,250152,250152,250152,250152,true,250152,250152,250152,250152,true,250152,250152,250152,250152
true,650542,650542,650542,650542,true,397184,397184,472550,472550,false,314312,314312,370248,370248,true,278329,278329,281554,281554,true,278329,278329,278329,278329,true,278329,278329,278329,278329,true,278329,278329,278329,278329,true,278329,278329,278329,278329
true,344004,344004,344004,344004,true,210945,210945,213588,213588,true,180860,180860,180860,180860,true,180860,180860,180860,180860,true,180860,180860,180860,180860,true,180860,180860,180860,180860,true,180860,180860,180860,180860,true,180860,180860,180860,180860
true,200785,200785,200785,200785,true,111755,114405,123743,123743,true,105486,105486,105486,105486,true,105486,105486,105486,105486,true,105486,105486,105486,105486,true,105486,105486,105486,105486,true,105486,105486,105486,105486,true,105486,105486,105486,105486
true,447850,447850,447850,447850,true,231330,234960,238990,238990,false,191180,191180,214030,214030,true,191180,191180,191180,191180,true,191180,191180,191180,191180,true,191180,191180,191180,191180,true,191180,191180,191180,191180,true,191180,191180,191180,191180
true,283525,283525,283525,283525,true,166554,166554,184285,184285,true,166554,166554,166554,166554,true,166554,166554,166554,166554,true,166554,166554,166554,166554,true,166554,166554,166554,166554,true,166554,166554,166554,166554,true,166554,166554,166554,166554
true,336344,336344,336344,336344,true,189668,189668,237360,237360,true,145402,154940,178325,178325,true,127944,127944,127944,127944,true,127944,127944,127944,127944,true,127944,127944,127944,127944,true,127944,127944,127944,127944,true,127944,127944,127944,127944
true,463050,463050,463050,463050,true,251483,252460,271457,271457,false,188492,189097,216814,216814,true,176340,176340,178160,178160,true,176340,176340,176340,176340,true,176340,176340,176340,176340,true,176340,176340,176340,176340,true,176340,176340,176340,176340
true,347858,347858,347858,347858,true,229502,230148,267750,267750,true,202436,214424,214424,214424,false,186868,186868,186868,186868,true,186868,186868,186868,186868,true,186868,186868,186868,186868,true,186868,186868,186868,186868,true,186868,186868,186868,186868
true,802162,802162,802162,802162,true,478584,488988,535534,535534,true,387923,387923,416840,416840,false,353150,353150,353150,353150,true,353150,353150,353150,353150,true,353150,353150,353150,353150,true,353150,353150,353150,353150,true,353150,353150,353150,353150
true,464581,464581,464581,464581,true,270231,270231,270231,270231,true,249223,249223,249223,249223,true,249223,249223,249223,249223,true,249223,249223,249223,249223,true,249223,249223,249223,249223,true,249223,249223,249223,249223,true,249223,249223,249223,249223
true,356104,356104,356104,356104,true,274632,274632,280104,280104,true,274632,274632,274632,274632,true,274632,274632,274632,274632,true,274632,274632,274632,274632,true,274632,274632,274632,274632,true,274632,274632,274632,274632,true,274632,274632,274632,274632
true,694372,694372,694372,694372,true,412071,412071,476951,476951,false,322089,329460,396336,396336,false,275172,298606,298606,298606,false,237705,250194,266126,266126,false,228298,228298,228298,228298,true,228298,228298,228298,228298,true,228298,228298,228298,228298
true,205755,205755,205755,205755,true,104380,108455,110185,110185,true,97620,97620,97620,97620,true,97620,97620,97620,97620,true,97620,97620,97620,97620,true,97620,97620,97620,97620,true,97620,97620,97620,97620,true,97620,97620,97620,97620
true,139000,139000,139000,139000,true,81060,81060,100701,100701,true,63045,63045,71927,71927,true,63045,63045,63045,63045,true,63045,63045,63045,63045,true,63045,63045,63045,63045,true,63045,63045,63045,63045,true,63045,63045,63045,63045
true,195205,195205,195205,195205,true,108913,108913,112910,112910,true,82795,82795,82795,82795,false,79180,79180,79180,79180,true,79180,79180,79180,79180,true,79180,79180,79180,79180,true,79180,79180,79180,79180,true,79180,79180,79180,79180
true,191960,191960,191960,191960,true,100810,100810,103155,103155,true,84045,84045,90022,90022,true,80095,80095,82700,82700,true,80095,80095,80095,80095,true,80095,80095,80095,80095,true,80095,80095,80095,80095,true,80095,80095,80095,80095
true,412920,412920,412920,412920,true,224277,229125,233595,233595,true,155560,155560,189009,189009,false,136150,137160,140319,140319,false,118830,120800,133667,133667,true,118830,118830,118830,118830,true,118830,118830,118830,118830,true,118830,118830,118830,118830
true,268278,268278,268278,268278,true,139968,147415,151095,151095,true,110678,110678,114023,114023,true,110678,110678,110678,110678,true,110678,110678,110678,110678,true,110678,110678,110678,110678,true,110678,110678,110678,110678,true,110678,110678,110678,110678
true,401120,401120,401120,401120,true,279884,280232,280232,280232,true,248617,248617,248617,248617,true,246776,246776,246776,246776,true,246776,246776,246776,246776,true,246776,246776,246776,246776,true,246776,246776,246776,246776,true,246776,246776,246776,246776
true,555480,555480,555480,555480,true,293282,306636,344544,344544,true,217152,217152,217152,217152,true,208978,209132,209132,209132,true,208978,208978,208978,208978,true,208978,208978,208978,208978,true,208978,208978,208978,208978,true,208978,208978,208978,208978
true,516360,516360,516360,516360,true,332530,332530,393890,393890,true,298490,303500,305980,305980,false,252252,252252,252252,252252,true,252252,252252,252252,252252,true,252252,252252,252252,252252,true,252252,252252,252252,252252,true,252252,252252,252252,252252
true,283728,283728,283728,283728,true,173440,173440,173440,173440,true,156552,156552,156552,156552,true,156552,156552,156552,156552,true,156552,156552,156552,156552,true,156552,156552,156552,156552,true,156552,156552,156552,156552,true,156552,156552,156552,156552
true,304146,304146,304146,304146,true,179940,179940,179940,179940,true,144996,144996,144996,144996,true,143217,143217,143217,143217,true,143217,143217,143217,143217,true,143217,143217,143217,143217,true,143217,143217,143217,143217,true,143217,143217,143217,143217
true,371930,371930,371930,371930,true,248040,248040,248040,248040,true,228800,228800,228800,228800,true,228800,228800,228800,228800,true,228800,228800,228800,228800,true,228800,228800,228800,228800,true,228800,228800,228800,228800,true,228800,228800,228800,228800
true,300220,300220,300220,300220,true,169046,172096,185128,185128,true,131170,131170,146726,146726,true,131170,131170,131170,131170,true,131170,131170,131170,131170,true,131170,131170,131170,131170,true,131170,131170,131170,131170,true,131170,131170,131170,131170
true,192940,192940,192940,192940,true,132110,132110,151045,151045,false,107790,109235,123909,123909,true,101745,101745,107325,107325,true,101745,101745,107325,107325,true,101745,101745,101745,101745,true,101745,101745,101745,101745,true,101745,101745,101745,101745
true,404136,404136,404136,404136,true,303966,303966,346665,346665,true,283413,283413,308010,308010,true,282976,282976,283413,283413,true,282976,282976,282976,282976,true,282976,282976,282976,282976,true,282976,282976,282976,282976,true,282976,282976,282976,282976
true,660576,660576,660576,660576,true,348726,349356,349356,349356,true,260862,261184,314286,314286,false,210906,210906,260862,260862,true,192220,192220,192220,192220,true,192220,192220,192220,192220,true,192220,192220,192220,192220,true,192220,192220,192220,192220
true,246822,246822,246822,246822,true,184451,184451,190644,190644,true,161613,161613,165639,165639,false,156960,156960,160986,160986,true,156960,156960,156960,156960,true,156960,156960,156960,156960,true,156960,156960,156960,156960,true,156960,156960,156960,156960
true,408672,408672,408672,408672,true,213928,217768,217768,217768,true,194504,194504,194504,194504,true,194504,194504,194504,194504,true,194504,194504,194504,194504,true,194504,194504,194504,194504,true,194504,194504,194504,194504,true,194504,194504,194504,194504
true,382548,382548,382548,382548,true,210480,210480,210480,210480,true,156090,160168,170786,170786,false,133538,149438,151656,151656,false,118368,118368,118368,118368,true,118368,118368,118368,118368,true,118368,118368,118368,118368,true,118368,118368,118368,118368
true,269100,269100,269100,269100,true,183834,183834,222468,222468,true,164745,164745,188244,188244,true,164745,164745,170113,170113,true,164745,164745,164745,164745,true,164745,164745,164745,164745,true,164745,164745,164745,164745,true,164745,164745,164745,164745
true,301213,301213,301213,301213,true,180721,180730,193334,193334,true,141538,146157,154550,154550,false,115425,115425,115425,115425,false,106521,106521,106521,106521,false,106521,106521,106521,106521,true,106521,106521,106521,106521,true,106521,106521,106521,106521
true,393568,393568,393568,393568,true,265392,265392,291096,291096,true,250334,250334,250334,250334,true,250334,250334,250334,250334,true,250334,250334,250334,250334,true,250334,250334,250334,250334,true,250334,250334,250334,250334,true,250334,250334,250334,250334
true,461329,461329,461329,461329,true,344102,344102,397254,397254,true,311212,311212,355014,355014,true,311212,311212,322124,322124,true,311212,311212,311212,311212,true,311212,311212,311212,311212,true,311212,311212,311212,311212,true,311212,311212,311212,311212
true,230010,230010,230010,230010,true,136168,137630,137630,137630,true,114984,115982,115982,115982,false,104836,104925,105462,105462,true,100325,100325,100325,100325,true,100325,100325,100325,100325,true,100325,100325,100325,100325,true,100325,100325,100325,100325
true,824700,824700,824700,824700,true,468499,468499,554897,554897,true,356437,357165,368269,368269,false,305426,305426,305426,305426,false,292739,292739,294705,294705,false,287444,288852,288852,288852,true,287444,287444,287444,287444,true,287444,287444,287444,287444
true,285740,285740,285740,285740,true,188804,188804,192598,192598,true,188804,188804,188804,188804,true,188804,188804,188804,188804,true,188804,188804,188804,188804,true,188804,188804,188804,188804,true,188804,188804,188804,188804,true,188804,188804,188804,188804
true,1133110,1133110,1133110,1133110,false,598202,598444,689516,689516,false,438702,449218,511700,511700,false,373056,371024,449218,449218,false,307494,307494,307494,307494,true,292688,292688,292688,292688,true,292688,292688,292688,292688,true,292688,292688,292688,292688
true,559715,559715,559715,559715,true,298372,300388,345666,345666,false,213847,221070,242132,242132,false,186602,189898,212524,212524,true,174365,174365,186602,186602,true,174365,174365,174365,174365,true,174365,174365,174365,174365,true,174365,174365,174365,174365
true,310709,310709,310709,310709,true,165695,168666,184328,184328,true,129032,129032,129591,129591,true,129032,129032,129032,129032,true,129032,129032,129032,129032,true,129032,129032,129032,129032,true,129032,129032,129032,129032,true,129032,129032,129032,129032
true,631512,631512,631512,631512,true,384480,384480,414224,414224,true,290644,290644,352332,352332,false,246221,251688,306708,306708,false,237297,237297,246221,246221,true,237297,237297,237297,237297,true,237297,237297,237297,237297,true,237297,237297,237297,237297
true,328419,328419,328419,328419,true,206711,211982,236166,236166,true,155710,164717,164717,164717,false,137250,137250,137250,137250,true,137250,137250,137250,137250,true,137250,137250,137250,137250,true,137250,137250,137250,137250,true,137250,137250,137250,137250
true,364440,364440,364440,364440,true,219300,231870,252850,252850,true,204110,204110,204110,204110,true,204110,204110,204110,204110,true,204110,204110,204110,204110,true,204110,204110,204110,204110,true,204110,204110,204110,204110,true,204110,204110,204110,204110
true,356310,356310,356310,356310,true,187570,187570,220830,220830,true,138750,138750,145600,145600,false,120480,129138,137170,137170,false,109908,109908,113740,113740,true,109908,109908,109908,109908,true,109908,109908,109908,109908,true,109908,109908,109908,109908
true,364496,364496,364496,364496,true,188064,192941,205256,205256,true,156832,156832,166840,166840,true,156832,156832,156832,156832,true,156832,156832,156832,156832,true,156832,156832,156832,156832,true,156832,156832,156832,156832,true,156832,156832,156832,156832
true,726084,726084,726084,726084,true,440274,440274,462156,462156,true,334728,339972,381938,381938,false,291174,289764,336612,336612,false,252402,255918,272556,272556,false,231372,223368,248457,248457,false,223368,223368,223368,223368,true,223368,223368,223368,223368
true,240370,240370,240370,240370,true,136063,138723,148293,148293,true,104015,104015,118251,118251,true,104015,104015,108006,108006,true,104015,104015,104015,104015,true,104015,104015,104015,104015,true,104015,104015,104015,104015,true,104015,104015,104015,104015
true,327730,327730,327730,327730,true,184350,184350,184350,184350,true,164080,164080,164080,164080,true,164080,164080,164080,164080,true,164080,164080,164080,164080,true,164080,164080,164080,164080,true,164080,164080,164080,164080,true,164080,164080,164080,164080
true,508064,508064,508064,508064,true,271104,271104,298688,298688,true,208914,208914,264096,264096,true,208914,208914,208914,208914,true,208914,208914,208914,208914,true,208914,208914,208914,208914,true,208914,208914,208914,208914,true,208914,208914,208914,208914
true,438208,438208,438208,438208,true,253208,253208,267512,267512,true,253208,253208,253208,253208,true,253208,253208,253208,253208,true,253208,253208,253208,253208,true,253208,253208,253208,253208,true,253208,253208,253208,253208,true,253208,253208,253208,253208
true,229895,229895,229895,229895,true,116710,117150,120730,120730,true,91725,91725,109384,109384,false,84265,84825,84825,84825,false,69575,71100,77110,77110,false,65560,65560,65560,65560,true,65560,65560,65560,65560,true,65560,65560,65560,65560
true,291126,291126,291126,291126,true,175876,175876,205432,205432,true,171921,172770,172770,172770,true,171921,171921,171921,171921,true,171921,171921,171921,171921,true,171921,171921,171921,171921,true,171921,171921,171921,171921,true,171921,171921,171921,171921
true,496474,496474,496474,496474,true,290048,290048,341451,341451,false,238889,245641,269184,269184,false,207762,206118,225705,225705,false,206118,206118,209988,209988,true,206118,206118,206118,206118,true,206118,206118,206118,206118,true,206118,206118,206118,206118
true,351688,351688,351688,351688,true,204624,204624,204624,204624,true,193264,193264,193264,193264,true,193264,193264,193264,193264,true,193264,193264,193264,193264,true,193264,193264,193264,193264,true,193264,193264,193264,193264,true,193264,193264,193264,193264
true,598910,598910,598910,598910,true,366041,366041,415321,415321,false,273649,290608,311532,311532,false,265616,268215,291603,291603,false,236786,236786,236786,236786,true,236786,236786,236786,236786,true,236786,236786,236786,236786,true,236786,236786,236786,236786
true,243754,243754,243754,243754,true,128093,128093,128093,128093,true,123858,123858,123858,123858,true,123858,123858,123858,123858,true,123858,123858,123858,123858,true,123858,123858,123858,123858,true,123858,123858,123858,123858,true,123858,123858,123858,123858
true,176994,176994,176994,176994,true,96894,96894,96894,96894,true,96048,96048,96048,96048,true,96048,96048,96048,96048,true,96048,96048,96048,96048,true,96048,96048,96048,96048,true,96048,96048,96048,96048,true,96048,96048,96048,96048
true,637965,637965,637965,637965,true,349110,349110,349110,349110,true,264847,280914,297762,297762,false,228075,228075,228075,228075,true,228075,228075,228075,228075,true,228075,228075,228075,228075,true,228075,228075,228075,228075,true,228075,228075,228075,228075
true,394724,394724,394724,394724,true,248577,248577,248765,248765,false,194426,194426,211833,211833,false,171599,175455,180168,180168,false,145743,147864,156806,156806,false,138898,138898,141096,141096,true,138898,138898,138898,138898,true,138898,138898,138898,138898
true,780090,780090,780090,780090,true,443505,443505,531362,531362,false,358407,358407,358407,358407,false,292381,298875,304170,304170,false,287937,287937,287937,287937,true,287937,287937,287937,287937,true,287937,287937,287937,287937,true,287937,287937,287937,287937
true,336444,336444,336444,336444,true,234432,234432,234432,234432,true,196823,196823,196823,196823,true,192071,192071,192071,192071,true,192071,192071,192071,192071,true,192071,192071,192071,192071,true,192071,192071,192071,192071,true,192071,192071,192071,192071
true,361655,361655,361655,361655,true,242543,242543,272195,272195,false,217063,217063,242543,242543,false,217063,217063,217063,217063,true,217063,217063,217063,217063,true,217063,217063,217063,217063,true,217063,217063,217063,217063,true,217063,217063,217063,217063
true,405036,405036,405036,405036,true,225792,225792,281205,281205,false,176175,184077,184077,184077,false,149800,153328,161014,161014,true,149800,149800,149800,149800,true,149800,149800,149800,149800,true,149800,149800,149800,149800,true,149800,149800,149800,149800
true,264712,264712,264712,264712,true,139580,139580,139580,139580,true,129997,129997,132216,132216,true,129997,129997,129997,129997,true,129997,129997,129997,129997,true,129997,129997,129997,129997,true,129997,129997,129997,129997,true,129997,129997,129997,129997
true,359359,359359,359359,359359,true,269122,269122,297080,297080,true,224255,224255,237594,237594,true,200592,200592,222516,222516,true,200592,200592,200592,200592,true,200592,200592,200592,200592,true,200592,200592,200592,200592,true,200592,200592,200592,200592
true,258870,258870,258870,258870,true,134025,134375,138500,138500,true,126520,126520,126520,126520,true,126520,126520,126520,126520,true,126520,126520,126520,126520,true,126520,126520,126520,126520,true,126520,126520,126520,126520,true,126520,126520,126520,126520
true,253360,253360,253360,253360,true,129455,129455,129455,129455,true,126995,126995,126995,126995,true,126995,126995,126995,126995,true,126995,126995,126995,126995,true,126995,126995,126995,126995,true,126995,126995,126995,126995,true,126995,126995,126995,126995
true,411408,411408,411408,411408,true,317416,317416,358360,358360,true,317416,317416,317416,317416,true,317416,317416,317416,317416,true,317416,317416,317416,317416,true,317416,317416,317416,317416,true,317416,317416,317416,317416,true,317416,317416,317416,317416
true,354956,354956,354956,354956,true,215580,217813,230603,230603,true,178913,178913,199528,199528,false,169464,169464,178913,178913,true,169464,169464,177584,177584,true,169464,169464,169464,169464,true,169464,169464,169464,169464,true,169464,169464,169464,169464
