BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5,BnB_BnB/6/finished,BnB_BnB/6,BnB_List/6,DP/6,DP_BnB/6,BnB_BnB/7/finished,BnB_BnB/7,BnB_List/7,DP/7,DP_BnB/7,BnB_BnB/8/finished,BnB_BnB/8,BnB_List/8,DP/8,DP_BnB/8
true,627420,627420,627420,627420,true,391996,391996,391996,391996,true,340010,351092,381450,381450,false,279180,279180,285180,285180,true,272480,272480,279180,279180,true,272480,272480,272480,272480,true,272480,272480,272480,272480,true,272480,272480,272480,272480
true,1159872,1159872,1159872,1159872,true,604380,604380,670383,670383,false,471138,476106,549171,549171,false,408330,385770,466977,466977,false,354585,354585,369120,369120,false,328680,328680,347391,347391,true,328680,328680,328680,328680,true,328680,328680,328680,328680
true,246438,246438,246438,246438,true,148408,154666,163422,163422,false,115710,115710,124974,124974,true,115710,115710,115710,115710,true,115710,115710,115710,115710,true,115710,115710,115710,115710,true,115710,115710,115710,115710,true,115710,115710,115710,115710
true,325544,325544,325544,325544,true,197728,197728,259373,259373,true,181136,181136,195477,195477,true,181136,181136,181136,181136,true,181136,181136,181136,181136,true,181136,181136,181136,181136,true,181136,181136,181136,181136,true,181136,181136,181136,181136
true,622600,622600,622600,622600,true,399311,399311,458788,458788,true,339985,339985,364100,364100,false,290639,290639,312721,312721,true,290639,290639,290639,290639,true,290639,290639,290639,290639,true,290639,290639,290639,290639,true,290639,290639,290639,290639
true,791362,791362,791362,791362,true,422498,434956,488246,488246,false,328714,333720,345664,345664,true,270842,270842,278321,278321,true,270842,270842,270842,270842,true,270842,270842,270842,270842,true,270842,270842,270842,270842,true,270842,270842,270842,270842
true,766866,766866,766866,766866,true,415380,426719,440565,440565,false,324277,324277,353533,353533,true,301208,301208,318251,318251,true,301208,301208,301208,301208,true,301208,301208,301208,301208,true,301208,301208,301208,301208,true,301208,301208,301208,301208
true,274220,274220,274220,274220,true,198000,198000,220428,220428,true,156920,156920,186695,186695,true,135176,135176,156920,156920,true,135176,135176,135176,135176,true,135176,135176,135176,135176,true,135176,135176,135176,135176,true,135176,135176,135176,135176
true,293923,293923,293923,293923,true,148953,150339,178003,178003,true,107849,109613,113967,113967,true,107849,107849,107849,107849,true,107849,107849,107849,107849,true,107849,107849,107849,107849,true,107849,107849,107849,107849,true,107849,107849,107849,107849
true,209035,209035,209035,209035,true,131815,132625,133285,133285,true,130135,130135,130135,130135,true,130135,130135,130135,130135,true,130135,130135,130135,130135,true,130135,130135,130135,130135,true,130135,130135,130135,130135,true,130135,130135,130135,130135
true,398648,398648,398648,398648,true,266790,266790,293736,293736,true,240028,244398,262808,262808,true,240028,240028,244398,244398,true,240028,240028,240028,240028,true,240028,240028,240028,240028,true,240028,240028,240028,240028,true,240028,240028,240028,240028
true,241360,241360,241360,241360,true,121985,121985,131460,131460,true,82750,83075,104565,104565,false,73225,73225,74305,74305,false,68339,68339,73225,73225,false,58408,58408,58408,58408,true,58408,58408,58408,58408,true,58408,58408,58408,58408
true,444300,444300,444300,444300,true,253284,253284,253284,253284,false,209484,211684,216264,216264,true,209484,209484,210672,210672,true,209484,209484,209484,209484,true,209484,209484,209484,209484,true,209484,209484,209484,209484,true,209484,209484,209484,209484
true,220725,220725,220725,220725,true,213750,213750,213750,213750,true,213750,213750,213750,213750,true,213750,213750,213750,213750,true,213750,213750,213750,213750,true,213750,213750,213750,213750,true,213750,213750,213750,213750,true,213750,213750,213750,213750
true,886748,886748,886748,886748,true,483525,483966,518178,518178,true,345156,345156,345156,345156,false,309094,309094,330897,330897,true,292907,292907,322598,322598,true,292907,292907,292907,292907,true,292907,292907,292907,292907,true,292907,292907,292907,292907
true,192610,192610,192610,192610,true,101281,101281,110250,110250,true,76095,76095,84110,84110,false,63029,65446,73718,73718,true,62293,62293,62293,62293,true,62293,62293,62293,62293,true,62293,62293,62293,62293,true,62293,62293,62293,62293
true,297192,297192,297192,297192,true,157920,157920,157920,157920,true,156471,156471,156471,156471,true,156471,156471,156471,156471,true,156471,156471,156471,156471,true,156471,156471,156471,156471,true,156471,156471,156471,156471,true,156471,156471,156471,156471
true,345540,345540,345540,345540,true,179700,183530,187130,187130,true,126440,127240,159790,159790,true,119284,119284,119284,119284,true,119284,119284,119284,119284,true,119284,119284,119284,119284,true,119284,119284,119284,119284,true,119284,119284,119284,119284
true,299526,299526,299526,299526,true,233292,233292,263610,263610,true,224604,224604,235370,235370,true,224604,224604,225302,225302,true,224604,224604,224604,224604,true,224604,224604,224604,224604,true,224604,224604,224604,224604,true,224604,224604,224604,224604
true,233544,233544,233544,233544,true,138804,142112,167725,167725,false,111424,111928,111928,111928,true,110272,110272,110272,110272,true,110272,110272,110272,110272,true,110272,110272,110272,110272,true,110272,110272,110272,110272,true,110272,110272,110272,110272
true,573000,573000,573000,573000,true,348724,368872,428700,428700,true,284448,284448,308315,308315,false,265240,265240,284448,284448,true,265240,265240,265240,265240,true,265240,265240,265240,265240,true,265240,265240,265240,265240,true,265240,265240,265240,265240
true,226956,226956,226956,226956,true,172044,172044,188832,188832,true,149274,149274,157254,157254,true,149274,149274,149274,149274,true,149274,149274,149274,149274,true,149274,149274,149274,149274,true,149274,149274,149274,149274,true,149274,149274,149274,149274
true,462390,462390,462390,462390,true,280370,280370,293440,293440,true,268149,268149,268149,268149,true,268149,268149,268149,268149,true,268149,268149,268149,268149,true,268149,268149,268149,268149,true,268149,268149,268149,268149,true,268149,268149,268149,268149
true,666045,666045,666045,666045,true,374220,374220,374220,374220,true,332055,332055,332055,332055,true,332055,332055,332055,332055,true,332055,332055,332055,332055,true,332055,332055,332055,332055,true,332055,332055,332055,332055,true,332055,332055,332055,332055
true,419643,419643,419643,419643,true,252036,257985,286489,286489,true,206009,206009,212716,212716,true,206009,206009,206009,206009,true,206009,206009,206009,206009,true,206009,206009,206009,206009,true,206009,206009,206009,206009,true,206009,206009,206009,206009
true,413147,413147,413147,413147,true,227752,227752,227752,227752,true,200380,202426,202426,202426,true,192848,192848,192848,192848,true,192848,192848,192848,192848,true,192848,192848,192848,192848,true,192848,192848,192848,192848,true,192848,192848,192848,192848
true,401478,401478,401478,401478,true,258361,258361,267553,267553,true,245080,245080,245080,245080,true,245080,245080,245080,245080,true,245080,245080,245080,245080,true,245080,245080,245080,245080,true,245080,245080,245080,245080,true,245080,245080,245080,245080
true,483770,483770,483770,483770,true,359588,367162,392772,392772,true,309148,309148,313692,313692,false,293238,293238,294717,294717,true,293238,293238,293238,293238,true,293238,293238,293238,293238,true,293238,293238,293238,293238,true,293238,293238,293238,293238
true,310896,310896,310896,310896,true,180894,187404,187404,187404,true,164910,166860,166860,166860,true,148462,148462,148462,148462,true,148462,148462,148462,148462,true,148462,148462,148462,148462,true,148462,148462,148462,148462,true,148462,148462,148462,148462
true,452700,452700,452700,452700,true,242136,243624,304908,304908,false,176664,176664,219756,219756,false,158364,158364,166968,166968,true,158364,158364,158364,158364,true,158364,158364,158364,158364,true,158364,158364,158364,158364,true,158364,158364,158364,158364
true,424446,424446,424446,424446,true,228855,228855,259733,259733,false,175466,176899,181236,181236,false,143601,145761,158941,158941,false,130130,126360,152233,152233,true,122568,122568,134600,134600,true,122568,122568,122568,122568,true,122568,122568,122568,122568
true,951862,951862,951862,951862,true,507580,507580,539100,539100,true,365760,365760,365760,365760,true,292880,292880,356880,356880,false,284905,284905,292880,292880,false,268968,268968,284905,284905,false,258438,258438,268968,268968,true,258438,258438,258438,258438
true,295554,295554,295554,295554,true,155638,155638,155638,155638,false,136174,136174,147161,147161,false,107493,110616,126637,126637,false,107493,107493,107493,107493,true,107493,107493,107493,107493,true,107493,107493,107493,107493,true,107493,107493,107493,107493
true,404240,404240,404240,404240,true,258720,258720,286200,286200,true,222056,224550,256400,256400,true,220470,220470,224550,224550,true,220470,220470,220470,220470,true,220470,220470,220470,220470,true,220470,220470,220470,220470,true,220470,220470,220470,220470
true,246150,246150,246150,246150,true,131590,134082,149625,149625,false,94749,100778,110730,110730,true,90230,90230,90230,90230,true,90230,90230,90230,90230,true,90230,90230,90230,90230,true,90230,90230,90230,90230,true,90230,90230,90230,90230
true,524997,524997,524997,524997,true,331287,331287,386089,386089,false,254514,255603,309690,309690,true,247302,247302,267708,267708,true,247302,247302,247302,247302,true,247302,247302,247302,247302,true,247302,247302,247302,247302,true,247302,247302,247302,247302
true,490756,490756,490756,490756,true,255976,267764,267484,267484,true,206472,206472,206472,206472,true,206472,206472,206472,206472,true,206472,206472,206472,206472,true,206472,206472,206472,206472,true,206472,206472,206472,206472,true,206472,206472,206472,206472
true,281925,281925,281925,281925,true,145866,151624,164647,164647,true,103576,105074,121590,121590,true,93604,93604,93604,93604,true,93604,93604,93604,93604,true,93604,93604,93604,93604,true,93604,93604,93604,93604,true,93604,93604,93604,93604
true,655416,655416,655416,655416,true,403952,403952,489708,489708,false,345756,345756,395724,395724,false,307440,307440,345756,345756,true,307440,307440,307440,307440,true,307440,307440,307440,307440,true,307440,307440,307440,307440,true,307440,307440,307440,307440
true,345440,345440,345440,345440,true,182792,182792,189180,189180,true,182792,182792,182792,182792,true,182792,182792,182792,182792,true,182792,182792,182792,182792,true,182792,182792,182792,182792,true,182792,182792,182792,182792,true,182792,182792,182792,182792
true,350584,350584,350584,350584,true,177608,191002,200888,200888,false,132362,132362,140376,140376,false,110354,110640,110640,110640,true,110354,110354,110354,110354,true,110354,110354,110354,110354,true,110354,110354,110354,110354,true,110354,110354,110354,110354
true,340024,340024,340024,340024,true,255717,255717,309584,309584,true,251280,251280,280344,280344,true,251280,251280,251280,251280,true,251280,251280,251280,251280,true,251280,251280,251280,251280,true,251280,251280,251280,251280,true,251280,251280,251280,251280
true,322098,322098,322098,322098,true,191556,191556,214206,214206,true,176924,176924,191556,191556,true,176924,176924,179720,179720,true,176924,176924,176924,176924,true,176924,176924,176924,176924,true,176924,176924,176924,176924,true,176924,176924,176924,176924
true,187805,187805,187805,187805,true,110899,110899,126444,126444,false,80892,81010,89472,89472,false,70351,70351,81010,81010,true,70351,70351,70351,70351,true,70351,70351,70351,70351,true,70351,70351,70351,70351,true,70351,70351,70351,70351
true,198510,198510,198510,198510,true,111585,114455,123675,123675,true,86561,90691,90691,90691,false,76460,76460,76860,76860,false,71433,71433,71433,71433,true,71433,71433,71433,71433,true,71433,71433,71433,71433,true,71433,71433,71433,71433
true,453915,453915,453915,453915,true,268743,269907,270292,270292,true,212498,212498,240357,240357,true,192166,192166,212498,212498,true,192166,192166,192166,192166,true,192166,192166,192166,192166,true,192166,192166,192166,192166,true,192166,192166,192166,192166
true,322371,322371,322371,322371,true,194313,194313,233899,233899,true,157829,157829,181093,181093,true,157829,157829,157829,157829,true,157829,157829,157829,157829,true,157829,157829,157829,157829,true,157829,157829,157829,157829,true,157829,157829,157829,157829
true,280806,280806,280806,280806,true,225666,225666,225666,225666,true,225666,225666,225666,225666,true,225666,225666,225666,225666,true,225666,225666,225666,225666,true,225666,225666,225666,225666,true,225666,225666,225666,225666,true,225666,225666,225666,225666
true,523188,523188,523188,523188,true,348705,348705,348705,348705,true,282744,282744,282744,282744,true,282744,282744,282744,282744,true,282744,282744,282744,282744,true,282744,282744,282744,282744,true,282744,282744,282744,282744,true,282744,282744,282744,282744
true,496593,496593,496593,496593,true,273462,277350,297408,297408,false,213936,218974,218974,218974,true,203829,203829,204552,204552,true,203829,203829,203829,203829,true,203829,203829,203829,203829,true,203829,203829,203829,203829,true,203829,203829,203829,203829
true,206340,206340,206340,206340,true,127150,127150,127150,127150,true,127150,127150,127150,127150,true,127150,127150,127150,127150,true,127150,127150,127150,127150,true,127150,127150,127150,127150,true,127150,127150,127150,127150,true,127150,127150,127150,127150
true,210915,210915,210915,210915,true,148735,148735,164930,164930,true,121695,121695,137890,137890,false,110570,110570,121695,121695,true,110570,110570,115110,115110,true,110570,110570,110570,110570,true,110570,110570,110570,110570,true,110570,110570,110570,110570
true,287574,287574,287574,287574,true,159516,163072,170268,170268,true,121536,121536,121536,121536,true,121536,121536,121536,121536,true,121536,121536,121536,121536,true,121536,121536,121536,121536,true,121536,121536,121536,121536,true,121536,121536,121536,121536
true,266995,266995,266995,266995,true,135955,135955,145550,145550,true,135955,135955,135955,135955,true,135955,135955,135955,135955,true,135955,135955,135955,135955,true,135955,135955,135955,135955,true,135955,135955,135955,135955,true,135955,135955,135955,135955
true,519805,519805,519805,519805,true,375488,375488,403714,403714,true,327844,327844,356070,356070,false,302159,308516,327844,327844,true,293549,293549,313107,313107,true,293549,293549,293549,293549,true,293549,293549,293549,293549,true,293549,293549,293549,293549
true,877408,877408,877408,877408,true,465486,472816,522225,522225,false,374646,374646,412640,412640,true,326360,326360,352133,352133,true,326360,326360,326360,326360,true,326360,326360,326360,326360,true,326360,326360,326360,326360,true,326360,326360,326360,326360
true,353464,353464,353464,353464,true,247443,247443,282168,282168,true,220215,220215,246065,246065,false,204241,204241,221705,221705,false,204241,204241,204241,204241,true,204241,204241,204241,204241,true,204241,204241,204241,204241,true,204241,204241,204241,204241
true,309841,309841,309841,309841,true,178164,178164,178164,178164,true,135702,135702,135702,135702,true,129486,129486,132769,132769,true,129486,129486,129486,129486,true,129486,129486,129486,129486,true,129486,129486,129486,129486,true,129486,129486,129486,129486
true,301758,301758,301758,301758,true,212820,212820,243087,243087,true,193038,193038,212526,212526,true,193038,193038,193038,193038,true,193038,193038,193038,193038,true,193038,193038,193038,193038,true,193038,193038,193038,193038,true,193038,193038,193038,193038
true,245940,245940,245940,245940,true,147324,147324,156961,156961,true,127638,127638,129766,129766,true,127638,127638,127638,127638,true,127638,127638,127638,127638,true,127638,127638,127638,127638,true,127638,127638,127638,127638,true,127638,127638,127638,127638
true,441428,441428,441428,441428,true,264737,269391,325325,325325,true,215013,244554,257985,257985,true,202046,202046,202046,202046,true,202046,202046,202046,202046,true,202046,202046,202046,202046,true,202046,202046,202046,202046,true,202046,202046,202046,202046
true,720556,720556,720556,720556,true,392623,396033,458759,458759,false,293263,309075,326440,326440,false,259676,263592,274408,274408,false,248748,248748,266133,266133,true,248748,248748,248748,248748,true,248748,248748,248748,248748,true,248748,248748,248748,248748
true,698912,698912,698912,698912,true,401234,401234,476511,476511,true,294787,294787,340480,340480,false,250281,259936,279152,279152,true,241632,241632,241632,241632,true,241632,241632,241632,241632,true,241632,241632,241632,241632,true,241632,241632,241632,241632
true,366996,366996,366996,366996,true,191023,191023,191023,191023,true,148981,152159,178521,178521,false,136983,136983,148981,148981,false,121380,121380,121380,121380,true,121380,121380,121380,121380,true,121380,121380,121380,121380,true,121380,121380,121380,121380
true,349974,349974,349974,349974,true,223680,223680,223680,223680,true,202581,202581,223680,223680,true,202581,202581,202581,202581,true,202581,202581,202581,202581,true,202581,202581,202581,202581,true,202581,202581,202581,202581,true,202581,202581,202581,202581
true,287230,287230,287230,287230,true,176808,178369,189685,189685,true,148600,148600,159530,159530,true,132150,132150,148600,148600,false,132150,132150,132150,132150,true,132150,132150,132150,132150,true,132150,132150,132150,132150,true,132150,132150,132150,132150
true,421990,421990,421990,421990,true,220970,220970,227865,227865,true,156797,165414,170412,170412,true,127138,127138,127138,127138,true,127138,127138,127138,127138,true,127138,127138,127138,127138,true,127138,127138,127138,127138,true,127138,127138,127138,127138
true,425830,425830,425830,425830,true,238200,250248,258456,258456,false,199678,199678,203244,203244,true,171312,171312,171312,171312,true,171312,171312,171312,171312,true,171312,171312,171312,171312,true,171312,171312,171312,171312,true,171312,171312,171312,171312
true,455350,455350,455350,455350,true,244990,244990,257825,257825,false,174976,177375,216832,216832,false,143438,146930,176368,176368,true,141713,141713,141713,141713,true,141713,141713,141713,141713,true,141713,141713,141713,141713,true,141713,141713,141713,141713
true,263285,263285,263285,263285,true,186626,186626,186626,186626,true,186626,186626,186626,186626,true,186626,186626,186626,186626,true,186626,186626,186626,186626,true,186626,186626,186626,186626,true,186626,186626,186626,186626,true,186626,186626,186626,186626
true,272503,272503,272503,272503,true,142688,144179,144179,144179,true,137144,137144,137144,137144,true,137144,137144,137144,137144,true,137144,137144,137144,137144,true,137144,137144,137144,137144,true,137144,137144,137144,137144,true,137144,137144,137144,137144
true,321564,321564,321564,321564,true,185676,185676,194028,194028,true,144342,144342,144342,144342,true,135990,135990,135990,135990,true,135990,135990,135990,135990,true,135990,135990,135990,135990,true,135990,135990,135990,135990,true,135990,135990,135990,135990
true,707694,707694,707694,707694,true,370630,374270,382824,382824,false,303000,317876,319462,319462,true,253080,253080,253080,253080,true,253080,253080,253080,253080,true,253080,253080,253080,253080,true,253080,253080,253080,253080,true,253080,253080,253080,253080
true,295806,295806,295806,295806,true,215016,215016,225000,225000,true,199680,199680,209664,209664,true,199680,199680,199680,199680,true,199680,199680,199680,199680,true,199680,199680,199680,199680,true,199680,199680,199680,199680,true,199680,199680,199680,199680
true,245609,245609,245609,245609,true,174181,174181,209202,209202,true,154007,154007,174181,174181,true,154007,154007,154007,154007,true,154007,154007,154007,154007,true,154007,154007,154007,154007,true,154007,154007,154007,154007,true,154007,154007,154007,154007
true,600140,600140,600140,600140,true,393200,393200,396066,396066,true,311074,320427,331476,331476,true,299256,299256,299256,299256,true,299256,299256,299256,299256,true,299256,299256,299256,299256,true,299256,299256,299256,299256,true,299256,299256,299256,299256
true,415840,415840,415840,415840,true,220840,220840,220840,220840,true,185240,191480,202800,202800,false,158713,158713,163310,163310,false,146547,146547,150860,150860,true,146044,146044,146547,146547,true,146044,146044,146044,146044,true,146044,146044,146044,146044
true,165490,165490,165490,165490,true,99840,109015,116505,116505,true,90040,90040,90040,90040,true,90040,90040,90040,90040,true,90040,90040,90040,90040,true,90040,90040,90040,90040,true,90040,90040,90040,90040,true,90040,90040,90040,90040
true,244181,244181,244181,244181,true,135702,135702,135702,135702,true,112602,112602,112602,112602,true,111146,111146,111146,111146,true,111146,111146,111146,111146,true,111146,111146,111146,111146,true,111146,111146,111146,111146,true,111146,111146,111146,111146
true,243200,243200,243200,243200,true,171815,171815,175590,175590,true,141831,141831,141831,141831,true,141831,141831,141831,141831,true,141831,141831,141831,141831,true,141831,141831,141831,141831,true,141831,141831,141831,141831,true,141831,141831,141831,141831
true,296070,296070,296070,296070,true,157746,170868,170868,170868,true,126786,126786,126786,126786,true,126786,126786,126786,126786,true,126786,126786,126786,126786,true,126786,126786,126786,126786,true,126786,126786,126786,126786,true,126786,126786,126786,126786
true,279653,279653,279653,279653,true,143605,146707,153010,153010,true,115665,118525,130801,130801,false,96621,96621,102619,102619,true,96621,96621,96621,96621,true,96621,96621,96621,96621,true,96621,96621,96621,96621,true,96621,96621,96621,96621
true,831630,831630,831630,831630,true,575410,575410,575410,575410,false,462237,467127,492328,492328,false,393342,393342,393342,393342,false,350460,366845,366845,366845,false,348745,348745,350460,350460,true,348745,348745,348745,348745,true,348745,348745,348745,348745
true,298248,298248,298248,298248,true,187086,187086,215136,215136,true,161925,163224,170622,170622,true,154527,154527,161925,161925,true,154527,154527,154527,154527,true,154527,154527,154527,154527,true,154527,154527,154527,154527,true,154527,154527,154527,154527
true,375501,375501,375501,375501,true,262836,262836,287911,287911,true,219963,223776,225932,225932,false,213268,213268,213268,213268,true,213268,213268,213268,213268,true,213268,213268,213268,213268,true,213268,213268,213268,213268,true,213268,213268,213268,213268
true,903105,903105,903105,903105,true,495855,495855,575385,575385,true,380481,380481,380481,380481,true,378084,378084,378084,378084,true,378084,378084,378084,378084,true,378084,378084,378084,378084,true,378084,378084,378084,378084,true,378084,378084,378084,378084
true,402152,402152,402152,402152,true,216552,222926,265752,265752,true,157544,160472,169524,169524,true,144912,144912,144912,144912,true,144912,144912,144912,144912,true,144912,144912,144912,144912,true,144912,144912,144912,144912,true,144912,144912,144912,144912
true,1029735,1029735,1029735,1029735,true,681828,681828,712299,712299,true,569016,569016,569016,569016,false,496791,506205,519264,519264,false,481341,481341,491667,491667,false,466803,466803,466803,466803,true,466803,466803,466803,466803,true,466803,466803,466803,466803
true,359312,359312,359312,359312,true,200038,207210,213214,213214,false,150841,152036,184790,184790,false,122575,123733,154376,154376,false,113199,113199,120431,120431,false,107462,107462,113199,113199,true,107462,107462,107462,107462,true,107462,107462,107462,107462
true,264551,264551,264551,264551,true,177828,177828,191751,191751,true,148799,148799,172881,172881,false,128902,128902,148799,148799,false,128902,128902,128902,128902,true,128902,128902,128902,128902,true,128902,128902,128902,128902,true,128902,128902,128902,128902
true,535150,535150,535150,535150,true,297430,297430,297430,297430,true,297430,297430,297430,297430,true,297430,297430,297430,297430,true,297430,297430,297430,297430,true,297430,297430,297430,297430,true,297430,297430,297430,297430,true,297430,297430,297430,297430
true,345387,345387,345387,345387,true,203679,203679,233086,233086,true,185230,185230,203679,203679,false,152628,152628,158732,158732,false,152628,152628,152628,152628,true,152628,152628,152628,152628,true,152628,152628,152628,152628,true,152628,152628,152628,152628
true,226935,226935,226935,226935,true,182955,182955,187435,187435,true,182955,182955,182955,182955,true,182955,182955,182955,182955,true,182955,182955,182955,182955,true,182955,182955,182955,182955,true,182955,182955,182955,182955,true,182955,182955,182955,182955
true,236140,236140,236140,236140,true,128615,135148,148710,148710,true,94310,94310,94310,94310,true,87118,87118,87118,87118,true,87118,87118,87118,87118,true,87118,87118,87118,87118,true,87118,87118,87118,87118,true,87118,87118,87118,87118
true,275665,275665,275665,275665,true,230755,230755,230755,230755,true,211008,211008,211008,211008,true,211008,211008,211008,211008,true,211008,211008,211008,211008,true,211008,211008,211008,211008,true,211008,211008,211008,211008,true,211008,211008,211008,211008
true,576235,576235,576235,576235,true,322201,322201,383482,383482,true,262557,276840,276840,276840,true,235860,235860,236005,236005,true,235860,235860,235860,235860,true,235860,235860,235860,235860,true,235860,235860,235860,235860,true,235860,235860,235860,235860
true,478330,478330,478330,478330,true,292200,292200,292200,292200,true,292200,292200,292200,292200,true,292200,292200,292200,292200,true,292200,292200,292200,292200,true,292200,292200,292200,292200,true,292200,292200,292200,292200,true,292200,292200,292200,292200
true,1107082,1107082,1107082,1107082,true,697222,697222,747441,747441,false,529943,528530,620482,620482,false,455951,472994,489180,489180,true,455951,455951,472994,472994,true,455951,455951,455951,455951,true,455951,455951,455951,455951,true,455951,455951,455951,455951
true,218160,218160,218160,218160,true,216585,216585,216585,216585,true,216585,216585,216585,216585,true,216585,216585,216585,216585,true,216585,216585,216585,216585,true,216585,216585,216585,216585,true,216585,216585,216585,216585,true,216585,216585,216585,216585
true,224928,224928,224928,224928,true,156248,156248,158634,158634,true,119375,124462,130328,130328,false,104096,104096,115514,115514,false,94552,93130,100592,100592,false,88656,88362,97020,97020,true,88362,88362,88362,88362,true,88362,88362,88362,88362
true,225575,225575,225575,225575,true,124460,124460,124460,124460,true,124460,124460,124460,124460,true,124460,124460,124460,124460,true,124460,124460,124460,124460,true,124460,124460,124460,124460,true,124460,124460,124460,124460,true,124460,124460,124460,124460
true,290495,290495,290495,290495,true,148355,150570,170295,170295,true,124640,124640,124640,124640,true,124640,124640,124640,124640,true,124640,124640,124640,124640,true,124640,124640,124640,124640,true,124640,124640,124640,124640,true,124640,124640,124640,124640
true,224868,224868,224868,224868,true,125330,125330,139448,139448,true,93532,94584,102510,102510,true,81984,81984,81984,81984,true,81984,81984,81984,81984,true,81984,81984,81984,81984,true,81984,81984,81984,81984,true,81984,81984,81984,81984
true,192825,192825,192825,192825,true,141585,141585,141585,141585,true,121000,121000,121000,121000,true,121000,121000,121000,121000,true,121000,121000,121000,121000,true,121000,121000,121000,121000,true,121000,121000,121000,121000,true,121000,121000,121000,121000
true,499136,499136,499136,499136,true,307516,307516,346203,346203,true,258492,258492,281900,281900,true,258492,258492,258492,258492,true,258492,258492,258492,258492,true,258492,258492,258492,258492,true,258492,258492,258492,258492,true,258492,258492,258492,258492
true,405664,405664,405664,405664,true,295890,295890,343416,343416,false,245432,245432,293416,293416,true,232824,232824,256232,256232,true,232824,232824,232824,232824,true,232824,232824,232824,232824,true,232824,232824,232824,232824,true,232824,232824,232824,232824
true,504416,504416,504416,504416,true,271436,271436,302610,302610,true,192819,192819,192819,192819,false,184855,184855,184855,184855,false,184855,184855,184855,184855,true,184855,184855,184855,184855,true,184855,184855,184855,184855,true,184855,184855,184855,184855
true,667394,667394,667394,667394,true,390542,390542,410886,410886,false,328872,328872,385022,385022,false,293734,291142,328872,328872,false,253040,253040,269344,269344,true,253040,253040,253040,253040,true,253040,253040,253040,253040,true,253040,253040,253040,253040
true,331548,331548,331548,331548,true,172098,172098,172098,172098,true,165522,165522,165522,165522,true,162570,162570,162570,162570,true,162570,162570,162570,162570,true,162570,162570,162570,162570,true,162570,162570,162570,162570,true,162570,162570,162570,162570
true,360783,360783,360783,360783,true,208456,211164,242810,242810,true,155662,160183,176973,176973,false,137502,138743,159525,159525,false,137502,137502,137502,137502,true,137502,137502,137502,137502,true,137502,137502,137502,137502,true,137502,137502,137502,137502
true,435006,435006,435006,435006,true,267960,267960,325534,325534,true,217580,217580,225560,225560,false,189406,189406,210656,210656,false,189406,189406,189406,189406,true,189406,189406,189406,189406,true,189406,189406,189406,189406,true,189406,189406,189406,189406
true,436977,436977,436977,436977,true,266283,266283,266283,266283,true,202210,202210,202210,202210,true,202210,202210,202210,202210,true,202210,202210,202210,202210,true,202210,202210,202210,202210,true,202210,202210,202210,202210,true,202210,202210,202210,202210
true,260589,260589,260589,260589,true,171745,171745,195552,195552,true,143586,143586,171745,171745,true,139636,139636,139636,139636,true,139636,139636,139636,139636,true,139636,139636,139636,139636,true,139636,139636,139636,139636,true,139636,139636,139636,139636
true,224635,224635,224635,224635,true,189259,189259,189259,189259,true,189259,189259,189259,189259,true,189259,189259,189259,189259,true,189259,189259,189259,189259,true,189259,189259,189259,189259,true,189259,189259,189259,189259,true,189259,189259,189259,189259
true,416200,416200,416200,416200,true,218865,218865,233199,233199,true,210561,210561,215105,215105,true,210561,210561,210561,210561,true,210561,210561,210561,210561,true,210561,210561,210561,210561,true,210561,210561,210561,210561,true,210561,210561,210561,210561
true,824416,824416,824416,824416,true,488085,488085,540246,540246,false,474953,406075,426417,426417,false,384510,392229,392229,392229,true,384510,384510,384510,384510,true,384510,384510,384510,384510,true,384510,384510,384510,384510,true,384510,384510,384510,384510
true,120455,120455,120455,120455,true,77372,77372,77825,77825,true,68422,70910,70910,70910,false,63895,63895,63895,63895,true,63895,63895,63895,63895,true,63895,63895,63895,63895,true,63895,63895,63895,63895,true,63895,63895,63895,63895
true,454320,454320,454320,454320,true,242842,250949,269964,269964,true,194886,194886,201573,201573,true,178407,178407,194886,194886,true,178407,178407,178407,178407,true,178407,178407,178407,178407,true,178407,178407,178407,178407,true,178407,178407,178407,178407
true,283595,283595,283595,283595,true,167320,167320,167320,167320,true,132574,132574,132574,132574,true,132574,132574,132574,132574,true,132574,132574,132574,132574,true,132574,132574,132574,132574,true,132574,132574,132574,132574,true,132574,132574,132574,132574
true,355437,355437,355437,355437,true,181944,187173,204228,204228,true,157527,157527,157527,157527,true,157527,157527,157527,157527,true,155745,155745,155745,155745,true,155745,155745,155745,155745,true,155745,155745,155745,155745,true,155745,155745,155745,155745
true,506556,506556,506556,506556,true,299760,299760,340308,340308,true,250548,250548,259740,259740,true,250548,250548,250548,250548,true,250548,250548,250548,250548,true,250548,250548,250548,250548,true,250548,250548,250548,250548,true,250548,250548,250548,250548
