BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1
true,78056,78056,78056,78056
true,83370,83370,83370,83370
true,6360,6360,6360,6360
true,34080,34080,34080,34080
true,59115,59115,59115,59115
true,105012,105012,105012,105012
true,94962,94962,94962,94962
true,234026,234026,234026,234026
true,84591,84591,84591,84591
true,78084,78084,78084,78084
true,130125,130125,130125,130125
true,86051,86051,86051,86051
true,20310,20310,20310,20310
true,150774,150774,150774,150774
true,94226,94226,94226,94226
true,120246,120246,120246,120246
true,260507,260507,260507,260507
true,25664,25664,25664,25664
true,124125,124125,124125,124125
true,93984,93984,93984,93984
true,135824,135824,135824,135824
true,300390,300390,300390,300390
true,123349,123349,123349,123349
true,73168,73168,73168,73168
true,160735,160735,160735,160735
true,76464,76464,76464,76464
true,102000,102000,102000,102000
true,48026,48026,48026,48026
true,139050,139050,139050,139050
true,129276,129276,129276,129276
true,98538,98538,98538,98538
true,84540,84540,84540,84540
true,148125,148125,148125,148125
true,37725,37725,37725,37725
true,68425,68425,68425,68425
true,232475,232475,232475,232475
true,114296,114296,114296,114296
true,26350,26350,26350,26350
true,142674,142674,142674,142674
true,163116,163116,163116,163116
true,74382,74382,74382,74382
true,148259,148259,148259,148259
true,45206,45206,45206,45206
true,80550,80550,80550,80550
true,52066,52066,52066,52066
true,98010,98010,98010,98010
true,75725,75725,75725,75725
true,128061,128061,128061,128061
true,55098,55098,55098,55098
true,159324,159324,159324,159324
true,24654,24654,24654,24654
true,98270,98270,98270,98270
true,137016,137016,137016,137016
true,81783,81783,81783,81783
true,68705,68705,68705,68705
true,150513,150513,150513,150513
true,113580,113580,113580,113580
true,78480,78480,78480,78480
true,66798,66798,66798,66798
true,98532,98532,98532,98532
true,266294,266294,266294,266294
true,195207,195207,195207,195207
true,8272,8272,8272,8272
true,183768,183768,183768,183768
true,35365,35365,35365,35365
true,91800,91800,91800,91800
true,347480,347480,347480,347480
true,141575,141575,141575,141575
true,265792,265792,265792,265792
true,33540,33540,33540,33540
true,83172,83172,83172,83172
true,61460,61460,61460,61460
true,67660,67660,67660,67660
true,60421,60421,60421,60421
true,45312,45312,45312,45312
true,154473,154473,154473,154473
true,180453,180453,180453,180453
true,288734,288734,288734,288734
true,153034,153034,153034,153034
true,82005,82005,82005,82005
true,142002,142002,142002,142002
true,151998,151998,151998,151998
true,46990,46990,46990,46990
true,134736,134736,134736,134736
true,49632,49632,49632,49632
true,59550,59550,59550,59550
true,40341,40341,40341,40341
true,41064,41064,41064,41064
true,192460,192460,192460,192460
true,309597,309597,309597,309597
true,220340,220340,220340,220340
true,58896,58896,58896,58896
true,46512,46512,46512,46512
true,56400,56400,56400,56400
true,45201,45201,45201,45201
true,12969,12969,12969,12969
true,60336,60336,60336,60336
true,72310,72310,72310,72310
true,162188,162188,162188,162188
true,237068,237068,237068,237068
true,14826,14826,14826,14826
true,74403,74403,74403,74403
true,85482,85482,85482,85482
true,71907,71907,71907,71907
true,138950,138950,138950,138950
true,30660,30660,30660,30660
true,25782,25782,25782,25782
true,128084,128084,128084,128084
true,33120,33120,33120,33120
true,27540,27540,27540,27540
true,20930,20930,20930,20930
true,40032,40032,40032,40032
true,58190,58190,58190,58190
true,46312,46312,46312,46312
true,54642,54642,54642,54642
true,27601,27601,27601,27601
true,51200,51200,51200,51200
true,179214,179214,179214,179214
true,78440,78440,78440,78440
true,137580,137580,137580,137580
true,115472,115472,115472,115472
true,55568,55568,55568,55568
true,82434,82434,82434,82434
true,26850,26850,26850,26850
true,122738,122738,122738,122738
true,331625,331625,331625,331625
true,250985,250985,250985,250985
true,28872,28872,28872,28872
true,77880,77880,77880,77880
true,52224,52224,52224,52224
true,51128,51128,51128,51128
true,39919,39919,39919,39919
true,58580,58580,58580,58580
true,12964,12964,12964,12964
true,131152,131152,131152,131152
true,182322,182322,182322,182322
true,16032,16032,16032,16032
true,168642,168642,168642,168642
true,56746,56746,56746,56746
true,56322,56322,56322,56322
true,231968,231968,231968,231968
true,266841,266841,266841,266841
true,96712,96712,96712,96712
true,227970,227970,227970,227970
true,58912,58912,58912,58912
true,78072,78072,78072,78072
true,190872,190872,190872,190872
true,192659,192659,192659,192659
true,256373,256373,256373,256373
true,33504,33504,33504,33504
true,25508,25508,25508,25508
true,14922,14922,14922,14922
true,142359,142359,142359,142359
true,52228,52228,52228,52228
true,19080,19080,19080,19080
true,303048,303048,303048,303048
true,92424,92424,92424,92424
true,131370,131370,131370,131370
true,122876,122876,122876,122876
true,7620,7620,7620,7620
true,65216,65216,65216,65216
true,135580,135580,135580,135580
true,49812,49812,49812,49812
true,389850,389850,389850,389850
true,68931,68931,68931,68931
true,37494,37494,37494,37494
true,53334,53334,53334,53334
true,197365,197365,197365,197365
true,45520,45520,45520,45520
true,140714,140714,140714,140714
true,158130,158130,158130,158130
true,70260,70260,70260,70260
true,100884,100884,100884,100884
true,97980,97980,97980,97980
true,38928,38928,38928,38928
true,157952,157952,157952,157952
true,34760,34760,34760,34760
true,191625,191625,191625,191625
true,57270,57270,57270,57270
true,66997,66997,66997,66997
true,320251,320251,320251,320251
true,73980,73980,73980,73980
true,115180,115180,115180,115180
true,24360,24360,24360,24360
true,17785,17785,17785,17785
true,173460,173460,173460,173460
true,96100,96100,96100,96100
true,126100,126100,126100,126100
true,79876,79876,79876,79876
true,21527,21527,21527,21527
true,37520,37520,37520,37520
true,135648,135648,135648,135648
true,64998,64998,64998,64998
true,18770,18770,18770,18770
true,79090,79090,79090,79090
true,242116,242116,242116,242116
true,44910,44910,44910,44910
true,117192,117192,117192,117192
true,350616,350616,350616,350616
true,17580,17580,17580,17580
true,35931,35931,35931,35931
true,109584,109584,109584,109584
true,70520,70520,70520,70520
true,20576,20576,20576,20576
true,42550,42550,42550,42550
true,93324,93324,93324,93324
true,48780,48780,48780,48780
true,49644,49644,49644,49644
true,110812,110812,110812,110812
true,89110,89110,89110,89110
true,119538,119538,119538,119538
true,107250,107250,107250,107250
true,115159,115159,115159,115159
true,150157,150157,150157,150157
true,32544,32544,32544,32544
true,131516,131516,131516,131516
true,45676,45676,45676,45676
true,48000,48000,48000,48000
true,40457,40457,40457,40457
true,53650,53650,53650,53650
true,45470,45470,45470,45470
true,66266,66266,66266,66266
true,268835,268835,268835,268835
true,145386,145386,145386,145386
true,150927,150927,150927,150927
true,211761,211761,211761,211761
true,68215,68215,68215,68215
true,73040,73040,73040,73040
true,176897,176897,176897,176897
true,220128,220128,220128,220128
true,217930,217930,217930,217930
true,111930,111930,111930,111930
true,33410,33410,33410,33410
true,44190,44190,44190,44190
true,149931,149931,149931,149931
true,65682,65682,65682,65682
true,138847,138847,138847,138847
true,21707,21707,21707,21707
true,40348,40348,40348,40348
true,190876,190876,190876,190876
true,160000,160000,160000,160000
true,108914,108914,108914,108914
true,141760,141760,141760,141760
true,41216,41216,41216,41216
true,189399,189399,189399,189399
true,70050,70050,70050,70050
true,9846,9846,9846,9846
true,6408,6408,6408,6408
true,10318,10318,10318,10318
true,83398,83398,83398,83398
true,48384,48384,48384,48384
true,247016,247016,247016,247016
true,40810,40810,40810,40810
true,129710,129710,129710,129710
true,66308,66308,66308,66308
true,42184,42184,42184,42184
true,231676,231676,231676,231676
true,163760,163760,163760,163760
true,32670,32670,32670,32670
true,16640,16640,16640,16640
true,306547,306547,306547,306547
true,376924,376924,376924,376924
true,87354,87354,87354,87354
true,356606,356606,356606,356606
true,110519,110519,110519,110519
true,186368,186368,186368,186368
true,106344,106344,106344,106344
true,45106,45106,45106,45106
true,102396,102396,102396,102396
true,208710,208710,208710,208710
true,39580,39580,39580,39580
true,101360,101360,101360,101360
true,195846,195846,195846,195846
true,35580,35580,35580,35580
true,92092,92092,92092,92092
true,114818,114818,114818,114818
true,183724,183724,183724,183724
true,14036,14036,14036,14036
true,10416,10416,10416,10416
true,60940,60940,60940,60940
true,144648,144648,144648,144648
true,19824,19824,19824,19824
true,84480,84480,84480,84480
true,70512,70512,70512,70512
true,15631,15631,15631,15631
true,50628,50628,50628,50628
true,27741,27741,27741,27741
true,58650,58650,58650,58650
true,270872,270872,270872,270872
true,118128,118128,118128,118128
true,23933,23933,23933,23933
true,77640,77640,77640,77640
true,93680,93680,93680,93680
true,22895,22895,22895,22895
true,190440,190440,190440,190440
true,332346,332346,332346,332346
true,117540,117540,117540,117540
true,136458,136458,136458,136458
true,107283,107283,107283,107283
true,16951,16951,16951,16951
true,68870,68870,68870,68870
true,51136,51136,51136,51136
true,177306,177306,177306,177306
true,129050,129050,129050,129050
true,45144,45144,45144,45144
true,46908,46908,46908,46908
true,69901,69901,69901,69901
true,24035,24035,24035,24035
true,30776,30776,30776,30776
true,36072,36072,36072,36072
true,57031,57031,57031,57031
true,117062,117062,117062,117062
true,40548,40548,40548,40548
true,325526,325526,325526,325526
true,95030,95030,95030,95030
true,45392,45392,45392,45392
true,143595,143595,143595,143595
true,40157,40157,40157,40157
true,44462,44462,44462,44462
true,29656,29656,29656,29656
true,72974,72974,72974,72974
true,25686,25686,25686,25686
true,140655,140655,140655,140655
true,110738,110738,110738,110738
true,35350,35350,35350,35350
true,147004,147004,147004,147004
true,84810,84810,84810,84810
true,131308,131308,131308,131308
true,46960,46960,46960,46960
true,13035,13035,13035,13035
true,238050,238050,238050,238050
true,133470,133470,133470,133470
true,85848,85848,85848,85848
true,146599,146599,146599,146599
true,79640,79640,79640,79640
true,86380,86380,86380,86380
true,91171,91171,91171,91171
true,118844,118844,118844,118844
true,148973,148973,148973,148973
true,373312,373312,373312,373312
true,71664,71664,71664,71664
true,52258,52258,52258,52258
true,113316,113316,113316,113316
true,98080,98080,98080,98080
true,37488,37488,37488,37488
true,146409,146409,146409,146409
true,44370,44370,44370,44370
true,17083,17083,17083,17083
true,17010,17010,17010,17010
true,142401,142401,142401,142401
true,115025,115025,115025,115025
true,103275,103275,103275,103275
true,43095,43095,43095,43095
true,145950,145950,145950,145950
true,58590,58590,58590,58590
true,287154,287154,287154,287154
true,62880,62880,62880,62880
true,115668,115668,115668,115668
true,133926,133926,133926,133926
true,27072,27072,27072,27072
true,161118,161118,161118,161118
true,46256,46256,46256,46256
true,18810,18810,18810,18810
true,33350,33350,33350,33350
true,137214,137214,137214,137214
true,17816,17816,17816,17816
true,8925,8925,8925,8925
true,91170,91170,91170,91170
true,166878,166878,166878,166878
true,235872,235872,235872,235872
true,205920,205920,205920,205920
true,405705,405705,405705,405705
true,49455,49455,49455,49455
true,82522,82522,82522,82522
true,267489,267489,267489,267489
true,18207,18207,18207,18207
true,126504,126504,126504,126504
true,68609,68609,68609,68609
true,11550,11550,11550,11550
true,30030,30030,30030,30030
true,26543,26543,26543,26543
true,208260,208260,208260,208260
true,52612,52612,52612,52612
true,84955,84955,84955,84955
true,173580,173580,173580,173580
true,35139,35139,35139,35139
true,25960,25960,25960,25960
true,116700,116700,116700,116700
true,173300,173300,173300,173300
true,101244,101244,101244,101244
true,14337,14337,14337,14337
true,61640,61640,61640,61640
true,437046,437046,437046,437046
true,177056,177056,177056,177056
true,241941,241941,241941,241941
true,138105,138105,138105,138105
true,111621,111621,111621,111621
true,92224,92224,92224,92224
true,79690,79690,79690,79690
true,85323,85323,85323,85323
true,36705,36705,36705,36705
true,124928,124928,124928,124928
true,68796,68796,68796,68796
true,142991,142991,142991,142991
true,168891,168891,168891,168891
true,96919,96919,96919,96919
true,292981,292981,292981,292981
true,124416,124416,124416,124416
true,85635,85635,85635,85635
true,180690,180690,180690,180690
true,37680,37680,37680,37680
true,121828,121828,121828,121828
true,38313,38313,38313,38313
true,26884,26884,26884,26884
true,48408,48408,48408,48408
true,34947,34947,34947,34947
true,223860,223860,223860,223860
true,86184,86184,86184,86184
true,54027,54027,54027,54027
true,47840,47840,47840,47840
true,22750,22750,22750,22750
true,18380,18380,18380,18380
true,301903,301903,301903,301903
true,39942,39942,39942,39942
true,93765,93765,93765,93765
true,49150,49150,49150,49150
true,111195,111195,111195,111195
true,41860,41860,41860,41860
true,19404,19404,19404,19404
true,27830,27830,27830,27830
true,84018,84018,84018,84018
true,143488,143488,143488,143488
true,77100,77100,77100,77100
true,61081,61081,61081,61081
true,279942,279942,279942,279942
true,43112,43112,43112,43112
true,178045,178045,178045,178045
true,85371,85371,85371,85371
true,111960,111960,111960,111960
true,108664,108664,108664,108664
true,70470,70470,70470,70470
true,22167,22167,22167,22167
true,166294,166294,166294,166294
true,111825,111825,111825,111825
true,73260,73260,73260,73260
true,136815,136815,136815,136815
true,421271,421271,421271,421271
true,104320,104320,104320,104320
true,80480,80480,80480,80480
true,87150,87150,87150,87150
true,42224,42224,42224,42224
true,59792,59792,59792,59792
true,219742,219742,219742,219742
true,227291,227291,227291,227291
true,138684,138684,138684,138684
true,305660,305660,305660,305660
true,167486,167486,167486,167486
true,256536,256536,256536,256536
true,163300,163300,163300,163300
true,150586,150586,150586,150586
true,151175,151175,151175,151175
true,182820,182820,182820,182820
true,58580,58580,58580,58580
true,110616,110616,110616,110616
true,78264,78264,78264,78264
true,161928,161928,161928,161928
true,9930,9930,9930,9930
true,97092,97092,97092,97092
true,17350,17350,17350,17350
true,97250,97250,97250,97250
true,435248,435248,435248,435248
true,166608,166608,166608,166608
true,35455,35455,35455,35455
true,7540,7540,7540,7540
true,88519,88519,88519,88519
true,404383,404383,404383,404383
true,270413,270413,270413,270413
true,131152,131152,131152,131152
true,263160,263160,263160,263160
true,70815,70815,70815,70815
true,89207,89207,89207,89207
true,374712,374712,374712,374712
true,114352,114352,114352,114352
true,59618,59618,59618,59618
true,108654,108654,108654,108654
true,32508,32508,32508,32508
true,180411,180411,180411,180411
true,31717,31717,31717,31717
true,29160,29160,29160,29160
true,50491,50491,50491,50491
true,122768,122768,122768,122768
true,45420,45420,45420,45420
true,79541,79541,79541,79541
true,32928,32928,32928,32928
true,74403,74403,74403,74403
true,188775,188775,188775,188775
true,74592,74592,74592,74592
true,13311,13311,13311,13311
true,34744,34744,34744,34744
true,68138,68138,68138,68138
true,170730,170730,170730,170730
true,232804,232804,232804,232804
true,42370,42370,42370,42370
true,93540,93540,93540,93540
true,92845,92845,92845,92845
true,81540,81540,81540,81540
true,260474,260474,260474,260474
true,16540,16540,16540,16540
true,213044,213044,213044,213044
true,168054,168054,168054,168054
true,96040,96040,96040,96040
true,63450,63450,63450,63450
true,18704,18704,18704,18704
true,87620,87620,87620,87620
true,76050,76050,76050,76050
true,81301,81301,81301,81301
true,89334,89334,89334,89334
true,180215,180215,180215,180215
true,318200,318200,318200,318200
true,64350,64350,64350,64350
true,35050,35050,35050,35050
true,227583,227583,227583,227583
true,213384,213384,213384,213384
true,74640,74640,74640,74640
true,68833,68833,68833,68833
true,202335,202335,202335,202335
true,35400,35400,35400,35400
true,93870,93870,93870,93870
true,54472,54472,54472,54472
true,344736,344736,344736,344736
true,8050,8050,8050,8050
true,194865,194865,194865,194865
true,29246,29246,29246,29246
true,170406,170406,170406,170406
true,48268,48268,48268,48268
true,165432,165432,165432,165432
true,37140,37140,37140,37140
true,134944,134944,134944,134944
true,92316,92316,92316,92316
true,224997,224997,224997,224997
true,281820,281820,281820,281820
true,105092,105092,105092,105092
true,106770,106770,106770,106770
true,37184,37184,37184,37184
true,18421,18421,18421,18421
true,69482,69482,69482,69482
true,178563,178563,178563,178563
true,56100,56100,56100,56100
true,224978,224978,224978,224978
true,22032,22032,22032,22032
true,27576,27576,27576,27576
true,202816,202816,202816,202816
true,91080,91080,91080,91080
true,178847,178847,178847,178847
true,61803,61803,61803,61803
true,19026,19026,19026,19026
true,29590,29590,29590,29590
true,117453,117453,117453,117453
true,127832,127832,127832,127832
true,280262,280262,280262,280262
true,48112,48112,48112,48112
true,5330,5330,5330,5330
true,306390,306390,306390,306390
true,79320,79320,79320,79320
true,23218,23218,23218,23218
true,43270,43270,43270,43270
true,263133,263133,263133,263133
true,75339,75339,75339,75339
true,71368,71368,71368,71368
true,104472,104472,104472,104472
true,36855,36855,36855,36855
true,297464,297464,297464,297464
true,57178,57178,57178,57178
true,52184,52184,52184,52184
true,130169,130169,130169,130169
true,24192,24192,24192,24192
true,135129,135129,135129,135129
true,87880,87880,87880,87880
true,76780,76780,76780,76780
true,27258,27258,27258,27258
true,14791,14791,14791,14791
true,74620,74620,74620,74620
true,67540,67540,67540,67540
true,25136,25136,25136,25136
true,39220,39220,39220,39220
true,14316,14316,14316,14316
true,56070,56070,56070,56070
true,33460,33460,33460,33460
true,120480,120480,120480,120480
true,156760,156760,156760,156760
true,47047,47047,47047,47047
true,201264,201264,201264,201264
true,21120,21120,21120,21120
true,45945,45945,45945,45945
true,141750,141750,141750,141750
true,11998,11998,11998,11998
true,147339,147339,147339,147339
true,65280,65280,65280,65280
true,245311,245311,245311,245311
true,243096,243096,243096,243096
true,49040,49040,49040,49040
true,240752,240752,240752,240752
true,69020,69020,69020,69020
true,35849,35849,35849,35849
true,245295,245295,245295,245295
true,31935,31935,31935,31935
true,167456,167456,167456,167456
true,64042,64042,64042,64042
true,12324,12324,12324,12324
true,156936,156936,156936,156936
true,34027,34027,34027,34027
true,71500,71500,71500,71500
true,36207,36207,36207,36207
true,137214,137214,137214,137214
true,22710,22710,22710,22710
true,41706,41706,41706,41706
true,177600,177600,177600,177600
true,60418,60418,60418,60418
true,49524,49524,49524,49524
true,45816,45816,45816,45816
true,331422,331422,331422,331422
true,10731,10731,10731,10731
true,153756,153756,153756,153756
true,30744,30744,30744,30744
true,161336,161336,161336,161336
true,32148,32148,32148,32148
true,34810,34810,34810,34810
true,44436,44436,44436,44436
true,207216,207216,207216,207216
true,66976,66976,66976,66976
true,60310,60310,60310,60310
true,68544,68544,68544,68544
true,129298,129298,129298,129298
true,28940,28940,28940,28940
true,258774,258774,258774,258774
true,293535,293535,293535,293535
true,335712,335712,335712,335712
true,53809,53809,53809,53809
true,97328,97328,97328,97328
true,239448,239448,239448,239448
true,46818,46818,46818,46818
true,64428,64428,64428,64428
true,255339,255339,255339,255339
true,166824,166824,166824,166824
true,253568,253568,253568,253568
true,21135,21135,21135,21135
true,81728,81728,81728,81728
true,20977,20977,20977,20977
true,198550,198550,198550,198550
true,106436,106436,106436,106436
true,178290,178290,178290,178290
true,136608,136608,136608,136608
true,80850,80850,80850,80850
true,31598,31598,31598,31598
true,37224,37224,37224,37224
true,78912,78912,78912,78912
true,165258,165258,165258,165258
true,43050,43050,43050,43050
true,79450,79450,79450,79450
true,86108,86108,86108,86108
true,229606,229606,229606,229606
true,180033,180033,180033,180033
true,67256,67256,67256,67256
true,62361,62361,62361,62361
true,80856,80856,80856,80856
true,84510,84510,84510,84510
true,18080,18080,18080,18080
true,194744,194744,194744,194744
true,100589,100589,100589,100589
true,419198,419198,419198,419198
true,68148,68148,68148,68148
true,22154,22154,22154,22154
true,34476,34476,34476,34476
true,7410,7410,7410,7410
true,11760,11760,11760,11760
true,75600,75600,75600,75600
true,148206,148206,148206,148206
true,44961,44961,44961,44961
true,114333,114333,114333,114333
true,107757,107757,107757,107757
true,313686,313686,313686,313686
true,111405,111405,111405,111405
true,179296,179296,179296,179296
true,247962,247962,247962,247962
true,193820,193820,193820,193820
true,31320,31320,31320,31320
true,45790,45790,45790,45790
true,133776,133776,133776,133776
true,227815,227815,227815,227815
true,160322,160322,160322,160322
true,34515,34515,34515,34515
true,102283,102283,102283,102283
true,36008,36008,36008,36008
true,149324,149324,149324,149324
true,23647,23647,23647,23647
true,13448,13448,13448,13448
true,15596,15596,15596,15596
true,119374,119374,119374,119374
true,21760,21760,21760,21760
true,79255,79255,79255,79255
true,303108,303108,303108,303108
true,83450,83450,83450,83450
true,315252,315252,315252,315252
true,277872,277872,277872,277872
true,69636,69636,69636,69636
true,68541,68541,68541,68541
true,44052,44052,44052,44052
true,62850,62850,62850,62850
true,100113,100113,100113,100113
true,307098,307098,307098,307098
true,314325,314325,314325,314325
true,85812,85812,85812,85812
true,22512,22512,22512,22512
true,62400,62400,62400,62400
true,394680,394680,394680,394680
true,49220,49220,49220,49220
true,93228,93228,93228,93228
true,329112,329112,329112,329112
true,264768,264768,264768,264768
true,277066,277066,277066,277066
true,31226,31226,31226,31226
true,41275,41275,41275,41275
true,275625,275625,275625,275625
true,151047,151047,151047,151047
true,165899,165899,165899,165899
true,320737,320737,320737,320737
true,274572,274572,274572,274572
true,18315,18315,18315,18315
true,198060,198060,198060,198060
true,35150,35150,35150,35150
true,77644,77644,77644,77644
true,20970,20970,20970,20970
true,28188,28188,28188,28188
true,49648,49648,49648,49648
true,256824,256824,256824,256824
true,18800,18800,18800,18800
true,113999,113999,113999,113999
true,197625,197625,197625,197625
true,201425,201425,201425,201425
true,104608,104608,104608,104608
true,162081,162081,162081,162081
true,22540,22540,22540,22540
true,27960,27960,27960,27960
true,17150,17150,17150,17150
true,12404,12404,12404,12404
true,50319,50319,50319,50319
true,80625,80625,80625,80625
true,152626,152626,152626,152626
true,39725,39725,39725,39725
true,25340,25340,25340,25340
true,92475,92475,92475,92475
true,259028,259028,259028,259028
true,50490,50490,50490,50490
true,52533,52533,52533,52533
true,97755,97755,97755,97755
true,44175,44175,44175,44175
true,79149,79149,79149,79149
true,203931,203931,203931,203931
true,336084,336084,336084,336084
true,205825,205825,205825,205825
true,32832,32832,32832,32832
true,44000,44000,44000,44000
true,49565,49565,49565,49565
true,233640,233640,233640,233640
true,119042,119042,119042,119042
true,51261,51261,51261,51261
true,128520,128520,128520,128520
true,54480,54480,54480,54480
true,68544,68544,68544,68544
true,12120,12120,12120,12120
true,101897,101897,101897,101897
true,122100,122100,122100,122100
true,121368,121368,121368,121368
true,55132,55132,55132,55132
true,48395,48395,48395,48395
true,203050,203050,203050,203050
true,92017,92017,92017,92017
true,69144,69144,69144,69144
true,163429,163429,163429,163429
true,48480,48480,48480,48480
true,46860,46860,46860,46860
true,149055,149055,149055,149055
true,21600,21600,21600,21600
true,119952,119952,119952,119952
true,250587,250587,250587,250587
true,25410,25410,25410,25410
true,15904,15904,15904,15904
true,125230,125230,125230,125230
true,49257,49257,49257,49257
true,237888,237888,237888,237888
true,26782,26782,26782,26782
true,53312,53312,53312,53312
true,72105,72105,72105,72105
true,103248,103248,103248,103248
true,94736,94736,94736,94736
true,215712,215712,215712,215712
true,86819,86819,86819,86819
true,162165,162165,162165,162165
true,121360,121360,121360,121360
true,452657,452657,452657,452657
true,332943,332943,332943,332943
true,89056,89056,89056,89056
true,36018,36018,36018,36018
true,41802,41802,41802,41802
true,94188,94188,94188,94188
true,105984,105984,105984,105984
true,31815,31815,31815,31815
true,87110,87110,87110,87110
true,73712,73712,73712,73712
true,156134,156134,156134,156134
true,34880,34880,34880,34880
true,77792,77792,77792,77792
true,44913,44913,44913,44913
true,49074,49074,49074,49074
true,78960,78960,78960,78960
true,92690,92690,92690,92690
true,74547,74547,74547,74547
true,66438,66438,66438,66438
true,30704,30704,30704,30704
true,192700,192700,192700,192700
true,168777,168777,168777,168777
true,205523,205523,205523,205523
true,194520,194520,194520,194520
true,37401,37401,37401,37401
true,153306,153306,153306,153306
true,58848,58848,58848,58848
true,341696,341696,341696,341696
true,40740,40740,40740,40740
true,241135,241135,241135,241135
true,41288,41288,41288,41288
true,201925,201925,201925,201925
true,39585,39585,39585,39585
true,42007,42007,42007,42007
true,241920,241920,241920,241920
true,64232,64232,64232,64232
true,188209,188209,188209,188209
true,310985,310985,310985,310985
true,17690,17690,17690,17690
true,45050,45050,45050,45050
true,52104,52104,52104,52104
true,23585,23585,23585,23585
true,40140,40140,40140,40140
true,166782,166782,166782,166782
true,43944,43944,43944,43944
true,109767,109767,109767,109767
true,89712,89712,89712,89712
true,242614,242614,242614,242614
true,155930,155930,155930,155930
true,68820,68820,68820,68820
true,116712,116712,116712,116712
true,47120,47120,47120,47120
true,187383,187383,187383,187383
true,252402,252402,252402,252402
true,59878,59878,59878,59878
true,47154,47154,47154,47154
true,20946,20946,20946,20946
true,52381,52381,52381,52381
true,130368,130368,130368,130368
true,81458,81458,81458,81458
true,87336,87336,87336,87336
true,14889,14889,14889,14889
true,31248,31248,31248,31248
true,69993,69993,69993,69993
true,82500,82500,82500,82500
true,27503,27503,27503,27503
true,25648,25648,25648,25648
true,194520,194520,194520,194520
true,121935,121935,121935,121935
true,16206,16206,16206,16206
true,275190,275190,275190,275190
true,38562,38562,38562,38562
true,153748,153748,153748,153748
true,61880,61880,61880,61880
true,21852,21852,21852,21852
true,121880,121880,121880,121880
true,138208,138208,138208,138208
true,160524,160524,160524,160524
true,205117,205117,205117,205117
true,206030,206030,206030,206030
true,265918,265918,265918,265918
true,130329,130329,130329,130329
true,111168,111168,111168,111168
true,74592,74592,74592,74592
true,207776,207776,207776,207776
true,271320,271320,271320,271320
true,37870,37870,37870,37870
true,29560,29560,29560,29560
true,88032,88032,88032,88032
true,57876,57876,57876,57876
true,37840,37840,37840,37840
true,29790,29790,29790,29790
true,37026,37026,37026,37026
true,150250,150250,150250,150250
true,23412,23412,23412,23412
true,73568,73568,73568,73568
true,224608,224608,224608,224608
true,261203,261203,261203,261203
true,41724,41724,41724,41724
true,176757,176757,176757,176757
true,39446,39446,39446,39446
true,98280,98280,98280,98280
true,134299,134299,134299,134299
true,148752,148752,148752,148752
true,128268,128268,128268,128268
true,51344,51344,51344,51344
true,162390,162390,162390,162390
true,111594,111594,111594,111594
true,248438,248438,248438,248438
true,160810,160810,160810,160810
true,105616,105616,105616,105616
true,58560,58560,58560,58560
true,164976,164976,164976,164976
true,111412,111412,111412,111412
true,37464,37464,37464,37464
true,197604,197604,197604,197604
true,74088,74088,74088,74088
true,180488,180488,180488,180488
true,29965,29965,29965,29965
true,147200,147200,147200,147200
true,118125,118125,118125,118125
true,120700,120700,120700,120700
true,155688,155688,155688,155688
true,46444,46444,46444,46444
true,106843,106843,106843,106843
true,161091,161091,161091,161091
true,132944,132944,132944,132944
true,245252,245252,245252,245252
true,309172,309172,309172,309172
true,74305,74305,74305,74305
true,83052,83052,83052,83052
true,201240,201240,201240,201240
true,38785,38785,38785,38785
true,222450,222450,222450,222450
true,223098,223098,223098,223098
true,171902,171902,171902,171902
true,37488,37488,37488,37488
true,54021,54021,54021,54021
true,313092,313092,313092,313092
true,33520,33520,33520,33520
true,135450,135450,135450,135450
true,129168,129168,129168,129168
true,65871,65871,65871,65871
true,44292,44292,44292,44292
true,110460,110460,110460,110460
true,170400,170400,170400,170400
true,136276,136276,136276,136276
true,184324,184324,184324,184324
true,129438,129438,129438,129438
true,132825,132825,132825,132825
true,140360,140360,140360,140360
true,84964,84964,84964,84964
true,90640,90640,90640,90640
true,43336,43336,43336,43336
true,112392,112392,112392,112392
true,185352,185352,185352,185352
true,33138,33138,33138,33138
true,249180,249180,249180,249180
true,346202,346202,346202,346202
true,209848,209848,209848,209848
true,286317,286317,286317,286317
true,157374,157374,157374,157374
true,148486,148486,148486,148486
true,98879,98879,98879,98879
true,80904,80904,80904,80904
true,320334,320334,320334,320334
true,38380,38380,38380,38380
true,43263,43263,43263,43263
true,169743,169743,169743,169743
true,63252,63252,63252,63252
true,204475,204475,204475,204475
true,112024,112024,112024,112024
true,147618,147618,147618,147618
true,70590,70590,70590,70590
true,16440,16440,16440,16440
true,33960,33960,33960,33960
true,68880,68880,68880,68880
true,109884,109884,109884,109884
true,126180,126180,126180,126180
true,258564,258564,258564,258564
true,32752,32752,32752,32752
true,129558,129558,129558,129558
true,148306,148306,148306,148306
true,148625,148625,148625,148625
true,260881,260881,260881,260881
true,76313,76313,76313,76313
true,59346,59346,59346,59346
true,71752,71752,71752,71752
true,154204,154204,154204,154204
true,58736,58736,58736,58736
true,208935,208935,208935,208935
true,36063,36063,36063,36063
true,302432,302432,302432,302432
true,44576,44576,44576,44576
true,16412,16412,16412,16412
true,29652,29652,29652,29652
true,231539,231539,231539,231539
