BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5,BnB_BnB/6/finished,BnB_BnB/6,BnB_List/6,DP/6,DP_BnB/6
true,383903,383903,383903,383903,true,251095,251095,251095,251095,true,251095,251095,251095,251095,true,251095,251095,251095,251095,true,251095,251095,251095,251095,true,251095,251095,251095,251095
true,308844,308844,308844,308844,true,165506,165506,167796,167796,true,137457,137457,143208,143208,true,137457,137457,137457,137457,true,137457,137457,137457,137457,true,137457,137457,137457,137457
true,478944,478944,478944,478944,true,307488,307488,325096,325096,true,296432,296432,303576,303576,true,296432,296432,296432,296432,true,296432,296432,296432,296432,true,296432,296432,296432,296432
true,332016,332016,332016,332016,true,233528,233528,233528,233528,true,197085,197085,197085,197085,true,168272,168272,168272,168272,true,168272,168272,168272,168272,true,168272,168272,168272,168272
true,273088,273088,273088,273088,true,146536,146536,146536,146536,true,128576,128576,128576,128576,true,128576,128576,128576,128576,true,128576,128576,128576,128576,true,128576,128576,128576,128576
true,226835,226835,226835,226835,true,119770,119770,119770,119770,true,119770,119770,119770,119770,true,119770,119770,119770,119770,true,119770,119770,119770,119770,true,119770,119770,119770,119770
true,455220,455220,455220,455220,true,344052,344052,372432,372432,true,280164,280164,289092,289092,true,228396,228396,228396,228396,true,216675,216675,216675,216675,true,216675,216675,216675,216675
true,326652,326652,326652,326652,true,168336,168336,168336,168336,true,166320,166320,166320,166320,true,149388,149388,149388,149388,true,132756,132756,132756,132756,true,132756,132756,132756,132756
true,136518,136518,136518,136518,true,73836,73836,80376,80376,true,61290,62880,62880,62880,true,61290,61290,61290,61290,true,61290,61290,61290,61290,true,61290,61290,61290,61290
true,396810,396810,396810,396810,true,282690,282690,282690,282690,true,282690,282690,282690,282690,true,282690,282690,282690,282690,true,282690,282690,282690,282690,true,282690,282690,282690,282690
true,209706,209706,209706,209706,true,135702,135702,135702,135702,true,116610,116610,116610,116610,true,116610,116610,116610,116610,true,116610,116610,116610,116610,true,116610,116610,116610,116610
true,300726,300726,300726,300726,true,208643,208643,237105,237105,true,208643,208643,208643,208643,true,208643,208643,208643,208643,true,208643,208643,208643,208643,true,208643,208643,208643,208643
true,295520,295520,295520,295520,true,193411,199688,199688,199688,true,156288,156288,156288,156288,true,156288,156288,156288,156288,true,156288,156288,156288,156288,true,156288,156288,156288,156288
true,648318,648318,648318,648318,true,356934,356934,381368,381368,true,278806,280358,280358,280358,true,257131,257131,273052,273052,true,215384,215384,215384,215384,true,215384,215384,215384,215384
true,412126,412126,412126,412126,true,240185,240185,240185,240185,true,215059,215059,215059,215059,true,215059,215059,215059,215059,true,215059,215059,215059,215059,true,215059,215059,215059,215059
true,334160,334160,334160,334160,true,199456,199456,258887,258887,true,176319,176319,200312,200312,true,176319,176319,176319,176319,true,176319,176319,176319,176319,true,176319,176319,176319,176319
true,421020,421020,421020,421020,true,239292,239292,239292,239292,true,178980,178980,188256,188256,true,174352,174352,174352,174352,true,174352,174352,174352,174352,true,174352,174352,174352,174352
true,273600,273600,273600,273600,true,173733,175869,175869,175869,true,133316,145054,145171,145171,true,115308,115308,115308,115308,true,115308,115308,115308,115308,true,115308,115308,115308,115308
true,797069,797069,797069,797069,true,436688,446701,448951,448951,true,317737,317737,364648,364648,false,313852,313852,313852,313852,true,235070,235070,245000,245000,true,235070,235070,235070,235070
true,256932,256932,256932,256932,true,201366,201366,220650,220650,true,201366,201366,201366,201366,true,201366,201366,201366,201366,true,201366,201366,201366,201366,true,201366,201366,201366,201366
true,223629,223629,223629,223629,true,156156,156156,156156,156156,true,156156,156156,156156,156156,true,156156,156156,156156,156156,true,156156,156156,156156,156156,true,156156,156156,156156,156156
true,331392,331392,331392,331392,true,253392,253392,264032,264032,true,215664,224478,224240,224240,true,213632,213632,213632,213632,true,213632,213632,213632,213632,true,213632,213632,213632,213632
true,255336,255336,255336,255336,true,170480,170480,212848,212848,true,167548,167548,170480,170480,true,167548,167548,167548,167548,true,167548,167548,167548,167548,true,167548,167548,167548,167548
true,171048,171048,171048,171048,true,115448,115448,121688,121688,true,100536,100536,100536,100536,true,100536,100536,100536,100536,true,100536,100536,100536,100536,true,100536,100536,100536,100536
true,175950,175950,175950,175950,true,96315,99932,126631,126631,true,76482,82135,82135,82135,true,63717,63717,63717,63717,true,63717,63717,63717,63717,true,63717,63717,63717,63717
true,106175,106175,106175,106175,true,65040,65040,65040,65040,true,65040,65040,65040,65040,true,65040,65040,65040,65040,true,65040,65040,65040,65040,true,65040,65040,65040,65040
true,316169,316169,316169,316169,true,169078,172200,205681,205681,true,136240,136240,136240,136240,true,136240,136240,136240,136240,true,136240,136240,136240,136240,true,136240,136240,136240,136240
true,252784,252784,252784,252784,true,190615,190615,195312,195312,true,159804,159804,159804,159804,true,159804,159804,159804,159804,true,159804,159804,159804,159804,true,159804,159804,159804,159804
true,451066,451066,451066,451066,true,253693,253693,253693,253693,true,200497,200497,202125,202125,true,177302,177302,200497,200497,false,164312,164312,164312,164312,true,164312,164312,164312,164312
true,426444,426444,426444,426444,true,321740,330216,341952,341952,true,271644,271644,274260,274260,true,240188,240188,240188,240188,true,240188,240188,240188,240188,true,240188,240188,240188,240188
true,144090,144090,144090,144090,true,74215,76255,93735,93735,true,57805,57805,72995,72995,true,57805,57805,57805,57805,true,57805,57805,57805,57805,true,57805,57805,57805,57805
true,120820,120820,120820,120820,true,107285,107285,107285,107285,true,100170,100170,100170,100170,true,100170,100170,100170,100170,true,100170,100170,100170,100170,true,100170,100170,100170,100170
true,578640,578640,578640,578640,true,339600,339600,339600,339600,true,279733,279733,334530,334530,true,232018,232018,244725,244725,true,232018,232018,232018,232018,true,232018,232018,232018,232018
true,603022,603022,603022,603022,true,350021,369664,369664,369664,true,291137,291137,291137,291137,true,291137,291137,291137,291137,true,291137,291137,291137,291137,true,291137,291137,291137,291137
true,323796,323796,323796,323796,true,211442,211442,218548,218548,true,176121,176121,176121,176121,true,176121,176121,176121,176121,true,176121,176121,176121,176121,true,176121,176121,176121,176121
true,232664,232664,232664,232664,true,119752,119752,119752,119752,true,97116,104098,114144,114144,true,91840,91840,91840,91840,true,91840,91840,91840,91840,true,91840,91840,91840,91840
true,298504,298504,298504,298504,true,187504,187504,207608,207608,true,166539,166539,182064,182064,true,158754,158754,167690,167690,true,158754,158754,158754,158754,true,158754,158754,158754,158754
true,418284,418284,418284,418284,true,278568,278568,321312,321312,true,265086,265086,273420,273420,true,265086,265086,265086,265086,true,265086,265086,265086,265086,true,265086,265086,265086,265086
true,541952,541952,541952,541952,true,329136,329136,380208,380208,true,256525,256525,265305,265305,true,203202,203202,222114,222114,true,180918,180918,203202,203202,true,180918,180918,180918,180918
true,151669,151669,151669,151669,true,91026,91026,93420,93420,true,78579,78579,79911,79911,true,78579,78579,78579,78579,true,78579,78579,78579,78579,true,78579,78579,78579,78579
true,657212,657212,657212,657212,true,353235,357940,368982,368982,true,269964,284756,321794,321794,true,236148,236148,236148,236148,true,236148,236148,236148,236148,true,236148,236148,236148,236148
true,622440,622440,622440,622440,true,357651,357651,390442,390442,true,357651,357651,357651,357651,true,357651,357651,357651,357651,true,357651,357651,357651,357651,true,357651,357651,357651,357651
true,420363,420363,420363,420363,true,215892,215892,236718,236718,true,155952,158994,196186,196186,true,153333,153333,153333,153333,true,153333,153333,153333,153333,true,153333,153333,153333,153333
true,548288,548288,548288,548288,true,304915,312372,334078,334078,true,217702,217702,217702,217702,true,206384,206384,216658,216658,true,181584,181584,185042,185042,true,181584,181584,181584,181584
true,333486,333486,333486,333486,true,209718,209718,218826,218826,true,209232,209232,209232,209232,true,209232,209232,209232,209232,true,209232,209232,209232,209232,true,209232,209232,209232,209232
true,400477,400477,400477,400477,true,242035,246220,260707,260707,true,220568,220568,232048,232048,true,220568,220568,220568,220568,true,220568,220568,220568,220568,true,220568,220568,220568,220568
true,157560,157560,157560,157560,true,101765,101765,107565,107565,true,96445,96980,96980,96980,true,87980,87980,87980,87980,true,81445,81445,81445,81445,true,81445,81445,81445,81445
true,177583,177583,177583,177583,true,94073,94073,94073,94073,true,86422,86422,86422,86422,true,86422,86422,86422,86422,true,86422,86422,86422,86422,true,86422,86422,86422,86422
true,120220,120220,120220,120220,true,70834,70834,71440,71440,true,59860,62475,62475,62475,true,59860,59860,59860,59860,true,59860,59860,59860,59860,true,59860,59860,59860,59860
true,169092,169092,169092,169092,true,88118,94558,96624,96624,true,74190,74190,74190,74190,true,74190,74190,74190,74190,true,74190,74190,74190,74190,true,74190,74190,74190,74190
true,348432,348432,348432,348432,true,192324,198828,221076,221076,true,165588,165588,165588,165588,true,165588,165588,165588,165588,true,165588,165588,165588,165588,true,165588,165588,165588,165588
true,381852,381852,381852,381852,true,202392,227304,248604,248604,true,169236,169236,169236,169236,true,169236,169236,169236,169236,true,169236,169236,169236,169236,true,169236,169236,169236,169236
true,195867,195867,195867,195867,true,157801,157801,173705,173705,true,150374,150374,153569,153569,true,150374,150374,150374,150374,true,150374,150374,150374,150374,true,150374,150374,150374,150374
true,443880,443880,443880,443880,true,277440,277440,333615,333615,true,251205,251205,251205,251205,true,251205,251205,251205,251205,true,251205,251205,251205,251205,true,251205,251205,251205,251205
true,386705,386705,386705,386705,true,238216,243507,275542,275542,true,183855,183855,194392,194392,true,165736,165736,165736,165736,true,165736,165736,165736,165736,true,165736,165736,165736,165736
true,311568,311568,311568,311568,true,173090,175834,183942,183942,true,132223,132769,136593,136593,true,132223,132223,132223,132223,true,132223,132223,132223,132223,true,132223,132223,132223,132223
true,216576,216576,216576,216576,true,118959,118959,130464,130464,true,109104,109104,109104,109104,true,109104,109104,109104,109104,true,109104,109104,109104,109104,true,109104,109104,109104,109104
true,389268,389268,389268,389268,true,205695,205803,208638,208638,true,141948,150964,187434,187434,true,122706,122706,125181,125181,true,118437,118437,118437,118437,true,118437,118437,118437,118437
true,226600,226600,226600,226600,true,143476,144568,161626,161626,true,107128,107128,119744,119744,true,107128,107128,107128,107128,true,107128,107128,107128,107128,true,107128,107128,107128,107128
true,490032,490032,490032,490032,true,326640,326640,351600,351600,true,261240,261240,288096,288096,true,261240,261240,261240,261240,true,261240,261240,261240,261240,true,261240,261240,261240,261240
true,318835,318835,318835,318835,true,176959,182923,225071,225071,true,132959,143360,159269,159269,true,130185,130185,130185,130185,true,130185,130185,130185,130185,true,130185,130185,130185,130185
true,166817,166817,166817,166817,true,100842,103075,103075,103075,true,85183,85183,85183,85183,true,85183,85183,85183,85183,true,85183,85183,85183,85183,true,85183,85183,85183,85183
true,96655,96655,96655,96655,true,54350,54350,60830,60830,true,54350,54350,54350,54350,true,54350,54350,54350,54350,true,54350,54350,54350,54350,true,54350,54350,54350,54350
true,217125,217125,217125,217125,true,114390,114390,114390,114390,true,109635,109635,109635,109635,true,109635,109635,109635,109635,true,109635,109635,109635,109635,true,109635,109635,109635,109635
true,304140,304140,304140,304140,true,194868,194868,225972,225972,true,181172,181172,194868,194868,true,181172,181172,181172,181172,true,181172,181172,181172,181172,true,181172,181172,181172,181172
true,281565,281565,281565,281565,true,153812,153812,170838,170838,true,113405,120605,143552,143552,true,99972,99972,102827,102827,true,99972,99972,99972,99972,true,99972,99972,99972,99972
true,735020,735020,735020,735020,true,446092,446092,449425,449425,true,330994,330994,371866,371866,true,330877,330877,330877,330877,true,330877,330877,330877,330877,true,330877,330877,330877,330877
true,131145,131145,131145,131145,true,110085,110085,110085,110085,true,110085,110085,110085,110085,true,110085,110085,110085,110085,true,110085,110085,110085,110085,true,110085,110085,110085,110085
true,311970,311970,311970,311970,true,193770,193770,202580,202580,true,153168,153168,153168,153168,true,153168,153168,153168,153168,true,153168,153168,153168,153168,true,153168,153168,153168,153168
true,197253,197253,197253,197253,true,158416,158416,163024,163024,true,157200,157200,157200,157200,true,157200,157200,157200,157200,true,157200,157200,157200,157200,true,157200,157200,157200,157200
true,151250,151250,151250,151250,true,146700,146700,146700,146700,true,146700,146700,146700,146700,true,146700,146700,146700,146700,true,146700,146700,146700,146700,true,146700,146700,146700,146700
true,378059,378059,378059,378059,true,237050,237050,237050,237050,true,222711,226671,228921,228921,true,183489,184613,184613,184613,true,183489,183489,183489,183489,true,183489,183489,183489,183489
true,363140,363140,363140,363140,true,242940,242940,242940,242940,true,176722,176722,176722,176722,true,176722,176722,176722,176722,true,176722,176722,176722,176722,true,176722,176722,176722,176722
true,945845,945845,945845,945845,true,533977,543395,634404,634404,true,432378,432378,454407,454407,true,432378,432378,436073,436073,true,432378,432378,432378,432378,true,432378,432378,432378,432378
true,314613,314613,314613,314613,true,161127,161127,161127,161127,true,161127,161127,161127,161127,true,161127,161127,161127,161127,true,161127,161127,161127,161127,true,161127,161127,161127,161127
true,409310,409310,409310,409310,true,249128,249128,272206,272206,true,195570,195570,210459,210459,true,195570,195570,195570,195570,true,195570,195570,195570,195570,true,195570,195570,195570,195570
true,453079,453079,453079,453079,true,328856,328856,364375,364375,true,305877,305877,328856,328856,true,305877,305877,305877,305877,true,305877,305877,305877,305877,true,305877,305877,305877,305877
true,363400,363400,363400,363400,true,199120,199120,199120,199120,true,196602,196602,196602,196602,true,196602,196602,196602,196602,true,196602,196602,196602,196602,true,196602,196602,196602,196602
true,286488,286488,286488,286488,true,173256,173256,173256,173256,true,143000,143000,143000,143000,true,143000,143000,143000,143000,true,143000,143000,143000,143000,true,143000,143000,143000,143000
true,490270,490270,490270,490270,true,267641,267641,267641,267641,true,238403,238403,238403,238403,true,238403,238403,238403,238403,true,238403,238403,238403,238403,true,238403,238403,238403,238403
true,515869,515869,515869,515869,true,285057,285836,285836,285836,true,217455,225036,245195,245195,true,217455,217455,217455,217455,true,217455,217455,217455,217455,true,217455,217455,217455,217455
true,176944,176944,176944,176944,true,94408,94408,94408,94408,true,94408,94408,94408,94408,true,94408,94408,94408,94408,true,94408,94408,94408,94408,true,94408,94408,94408,94408
true,249753,249753,249753,249753,true,148788,148788,177130,177130,true,135562,135562,135562,135562,true,135562,135562,135562,135562,true,135562,135562,135562,135562,true,135562,135562,135562,135562
true,260577,260577,260577,260577,true,172584,184625,187731,187731,true,141794,141794,144900,144900,true,141794,141794,141794,141794,true,141794,141794,141794,141794,true,141794,141794,141794,141794
true,146095,146095,146095,146095,true,92512,103278,106195,106195,true,69310,69310,69310,69310,true,69310,69310,69310,69310,true,69310,69310,69310,69310,true,69310,69310,69310,69310
true,251363,251363,251363,251363,true,139209,139209,139209,139209,true,139209,139209,139209,139209,true,139209,139209,139209,139209,true,139209,139209,139209,139209,true,139209,139209,139209,139209
true,553554,553554,553554,553554,true,367938,367938,367938,367938,true,367938,367938,367938,367938,true,367938,367938,367938,367938,true,367938,367938,367938,367938,true,367938,367938,367938,367938
true,171310,171310,171310,171310,true,151760,151760,151760,151760,true,142400,142400,142400,142400,true,142400,142400,142400,142400,true,142400,142400,142400,142400,true,142400,142400,142400,142400
true,378500,378500,378500,378500,true,218850,226036,259000,259000,true,174180,179808,185350,185350,true,169450,169450,169450,169450,true,169450,169450,169450,169450,true,169450,169450,169450,169450
true,442926,442926,442926,442926,true,328399,328399,373763,373763,true,306894,306894,328399,328399,true,306894,306894,306894,306894,true,306894,306894,306894,306894,true,306894,306894,306894,306894
true,243418,243418,243418,243418,true,153777,153777,191601,191601,true,119057,119057,125316,125316,true,107241,107241,110124,110124,true,107241,107241,107241,107241,true,107241,107241,107241,107241
true,485400,485400,485400,485400,true,289664,305220,330821,330821,true,234765,241210,249650,249650,true,220937,220937,220937,220937,true,220937,220937,220937,220937,true,220937,220937,220937,220937
true,174216,174216,174216,174216,true,96822,96822,96822,96822,true,87978,87978,87978,87978,true,87978,87978,87978,87978,true,87978,87978,87978,87978,true,87978,87978,87978,87978
true,315689,315689,315689,315689,true,222475,224664,247313,247313,true,180697,180697,203346,203346,true,180697,180697,180697,180697,true,180697,180697,180697,180697,true,180697,180697,180697,180697
true,220890,220890,220890,220890,true,113930,113930,113930,113930,true,109690,109690,109690,109690,true,109690,109690,109690,109690,true,109690,109690,109690,109690,true,109690,109690,109690,109690
true,203072,203072,203072,203072,true,146666,146666,148665,148665,true,127618,127618,127618,127618,true,123882,123882,123882,123882,true,123882,123882,123882,123882,true,123882,123882,123882,123882
true,174804,174804,174804,174804,true,108912,108912,132736,132736,true,108912,108912,108912,108912,true,108912,108912,108912,108912,true,108912,108912,108912,108912,true,108912,108912,108912,108912
true,301128,301128,301128,301128,true,226536,231024,253944,253944,true,198296,198296,214520,214520,true,198296,198296,198296,198296,true,198296,198296,198296,198296,true,198296,198296,198296,198296
true,417820,417820,417820,417820,true,252324,255603,252324,252324,true,246233,246233,250631,250631,true,246233,246233,246233,246233,true,246233,246233,246233,246233,true,246233,246233,246233,246233
true,143595,143595,143595,143595,true,84302,84302,86124,86124,true,78676,78676,79301,79301,true,78676,78676,78676,78676,true,78676,78676,78676,78676,true,78676,78676,78676,78676
true,467148,467148,467148,467148,true,308160,308160,308160,308160,true,250053,250053,250053,250053,true,250053,250053,250053,250053,true,250053,250053,250053,250053,true,250053,250053,250053,250053
true,317718,317718,317718,317718,true,174854,175014,187155,187155,true,154770,154770,156570,156570,true,154770,154770,154770,154770,true,154770,154770,154770,154770,true,154770,154770,154770,154770
true,553500,553500,553500,553500,true,403640,404396,414000,414000,true,306255,306255,311655,311655,true,284839,284839,306255,306255,true,276544,276544,276544,276544,true,276544,276544,276544,276544
true,603126,603126,603126,603126,true,348948,356346,356346,356346,true,274224,274224,274224,274224,true,273996,273996,273996,273996,true,273996,273996,273996,273996,true,273996,273996,273996,273996
true,541982,541982,541982,541982,true,321510,324884,324884,324884,true,266210,266210,266210,266210,true,239330,239330,239330,239330,true,239330,239330,239330,239330,true,239330,239330,239330,239330
true,197862,197862,197862,197862,true,186324,186324,189480,189480,true,186324,186324,186324,186324,true,186324,186324,186324,186324,true,186324,186324,186324,186324,true,186324,186324,186324,186324
true,217014,217014,217014,217014,true,121272,121272,143094,143094,true,109182,109182,109182,109182,true,109182,109182,109182,109182,true,109182,109182,109182,109182,true,109182,109182,109182,109182
true,338706,338706,338706,338706,true,245664,245664,254981,254981,true,196316,198747,210357,210357,true,192281,192281,192281,192281,true,192281,192281,192281,192281,true,192281,192281,192281,192281
true,153066,153066,153066,153066,true,150960,150960,150960,150960,true,150960,150960,150960,150960,true,150960,150960,150960,150960,true,150960,150960,150960,150960,true,150960,150960,150960,150960
true,283400,283400,283400,283400,true,264384,264384,264384,264384,true,264384,264384,264384,264384,true,264384,264384,264384,264384,true,264384,264384,264384,264384,true,264384,264384,264384,264384
true,422579,422579,422579,422579,true,230109,235961,262504,262504,true,182305,182305,182305,182305,true,161823,161823,161823,161823,true,159704,159704,159704,159704,true,159704,159704,159704,159704
true,283647,283647,283647,283647,true,192765,192765,231581,231581,true,167748,167748,189560,189560,true,159690,159690,167748,167748,true,159690,159690,159690,159690,true,159690,159690,159690,159690
true,198738,198738,198738,198738,true,149034,149034,163576,163576,true,148220,148220,149034,149034,true,148220,148220,148220,148220,true,148220,148220,148220,148220,true,148220,148220,148220,148220
true,260748,260748,260748,260748,true,164043,164043,186534,186534,true,136089,136089,164043,164043,true,118716,118716,136089,136089,true,118716,118716,118716,118716,true,118716,118716,118716,118716
true,189250,189250,189250,189250,true,113140,113140,113140,113140,true,113140,113140,113140,113140,true,113140,113140,113140,113140,true,113140,113140,113140,113140,true,113140,113140,113140,113140
true,217764,217764,217764,217764,true,119295,129334,135877,135877,true,100996,100996,100996,100996,true,100996,100996,100996,100996,true,100996,100996,100996,100996,true,100996,100996,100996,100996
true,842537,842537,842537,842537,true,541389,541389,610640,610640,true,449861,458990,520600,520600,true,387193,387193,395658,395658,true,374714,374714,374714,374714,true,374714,374714,374714,374714
true,317018,317018,317018,317018,true,182884,182884,201253,201253,true,156780,156780,171860,171860,true,156780,156780,156780,156780,true,156780,156780,156780,156780,true,156780,156780,156780,156780
true,217536,217536,217536,217536,true,155109,155109,176592,176592,true,154804,154804,154804,154804,true,154804,154804,154804,154804,true,154804,154804,154804,154804,true,154804,154804,154804,154804
true,233664,233664,233664,233664,true,132903,132903,132903,132903,true,132903,132903,132903,132903,true,132903,132903,132903,132903,true,132903,132903,132903,132903,true,132903,132903,132903,132903
true,354150,354150,354150,354150,true,241065,241065,282771,282771,true,224082,224082,241065,241065,true,224082,224082,224082,224082,true,224082,224082,224082,224082,true,224082,224082,224082,224082
true,365238,365238,365238,365238,true,214373,230549,236916,236916,true,158022,158022,158022,158022,true,158022,158022,158022,158022,true,158022,158022,158022,158022,true,158022,158022,158022,158022
true,483587,483587,483587,483587,true,307840,307840,307840,307840,true,266045,266045,266045,266045,true,259515,259515,259515,259515,true,259515,259515,259515,259515,true,259515,259515,259515,259515
true,280860,280860,280860,280860,true,193326,193326,232740,232740,true,160806,160806,193326,193326,true,160806,160806,160806,160806,true,160806,160806,160806,160806,true,160806,160806,160806,160806
true,237504,237504,237504,237504,true,129792,129792,129792,129792,true,116952,116952,116952,116952,true,116952,116952,116952,116952,true,116952,116952,116952,116952,true,116952,116952,116952,116952
true,397730,397730,397730,397730,true,220601,226930,226930,226930,true,172690,172690,173010,173010,true,161726,161726,172690,172690,true,161726,161726,161726,161726,true,161726,161726,161726,161726
true,411600,411600,411600,411600,true,340509,340509,361605,361605,true,329280,329280,329280,329280,true,329280,329280,329280,329280,true,329280,329280,329280,329280,true,329280,329280,329280,329280
true,496336,496336,496336,496336,true,308528,308528,308528,308528,true,269060,269060,280196,280196,true,252756,252756,259434,259434,true,252756,252756,252756,252756,true,252756,252756,252756,252756
true,336978,336978,336978,336978,true,239202,239202,239202,239202,true,198477,198477,229460,229460,true,173286,176904,185251,185251,true,154035,154035,154035,154035,true,154035,154035,154035,154035
true,176250,176250,176250,176250,true,120723,120723,149118,149118,true,119151,119151,124446,124446,true,119151,119151,120723,120723,true,119151,119151,119151,119151,true,119151,119151,119151,119151
true,283311,283311,283311,283311,true,153657,155729,167916,167916,true,119288,129648,136488,136488,true,95424,95424,108048,108048,true,88099,88099,88099,88099,true,88099,88099,88099,88099
true,359190,359190,359190,359190,true,207700,207700,207700,207700,true,185025,185025,185025,185025,true,185025,185025,185025,185025,true,185025,185025,185025,185025,true,185025,185025,185025,185025
true,570178,570178,570178,570178,true,330750,330750,335776,335776,true,277920,277920,293174,293174,true,274000,274000,274000,274000,true,274000,274000,274000,274000,true,274000,274000,274000,274000
true,467355,467355,467355,467355,true,250095,250095,250095,250095,true,242235,242235,242235,242235,true,242235,242235,242235,242235,true,242235,242235,242235,242235,true,242235,242235,242235,242235
true,170525,170525,170525,170525,true,111015,111015,131235,131235,true,94300,94300,107945,107945,true,94300,94300,94300,94300,true,94300,94300,94300,94300,true,94300,94300,94300,94300
true,632016,632016,632016,632016,true,364261,365760,429390,429390,true,335369,335369,335369,335369,true,335369,335369,335369,335369,true,335369,335369,335369,335369,true,335369,335369,335369,335369
true,389043,389043,389043,389043,true,216161,216848,231850,231850,true,168038,180490,180490,180490,true,150105,150105,150105,150105,true,150105,150105,150105,150105,true,150105,150105,150105,150105
true,168655,168655,168655,168655,true,149170,149170,158635,158635,true,141845,141845,149170,149170,true,141845,141845,141845,141845,true,141845,141845,141845,141845,true,141845,141845,141845,141845
true,142565,142565,142565,142565,true,127055,127055,132330,132330,true,126256,126256,127055,127055,true,126256,126256,126256,126256,true,126256,126256,126256,126256,true,126256,126256,126256,126256
true,370755,370755,370755,370755,true,253686,253686,268119,268119,true,244468,244468,252962,252962,true,244468,244468,244468,244468,true,244468,244468,244468,244468,true,244468,244468,244468,244468
true,424446,424446,424446,424446,true,272536,272536,272536,272536,true,272536,272536,272536,272536,true,272536,272536,272536,272536,true,272536,272536,272536,272536,true,272536,272536,272536,272536
true,287568,287568,287568,287568,true,216200,216200,224240,224240,true,184376,184376,184376,184376,true,184376,184376,184376,184376,true,184376,184376,184376,184376,true,184376,184376,184376,184376
true,456703,456703,456703,456703,true,348855,348855,377416,377416,true,306771,306771,312390,312390,true,306771,306771,306771,306771,true,306771,306771,306771,306771,true,306771,306771,306771,306771
true,161300,161300,161300,161300,true,119690,119690,135250,135250,true,119690,119690,119690,119690,true,119690,119690,119690,119690,true,119690,119690,119690,119690,true,119690,119690,119690,119690
true,217952,217952,217952,217952,true,119371,119371,119371,119371,true,115346,115346,115346,115346,true,115346,115346,115346,115346,true,115346,115346,115346,115346,true,115346,115346,115346,115346
true,185640,185640,185640,185640,true,118770,118770,118770,118770,true,118770,118770,118770,118770,true,118770,118770,118770,118770,true,118770,118770,118770,118770,true,118770,118770,118770,118770
true,190326,190326,190326,190326,true,142302,142302,142302,142302,true,142302,142302,142302,142302,true,142302,142302,142302,142302,true,142302,142302,142302,142302,true,142302,142302,142302,142302
true,621760,621760,621760,621760,true,433665,451633,455504,455504,true,395265,395265,395265,395265,true,395265,395265,395265,395265,true,395265,395265,395265,395265,true,395265,395265,395265,395265
true,1203680,1203680,1203680,1203680,true,695352,706348,735397,735397,true,527824,534856,575225,575225,true,473076,473076,473076,473076,true,473076,473076,473076,473076,true,473076,473076,473076,473076
true,301920,301920,301920,301920,true,168166,168166,186438,186438,true,132108,135770,155064,155064,true,101646,101646,101646,101646,true,101646,101646,101646,101646,true,101646,101646,101646,101646
true,688400,688400,688400,688400,true,412960,412960,412960,412960,true,320920,320920,373264,373264,true,309344,309344,309344,309344,true,309344,309344,309344,309344,true,309344,309344,309344,309344
true,539937,539937,539937,539937,true,337740,337740,357148,357148,true,277168,277168,288907,288907,true,267288,267288,267288,267288,true,267288,267288,267288,267288,true,267288,267288,267288,267288
true,250320,250320,250320,250320,true,203392,203392,205723,205723,true,173068,173068,173068,173068,true,173068,173068,173068,173068,true,173068,173068,173068,173068,true,173068,173068,173068,173068
true,305001,305001,305001,305001,true,173889,184232,190701,190701,true,151382,151382,153396,153396,true,151382,151382,151382,151382,true,151382,151382,151382,151382,true,151382,151382,151382,151382
true,151986,151986,151986,151986,true,126497,126497,126497,126497,true,120734,120734,120734,120734,true,120734,120734,120734,120734,true,120734,120734,120734,120734,true,120734,120734,120734,120734
true,134526,134526,134526,134526,true,90544,90544,90544,90544,true,83526,83526,83526,83526,true,83526,83526,83526,83526,true,83526,83526,83526,83526,true,83526,83526,83526,83526
true,387492,387492,387492,387492,true,224808,224808,252377,252377,true,175692,193009,193524,193524,true,166872,167884,167884,167884,true,166401,166401,166401,166401,true,166401,166401,166401,166401
true,146964,146964,146964,146964,true,87000,87000,91784,91784,true,67002,68833,69930,69930,true,57386,57421,63711,63711,true,49539,49539,49539,49539,true,49539,49539,49539,49539
true,225714,225714,225714,225714,true,125040,125040,125040,125040,true,125040,125040,125040,125040,true,125040,125040,125040,125040,true,125040,125040,125040,125040,true,125040,125040,125040,125040
true,273700,273700,273700,273700,true,185326,187540,197550,197550,true,171140,171140,171140,171140,true,171140,171140,171140,171140,true,171140,171140,171140,171140,true,171140,171140,171140,171140
true,131880,131880,131880,131880,true,93576,93576,108066,108066,true,74344,74344,88480,88480,true,73906,73906,73906,73906,true,73906,73906,73906,73906,true,73906,73906,73906,73906
true,403020,403020,403020,403020,true,232722,232722,278832,278832,true,183354,185822,202704,202704,true,161095,166460,166460,166460,true,144169,144169,144169,144169,true,144169,144169,144169,144169
true,826892,826892,826892,826892,true,483802,512974,527164,527164,true,397910,397910,397910,397910,true,339366,342298,342298,342298,true,330724,330724,330724,330724,true,330724,330724,330724,330724
