BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5,BnB_BnB/6/finished,BnB_BnB/6,BnB_List/6,DP/6,DP_BnB/6
true,168390,168390,168390,168390,true,117355,117355,117355,117355,true,117355,117355,117355,117355,true,117355,117355,117355,117355,true,117355,117355,117355,117355,true,117355,117355,117355,117355
true,422015,422015,422015,422015,true,246730,267047,267047,267047,true,217107,217107,217107,217107,true,177199,177199,177199,177199,true,177199,177199,177199,177199,true,177199,177199,177199,177199
true,758064,758064,758064,758064,true,416720,416720,431488,431488,true,329632,329632,359504,359504,true,301008,301008,301008,301008,true,272416,272416,272416,272416,true,272416,272416,272416,272416
true,253224,253224,253224,253224,true,161992,161992,191008,191008,true,136287,137107,143792,143792,true,127072,127072,127072,127072,true,127072,127072,127072,127072,true,127072,127072,127072,127072
true,156375,156375,156375,156375,true,106505,106505,106505,106505,true,106505,106505,106505,106505,true,106505,106505,106505,106505,true,106505,106505,106505,106505,true,106505,106505,106505,106505
true,139295,139295,139295,139295,true,129565,129565,129565,129565,true,129565,129565,129565,129565,true,129565,129565,129565,129565,true,129565,129565,129565,129565,true,129565,129565,129565,129565
true,199535,199535,199535,199535,true,135403,137095,137123,137123,true,105357,105357,105591,105591,true,105357,105357,105357,105357,true,105357,105357,105357,105357,true,105357,105357,105357,105357
true,841491,841491,841491,841491,true,462745,462745,462745,462745,true,402990,402990,402990,402990,true,361300,361300,371450,371450,true,361300,361300,361300,361300,true,361300,361300,361300,361300
true,160110,160110,160110,160110,true,110745,110745,121680,121680,true,86771,86771,86771,86771,true,86771,86771,86771,86771,true,86771,86771,86771,86771,true,86771,86771,86771,86771
true,544040,544040,544040,544040,true,299544,299544,357140,357140,true,232068,243516,243516,243516,true,197622,198206,204666,204666,true,192660,192660,192660,192660,true,192660,192660,192660,192660
true,173236,173236,173236,173236,true,114177,114177,116879,116879,true,114177,114177,114177,114177,true,114177,114177,114177,114177,true,114177,114177,114177,114177,true,114177,114177,114177,114177
true,485208,485208,485208,485208,true,284163,284163,313110,313110,true,231456,231456,241318,241318,true,208449,208449,208449,208449,true,208449,208449,208449,208449,true,208449,208449,208449,208449
true,303730,303730,303730,303730,true,284500,284500,284500,284500,true,284500,284500,284500,284500,true,284500,284500,284500,284500,true,284500,284500,284500,284500,true,284500,284500,284500,284500
true,155195,155195,155195,155195,true,128285,128285,128285,128285,true,117990,117990,117990,117990,true,117990,117990,117990,117990,true,117990,117990,117990,117990,true,117990,117990,117990,117990
true,602620,602620,602620,602620,true,410850,410850,410850,410850,true,314065,314065,314065,314065,true,314065,314065,314065,314065,true,314065,314065,314065,314065,true,314065,314065,314065,314065
true,151176,151176,151176,151176,true,102264,102264,102264,102264,true,89360,89360,89360,89360,true,89360,89360,89360,89360,true,89360,89360,89360,89360,true,89360,89360,89360,89360
true,586456,586456,586456,586456,true,339554,347284,356187,356187,true,244309,244309,252684,252684,true,244309,244309,244309,244309,true,244309,244309,244309,244309,true,244309,244309,244309,244309
true,270970,270970,270970,270970,true,233448,233448,233448,233448,true,228275,228275,228275,228275,true,228275,228275,228275,228275,true,228275,228275,228275,228275,true,228275,228275,228275,228275
true,574243,574243,574243,574243,true,329409,329409,329409,329409,true,275026,275026,275026,275026,true,254373,254373,254373,254373,true,254373,254373,254373,254373,true,254373,254373,254373,254373
true,470808,470808,470808,470808,true,337509,337509,349347,349347,true,254228,259671,259671,259671,true,247507,247507,247507,247507,true,247507,247507,247507,247507,true,247507,247507,247507,247507
true,179250,179250,179250,179250,true,90765,90765,90910,90910,true,90640,90640,90640,90640,true,90640,90640,90640,90640,true,90640,90640,90640,90640,true,90640,90640,90640,90640
true,256656,256656,256656,256656,true,204402,204402,217608,217608,true,173448,173448,186654,186654,true,173448,173448,173448,173448,true,173448,173448,173448,173448,true,173448,173448,173448,173448
true,366324,366324,366324,366324,true,251850,251850,289956,289956,true,239756,239756,251850,251850,true,239756,239756,239756,239756,true,239756,239756,239756,239756,true,239756,239756,239756,239756
true,214308,214308,214308,214308,true,158511,158511,163824,163824,true,139635,139635,144948,144948,true,139635,139635,139635,139635,true,139635,139635,139635,139635,true,139635,139635,139635,139635
true,310090,310090,310090,310090,true,227980,227980,255200,255200,true,194390,194390,221610,221610,true,191850,191850,203340,203340,true,191850,191850,191850,191850,true,191850,191850,191850,191850
true,623696,623696,623696,623696,true,449412,449412,454504,454504,true,388857,388857,438379,438379,true,377824,377824,392258,392258,true,377824,377824,377824,377824,true,377824,377824,377824,377824
true,268734,268734,268734,268734,true,188496,188496,204880,204880,true,166628,168800,171426,171426,true,166628,166628,166628,166628,true,166628,166628,166628,166628,true,166628,166628,166628,166628
true,289359,289359,289359,289359,true,207927,207927,211071,211071,true,194400,194400,194400,194400,true,194400,194400,194400,194400,true,194400,194400,194400,194400,true,194400,194400,194400,194400
true,344540,344540,344540,344540,true,221956,221956,250796,250796,true,221956,221956,221956,221956,true,221956,221956,221956,221956,true,221956,221956,221956,221956,true,221956,221956,221956,221956
true,177307,177307,177307,177307,true,95967,96460,105520,105520,true,76059,76059,93429,93429,true,76059,76059,76059,76059,true,76059,76059,76059,76059,true,76059,76059,76059,76059
true,265806,265806,265806,265806,true,143455,149795,169116,169116,true,118426,118426,118426,118426,true,102802,102802,102802,102802,true,102802,102802,102802,102802,true,102802,102802,102802,102802
true,404807,404807,404807,404807,true,252200,262015,280839,280839,true,203981,203981,215111,215111,true,203981,203981,203981,203981,true,199925,199925,199925,199925,true,199925,199925,199925,199925
true,285360,285360,285360,285360,true,224543,224543,244605,244605,true,224543,224543,228795,228795,true,224543,224543,224543,224543,true,224543,224543,224543,224543,true,224543,224543,224543,224543
true,553868,553868,553868,553868,true,298340,298340,334530,334530,true,221690,221690,221690,221690,true,221690,221690,221690,221690,true,221690,221690,221690,221690,true,221690,221690,221690,221690
true,277417,277417,277417,277417,true,186802,186802,186802,186802,true,157831,157831,157831,157831,true,157831,157831,157831,157831,true,157831,157831,157831,157831,true,157831,157831,157831,157831
true,784624,784624,784624,784624,true,587967,587967,632187,632187,true,475092,513931,532011,532011,true,461328,461328,461328,461328,true,461328,461328,461328,461328,true,461328,461328,461328,461328
true,490600,490600,490600,490600,true,262460,273559,313764,313764,true,213542,213542,213542,213542,true,198536,198536,198536,198536,true,198536,198536,198536,198536,true,198536,198536,198536,198536
true,390384,390384,390384,390384,true,222048,222048,248374,248374,true,180564,180564,180564,180564,true,165144,165144,179181,179181,true,165144,165144,165144,165144,true,165144,165144,165144,165144
true,115545,115545,115545,115545,true,87760,87760,97130,97130,true,87760,87760,87760,87760,true,87760,87760,87760,87760,true,87760,87760,87760,87760,true,87760,87760,87760,87760
true,338600,338600,338600,338600,true,248840,248840,287710,287710,true,201380,201380,240250,240250,true,201380,201380,201380,201380,true,201380,201380,201380,201380,true,201380,201380,201380,201380
true,200914,200914,200914,200914,true,151116,151116,151116,151116,true,151116,151116,151116,151116,true,151116,151116,151116,151116,true,151116,151116,151116,151116,true,151116,151116,151116,151116
true,365618,365618,365618,365618,true,205400,207713,207713,207713,true,166727,166727,168597,168597,true,138849,138849,138849,138849,true,136979,136979,136979,136979,true,136979,136979,136979,136979
true,264942,264942,264942,264942,true,214374,214374,214374,214374,true,172596,172596,172596,172596,true,145315,145315,145315,145315,true,145315,145315,145315,145315,true,145315,145315,145315,145315
true,581772,581772,581772,581772,true,307356,307356,318804,318804,true,241008,241008,241008,241008,true,241008,241008,241008,241008,true,241008,241008,241008,241008,true,241008,241008,241008,241008
true,395054,395054,395054,395054,true,338628,338628,338628,338628,true,338628,338628,338628,338628,true,338628,338628,338628,338628,true,338628,338628,338628,338628,true,338628,338628,338628,338628
true,247617,247617,247617,247617,true,159222,159222,159222,159222,true,145068,145068,149193,149193,true,145068,145068,145068,145068,true,145068,145068,145068,145068,true,145068,145068,145068,145068
true,341127,341127,341127,341127,true,262033,262033,262033,262033,true,193705,193705,193705,193705,true,193705,193705,193705,193705,true,193705,193705,193705,193705,true,193705,193705,193705,193705
true,549094,549094,549094,549094,true,312637,335981,344106,344106,true,234399,237703,267448,267448,true,230334,230334,230334,230334,true,230334,230334,230334,230334,true,230334,230334,230334,230334
true,263130,263130,263130,263130,true,187267,187267,205536,205536,true,187267,187267,187267,187267,true,187267,187267,187267,187267,true,187267,187267,187267,187267,true,187267,187267,187267,187267
true,440572,440572,440572,440572,true,312552,312552,324142,324142,true,282236,282236,285558,285558,true,257935,257935,281266,281266,true,257935,257935,257935,257935,true,257935,257935,257935,257935
true,475750,475750,475750,475750,true,271634,271634,283030,283030,true,269580,269580,269580,269580,true,269580,269580,269580,269580,true,269580,269580,269580,269580,true,269580,269580,269580,269580
true,192680,192680,192680,192680,true,175960,175960,180832,180832,true,175960,175960,175960,175960,true,175960,175960,175960,175960,true,175960,175960,175960,175960,true,175960,175960,175960,175960
true,330870,330870,330870,330870,true,187250,187250,212374,212374,true,187250,187250,196342,196342,true,187250,187250,187250,187250,true,187250,187250,187250,187250,true,187250,187250,187250,187250
true,167770,167770,167770,167770,true,95350,98014,106285,106285,true,79115,79115,79115,79115,true,64725,64725,64725,64725,true,64725,64725,64725,64725,true,64725,64725,64725,64725
true,215712,215712,215712,215712,true,127434,127434,127434,127434,true,97260,97260,97260,97260,true,97260,97260,97260,97260,true,97260,97260,97260,97260,true,97260,97260,97260,97260
true,273588,273588,273588,273588,true,189350,189350,209979,209979,true,189350,189350,189350,189350,true,189350,189350,189350,189350,true,189350,189350,189350,189350,true,189350,189350,189350,189350
true,235120,235120,235120,235120,true,188435,188435,188435,188435,true,162395,162395,162395,162395,true,162395,162395,162395,162395,true,162395,162395,162395,162395,true,162395,162395,162395,162395
true,257664,257664,257664,257664,true,230102,230102,236248,236248,true,230102,230102,230102,230102,true,230102,230102,230102,230102,true,230102,230102,230102,230102,true,230102,230102,230102,230102
true,683342,683342,683342,683342,true,463298,463298,515562,515562,true,410722,413866,430534,430534,true,349362,349362,376009,376009,true,349362,349362,349362,349362,true,349362,349362,349362,349362
true,203605,203605,203605,203605,true,107700,107700,107700,107700,true,107700,107700,107700,107700,true,107700,107700,107700,107700,true,107700,107700,107700,107700,true,107700,107700,107700,107700
true,206952,206952,206952,206952,true,124226,124226,142097,142097,true,96204,96204,120012,120012,true,96204,96204,96204,96204,true,96204,96204,96204,96204,true,96204,96204,96204,96204
true,228900,228900,228900,228900,true,131327,135940,151087,151087,true,123678,123678,123678,123678,true,123678,123678,123678,123678,true,123678,123678,123678,123678,true,123678,123678,123678,123678
true,428372,428372,428372,428372,true,365246,365246,365246,365246,true,342640,342640,342640,342640,true,342640,342640,342640,342640,true,342640,342640,342640,342640,true,342640,342640,342640,342640
true,301959,301959,301959,301959,true,223134,223134,235167,235167,true,223134,223134,223134,223134,true,223134,223134,223134,223134,true,223134,223134,223134,223134,true,223134,223134,223134,223134
true,522180,522180,522180,522180,true,392553,392553,392553,392553,true,331307,331440,363144,363144,true,303332,303620,323540,323540,true,290888,290888,290888,290888,true,290888,290888,290888,290888
true,363352,363352,363352,363352,true,210218,210218,256608,256608,true,210218,210218,222288,222288,true,210218,210218,210218,210218,true,210218,210218,210218,210218,true,210218,210218,210218,210218
true,358820,358820,358820,358820,true,240178,240178,240645,240645,true,224713,224713,232215,232215,true,224713,224713,224713,224713,true,224713,224713,224713,224713,true,224713,224713,224713,224713
true,129675,129675,129675,129675,true,99406,99406,99406,99406,true,96831,96831,96831,96831,true,96831,96831,96831,96831,true,96831,96831,96831,96831,true,96831,96831,96831,96831
true,163136,163136,163136,163136,true,124592,124592,133704,133704,true,112472,112472,121584,121584,true,112472,112472,112472,112472,true,112472,112472,112472,112472,true,112472,112472,112472,112472
true,464035,464035,464035,464035,true,352235,352235,352235,352235,true,282128,282128,282128,282128,true,282128,282128,282128,282128,true,282128,282128,282128,282128,true,282128,282128,282128,282128
true,407508,407508,407508,407508,true,232848,240744,288034,288034,true,183060,183060,223630,223630,true,183060,183060,183060,183060,true,183060,183060,183060,183060,true,183060,183060,183060,183060
true,183300,183300,183300,183300,true,136305,136305,136305,136305,true,126558,126558,127620,127620,true,126558,126558,126558,126558,true,126558,126558,126558,126558,true,126558,126558,126558,126558
true,305991,305991,305991,305991,true,212616,212616,212616,212616,true,173421,173421,173421,173421,true,173421,173421,173421,173421,true,173421,173421,173421,173421,true,173421,173421,173421,173421
true,291200,291200,291200,291200,true,272636,272636,272636,272636,true,272636,272636,272636,272636,true,272636,272636,272636,272636,true,272636,272636,272636,272636,true,272636,272636,272636,272636
true,222901,222901,222901,222901,true,116634,116634,116634,116634,true,111517,111517,111517,111517,true,111517,111517,111517,111517,true,111517,111517,111517,111517,true,111517,111517,111517,111517
true,162760,162760,162760,162760,true,98880,98880,111025,111025,true,79010,79010,82698,82698,true,74306,74306,79010,79010,true,74306,74306,74306,74306,true,74306,74306,74306,74306
true,747342,747342,747342,747342,true,497021,497021,518560,518560,true,391128,391128,462022,462022,true,333556,339520,361854,361854,true,321268,321268,321268,321268,true,321268,321268,321268,321268
true,232368,232368,232368,232368,true,130224,130224,135684,135684,true,107532,107532,109038,109038,true,107532,107532,107532,107532,true,107532,107532,107532,107532,true,107532,107532,107532,107532
true,108455,108455,108455,108455,true,65025,65025,65025,65025,true,56690,56690,56690,56690,true,56690,56690,56690,56690,true,56690,56690,56690,56690,true,56690,56690,56690,56690
true,190074,190074,190074,190074,true,136788,136788,159288,159288,true,119370,119370,130278,130278,true,114678,114678,114678,114678,true,114678,114678,114678,114678,true,114678,114678,114678,114678
true,235165,235165,235165,235165,true,150150,150150,157409,157409,true,150150,150150,150150,150150,true,150150,150150,150150,150150,true,150150,150150,150150,150150,true,150150,150150,150150,150150
true,169685,169685,169685,169685,true,104165,104165,104165,104165,true,104165,104165,104165,104165,true,104165,104165,104165,104165,true,104165,104165,104165,104165,true,104165,104165,104165,104165
true,127980,127980,127980,127980,true,107955,107955,107955,107955,true,88985,88985,88985,88985,true,88985,88985,88985,88985,true,88985,88985,88985,88985,true,88985,88985,88985,88985
true,335170,335170,335170,335170,true,206439,208489,247135,247135,true,172640,172640,208489,208489,true,172640,172640,172640,172640,true,172640,172640,172640,172640,true,172640,172640,172640,172640
true,241120,241120,241120,241120,true,192300,192300,192300,192300,true,192300,192300,192300,192300,true,192300,192300,192300,192300,true,192300,192300,192300,192300,true,192300,192300,192300,192300
true,223062,223062,223062,223062,true,131149,136707,157983,157983,true,120645,120645,120645,120645,true,120645,120645,120645,120645,true,120645,120645,120645,120645,true,120645,120645,120645,120645
true,281520,281520,281520,281520,true,151452,151452,152982,152982,true,137619,137619,147760,147760,true,137619,137619,137619,137619,true,137619,137619,137619,137619,true,137619,137619,137619,137619
true,431270,431270,431270,431270,true,225170,225170,225170,225170,true,211200,211200,211200,211200,true,211200,211200,211200,211200,true,211200,211200,211200,211200,true,211200,211200,211200,211200
true,853006,853006,853006,853006,true,490554,509920,514162,514162,true,369776,369776,369776,369776,false,358670,358670,362280,362280,true,285030,285030,285030,285030,true,285030,285030,285030,285030
true,233534,233534,233534,233534,true,172361,172361,172361,172361,true,147623,147623,152393,152393,true,123970,125091,123970,123970,true,123970,123970,123970,123970,true,123970,123970,123970,123970
true,254898,254898,254898,254898,true,155862,177811,186051,186051,true,127590,127590,127590,127590,true,127590,127590,127590,127590,true,127590,127590,127590,127590,true,127590,127590,127590,127590
true,185920,185920,185920,185920,true,106260,106260,110835,110835,true,104814,104814,104814,104814,true,104814,104814,104814,104814,true,104814,104814,104814,104814,true,104814,104814,104814,104814
true,231684,231684,231684,231684,true,145924,145924,154560,154560,true,138120,138120,138120,138120,true,138120,138120,138120,138120,true,138120,138120,138120,138120,true,138120,138120,138120,138120
true,255582,255582,255582,255582,true,157851,157851,171957,171957,true,143730,143730,157851,157851,true,143730,143730,143730,143730,true,143730,143730,143730,143730,true,143730,143730,143730,143730
true,141120,141120,141120,141120,true,139446,139446,139446,139446,true,139446,139446,139446,139446,true,139446,139446,139446,139446,true,139446,139446,139446,139446,true,139446,139446,139446,139446
true,383648,383648,383648,383648,true,216847,216847,216847,216847,true,189297,189297,189297,189297,true,185155,185155,185155,185155,true,185155,185155,185155,185155,true,185155,185155,185155,185155
true,182805,182805,182805,182805,true,162230,162230,162230,162230,true,162230,162230,162230,162230,true,162230,162230,162230,162230,true,162230,162230,162230,162230,true,162230,162230,162230,162230
true,191145,191145,191145,191145,true,172815,172815,172815,172815,true,172815,172815,172815,172815,true,172815,172815,172815,172815,true,172815,172815,172815,172815,true,172815,172815,172815,172815
true,180165,180165,180165,180165,true,94935,94935,94935,94935,true,94935,94935,94935,94935,true,94935,94935,94935,94935,true,94935,94935,94935,94935,true,94935,94935,94935,94935
true,230916,230916,230916,230916,true,123306,125340,134953,134953,true,94198,94198,121884,121884,true,91728,91728,91728,91728,true,91728,91728,91728,91728,true,91728,91728,91728,91728
true,1015170,1015170,1015170,1015170,true,578100,598350,653040,653040,true,437130,437130,437130,437130,true,435785,435785,435785,435785,true,435785,435785,435785,435785,true,435785,435785,435785,435785
true,160962,160962,160962,160962,true,99192,99192,102984,102984,true,86514,86514,86514,86514,true,86514,86514,86514,86514,true,86514,86514,86514,86514,true,86514,86514,86514,86514
true,683658,683658,683658,683658,true,418266,423924,513532,513532,true,316388,316388,368391,368391,true,305396,305396,305396,305396,true,305396,305396,305396,305396,true,305396,305396,305396,305396
true,565003,565003,565003,565003,true,311524,311524,311524,311524,true,268059,268059,271263,271263,true,268059,268059,268059,268059,true,268059,268059,268059,268059,true,268059,268059,268059,268059
true,292978,292978,292978,292978,true,173264,174972,196196,196196,true,138410,138410,138410,138410,true,138410,138410,138410,138410,true,138410,138410,138410,138410,true,138410,138410,138410,138410
true,322144,322144,322144,322144,true,164328,164328,164328,164328,true,162328,162328,162328,162328,true,162328,162328,162328,162328,true,162328,162328,162328,162328,true,162328,162328,162328,162328
true,257262,257262,257262,257262,true,154538,154592,170776,170776,true,110232,126126,135196,135196,true,107324,107324,107324,107324,true,107324,107324,107324,107324,true,107324,107324,107324,107324
true,245329,245329,245329,245329,true,162310,163248,163248,163248,true,127981,127981,142058,142058,true,127806,127806,127806,127806,true,127806,127806,127806,127806,true,127806,127806,127806,127806
true,233952,233952,233952,233952,true,135732,149372,172688,172688,true,106940,115416,120840,120840,true,105568,105568,105568,105568,true,105568,105568,105568,105568,true,105568,105568,105568,105568
true,122105,122105,122105,122105,true,62455,62455,62455,62455,true,62455,62455,62455,62455,true,62455,62455,62455,62455,true,62455,62455,62455,62455,true,62455,62455,62455,62455
true,323184,323184,323184,323184,true,173414,173414,186968,186968,true,141712,141712,152919,152919,true,141712,141712,144216,144216,true,141712,141712,141712,141712,true,141712,141712,141712,141712
true,214840,214840,214840,214840,true,132495,132495,137888,137888,true,114796,114796,114796,114796,true,114796,114796,114796,114796,true,114796,114796,114796,114796,true,114796,114796,114796,114796
true,306256,306256,306256,306256,true,212064,212064,212064,212064,true,206368,206368,206368,206368,true,175185,175185,175185,175185,true,175185,175185,175185,175185,true,175185,175185,175185,175185
true,258200,258200,258200,258200,true,172018,172018,190888,190888,true,136220,136220,158220,158220,true,136220,136220,136220,136220,true,136220,136220,136220,136220,true,136220,136220,136220,136220
true,227374,227374,227374,227374,true,126826,126826,131836,131836,true,117208,117208,117208,117208,true,117208,117208,117208,117208,true,117208,117208,117208,117208,true,117208,117208,117208,117208
true,645084,645084,645084,645084,true,397080,409914,458208,458208,true,357822,357822,357822,357822,true,357822,357822,357822,357822,true,357822,357822,357822,357822,true,357822,357822,357822,357822
true,739100,739100,739100,739100,true,413497,413497,413497,413497,true,349201,349201,349201,349201,true,300780,301796,301796,301796,true,300780,300780,300780,300780,true,300780,300780,300780,300780
true,204505,204505,204505,204505,true,182468,182468,182468,182468,true,182468,182468,182468,182468,true,182468,182468,182468,182468,true,182468,182468,182468,182468,true,182468,182468,182468,182468
true,301928,301928,301928,301928,true,155808,155808,155808,155808,true,151040,151040,151040,151040,true,151040,151040,151040,151040,true,151040,151040,151040,151040,true,151040,151040,151040,151040
true,239030,239030,239030,239030,true,177876,178024,177876,177876,true,177876,177876,177876,177876,true,177876,177876,177876,177876,true,177876,177876,177876,177876,true,177876,177876,177876,177876
true,303216,303216,303216,303216,true,195720,195720,208352,208352,true,195720,195720,195720,195720,true,195720,195720,195720,195720,true,195720,195720,195720,195720,true,195720,195720,195720,195720
true,330248,330248,330248,330248,true,205000,211712,252832,252832,true,164112,166272,178464,178464,true,162448,162448,166272,166272,true,162448,162448,162448,162448,true,162448,162448,162448,162448
true,282527,282527,282527,282527,true,201349,201349,219765,219765,true,173639,173639,184014,184014,true,173639,173639,173639,173639,true,173639,173639,173639,173639,true,173639,173639,173639,173639
true,237076,237076,237076,237076,true,122598,122598,122598,122598,true,115990,115990,115990,115990,true,115990,115990,115990,115990,true,115990,115990,115990,115990,true,115990,115990,115990,115990
true,404768,404768,404768,404768,true,255424,255424,277200,277200,true,207727,207727,214144,214144,true,186536,186536,186536,186536,true,186536,186536,186536,186536,true,186536,186536,186536,186536
true,285873,285873,285873,285873,true,219723,219723,231448,231448,true,216996,216996,219723,219723,true,216996,216996,216996,216996,true,216996,216996,216996,216996,true,216996,216996,216996,216996
true,470624,470624,470624,470624,true,278138,278514,324870,324870,true,209986,209986,209986,209986,true,207720,207720,207720,207720,true,207720,207720,207720,207720,true,207720,207720,207720,207720
true,437436,437436,437436,437436,true,246888,260796,296316,296316,true,187632,187632,223152,223152,true,186792,186792,187632,187632,true,186792,186792,186792,186792,true,186792,186792,186792,186792
true,167568,167568,167568,167568,true,112832,112832,124266,124266,true,103788,103788,103788,103788,true,103788,103788,103788,103788,true,103788,103788,103788,103788,true,103788,103788,103788,103788
true,246155,246155,246155,246155,true,154546,154546,181552,181552,true,146217,146217,146217,146217,true,146217,146217,146217,146217,true,146217,146217,146217,146217,true,146217,146217,146217,146217
true,424872,424872,424872,424872,true,221928,221928,221928,221928,true,213312,213312,213312,213312,true,198608,198608,198608,198608,true,198608,198608,198608,198608,true,198608,198608,198608,198608
true,365948,365948,365948,365948,true,237462,237462,249502,249502,true,224518,225373,228978,228978,true,192815,192815,211834,211834,true,192815,192815,192815,192815,true,192815,192815,192815,192815
true,328920,328920,328920,328920,true,253128,253128,284676,284676,true,228120,228120,253128,253128,true,228120,228120,228120,228120,true,228120,228120,228120,228120,true,228120,228120,228120,228120
true,184845,184845,184845,184845,true,114185,114509,136145,136145,true,86092,86092,98585,98585,true,83300,83300,83300,83300,true,83300,83300,83300,83300,true,83300,83300,83300,83300
true,312030,312030,312030,312030,true,208830,208830,237320,237320,true,208830,208830,208830,208830,true,208830,208830,208830,208830,true,208830,208830,208830,208830,true,208830,208830,208830,208830
true,554364,554364,554364,554364,true,411924,411924,415660,415660,true,382296,382296,382296,382296,true,382296,382296,382296,382296,true,382296,382296,382296,382296,true,382296,382296,382296,382296
true,1043700,1043700,1043700,1043700,true,646450,646450,703124,703124,true,484778,489700,605445,605445,true,416225,432056,489700,489700,true,383577,383577,383577,383577,true,383577,383577,383577,383577
true,414460,414460,414460,414460,true,217830,217830,217830,217830,true,167894,168434,200530,200530,true,161380,161380,161380,161380,true,161380,161380,161380,161380,true,161380,161380,161380,161380
true,254320,254320,254320,254320,true,136952,136952,136952,136952,true,128032,128032,128032,128032,true,128032,128032,128032,128032,true,128032,128032,128032,128032,true,128032,128032,128032,128032
true,147686,147686,147686,147686,true,95760,95760,111528,111528,true,77665,77665,82880,82880,true,77665,77665,77665,77665,true,77665,77665,77665,77665,true,77665,77665,77665,77665
true,189636,189636,189636,189636,true,145002,145002,145002,145002,true,115020,115020,115020,115020,true,115020,115020,115020,115020,true,115020,115020,115020,115020,true,115020,115020,115020,115020
true,901885,901885,901885,901885,true,528175,548100,586327,586327,true,416399,428027,429475,429475,true,355875,359475,389800,389800,true,346426,346426,351443,351443,true,346426,346426,346426,346426
true,326600,326600,326600,326600,true,203328,205820,228120,228120,true,152760,157218,181610,181610,true,151074,151074,151074,151074,true,151074,151074,151074,151074,true,151074,151074,151074,151074
true,353682,353682,353682,353682,true,254538,254538,287838,287838,true,212408,212408,217624,217624,true,212408,212408,212408,212408,true,212408,212408,212408,212408,true,212408,212408,212408,212408
true,1042497,1042497,1042497,1042497,true,582006,597027,676953,676953,true,489000,489000,489000,489000,true,367875,367875,367875,367875,true,349080,349080,349080,349080,true,349080,349080,349080,349080
true,896747,896747,896747,896747,true,608281,608281,608281,608281,true,512946,512946,523224,523224,true,485668,485668,485668,485668,true,475306,475306,475306,475306,true,475306,475306,475306,475306
true,385330,385330,385330,385330,true,232475,238992,262220,262220,true,204399,204399,204399,204399,true,204399,204399,204399,204399,true,204399,204399,204399,204399,true,204399,204399,204399,204399
true,343304,343304,343304,343304,true,186978,190050,205335,205335,true,144599,144599,144599,144599,true,144599,144599,144599,144599,true,144599,144599,144599,144599,true,144599,144599,144599,144599
true,783890,783890,783890,783890,true,478200,478200,478200,478200,true,402060,402060,442250,442250,true,389740,389740,389740,389740,true,389740,389740,389740,389740,true,389740,389740,389740,389740
true,383799,383799,383799,383799,true,238017,238017,246259,246259,true,173472,173472,173472,173472,true,167859,167859,173472,173472,true,167859,167859,167859,167859,true,167859,167859,167859,167859
true,321320,321320,321320,321320,true,187131,194024,210424,210424,true,153232,153232,153232,153232,true,153232,153232,153232,153232,true,153232,153232,153232,153232,true,153232,153232,153232,153232
true,193815,193815,193815,193815,true,112278,112278,113090,113090,true,82471,83804,97440,97440,true,65530,65530,65530,65530,true,65530,65530,65530,65530,true,65530,65530,65530,65530
true,322785,322785,322785,322785,true,260862,260862,260862,260862,true,249558,249558,249558,249558,true,249558,249558,249558,249558,true,249558,249558,249558,249558,true,249558,249558,249558,249558
true,219156,219156,219156,219156,true,140096,140096,156732,156732,true,137316,137316,137316,137316,true,137316,137316,137316,137316,true,137316,137316,137316,137316,true,137316,137316,137316,137316
true,161826,161826,161826,161826,true,114413,114413,122241,122241,true,114413,114413,114413,114413,true,114413,114413,114413,114413,true,114413,114413,114413,114413,true,114413,114413,114413,114413
true,438020,438020,438020,438020,true,347888,347888,347888,347888,true,300368,300368,300368,300368,true,288396,288396,288396,288396,true,288396,288396,288396,288396,true,288396,288396,288396,288396
true,218556,218556,218556,218556,true,115680,115680,115680,115680,true,111228,111228,111228,111228,true,111228,111228,111228,111228,true,111228,111228,111228,111228,true,111228,111228,111228,111228
true,607383,607383,607383,607383,true,366636,366636,379848,379848,true,263912,263912,263912,263912,true,256527,256527,256527,256527,true,256527,256527,256527,256527,true,256527,256527,256527,256527
true,490616,490616,490616,490616,true,276402,288808,292474,292474,true,211316,211316,211316,211316,false,203280,203280,209538,209538,true,145586,145586,145586,145586,true,145586,145586,145586,145586
true,136850,136850,136850,136850,true,131135,131135,131135,131135,true,131135,131135,131135,131135,true,131135,131135,131135,131135,true,131135,131135,131135,131135,true,131135,131135,131135,131135
true,270680,270680,270680,270680,true,146050,146050,146050,146050,true,146050,146050,146050,146050,true,146050,146050,146050,146050,true,146050,146050,146050,146050,true,146050,146050,146050,146050
true,231183,231183,231183,231183,true,171054,171054,171054,171054,true,171054,171054,171054,171054,true,171054,171054,171054,171054,true,171054,171054,171054,171054,true,171054,171054,171054,171054
true,243838,243838,243838,243838,true,191065,191065,191065,191065,true,191065,191065,191065,191065,true,191065,191065,191065,191065,true,191065,191065,191065,191065,true,191065,191065,191065,191065
