BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5,BnB_BnB/6/finished,BnB_BnB/6,BnB_List/6,DP/6,DP_BnB/6,BnB_BnB/7/finished,BnB_BnB/7,BnB_List/7,DP/7,DP_BnB/7
true,486603,486603,486603,486603,true,348360,348360,363635,363635,true,348360,348360,348360,348360,true,348360,348360,348360,348360,true,348360,348360,348360,348360,true,348360,348360,348360,348360,true,348360,348360,348360,348360
true,347670,347670,347670,347670,true,210714,210714,226053,226053,true,154152,155106,180192,180192,false,130647,130647,133374,133374,true,115728,117804,117804,117804,true,115728,115728,115728,115728,true,115728,115728,115728,115728
true,462112,462112,462112,462112,true,304430,314202,340228,340228,true,272364,272364,272364,272364,true,272364,272364,272364,272364,true,272364,272364,272364,272364,true,272364,272364,272364,272364,true,272364,272364,272364,272364
true,378456,378456,378456,378456,true,220594,220594,266858,266858,true,168218,168218,189810,189810,true,167830,167830,168218,168218,true,167830,167830,167830,167830,true,167830,167830,167830,167830,true,167830,167830,167830,167830
true,169655,169655,169655,169655,true,86715,86715,86715,86715,true,83690,83690,83690,83690,true,66995,66995,66995,66995,true,66855,66855,66855,66855,true,66855,66855,66855,66855,true,66855,66855,66855,66855
true,523226,523226,523226,523226,true,288255,288857,338052,338052,true,237965,237965,247571,247571,false,192280,192280,192280,192280,false,182480,188001,188001,188001,true,182480,182480,182480,182480,true,182480,182480,182480,182480
true,406910,406910,406910,406910,true,295580,295580,295580,295580,true,270100,270100,270100,270100,true,270100,270100,270100,270100,true,270100,270100,270100,270100,true,270100,270100,270100,270100,true,270100,270100,270100,270100
true,393900,393900,393900,393900,true,214056,217081,246240,246240,true,164296,166320,170742,170742,true,162556,162556,164296,164296,true,162556,162556,162556,162556,true,162556,162556,162556,162556,true,162556,162556,162556,162556
true,909669,909669,909669,909669,true,522600,522600,529694,529694,true,421121,421121,489672,489672,false,339471,339471,353835,353835,false,339471,339471,339471,339471,true,337971,337971,339471,339471,true,337971,337971,337971,337971
true,229135,229135,229135,229135,true,151325,151325,151325,151325,true,117198,117198,117198,117198,true,117198,117198,117198,117198,true,117198,117198,117198,117198,true,117198,117198,117198,117198,true,117198,117198,117198,117198
true,168120,168120,168120,168120,true,107157,107157,109595,109595,true,106300,106300,106300,106300,true,106300,106300,106300,106300,true,106300,106300,106300,106300,true,106300,106300,106300,106300,true,106300,106300,106300,106300
true,247163,247163,247163,247163,true,129521,131425,152299,152299,true,98868,98868,98868,98868,true,98868,98868,98868,98868,true,98868,98868,98868,98868,true,98868,98868,98868,98868,true,98868,98868,98868,98868
true,349580,349580,349580,349580,true,215480,215480,246370,246370,true,181082,185572,211972,211972,true,181082,181082,181082,181082,true,181082,181082,181082,181082,true,181082,181082,181082,181082,true,181082,181082,181082,181082
true,290409,290409,290409,290409,true,171871,171871,171871,171871,true,171871,171871,171871,171871,true,171871,171871,171871,171871,true,171871,171871,171871,171871,true,171871,171871,171871,171871,true,171871,171871,171871,171871
true,846354,846354,846354,846354,true,498594,498594,539058,539058,true,391667,391667,404432,404432,false,325473,325473,325473,325473,false,320788,320788,320788,320788,true,320788,320788,320788,320788,true,320788,320788,320788,320788
true,232565,232565,232565,232565,true,190540,190540,190540,190540,true,190540,190540,190540,190540,true,190540,190540,190540,190540,true,190540,190540,190540,190540,true,190540,190540,190540,190540,true,190540,190540,190540,190540
true,496716,496716,496716,496716,true,274051,274051,334274,334274,false,200974,208764,261002,261002,true,168780,168780,168926,168926,true,168780,168780,168780,168780,true,168780,168780,168780,168780,true,168780,168780,168780,168780
true,167345,167345,167345,167345,true,128570,128570,128570,128570,true,121870,121870,121870,121870,true,121870,121870,121870,121870,true,121870,121870,121870,121870,true,121870,121870,121870,121870,true,121870,121870,121870,121870
true,189329,189329,189329,189329,true,103733,108738,108738,108738,true,85687,85687,85687,85687,true,85687,85687,85687,85687,true,85687,85687,85687,85687,true,85687,85687,85687,85687,true,85687,85687,85687,85687
true,183020,183020,183020,183020,true,111530,111530,111530,111530,true,111530,111530,111530,111530,true,111530,111530,111530,111530,true,111530,111530,111530,111530,true,111530,111530,111530,111530,true,111530,111530,111530,111530
true,298194,298194,298194,298194,true,183300,183300,183300,183300,true,183300,183300,183300,183300,true,183300,183300,183300,183300,true,183300,183300,183300,183300,true,183300,183300,183300,183300,true,183300,183300,183300,183300
true,599310,599310,599310,599310,true,408525,408525,417240,417240,true,306912,306912,306912,306912,true,306912,306912,306912,306912,true,306912,306912,306912,306912,true,306912,306912,306912,306912,true,306912,306912,306912,306912
true,1015340,1015340,1015340,1015340,true,638080,638080,644041,644041,true,490586,490586,545240,545240,false,462047,462047,467240,467240,false,455590,455590,462047,462047,true,444675,444675,456078,456078,true,444675,444675,444675,444675
true,385310,385310,385310,385310,true,225500,225500,225500,225500,true,211662,211662,211662,211662,true,211662,211662,211662,211662,true,211662,211662,211662,211662,true,211662,211662,211662,211662,true,211662,211662,211662,211662
true,503607,503607,503607,503607,true,327028,327028,327028,327028,true,238602,238602,238602,238602,false,215910,222201,227513,227513,true,204729,204729,225906,225906,true,204729,204729,204729,204729,true,204729,204729,204729,204729
true,190765,190765,190765,190765,true,108756,108952,120460,120460,true,89607,89607,108870,108870,true,89607,89607,98019,98019,true,89607,89607,89607,89607,true,89607,89607,89607,89607,true,89607,89607,89607,89607
true,226015,226015,226015,226015,true,127580,133215,136200,136200,true,109630,110525,110525,110525,true,90985,90985,90985,90985,true,90985,90985,90985,90985,true,90985,90985,90985,90985,true,90985,90985,90985,90985
true,1039750,1039750,1039750,1039750,true,605764,605764,648200,648200,false,449708,454659,521232,521232,false,366655,380240,399476,399476,true,356048,356048,356048,356048,true,356048,356048,356048,356048,true,356048,356048,356048,356048
true,227742,227742,227742,227742,true,132716,132716,146740,146740,true,121866,121866,132450,132450,true,121866,121866,121866,121866,true,121866,121866,121866,121866,true,121866,121866,121866,121866,true,121866,121866,121866,121866
true,295353,295353,295353,295353,true,177804,177804,178929,178929,true,172372,172372,172372,172372,true,172372,172372,172372,172372,true,172372,172372,172372,172372,true,172372,172372,172372,172372,true,172372,172372,172372,172372
true,447980,447980,447980,447980,true,315728,315728,315728,315728,true,274780,274780,274780,274780,true,274780,274780,274780,274780,true,274780,274780,274780,274780,true,274780,274780,274780,274780,true,274780,274780,274780,274780
true,717135,717135,717135,717135,true,394815,394815,394815,394815,true,315565,324360,334560,334560,true,260040,260040,292525,292525,false,258276,258276,260040,260040,false,258276,258276,258276,258276,true,250068,250068,250068,250068
true,300664,300664,300664,300664,true,204617,204617,236593,236593,true,172448,172448,173439,173439,true,172448,172448,172448,172448,true,172448,172448,172448,172448,true,172448,172448,172448,172448,true,172448,172448,172448,172448
true,646965,646965,646965,646965,true,458092,458092,477660,477660,true,376458,376458,376458,376458,true,342093,342093,342093,342093,true,342093,342093,342093,342093,true,342093,342093,342093,342093,true,342093,342093,342093,342093
true,391112,391112,391112,391112,true,245072,245072,256208,256208,true,192968,192968,192968,192968,true,165328,165328,165328,165328,true,164754,164754,164754,164754,true,164754,164754,164754,164754,true,164754,164754,164754,164754
true,722000,722000,722000,722000,true,406336,406336,450420,450420,true,319736,323360,355184,355184,false,267568,267568,281182,281182,false,248240,248240,251176,251176,true,248240,248240,248240,248240,true,248240,248240,248240,248240
true,1172829,1172829,1172829,1172829,true,635202,635202,720354,720354,true,462997,476679,476679,476679,false,414897,415521,420336,420336,false,359482,359482,359482,359482,false,349919,359482,359482,359482,true,347582,347582,347582,347582
true,269976,269976,269976,269976,true,158448,158448,190421,190421,true,119757,121310,140125,140125,false,104655,106855,119757,119757,false,81008,81008,81008,81008,false,80454,80454,80454,80454,true,80454,80454,80454,80454
true,486396,486396,486396,486396,true,276828,276828,287184,287184,true,250850,250850,250850,250850,true,250850,250850,250850,250850,true,250850,250850,250850,250850,true,250850,250850,250850,250850,true,250850,250850,250850,250850
true,292215,292215,292215,292215,true,189952,189952,203826,203826,true,144954,146056,152639,152639,true,144954,144954,144954,144954,true,144954,144954,144954,144954,true,144954,144954,144954,144954,true,144954,144954,144954,144954
true,383130,383130,383130,383130,true,196326,196326,196326,196326,true,192474,192474,192474,192474,true,192474,192474,192474,192474,true,192474,192474,192474,192474,true,192474,192474,192474,192474,true,192474,192474,192474,192474
true,237146,237146,237146,237146,true,147896,147896,147896,147896,true,147896,147896,147896,147896,true,147896,147896,147896,147896,true,147896,147896,147896,147896,true,147896,147896,147896,147896,true,147896,147896,147896,147896
true,284220,284220,284220,284220,true,213410,213410,235920,235920,true,182170,182170,212830,212830,true,182170,182170,190320,190320,true,182170,182170,182170,182170,true,182170,182170,182170,182170,true,182170,182170,182170,182170
true,543816,543816,543816,543816,true,419315,419315,441467,441467,true,364364,364364,364364,364364,true,343620,343620,343620,343620,true,343620,343620,343620,343620,true,343620,343620,343620,343620,true,343620,343620,343620,343620
true,845512,845512,845512,845512,true,469560,482011,515052,515052,true,354132,354132,389854,389854,false,330008,330008,330008,330008,true,330008,330008,330008,330008,true,330008,330008,330008,330008,true,330008,330008,330008,330008
true,274270,274270,274270,274270,true,199063,200218,217374,217374,true,154060,154060,160520,160520,false,136725,136725,154749,154749,true,130960,130960,141160,141160,true,130960,130960,130960,130960,true,130960,130960,130960,130960
true,391590,391590,391590,391590,true,224940,224940,255705,255705,true,207220,212945,232640,232640,true,200000,200000,210750,210750,true,200000,200000,200000,200000,true,200000,200000,200000,200000,true,200000,200000,200000,200000
true,283206,283206,283206,283206,true,170991,170991,170991,170991,true,144578,151781,151781,151781,true,144578,144578,144578,144578,true,144578,144578,144578,144578,true,144578,144578,144578,144578,true,144578,144578,144578,144578
true,306000,306000,306000,306000,true,213624,213624,254264,254264,true,202957,202957,213232,213232,true,202957,202957,202957,202957,true,202957,202957,202957,202957,true,202957,202957,202957,202957,true,202957,202957,202957,202957
true,401676,401676,401676,401676,true,217368,220632,241932,241932,true,166189,167753,170352,170352,true,130740,130740,130740,130740,false,128748,128748,128748,128748,true,128748,128748,128748,128748,true,128748,128748,128748,128748
true,265576,265576,265576,265576,true,212080,212080,229792,229792,true,199552,199552,212080,212080,true,199552,199552,199552,199552,true,199552,199552,199552,199552,true,199552,199552,199552,199552,true,199552,199552,199552,199552
true,678560,678560,678560,678560,true,371940,371940,371940,371940,true,293014,306950,320120,320120,true,239000,239000,239000,239000,false,232550,232550,232550,232550,false,227275,227275,227275,227275,true,227275,227275,227275,227275
true,205646,205646,205646,205646,true,118825,118825,128727,128727,true,111549,111549,118825,118825,true,103061,103061,111549,111549,true,103061,103061,103061,103061,true,103061,103061,103061,103061,true,103061,103061,103061,103061
true,408600,408600,408600,408600,true,241810,241810,250600,250600,true,218855,218855,218855,218855,true,201898,201898,201898,201898,true,201898,201898,201898,201898,true,201898,201898,201898,201898,true,201898,201898,201898,201898
true,331677,331677,331677,331677,true,225692,225692,245772,245772,true,217834,217834,227871,227871,true,217834,217834,219472,219472,true,217834,217834,217834,217834,true,217834,217834,217834,217834,true,217834,217834,217834,217834
true,202872,202872,202872,202872,true,112170,112548,123099,123099,true,82886,91033,103362,103362,true,71388,71388,71388,71388,true,66675,66675,66675,66675,true,66675,66675,66675,66675,true,66675,66675,66675,66675
true,495230,495230,495230,495230,true,380562,380562,397664,397664,true,325700,325700,340200,340200,true,290992,290992,305492,305492,true,290992,290992,290992,290992,true,290992,290992,290992,290992,true,290992,290992,290992,290992
true,196100,196100,196100,196100,true,144780,153830,153830,153830,true,119965,119965,119965,119965,true,119965,119965,119965,119965,true,119965,119965,119965,119965,true,119965,119965,119965,119965,true,119965,119965,119965,119965
true,187474,187474,187474,187474,true,168266,170030,170030,170030,true,155638,158676,158676,158676,true,144284,150052,150052,150052,true,144284,144284,144284,144284,true,144284,144284,144284,144284,true,144284,144284,144284,144284
true,1138764,1138764,1138764,1138764,true,605846,631058,682252,682252,true,459470,465938,518842,518842,false,394108,394108,394108,394108,false,341640,341640,368764,368764,true,341640,341640,341640,341640,true,341640,341640,341640,341640
true,383695,383695,383695,383695,true,246588,246953,263610,263610,true,186330,186330,199305,199305,false,167574,167574,180527,180527,true,157200,157200,167574,167574,true,157200,157200,157200,157200,true,157200,157200,157200,157200
true,912546,912546,912546,912546,true,477756,480788,499651,499651,false,336978,344219,350622,350622,false,289088,285936,329294,329294,false,234530,245870,298896,298896,false,207130,207130,207130,207130,true,207130,207130,207130,207130
true,372640,372640,372640,372640,true,239136,239136,239136,239136,true,213602,213602,213602,213602,true,202742,202742,202742,202742,true,202742,202742,202742,202742,true,202742,202742,202742,202742,true,202742,202742,202742,202742
true,203480,203480,203480,203480,true,130260,130260,140455,140455,true,124375,124375,124375,124375,true,124375,124375,124375,124375,true,124375,124375,124375,124375,true,124375,124375,124375,124375,true,124375,124375,124375,124375
true,932980,932980,932980,932980,true,559654,563834,627500,627500,true,475702,494000,504800,504800,true,475702,475702,475702,475702,true,475702,475702,475702,475702,true,475702,475702,475702,475702,true,475702,475702,475702,475702
true,366012,366012,366012,366012,true,210375,213552,235341,235341,true,155133,155133,155133,155133,true,155133,155133,155133,155133,true,155133,155133,155133,155133,true,155133,155133,155133,155133,true,155133,155133,155133,155133
true,382470,382470,382470,382470,true,220800,220800,220800,220800,true,174720,174720,174720,174720,true,169882,169882,169882,169882,true,169882,169882,169882,169882,true,169882,169882,169882,169882,true,169882,169882,169882,169882
true,390980,390980,390980,390980,true,212330,212330,212330,212330,true,212330,212330,212330,212330,true,212330,212330,212330,212330,true,212330,212330,212330,212330,true,212330,212330,212330,212330,true,212330,212330,212330,212330
true,428549,428549,428549,428549,true,227821,227821,261228,261228,true,163922,172271,175637,175637,false,156654,156654,163922,163922,true,156654,156654,156654,156654,true,156654,156654,156654,156654,true,156654,156654,156654,156654
true,352120,352120,352120,352120,true,178720,178720,178720,178720,true,178720,178720,178720,178720,true,178720,178720,178720,178720,true,178720,178720,178720,178720,true,178720,178720,178720,178720,true,178720,178720,178720,178720
true,243355,243355,243355,243355,true,142919,142919,174446,174446,true,107032,107032,127854,127854,true,107032,107032,107032,107032,true,107032,107032,107032,107032,true,107032,107032,107032,107032,true,107032,107032,107032,107032
true,408639,408639,408639,408639,true,257048,272346,302621,302621,true,220041,220041,220041,220041,true,220041,220041,220041,220041,true,220041,220041,220041,220041,true,220041,220041,220041,220041,true,220041,220041,220041,220041
true,212005,212005,212005,212005,true,145742,146180,164353,164353,true,120072,120310,145578,145578,true,104834,104834,127445,127445,true,104834,104834,104834,104834,true,104834,104834,104834,104834,true,104834,104834,104834,104834
true,166605,166605,166605,166605,true,104735,104735,130085,130085,true,89365,89365,108485,108485,true,89365,89365,89365,89365,true,89365,89365,89365,89365,true,89365,89365,89365,89365,true,89365,89365,89365,89365
true,284263,284263,284263,284263,true,152292,157185,157185,157185,true,121058,121912,131684,131684,true,108374,108374,108889,108889,true,108374,108374,108374,108374,true,108374,108374,108374,108374,true,108374,108374,108374,108374
true,187540,187540,187540,187540,true,134725,134725,139795,139795,true,118800,118800,118800,118800,true,118800,118800,118800,118800,true,118800,118800,118800,118800,true,118800,118800,118800,118800,true,118800,118800,118800,118800
true,184170,184170,184170,184170,true,93430,93430,93430,93430,false,77425,78413,87848,87848,false,62072,62072,63356,63356,true,62072,62072,62072,62072,true,62072,62072,62072,62072,true,62072,62072,62072,62072
true,254010,254010,254010,254010,true,163232,163232,199478,199478,true,120702,120702,148184,148184,true,108438,108438,111938,111938,true,108438,108438,108438,108438,true,108438,108438,108438,108438,true,108438,108438,108438,108438
true,425710,425710,425710,425710,true,237940,237940,250940,250940,true,190440,190440,190610,190610,true,190440,190440,190440,190440,true,190440,190440,190440,190440,true,190440,190440,190440,190440,true,190440,190440,190440,190440
true,245610,245610,245610,245610,true,141978,141978,141978,141978,true,141978,141978,141978,141978,true,141978,141978,141978,141978,true,141978,141978,141978,141978,true,141978,141978,141978,141978,true,141978,141978,141978,141978
true,346122,346122,346122,346122,true,254982,254982,260064,260064,true,211137,211137,219303,219303,false,189282,189648,189648,189648,true,181467,181467,181467,181467,true,181467,181467,181467,181467,true,181467,181467,181467,181467
true,342062,342062,342062,342062,true,214452,214452,237867,237867,true,203322,203322,214452,214452,true,203322,203322,203322,203322,true,203322,203322,203322,203322,true,203322,203322,203322,203322,true,203322,203322,203322,203322
true,259150,259150,259150,259150,true,173165,173165,187840,187840,true,150534,151560,154270,154270,true,139595,139595,139595,139595,true,139595,139595,139595,139595,true,139595,139595,139595,139595,true,139595,139595,139595,139595
true,488510,488510,488510,488510,true,338371,338371,371998,371998,true,264696,264696,268728,268728,true,264696,264696,264696,264696,true,264696,264696,264696,264696,true,264696,264696,264696,264696,true,264696,264696,264696,264696
true,737477,737477,737477,737477,true,435748,454087,490923,490923,true,375466,375466,375466,375466,true,332775,332775,332775,332775,true,332775,332775,332775,332775,true,332775,332775,332775,332775,true,332775,332775,332775,332775
true,310959,310959,310959,310959,true,184921,184921,184921,184921,true,162492,162492,162492,162492,true,162492,162492,162492,162492,true,162492,162492,162492,162492,true,162492,162492,162492,162492,true,162492,162492,162492,162492
true,376560,376560,376560,376560,true,211332,211332,251080,251080,true,161560,166108,185532,185532,true,133236,133236,135324,135324,true,133236,133236,133236,133236,true,133236,133236,133236,133236,true,133236,133236,133236,133236
true,365676,365676,365676,365676,true,238332,238332,248052,248052,true,238332,238332,238332,238332,true,238332,238332,238332,238332,true,238332,238332,238332,238332,true,238332,238332,238332,238332,true,238332,238332,238332,238332
true,195186,195186,195186,195186,true,129720,132912,155772,155772,true,123288,123288,138492,138492,true,123288,123288,123288,123288,true,123288,123288,123288,123288,true,123288,123288,123288,123288,true,123288,123288,123288,123288
true,869448,869448,869448,869448,true,501748,505608,505608,505608,true,379260,379260,427047,427047,false,337708,337708,337708,337708,false,329367,329367,329367,329367,true,329367,329367,329367,329367,true,329367,329367,329367,329367
true,821587,821587,821587,821587,true,446430,446430,458912,458912,true,311616,311616,384317,384317,false,296470,297814,311616,311616,false,244728,250846,299208,299208,true,237210,237210,237210,237210,true,237210,237210,237210,237210
true,261471,261471,261471,261471,true,171780,171780,183253,183253,true,144648,144648,152688,152688,true,136977,136977,136977,136977,true,136977,136977,136977,136977,true,136977,136977,136977,136977,true,136977,136977,136977,136977
true,252854,252854,252854,252854,true,135604,141823,158094,158094,true,103215,103215,103215,103215,true,103215,103215,103215,103215,true,103215,103215,103215,103215,true,103215,103215,103215,103215,true,103215,103215,103215,103215
true,262452,262452,262452,262452,true,231882,231882,232824,232824,true,227514,227514,227514,227514,true,227514,227514,227514,227514,true,227514,227514,227514,227514,true,227514,227514,227514,227514,true,227514,227514,227514,227514
true,262536,262536,262536,262536,true,144954,144954,182672,182672,true,112716,112716,127104,127104,true,112716,112716,112716,112716,true,112716,112716,112716,112716,true,112716,112716,112716,112716,true,112716,112716,112716,112716
true,186195,186195,186195,186195,true,108890,114567,115400,115400,true,92447,97145,102180,102180,false,92447,92447,92447,92447,true,92447,92447,92447,92447,true,92447,92447,92447,92447,true,92447,92447,92447,92447
true,839306,839306,839306,839306,true,535794,548124,575640,575640,true,391920,391920,391920,391920,false,355667,360646,360646,360646,true,355406,355406,355406,355406,true,355406,355406,355406,355406,true,355406,355406,355406,355406
true,238398,238398,238398,238398,true,174708,174708,182124,182124,true,168165,168165,168165,168165,true,168165,168165,168165,168165,true,168165,168165,168165,168165,true,168165,168165,168165,168165,true,168165,168165,168165,168165
true,245749,245749,245749,245749,true,206542,206542,206542,206542,true,206542,206542,206542,206542,true,206542,206542,206542,206542,true,206542,206542,206542,206542,true,206542,206542,206542,206542,true,206542,206542,206542,206542
true,201630,201630,201630,201630,true,151032,151032,151032,151032,true,151032,151032,151032,151032,true,151032,151032,151032,151032,true,151032,151032,151032,151032,true,151032,151032,151032,151032,true,151032,151032,151032,151032
true,196465,196465,196465,196465,true,112590,112590,112590,112590,true,112590,112590,112590,112590,true,112590,112590,112590,112590,true,112590,112590,112590,112590,true,112590,112590,112590,112590,true,112590,112590,112590,112590
true,543088,543088,543088,543088,true,287000,289758,313698,313698,true,214088,214088,214088,214088,true,214088,214088,214088,214088,true,214088,214088,214088,214088,true,214088,214088,214088,214088,true,214088,214088,214088,214088
true,422649,422649,422649,422649,true,223964,227241,257904,257904,true,159670,160281,160281,160281,false,150097,151434,158814,158814,false,131364,131364,131364,131364,true,106730,106730,106730,106730,true,106730,106730,106730,106730
true,457260,457260,457260,457260,true,264100,264100,269840,269840,true,261925,261925,264100,264100,true,261925,261925,261925,261925,true,261925,261925,261925,261925,true,261925,261925,261925,261925,true,261925,261925,261925,261925
true,157572,157572,157572,157572,true,109356,109356,109824,109824,true,109356,109356,109356,109356,true,109356,109356,109356,109356,true,109356,109356,109356,109356,true,109356,109356,109356,109356,true,109356,109356,109356,109356
true,1274390,1274390,1274390,1274390,true,697034,697034,810102,810102,true,524226,526834,603356,603356,false,448590,450866,450866,450866,false,391356,391356,402948,402948,false,368580,368580,374604,374604,true,343428,343428,343428,343428
true,419940,419940,419940,419940,true,218070,218070,218070,218070,true,194640,194640,208170,208170,true,194640,194640,194640,194640,true,194640,194640,194640,194640,true,194640,194640,194640,194640,true,194640,194640,194640,194640
true,429776,429776,429776,429776,true,276063,276063,298064,298064,false,226369,226872,247426,247426,true,200172,200172,200172,200172,true,200172,200172,200172,200172,true,200172,200172,200172,200172,true,200172,200172,200172,200172
true,598872,598872,598872,598872,true,441216,441216,460482,460482,true,364324,364324,439428,439428,false,338448,348381,385794,385794,false,323730,323730,348381,348381,true,323730,323730,323730,323730,true,323730,323730,323730,323730
true,402370,402370,402370,402370,true,218451,222720,245320,245320,true,160820,160820,160820,160820,true,160820,160820,160820,160820,true,160820,160820,160820,160820,true,160820,160820,160820,160820,true,160820,160820,160820,160820
true,371720,371720,371720,371720,true,242088,242088,242088,242088,true,210000,210000,210000,210000,true,178467,225773,178467,178467,true,178467,178467,178467,178467,true,178467,178467,178467,178467,true,178467,178467,178467,178467
true,531839,531839,531839,531839,true,305811,305811,354906,354906,true,247797,247797,292042,292042,false,214555,214555,247797,247797,false,191136,192917,195822,195822,true,190650,190650,190650,190650,true,190650,190650,190650,190650
true,569536,569536,569536,569536,true,298100,298100,298100,298100,true,284394,284394,284394,284394,true,284394,284394,284394,284394,true,284394,284394,284394,284394,true,284394,284394,284394,284394,true,284394,284394,284394,284394
true,345032,345032,345032,345032,true,195553,195553,198816,198816,true,175197,175197,175197,175197,true,175197,175197,175197,175197,true,175197,175197,175197,175197,true,175197,175197,175197,175197,true,175197,175197,175197,175197
true,369672,369672,369672,369672,true,225648,225648,263240,263240,true,194921,194921,194921,194921,true,194921,194921,194921,194921,true,194921,194921,194921,194921,true,194921,194921,194921,194921,true,194921,194921,194921,194921
true,376560,376560,376560,376560,true,307773,307773,307773,307773,true,253701,267254,267254,267254,true,236028,236028,236028,236028,true,236028,236028,236028,236028,true,236028,236028,236028,236028,true,236028,236028,236028,236028
true,204295,204295,204295,204295,true,173895,173895,173895,173895,true,157490,161585,161585,161585,true,157490,157490,157490,157490,true,157490,157490,157490,157490,true,157490,157490,157490,157490,true,157490,157490,157490,157490
true,323550,323550,323550,323550,true,200565,200565,254592,254592,true,171774,171774,190953,190953,true,171774,171774,171774,171774,true,171774,171774,171774,171774,true,171774,171774,171774,171774,true,171774,171774,171774,171774
true,612194,612194,612194,612194,true,331955,331955,406540,406540,true,260589,271216,271216,271216,false,220173,220826,220826,220826,false,217635,217635,217635,217635,true,217635,217635,217635,217635,true,217635,217635,217635,217635
true,522326,522326,522326,522326,true,278404,278404,278404,278404,true,251902,251902,251902,251902,true,251902,251902,251902,251902,true,251902,251902,251902,251902,true,251902,251902,251902,251902,true,251902,251902,251902,251902
true,199535,199535,199535,199535,true,102893,105707,118678,118678,true,78869,78869,78869,78869,true,78869,78869,78869,78869,true,78869,78869,78869,78869,true,78869,78869,78869,78869,true,78869,78869,78869,78869
true,556320,556320,556320,556320,true,416280,416280,428796,428796,true,338604,338604,341196,341196,false,312676,312676,331584,331584,false,277401,286992,286992,286992,true,264509,264509,264509,264509,true,264509,264509,264509,264509
true,157525,157525,157525,157525,true,84445,84955,111605,111605,true,62090,69385,75660,75660,true,54925,54925,54925,54925,true,54925,54925,54925,54925,true,54925,54925,54925,54925,true,54925,54925,54925,54925
true,610805,610805,610805,610805,true,326820,326820,338338,338338,true,261394,273208,293917,293917,false,231101,231101,242619,242619,false,201038,201038,203880,203880,true,201038,201038,201038,201038,true,201038,201038,201038,201038
true,373122,373122,373122,373122,true,240256,240256,254310,254310,true,240256,240256,240256,240256,true,240256,240256,240256,240256,true,240256,240256,240256,240256,true,240256,240256,240256,240256,true,240256,240256,240256,240256
true,287280,287280,287280,287280,true,180549,180549,180549,180549,true,178262,178262,178262,178262,true,178262,178262,178262,178262,true,178262,178262,178262,178262,true,178262,178262,178262,178262,true,178262,178262,178262,178262
true,427674,427674,427674,427674,true,246506,246506,246506,246506,true,205935,206980,206980,206980,true,177788,177788,189423,189423,true,177788,177788,177788,177788,true,177788,177788,177788,177788,true,177788,177788,177788,177788
true,641459,641459,641459,641459,true,357994,357994,456430,456430,true,289847,289847,357994,357994,false,267907,267907,267907,267907,true,267907,267907,267907,267907,true,267907,267907,267907,267907,true,267907,267907,267907,267907
true,209580,209580,209580,209580,true,203357,203357,203357,203357,true,197211,197211,197211,197211,true,197211,197211,197211,197211,true,197211,197211,197211,197211,true,197211,197211,197211,197211,true,197211,197211,197211,197211
true,801526,801526,801526,801526,true,437907,453948,453948,453948,true,331522,331522,331522,331522,true,308726,308726,308726,308726,false,296780,296780,296780,296780,true,296780,296780,296780,296780,true,296780,296780,296780,296780
true,342909,342909,342909,342909,true,264546,264546,277344,277344,true,260541,260541,268074,268074,true,260541,260541,260541,260541,true,260541,260541,260541,260541,true,260541,260541,260541,260541,true,260541,260541,260541,260541
true,272416,272416,272416,272416,true,170848,170848,207216,207216,true,149232,149232,168328,168328,true,146992,146992,149232,149232,true,146992,146992,146992,146992,true,146992,146992,146992,146992,true,146992,146992,146992,146992
true,164075,164075,164075,164075,true,119740,120360,119740,119740,true,112620,112620,114292,114292,true,112620,112620,112620,112620,true,112620,112620,112620,112620,true,112620,112620,112620,112620,true,112620,112620,112620,112620
true,171534,171534,171534,171534,true,117954,117954,121644,121644,true,110976,110976,110976,110976,true,110976,110976,110976,110976,true,110976,110976,110976,110976,true,110976,110976,110976,110976,true,110976,110976,110976,110976
true,203203,203203,203203,203203,true,174363,174363,174363,174363,true,174363,174363,174363,174363,true,174363,174363,174363,174363,true,174363,174363,174363,174363,true,174363,174363,174363,174363,true,174363,174363,174363,174363
true,421120,421120,421120,421120,true,323240,323240,348760,348760,true,323240,323240,323240,323240,true,323240,323240,323240,323240,true,323240,323240,323240,323240,true,323240,323240,323240,323240,true,323240,323240,323240,323240
true,295332,295332,295332,295332,true,190896,190896,190896,190896,true,182351,182351,182351,182351,true,182351,182351,182351,182351,true,182351,182351,182351,182351,true,182351,182351,182351,182351,true,182351,182351,182351,182351
true,673264,673264,673264,673264,true,484816,484816,484816,484816,true,420848,420848,430683,430683,true,414492,415524,420848,420848,true,414492,414492,415524,415524,true,414492,414492,414492,414492,true,414492,414492,414492,414492
true,229220,229220,229220,229220,true,171795,171795,171795,171795,true,128850,129330,132815,132815,true,128850,128850,128850,128850,true,128850,128850,128850,128850,true,128850,128850,128850,128850,true,128850,128850,128850,128850
