BnB_BnB/1/finished,BnB_BnB/1,BnB_List/1,DP/1,DP_BnB/1,BnB_BnB/2/finished,BnB_BnB/2,BnB_List/2,DP/2,DP_BnB/2,BnB_BnB/3/finished,BnB_BnB/3,BnB_List/3,DP/3,DP_BnB/3,BnB_BnB/4/finished,BnB_BnB/4,BnB_List/4,DP/4,DP_BnB/4,BnB_BnB/5/finished,BnB_BnB/5,BnB_List/5,DP/5,DP_BnB/5,BnB_BnB/6/finished,BnB_BnB/6,BnB_List/6,DP/6,DP_BnB/6,BnB_BnB/7/finished,BnB_BnB/7,BnB_List/7,DP/7,DP_BnB/7
true,656572,656572,656572,656572,true,397424,397424,457268,457268,true,301207,301207,313475,313475,false,256678,275273,301207,301207,false,218092,218092,218092,218092,true,203911,203911,203911,203911,true,203911,203911,203911,203911
true,402714,402714,402714,402714,true,222395,222395,229950,229950,true,160260,166150,185205,185205,true,160260,160260,170355,170355,true,160260,160260,160260,160260,true,160260,160260,160260,160260,true,160260,160260,160260,160260
true,402410,402410,402410,402410,true,220518,222220,277293,277293,true,164120,175651,204605,204605,true,164120,164120,164120,164120,true,164120,164120,164120,164120,true,164120,164120,164120,164120,true,164120,164120,164120,164120
true,227760,227760,227760,227760,true,136168,136168,136590,136590,true,110022,110022,113102,113102,false,92304,92756,94516,94516,true,79296,79296,88176,88176,true,79296,79296,79296,79296,true,79296,79296,79296,79296
true,140225,140225,140225,140225,true,111360,115815,120060,120060,true,100602,100602,103840,103840,true,100602,100602,100602,100602,true,100602,100602,100602,100602,true,100602,100602,100602,100602,true,100602,100602,100602,100602
true,597246,597246,597246,597246,true,339625,339625,339625,339625,false,254214,254214,282541,282541,true,226785,226785,226785,226785,true,226785,226785,226785,226785,true,226785,226785,226785,226785,true,226785,226785,226785,226785
true,393633,393633,393633,393633,true,262287,262287,281889,281889,true,241474,241474,261076,261076,true,241474,241474,241474,241474,true,241474,241474,241474,241474,true,241474,241474,241474,241474,true,241474,241474,241474,241474
true,289720,289720,289720,289720,true,202848,205688,224912,224912,true,181621,181621,181621,181621,true,181621,181621,181621,181621,true,181621,181621,181621,181621,true,181621,181621,181621,181621,true,181621,181621,181621,181621
true,416140,416140,416140,416140,true,238740,242038,271855,271855,true,191540,194476,222368,222368,false,154491,154491,199810,199810,true,154491,154491,154491,154491,true,154491,154491,154491,154491,true,154491,154491,154491,154491
true,393324,393324,393324,393324,true,242172,242172,270300,270300,true,205653,205653,205653,205653,true,205653,205653,205653,205653,true,205653,205653,205653,205653,true,205653,205653,205653,205653,true,205653,205653,205653,205653
true,188640,188640,188640,188640,true,119886,119886,132600,132600,true,110392,110392,110392,110392,true,110392,110392,110392,110392,true,110392,110392,110392,110392,true,110392,110392,110392,110392,true,110392,110392,110392,110392
true,267197,267197,267197,267197,true,189371,189371,193396,193396,true,189371,189371,189371,189371,true,189371,189371,189371,189371,true,189371,189371,189371,189371,true,189371,189371,189371,189371,true,189371,189371,189371,189371
true,190512,190512,190512,190512,true,116676,116676,116676,116676,true,110047,110047,110047,110047,true,110047,110047,110047,110047,true,110047,110047,110047,110047,true,110047,110047,110047,110047,true,110047,110047,110047,110047
true,201900,201900,201900,201900,true,140655,140655,148523,148523,true,128400,128400,137434,137434,true,125041,125041,128400,128400,true,125041,125041,125041,125041,true,125041,125041,125041,125041,true,125041,125041,125041,125041
true,240865,240865,240865,240865,true,191390,191390,204630,204630,true,174505,174505,174505,174505,true,174505,174505,174505,174505,true,174505,174505,174505,174505,true,174505,174505,174505,174505,true,174505,174505,174505,174505
true,232182,232182,232182,232182,true,121290,128304,132294,132294,true,103188,103188,103188,103188,true,103188,103188,103188,103188,true,103188,103188,103188,103188,true,103188,103188,103188,103188,true,103188,103188,103188,103188
true,251853,251853,251853,251853,true,201390,201390,201390,201390,true,193872,193872,193872,193872,true,193872,193872,193872,193872,true,193872,193872,193872,193872,true,193872,193872,193872,193872,true,193872,193872,193872,193872
true,163060,163060,163060,163060,true,108608,108608,119119,119119,true,85270,85270,86690,86690,true,85270,85270,85270,85270,true,85270,85270,85270,85270,true,85270,85270,85270,85270,true,85270,85270,85270,85270
true,260130,260130,260130,260130,true,140714,141380,170501,170501,true,107996,107996,107996,107996,true,107996,107996,107996,107996,true,107996,107996,107996,107996,true,107996,107996,107996,107996,true,107996,107996,107996,107996
true,395316,395316,395316,395316,true,240360,240360,274296,274296,true,192213,193557,193896,193896,true,192213,192213,192213,192213,true,192213,192213,192213,192213,true,192213,192213,192213,192213,true,192213,192213,192213,192213
true,289478,289478,289478,289478,true,182490,182490,182490,182490,true,128705,128705,128705,128705,true,128705,128705,128705,128705,true,128705,128705,128705,128705,true,128705,128705,128705,128705,true,128705,128705,128705,128705
true,244355,244355,244355,244355,true,129645,129645,129645,129645,true,118938,118938,119360,119360,true,113004,113004,113004,113004,true,113004,113004,113004,113004,true,113004,113004,113004,113004,true,113004,113004,113004,113004
true,175095,175095,175095,175095,true,90065,90065,90065,90065,true,87045,87045,87045,87045,true,87045,87045,87045,87045,true,87045,87045,87045,87045,true,87045,87045,87045,87045,true,87045,87045,87045,87045
true,386743,386743,386743,386743,true,201033,201033,201033,201033,true,190379,190379,190379,190379,true,170980,170980,170980,170980,false,170980,170980,170980,170980,true,170980,170980,170980,170980,true,170980,170980,170980,170980
true,354459,354459,354459,354459,true,190848,190848,190848,190848,true,174184,174184,174184,174184,true,174184,174184,174184,174184,true,174184,174184,174184,174184,true,174184,174184,174184,174184,true,174184,174184,174184,174184
true,442872,442872,442872,442872,true,312354,329820,329820,329820,true,272736,272736,272736,272736,true,268444,268444,268444,268444,true,268444,268444,268444,268444,true,268444,268444,268444,268444,true,268444,268444,268444,268444
true,392048,392048,392048,392048,true,208544,212363,223206,223206,false,188304,188555,194301,194301,false,139743,142868,144566,144566,false,134650,138843,138843,138843,true,133830,133830,133830,133830,true,133830,133830,133830,133830
true,224290,224290,224290,224290,true,152544,152544,154150,154150,true,145440,145440,145440,145440,true,145440,145440,145440,145440,true,145440,145440,145440,145440,true,145440,145440,145440,145440,true,145440,145440,145440,145440
true,281312,281312,281312,281312,true,150000,150000,165768,165768,true,115303,115687,119000,119000,true,92356,92356,108124,108124,true,92356,92356,92356,92356,true,92356,92356,92356,92356,true,92356,92356,92356,92356
true,633810,633810,633810,633810,true,370695,370695,392220,392220,true,306602,319765,339600,339600,false,244050,244050,277215,277215,true,224886,224886,231548,231548,true,224886,224886,224886,224886,true,224886,224886,224886,224886
true,457050,457050,457050,457050,true,265005,270766,297015,297015,true,198405,198405,198405,198405,true,184455,184455,193363,193363,true,184455,184455,184455,184455,true,184455,184455,184455,184455,true,184455,184455,184455,184455
true,278370,278370,278370,278370,true,174180,174180,191210,191210,true,142016,146076,158290,158290,false,121914,121914,123030,123030,true,121914,121914,121914,121914,true,121914,121914,121914,121914,true,121914,121914,121914,121914
true,229266,229266,229266,229266,true,138548,140104,158719,158719,true,109197,110877,121692,121692,true,92862,92862,93588,93588,true,92862,92862,92862,92862,true,92862,92862,92862,92862,true,92862,92862,92862,92862
true,605143,605143,605143,605143,true,389466,389466,446116,446116,true,336328,367409,389466,389466,false,317286,334400,334400,334400,true,317286,317286,317286,317286,true,317286,317286,317286,317286,true,317286,317286,317286,317286
true,338712,338712,338712,338712,true,188562,188562,188562,188562,true,185031,185031,185031,185031,true,185031,185031,185031,185031,true,185031,185031,185031,185031,true,185031,185031,185031,185031,true,185031,185031,185031,185031
true,437208,437208,437208,437208,true,294912,294912,320724,320724,true,235599,235599,251034,251034,false,220626,220626,235599,235599,true,220626,220626,223796,223796,true,220626,220626,220626,220626,true,220626,220626,220626,220626
true,598468,598468,598468,598468,true,332488,332488,365580,365580,true,255106,255106,332488,332488,false,221460,221460,246778,246778,true,221460,221460,221460,221460,true,221460,221460,221460,221460,true,221460,221460,221460,221460
true,397773,397773,397773,397773,true,208386,208386,228263,228263,true,197642,197642,197642,197642,true,197642,197642,197642,197642,true,197642,197642,197642,197642,true,197642,197642,197642,197642,true,197642,197642,197642,197642
true,261822,261822,261822,261822,true,155784,157704,183678,183678,true,140916,140916,159624,159624,true,140916,140916,140916,140916,true,140916,140916,140916,140916,true,140916,140916,140916,140916,true,140916,140916,140916,140916
true,453531,453531,453531,453531,true,247717,250016,268307,268307,true,203112,203112,203112,203112,true,203112,203112,203112,203112,true,203112,203112,203112,203112,true,203112,203112,203112,203112,true,203112,203112,203112,203112
true,498553,498553,498553,498553,true,271282,271282,271282,271282,true,271282,271282,271282,271282,true,271282,271282,271282,271282,true,271282,271282,271282,271282,true,271282,271282,271282,271282,true,271282,271282,271282,271282
true,267113,267113,267113,267113,true,217340,217340,233443,233443,true,217340,217340,217340,217340,true,217340,217340,217340,217340,true,217340,217340,217340,217340,true,217340,217340,217340,217340,true,217340,217340,217340,217340
true,833704,833704,833704,833704,true,465198,465198,465198,465198,true,413011,413011,413011,413011,false,333363,333363,333363,333363,true,311995,311995,311995,311995,true,311995,311995,311995,311995,true,311995,311995,311995,311995
true,207954,207954,207954,207954,true,129810,129810,143616,143616,false,106068,106068,122790,122790,true,106068,106068,106068,106068,true,106068,106068,106068,106068,true,106068,106068,106068,106068,true,106068,106068,106068,106068
true,405968,405968,405968,405968,true,270086,270086,293976,293976,true,240630,241320,245096,245096,true,240630,240630,240630,240630,true,240630,240630,240630,240630,true,240630,240630,240630,240630,true,240630,240630,240630,240630
true,278425,278425,278425,278425,true,206428,209733,221466,221466,true,159107,165020,165020,165020,true,153833,153833,153833,153833,true,153833,153833,153833,153833,true,153833,153833,153833,153833,true,153833,153833,153833,153833
true,220050,220050,220050,220050,true,133900,133900,143025,143025,true,130790,130790,133900,133900,true,130790,130790,130790,130790,true,130790,130790,130790,130790,true,130790,130790,130790,130790,true,130790,130790,130790,130790
true,536232,536232,536232,536232,true,293412,293412,293412,293412,true,280052,280052,280052,280052,true,280052,280052,280052,280052,true,280052,280052,280052,280052,true,280052,280052,280052,280052,true,280052,280052,280052,280052
true,428088,428088,428088,428088,true,281916,281916,335820,335820,true,221738,242831,268068,268068,false,216954,216954,223839,223839,true,216954,216954,216954,216954,true,216954,216954,216954,216954,true,216954,216954,216954,216954
true,433620,433620,433620,433620,true,308412,308412,339812,339812,true,265325,265325,281369,281369,true,265325,265325,265325,265325,true,265325,265325,265325,265325,true,265325,265325,265325,265325,true,265325,265325,265325,265325
true,798570,798570,798570,798570,true,436545,441990,521880,521880,true,328905,328905,328905,328905,false,297810,300820,300820,300820,false,273855,281115,297810,297810,false,258432,258432,258432,258432,true,242272,242272,242272,242272
true,315576,315576,315576,315576,true,216892,216892,239284,239284,true,210500,210500,216892,216892,true,210500,210500,210500,210500,true,210500,210500,210500,210500,true,210500,210500,210500,210500,true,210500,210500,210500,210500
true,203600,203600,203600,203600,true,107855,107855,107855,107855,true,107855,107855,107855,107855,true,107855,107855,107855,107855,true,107855,107855,107855,107855,true,107855,107855,107855,107855,true,107855,107855,107855,107855
true,360230,360230,360230,360230,true,258380,259170,277030,277030,true,199940,199940,239790,239790,true,198910,198910,198910,198910,true,198910,198910,198910,198910,true,198910,198910,198910,198910,true,198910,198910,198910,198910
true,602954,602954,602954,602954,true,332895,349008,356334,356334,true,256680,256680,256680,256680,false,216568,216568,216568,216568,false,216568,216568,216568,216568,true,216568,216568,216568,216568,true,216568,216568,216568,216568
true,237720,237720,237720,237720,true,182677,182677,209660,209660,true,182677,182677,182677,182677,true,182677,182677,182677,182677,true,182677,182677,182677,182677,true,182677,182677,182677,182677,true,182677,182677,182677,182677
true,739728,739728,739728,739728,true,510102,510102,531936,531936,true,424674,424674,457912,457912,false,360876,361523,426626,426626,true,360876,360876,360876,360876,true,360876,360876,360876,360876,true,360876,360876,360876,360876
true,1108050,1108050,1108050,1108050,true,623370,627612,704640,704640,true,467880,467880,467880,467880,false,414788,424743,428868,428868,false,398556,398556,400356,400356,true,398556,398556,398556,398556,true,398556,398556,398556,398556
true,461406,461406,461406,461406,true,252673,254890,262328,262328,true,204648,204648,204648,204648,true,204648,204648,204648,204648,true,204648,204648,204648,204648,true,204648,204648,204648,204648,true,204648,204648,204648,204648
true,591648,591648,591648,591648,true,345196,345196,389266,389266,true,268249,268249,271202,271202,false,254011,249630,262528,262528,false,210615,210615,237191,237191,false,198955,198955,210615,210615,true,198955,198955,198955,198955
true,425529,425529,425529,425529,true,222795,222795,222795,222795,true,182984,182984,207477,207477,true,145792,145792,155646,155646,true,145792,145792,145792,145792,true,145792,145792,145792,145792,true,145792,145792,145792,145792
true,515746,515746,515746,515746,true,287717,309628,323176,323176,true,246906,246906,246906,246906,true,246906,246906,246906,246906,true,246906,246906,246906,246906,true,246906,246906,246906,246906,true,246906,246906,246906,246906
true,240220,240220,240220,240220,true,131492,132800,149550,149550,true,99020,99020,99020,99020,true,94450,94450,94450,94450,true,94450,94450,94450,94450,true,94450,94450,94450,94450,true,94450,94450,94450,94450
true,174315,174315,174315,174315,true,90920,90920,90920,90920,true,78195,78195,84520,84520,true,71130,71130,71130,71130,true,68833,68833,68833,68833,true,68833,68833,68833,68833,true,68833,68833,68833,68833
true,224165,224165,224165,224165,true,142855,142855,158630,158630,true,126695,126695,131980,131980,true,122600,122600,126085,126085,true,120800,120800,120800,120800,true,120800,120800,120800,120800,true,120800,120800,120800,120800
true,187155,187155,187155,187155,true,97475,97475,97475,97475,true,97475,97475,97475,97475,true,97475,97475,97475,97475,true,97475,97475,97475,97475,true,97475,97475,97475,97475,true,97475,97475,97475,97475
true,331010,331010,331010,331010,true,185840,185840,200520,200520,true,138530,138530,138530,138530,true,136290,136290,136290,136290,true,127462,127462,127462,127462,true,127462,127462,127462,127462,true,127462,127462,127462,127462
true,190505,190505,190505,190505,true,128705,128705,150175,150175,true,104795,107155,111280,111280,true,91600,91600,91600,91600,true,91600,91600,91600,91600,true,91600,91600,91600,91600,true,91600,91600,91600,91600
true,212285,212285,212285,212285,true,160116,160116,160116,160116,true,133045,133045,133045,133045,true,109200,109200,109200,109200,true,109200,109200,109200,109200,true,109200,109200,109200,109200,true,109200,109200,109200,109200
true,328496,328496,328496,328496,true,204160,210528,210528,210528,true,188280,188280,188280,188280,true,188280,188280,188280,188280,true,188280,188280,188280,188280,true,188280,188280,188280,188280,true,188280,188280,188280,188280
true,300384,300384,300384,300384,true,198722,205571,215022,215022,true,155745,155745,155745,155745,true,155745,155745,155745,155745,true,155745,155745,155745,155745,true,155745,155745,155745,155745,true,155745,155745,155745,155745
true,650107,650107,650107,650107,true,370149,370149,376716,376716,true,278756,279114,279114,279114,true,263076,263076,273856,273856,true,263076,263076,263076,263076,true,263076,263076,263076,263076,true,263076,263076,263076,263076
true,393210,393210,393210,393210,true,286102,286102,327496,327496,true,267876,267876,286102,286102,true,250965,250965,250965,250965,true,250965,250965,250965,250965,true,250965,250965,250965,250965,true,250965,250965,250965,250965
true,325575,325575,325575,325575,true,240759,240759,263142,263142,true,214380,214380,233973,233973,true,214380,214380,214380,214380,true,214380,214380,214380,214380,true,214380,214380,214380,214380,true,214380,214380,214380,214380
true,523602,523602,523602,523602,true,285444,285444,285444,285444,true,214914,214914,255702,255702,false,184590,184590,184590,184590,false,180222,180222,180222,180222,true,180222,180222,180222,180222,true,180222,180222,180222,180222
true,573783,573783,573783,573783,true,336668,359967,372240,372240,true,257246,257246,257246,257246,false,240614,240614,240614,240614,false,240614,240614,240614,240614,true,240614,240614,240614,240614,true,240614,240614,240614,240614
true,306789,306789,306789,306789,true,212359,212359,240044,240044,true,187871,192771,208299,208299,true,158025,161094,165613,165613,true,154908,158025,158851,158851,true,154908,154908,154908,154908,true,154908,154908,154908,154908
true,254620,254620,254620,254620,true,191968,198768,206060,206060,true,163795,163795,163795,163795,true,163795,163795,163795,163795,true,163795,163795,163795,163795,true,163795,163795,163795,163795,true,163795,163795,163795,163795
true,294175,294175,294175,294175,true,152327,152327,152327,152327,true,151326,151326,151326,151326,true,151326,151326,151326,151326,true,151326,151326,151326,151326,true,151326,151326,151326,151326,true,151326,151326,151326,151326
true,200592,200592,200592,200592,true,129185,129185,153755,153755,true,129185,129185,129185,129185,true,129185,129185,129185,129185,true,129185,129185,129185,129185,true,129185,129185,129185,129185,true,129185,129185,129185,129185
true,496705,496705,496705,496705,true,262878,270274,272811,272811,true,231484,231484,231484,231484,true,208285,208285,208285,208285,true,208285,208285,208285,208285,true,208285,208285,208285,208285,true,208285,208285,208285,208285
true,385781,385781,385781,385781,true,202796,202796,202796,202796,true,185680,185680,190960,190960,true,185680,185680,185680,185680,true,185680,185680,185680,185680,true,185680,185680,185680,185680,true,185680,185680,185680,185680
true,286062,286062,286062,286062,true,162144,162624,172904,172904,true,120736,120736,123174,123174,true,120736,120736,120736,120736,true,120736,120736,120736,120736,true,120736,120736,120736,120736,true,120736,120736,120736,120736
true,624650,624650,624650,624650,true,354809,370851,430846,430846,true,289303,300119,306020,306020,true,245720,245720,245720,245720,true,245720,245720,245720,245720,true,245720,245720,245720,245720,true,245720,245720,245720,245720
true,394900,394900,394900,394900,true,257540,257540,300600,300600,true,223800,223800,257540,257540,true,223800,223800,223800,223800,true,223800,223800,223800,223800,true,223800,223800,223800,223800,true,223800,223800,223800,223800
true,189590,189590,189590,189590,true,150025,150025,165840,165840,true,150025,150025,150025,150025,true,150025,150025,150025,150025,true,150025,150025,150025,150025,true,150025,150025,150025,150025,true,150025,150025,150025,150025
true,590269,590269,590269,590269,true,348450,348450,374279,374279,true,348450,348450,348450,348450,true,348450,348450,348450,348450,true,348450,348450,348450,348450,true,348450,348450,348450,348450,true,348450,348450,348450,348450
true,1166088,1166088,1166088,1166088,true,786864,786864,879432,879432,true,639622,639622,777836,777836,true,573902,573902,661902,661902,true,573902,573902,573902,573902,true,573902,573902,573902,573902,true,573902,573902,573902,573902
true,242610,242610,242610,242610,true,144270,144270,151390,151390,true,132804,132804,132804,132804,true,132804,132804,132804,132804,true,132804,132804,132804,132804,true,132804,132804,132804,132804,true,132804,132804,132804,132804
true,439752,439752,439752,439752,true,234036,234036,234036,234036,true,184155,184155,185205,185205,true,184155,184155,184155,184155,true,184155,184155,184155,184155,true,184155,184155,184155,184155,true,184155,184155,184155,184155
true,530556,530556,530556,530556,true,326532,326532,331380,331380,true,326532,326532,326532,326532,true,326532,326532,326532,326532,true,326532,326532,326532,326532,true,326532,326532,326532,326532,true,326532,326532,326532,326532
true,224755,224755,224755,224755,true,134685,135695,146428,146428,true,112280,112280,112280,112280,false,97480,97480,97480,97480,true,97480,97480,97480,97480,true,97480,97480,97480,97480,true,97480,97480,97480,97480
true,1421084,1421084,1421084,1421084,true,948027,956396,990248,990248,true,753129,754656,754656,754656,true,629145,629145,629145,629145,false,612383,612383,612383,612383,false,576495,576495,576495,576495,true,576495,576495,576495,576495
true,224544,224544,224544,224544,true,114546,117924,121860,121860,true,87456,94260,106410,106410,true,84960,84960,84960,84960,true,84960,84960,84960,84960,true,84960,84960,84960,84960,true,84960,84960,84960,84960
true,286426,286426,286426,286426,true,183750,186912,200284,200284,true,153305,160258,160258,160258,false,142058,142058,142058,142058,true,142058,142058,142058,142058,true,142058,142058,142058,142058,true,142058,142058,142058,142058
true,203028,203028,203028,203028,true,148998,148998,148998,148998,true,130795,130795,132411,132411,true,113210,113210,113210,113210,true,113210,113210,113210,113210,true,113210,113210,113210,113210,true,113210,113210,113210,113210
true,204120,204120,204120,204120,true,151522,151522,159546,159546,true,142672,142672,146088,146088,true,142672,142672,142672,142672,true,142672,142672,142672,142672,true,142672,142672,142672,142672,true,142672,142672,142672,142672
true,490448,490448,490448,490448,true,270464,270464,287632,287632,true,270464,270464,270464,270464,true,270464,270464,270464,270464,true,270464,270464,270464,270464,true,270464,270464,270464,270464,true,270464,270464,270464,270464
true,337540,337540,337540,337540,true,278825,278825,295405,295405,true,255430,255430,272010,272010,true,255430,255430,256600,256600,true,255430,255430,255430,255430,true,255430,255430,255430,255430,true,255430,255430,255430,255430
true,350160,350160,350160,350160,true,199330,199330,257786,257786,true,179668,180930,199330,199330,true,179668,179668,180930,180930,true,179668,179668,179668,179668,true,179668,179668,179668,179668,true,179668,179668,179668,179668
true,170230,170230,170230,170230,true,118870,118870,125495,125495,true,93130,93130,93130,93130,true,86456,88910,88910,88910,true,86456,86456,86456,86456,true,86456,86456,86456,86456,true,86456,86456,86456,86456
true,268457,268457,268457,268457,true,162683,162683,167230,167230,true,129829,129829,129829,129829,true,107775,107775,107775,107775,true,107775,107775,107775,107775,true,107775,107775,107775,107775,true,107775,107775,107775,107775
true,403469,403469,403469,403469,true,238821,238821,259523,259523,true,198612,198612,210005,210005,true,181530,181530,181530,181530,true,181530,181530,181530,181530,true,181530,181530,181530,181530,true,181530,181530,181530,181530
true,204612,204612,204612,204612,true,129760,129804,159894,159894,true,108588,108588,126830,126830,true,108588,108588,108588,108588,true,108588,108588,108588,108588,true,108588,108588,108588,108588,true,108588,108588,108588,108588
true,249795,249795,249795,249795,true,138276,138276,138681,138681,true,108144,108144,132264,132264,true,104337,104337,109008,109008,true,104337,104337,104337,104337,true,104337,104337,104337,104337,true,104337,104337,104337,104337
true,638616,638616,638616,638616,true,354211,358985,371745,371745,true,274166,274373,274373,274373,false,216286,216286,216286,216286,true,216286,216286,216286,216286,true,216286,216286,216286,216286,true,216286,216286,216286,216286
true,373410,373410,373410,373410,true,229170,229170,276328,276328,true,196848,196848,221546,221546,true,196848,196848,196848,196848,true,196848,196848,196848,196848,true,196848,196848,196848,196848,true,196848,196848,196848,196848
true,193025,193025,193025,193025,true,193025,193025,193025,193025,true,193025,193025,193025,193025,true,193025,193025,193025,193025,true,193025,193025,193025,193025,true,193025,193025,193025,193025,true,193025,193025,193025,193025
true,172152,172152,172152,172152,true,93846,93846,93846,93846,true,81816,81816,81816,81816,true,81816,81816,81816,81816,true,81816,81816,81816,81816,true,81816,81816,81816,81816,true,81816,81816,81816,81816
true,638114,638114,638114,638114,true,480871,480871,487045,487045,true,466546,466546,472720,472720,true,466546,466546,466546,466546,true,466546,466546,466546,466546,true,466546,466546,466546,466546,true,466546,466546,466546,466546
true,237006,237006,237006,237006,true,156162,156162,179376,179376,true,139533,139533,156162,156162,true,139533,139533,139533,139533,true,139533,139533,139533,139533,true,139533,139533,139533,139533,true,139533,139533,139533,139533
true,923706,923706,923706,923706,true,491579,491579,589861,589861,true,461173,461173,482310,482310,true,461173,461173,461173,461173,true,461173,461173,461173,461173,true,461173,461173,461173,461173,true,461173,461173,461173,461173
true,413802,413802,413802,413802,true,262737,270702,277722,277722,true,243468,243468,249300,249300,true,243468,243468,243468,243468,true,243468,243468,243468,243468,true,243468,243468,243468,243468,true,243468,243468,243468,243468
true,373563,373563,373563,373563,true,234378,234378,256212,256212,true,207216,207216,207216,207216,true,207216,207216,207216,207216,true,207216,207216,207216,207216,true,207216,207216,207216,207216,true,207216,207216,207216,207216
true,470239,470239,470239,470239,true,277187,277187,353718,353718,true,222608,234431,272277,272277,false,183016,183408,183408,183408,true,182464,182464,182464,182464,true,182464,182464,182464,182464,true,182464,182464,182464,182464
true,213580,213580,213580,213580,true,175550,175550,180825,180825,true,169435,169435,174710,174710,true,169435,169435,169435,169435,true,169435,169435,169435,169435,true,169435,169435,169435,169435,true,169435,169435,169435,169435
true,498199,498199,498199,498199,true,380627,380627,419068,419068,true,376712,376712,396630,396630,true,376712,376712,380627,380627,true,376712,376712,376712,376712,true,376712,376712,376712,376712,true,376712,376712,376712,376712
true,652800,652800,652800,652800,true,442192,442192,463620,463620,true,356800,356800,414540,414540,false,305052,307728,318788,318788,false,297528,305052,307728,307728,true,297528,297676,297676,297676,true,297528,297528,297528,297528
true,301140,301140,301140,301140,true,169071,169071,172571,172571,true,146839,146839,149716,149716,true,146839,146839,146839,146839,true,146839,146839,146839,146839,true,146839,146839,146839,146839,true,146839,146839,146839,146839
true,497244,497244,497244,497244,true,384797,384797,442409,442409,true,355394,355394,399773,399773,false,342161,342161,358265,358265,true,342161,342161,342161,342161,true,342161,342161,342161,342161,true,342161,342161,342161,342161
true,225880,225880,225880,225880,true,115368,116400,128496,128496,true,89960,89960,89960,89960,true,89960,89960,89960,89960,true,89960,89960,89960,89960,true,89960,89960,89960,89960,true,89960,89960,89960,89960
true,321216,321216,321216,321216,true,175752,175752,223947,223947,true,168080,168080,172056,172056,true,168080,168080,168080,168080,true,168080,168080,168080,168080,true,168080,168080,168080,168080,true,168080,168080,168080,168080
true,498199,498199,498199,498199,true,301536,301536,315186,315186,true,298638,298638,298638,298638,true,298638,298638,298638,298638,true,298638,298638,298638,298638,true,298638,298638,298638,298638,true,298638,298638,298638,298638
true,181916,181916,181916,181916,true,104280,106694,116393,116393,true,73772,74608,74608,74608,true,71813,71813,71813,71813,true,71813,71813,71813,71813,true,71813,71813,71813,71813,true,71813,71813,71813,71813
true,415575,415575,415575,415575,true,222309,222309,222309,222309,true,207474,207474,207474,207474,true,207474,207474,207474,207474,true,207474,207474,207474,207474,true,207474,207474,207474,207474,true,207474,207474,207474,207474
true,266343,266343,266343,266343,true,137228,137228,137228,137228,true,137228,137228,137228,137228,true,137228,137228,137228,137228,true,137228,137228,137228,137228,true,137228,137228,137228,137228,true,137228,137228,137228,137228
true,315776,315776,315776,315776,true,194288,203621,235920,235920,true,176104,176104,176104,176104,false,159316,159316,159316,159316,false,159316,159316,159316,159316,true,159316,159316,159316,159316,true,159316,159316,159316,159316
true,179060,179060,179060,179060,true,104091,106895,121640,121640,true,82373,82373,82373,82373,true,81815,81815,81815,81815,true,81815,81815,81815,81815,true,81815,81815,81815,81815,true,81815,81815,81815,81815
true,580620,580620,580620,580620,true,339344,344325,356336,356336,true,262136,262875,269456,269456,false,216632,216797,247170,247170,true,216632,216632,216632,216632,true,216632,216632,216632,216632,true,216632,216632,216632,216632
true,204138,204138,204138,204138,true,176118,176118,180084,180084,true,156374,156374,157332,157332,true,153366,153366,153366,153366,true,153366,153366,153366,153366,true,153366,153366,153366,153366,true,153366,153366,153366,153366
true,1026212,1026212,1026212,1026212,true,544038,544038,544038,544038,true,389274,389274,480705,480705,false,345208,354237,374330,374330,true,314307,314307,327177,327177,true,314307,314307,314307,314307,true,314307,314307,314307,314307
true,308925,308925,308925,308925,true,259875,259875,259875,259875,true,229455,229455,242388,242388,true,229455,229455,229455,229455,true,229455,229455,229455,229455,true,229455,229455,229455,229455,true,229455,229455,229455,229455
true,295110,295110,295110,295110,true,149682,149682,164352,164352,true,105360,105984,105984,105984,true,91942,91942,91942,91942,true,91942,91942,91942,91942,true,91942,91942,91942,91942,true,91942,91942,91942,91942
true,410648,410648,410648,410648,true,223480,223480,256344,256344,true,172048,172048,172048,172048,true,172048,172048,172048,172048,true,172048,172048,172048,172048,true,172048,172048,172048,172048,true,172048,172048,172048,172048
true,421356,421356,421356,421356,true,250471,270189,301977,301977,true,201623,201623,228922,228922,true,197324,197324,197324,197324,true,197324,197324,197324,197324,true,197324,197324,197324,197324,true,197324,197324,197324,197324
true,1222702,1222702,1222702,1222702,true,707304,746096,832544,832544,true,552110,558976,558976,558976,false,488560,525306,548096,548096,true,488560,488560,488560,488560,true,488560,488560,488560,488560,true,488560,488560,488560,488560
true,276120,276120,276120,276120,true,152683,152683,192880,192880,true,128579,128827,145064,145064,true,103912,103912,103912,103912,true,103912,103912,103912,103912,true,103912,103912,103912,103912,true,103912,103912,103912,103912
true,647160,647160,647160,647160,true,374940,400920,400920,400920,true,300510,300510,300510,300510,true,300480,300480,300480,300480,true,300480,300480,300480,300480,true,300480,300480,300480,300480,true,300480,300480,300480,300480
true,443289,443289,443289,443289,true,243709,257492,280125,280125,true,222904,222904,222904,222904,true,222904,222904,222904,222904,true,222904,222904,222904,222904,true,222904,222904,222904,222904,true,222904,222904,222904,222904
